,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
t32,-0.00802424,0.018227855,8.528137,3.3442955,0.78864837,0.115153484,-0.27360013,-0.026216669,14.638401,-0.15827172,0.06522381,-0.20831794,0.11158163,5.224367,4.063738,-0.52218324,-0.12705077,4.0483694,-1.8030249,3.5026224,5.100862,0.050731968,0.44071904,-0.46229297,-0.07466929,-0.099749364,8.805536
t37,-0.012556062,0.022936814,8.816952,3.7859259,1.0519416,0.115838096,-0.29392806,-0.05442149,15.113468,-0.17778996,0.071364336,-0.26003554,0.11676152,5.684242,4.4798894,-0.54542756,-0.10684415,3.586465,-1.9300699,3.4612567,5.6297846,0.06321139,0.47578743,-0.56684667,-0.045564797,-0.09213498,9.8581085
t40,-0.014866383,0.02484604,9.080063,4.1271405,1.1714048,0.117325045,-0.34395692,-0.06385213,15.549078,-0.18264143,0.075794905,-0.26743665,0.12152583,5.9850593,4.783902,-0.5695401,-0.091014005,3.3646352,-2.0274503,3.5453522,5.967218,0.075501285,0.49798024,-0.6368967,-0.02218731,-0.09327572,10.565518
t41,-0.015055558,0.026090931,9.274953,4.406593,1.2902141,0.117351785,-0.38345551,-0.06914875,15.876408,-0.17854522,0.07426747,-0.26059186,0.12193438,6.117828,4.968654,-0.5806626,-0.081260376,3.2914045,-2.0668545,3.6006134,6.1858425,0.07886389,0.5156928,-0.6614961,-0.0051039006,-0.09034129,10.810522
t22,0.71889734,0.011522006,7.2969804,1.8097578,0.7662347,0.10215348,0.015806492,1.4503543,13.0591135,-0.07671678,0.040920574,-0.09763868,0.059151355,3.4423962,2.826517,-0.43697414,-0.12773307,5.8847733,-1.3433948,3.5486372,3.6555154,0.20264627,0.3192464,-0.077685714,-0.15773584,-0.12681541,4.703151
t17,0.37675336,0.014956356,7.555489,2.034523,0.6347767,0.10377535,-0.060642924,0.9033429,13.184292,-0.084888466,0.04379955,-0.11663898,0.071484774,4.030695,3.0676253,-0.45010006,-0.12546888,5.340473,-1.4544384,3.5955315,3.901728,0.0069465796,0.33759436,-0.1658476,-0.14661613,-0.11855659,5.546949
t25,-0.010746458,0.022000836,8.470641,3.6578166,0.88275766,0.112546586,-0.2552196,-0.037463576,14.6162615,-0.14200571,0.06780947,-0.2279781,0.12038318,5.322012,4.3096657,-0.5377758,-0.089940645,3.861542,-1.8915567,3.5833309,5.213152,0.06096716,0.46455076,-0.5117461,-0.0651655,-0.105608,9.175523
t26,0.33180076,0.016154855,7.4539666,2.0607426,0.64064676,0.10233377,-0.038199116,1.195439,13.179562,-0.057116523,0.041313298,-0.11721567,0.070651606,3.7372408,3.075914,-0.44064006,-0.09282495,5.5820932,-1.4353268,3.5616207,3.904723,0.0052036094,0.32911915,-0.13992034,-0.14397158,-0.13087118,5.168118
t7,6.18154,1.0818411,2.3832762,3.0448475,2.3971272,0.061767876,1.3860402,7.8292465,5.858673,1.5536747,0.04484236,-0.035911642,0.76228064,0.019689796,-0.4444072,-0.1816277,-0.106299266,10.810415,-0.82437205,2.7938485,0.030950299,2.3377564,0.14879347,4.988035,-0.22552516,-0.16772605,-0.3105798
t8,8.45744,1.3483905,2.4337118,4.3338227,3.6327548,0.064855546,1.6346196,11.269245,5.1769114,2.782446,0.051464323,-0.022209119,1.6158168,0.037209556,-0.7517868,-0.113180414,-0.07940599,13.905113,-0.93082213,3.085352,0.05507111,2.6376216,0.13634704,6.831597,-0.23188716,-0.2263414,-0.49956298
