,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t22,-0.5405042,2.8145165,0.66113365,-0.05562177,8.645551,1.2262552,-0.030901711,3.9001076,0.14855357,-0.10350572,2.5894492,0.20149784,1.131165,-0.112332985,3.0843,4.276401,-0.23186621,-0.36507466,7.6615233,0.06645496,-0.1032688,1.8363675,5.8234334,-0.34385428,6.6192017
t23,-0.39016452,2.7271461,0.62059075,-0.014292395,7.9982047,0.7054038,-0.047207214,3.4792547,0.14138111,-0.11205608,2.602705,0.19305335,0.8612618,-0.106738366,3.157145,3.6265202,-0.1183138,-0.29791793,6.8308764,0.066444,-0.11259758,1.3036226,5.5414915,-0.30645102,5.933157
t16,-0.8896076,2.9920473,1.2412419,-0.18521018,10.967166,2.8276348,-0.041527927,5.0182548,0.1700593,-0.099936314,2.6652198,0.22424474,2.350749,-0.2237246,3.1106448,6.2248697,-0.5671711,-0.58192456,10.361534,0.06856329,-0.09349195,3.694159,6.9088445,-0.4499193,8.732533
t24,-0.2114452,3.0694785,0.62893564,-0.046861302,8.364306,1.0886058,-0.058967333,3.8625033,0.15003902,-0.122626975,2.976294,0.21269226,0.7521259,-0.071216695,3.4212556,4.1168113,-0.07375239,-0.32613188,6.890087,0.08546775,-0.12832485,1.1207638,5.3353224,-0.25626242,6.1823716
t29,-0.4585978,3.209833,1.0562907,-0.10844945,9.870756,2.0148227,-0.057103544,4.5351424,0.16568477,-0.11620346,2.932846,0.2290404,1.4651808,-0.1334608,3.4058645,5.2514825,-0.2930038,-0.43106726,8.420195,0.084629945,-0.12241436,2.1269455,6.0258646,-0.32534358,7.4819584
t146,11.58001,7.036033,-0.099067755,-0.060574204,6.352519,-0.26309836,-0.10557673,0.0012159667,0.24525215,-0.14727809,1.8010252,0.47053242,-0.013124841,6.834738,8.8049965,-0.063425,11.582073,7.9686136,-0.1912314,0.13766356,-0.16997224,0.14077564,2.9196417,14.140677,-0.010441219
t166,11.6344385,7.032177,-0.09211845,-0.065013796,6.2595906,-0.26908466,-0.111607976,0.0014547103,0.24750352,-0.14821127,1.7771317,0.47508317,-0.014047673,6.820997,8.820928,-0.06473019,11.616541,8.069471,-0.20085436,0.14061238,-0.17379455,0.13886814,2.9273276,14.1330595,-0.009721464
t167,11.154912,6.774932,-0.06550225,-0.04423619,6.4106975,-0.26171666,-0.10210742,0.00096026773,0.2311891,-0.14129029,1.7406363,0.4431231,-0.026198672,6.630566,8.654974,-0.05354934,11.054174,7.309212,-0.18741056,0.13836756,-0.17991096,0.13208856,3.1299183,13.804267,-0.010681512
t162,11.389099,6.9081926,-0.07667629,-0.05760832,6.3117757,-0.26035592,-0.10859257,0.0014991213,0.23871258,-0.14328027,1.7562295,0.45692867,-0.01924655,6.735195,8.758487,-0.05967633,11.315098,7.644223,-0.19388574,0.13927379,-0.176192,0.13490438,3.0238142,13.937924,-0.010630236
t120,8.9957075,6.2770514,-0.028543426,0.17027242,6.6948857,-0.26444227,-0.05707754,0.47197473,0.1964698,-0.15644194,1.8075047,0.36340386,-0.05221238,5.553597,8.074525,-0.020790951,9.442402,5.0258465,-0.08552567,0.11241513,-0.20917746,0.1089509,4.267539,11.91744,0.07300855
t117,11.144422,6.897437,-0.092443846,-0.033556,6.245199,-0.27234963,-0.10382083,0.00064466475,0.24705698,-0.1450899,1.7930776,0.46710902,-0.020770691,6.9119377,8.635439,-0.06072281,11.7614565,7.7759233,-0.18749692,0.14260377,-0.17591436,0.13096367,3.1478012,14.030084,-0.008033009
