"accepted_species","traits"
"t1",1
"t2",1
"t3",0
"t4",1
"t5",1
"t6",1
"t7",0
"t8",1
"t9",0
"t10",1
"t11",1
"t12",1
"t13",0
"t14",0
"t15",0
"t16",1
"t17",1
"t18",1
"t19",1
"t20",1
"t21",1
"t22",1
"t23",0
"t24",1
"t25",0
"t26",0
"t27",1
"t28",1
"t29",1
"t30",1
"t31",1
"t32",0
"t33",1
"t34",1
"t35",0
"t36",1
"t37",1
"t38",1
"t39",0
"t40",0
"t41",0
"t42",1
"t43",1
"t44",1
"t45",0
"t46",0
"t47",0
"t48",1
"t49",1
"t50",1
"t51",1
"t52",0
"t53",0
"t54",0
"t55",1
"t56",1
"t57",1
"t58",1
"t59",1
"t60",1
"t61",1
"t62",1
"t63",0
"t64",0
"t65",1
"t66",0
"t67",0
"t68",1
"t69",1
"t70",0
"t71",1
"t72",0
"t73",1
"t74",0
"t75",1
"t76",0
"t77",1
"t78",1
"t79",1
"t80",0
"t81",0
"t82",1
"t83",0
"t84",0
"t85",1
"t86",0
"t87",0
"t88",1
"t89",1
"t90",0
"t91",0
"t92",1
"t93",1
"t94",1
"t95",1
"t96",1
"t97",1
"t98",1
"t99",1
"t100",1
"t101",1
"t102",1
"t103",0
"t104",1
"t105",1
"t106",1
"t107",0
"t108",1
"t109",1
"t110",1
"t111",1
"t112",0
"t113",1
"t114",1
"t115",1
"t116",0
"t117",0
"t118",1
"t119",0
"t120",1
"t121",0
"t122",1
"t123",0
"t124",0
"t125",1
"t126",0
"t127",1
"t128",1
"t129",1
"t130",1
"t131",1
"t132",1
"t133",1
"t134",1
"t135",1
"t136",1
"t137",1
"t138",1
"t139",1
"t140",1
"t141",1
"t142",1
"t143",0
"t144",0
"t145",1
"t146",0
"t147",0
"t148",1
"t149",1
"t150",1
"t151",1
"t152",1
"t153",0
"t154",1
"t155",1
"t156",1
"t157",1
"t158",1
"t159",1
"t160",1
"t161",1
"t162",1
"t163",1
"t164",1
