,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
t201,9.261248,5.0229783,5.471256,8.066606,3.756098,4.0971684,4.506268,6.545131,3.3520703,4.813476,4.4270105,3.2383962,1.6766908,6.236925,4.643505,5.642012,3.4884527,4.308648,5.601679,5.91142,4.4410152,4.928443,4.6778417,5.287265,6.0973206,4.4901333,4.5445437,5.289287,4.117356,5.3096914,4.961325,5.40486,5.0831738,3.9125354,4.504963,5.4189377,4.763968,5.380034,5.428054,5.201998,4.9835067,5.53009,4.855081,5.2418184,4.9634504,5.008462,5.3902326,4.8966475,4.7304077,4.9817452,4.9964952,4.98941,4.785471,4.2722435,5.4747334,4.999389,4.9744725,4.8467274,4.2537084,4.947084,5.489166,5.2670956,4.6035695,5.5443125,5.710112,5.0475283,4.7734256,4.8044424,4.6106696,5.1134605,5.2374797,4.782055,5.282884,5.072905,5.4493995,5.040963,4.838434,5.4289727,5.0633187,4.215573,4.6449633,4.1960554,5.317933,4.7305517,4.945909,5.148729,6.014786,4.7342944,5.2249765,4.9278393,5.6186786,4.575575,4.0778775,5.0713716,5.2002153,5.768271,4.795281,5.305073,4.746488,4.4591947
t329,6.765375,6.9997315,5.9256253,3.1410956,4.4694867,4.5004134,2.8655236,6.3112965,4.5656114,5.078226,4.8816676,3.8720295,1.1097057,4.7182555,4.929951,5.7555103,4.7405796,4.7956486,3.9607613,4.5797663,5.093095,4.3988647,4.4979434,4.741504,5.2672234,4.3863173,4.5122333,6.160987,5.1742253,5.2795615,4.6950626,4.9337792,5.5368247,6.496893,5.134133,5.795709,4.9429765,5.309462,3.2769737,4.510096,6.224827,5.3203354,5.18715,4.4533215,4.945241,5.6188993,5.8265924,4.9882355,5.787898,5.5914273,5.7442617,4.452621,5.065445,4.414257,5.575157,5.408236,5.526393,4.3102226,3.9642754,5.101683,5.787412,4.571761,4.7104926,4.424437,5.0260277,5.006094,4.7354026,4.5180874,4.860738,5.405299,6.0265045,4.993044,4.594014,4.971863,4.904573,5.83553,4.8714933,5.1904645,4.6780796,5.03167,4.698141,4.30578,4.926086,4.0295877,4.8073735,4.994686,5.384689,4.920889,4.2929316,5.411219,5.573553,4.626673,6.080328,5.3695188,5.0337486,4.830969,5.026654,4.9266725,5.23463,4.3639126
t346,14.035055,9.659961,6.6465654,5.055481,4.9806976,5.5676036,4.5921965,5.56792,4.5178356,4.335254,5.652241,5.2775126,3.0692666,4.39494,5.949183,4.0178776,4.5332913,5.575711,5.646137,5.2558465,4.0534325,5.2384496,4.7720165,6.050537,5.4697375,4.971264,4.64135,4.7172413,4.812805,5.217949,5.31473,4.822001,4.6931396,4.9533043,4.8746142,5.9288993,4.5489388,5.3086023,5.2200413,5.068045,5.4853144,4.7405,4.9035754,4.785128,3.687256,4.654155,5.7622395,4.7079687,4.887952,4.909706,5.2876873,4.804628,4.58743,5.037259,5.3831053,5.66397,4.6772943,4.948216,4.4337482,4.887505,5.7874675,5.2500563,5.0921726,4.4924254,5.1354523,4.9511037,4.367188,6.2625537,5.087626,5.0075054,5.3711066,4.7346053,5.532264,4.8481607,4.8541174,5.4776306,5.3879027,5.0671983,4.8851867,4.63418,4.6901407,4.629562,5.251388,4.651353,4.836808,4.5740314,4.907726,4.776855,4.6036134,4.781493,6.1593366,4.678374,4.283885,5.0840945,5.3952413,5.209616,5.277259,4.896319,6.8533916,4.5662847
t351,14.82204,4.029678,3.1685483,5.8291783,4.331124,4.185027,6.246559,4.614513,5.062885,5.1222506,4.4897165,4.837049,3.011444,5.4644322,5.865299,5.295073,4.1564164,4.4191837,4.3615475,5.1003556,5.3475566,4.570192,5.53873,4.6094613,5.278386,5.0547953,5.557511,4.8564534,4.506008,5.2520294,5.781561,5.493761,5.746898,4.6183395,5.4143314,4.3151946,5.3900003,4.4735794,4.6848555,4.825431,4.752077,4.375014,5.0186787,5.6076655,4.589292,5.4584513,5.528582,4.5700407,3.999877,5.1575127,4.9826555,5.750089,5.1417975,4.7579317,5.511467,5.6410656,4.3891544,5.698198,5.580859,5.220709,4.6819873,5.8975973,4.6729717,5.239378,5.019902,6.059885,5.171163,4.6719685,4.206105,4.530474,5.4297705,5.010686,5.018934,5.032473,5.485212,5.607541,4.7058606,5.356522,5.2777133,3.773902,5.1735806,4.8059125,4.7991037,4.6143136,5.8119226,5.266353,5.708728,4.9246655,5.1872425,5.38854,5.401021,5.0595827,4.931725,5.3337126,4.842896,6.13487,5.22324,5.0859704,4.685782,4.764716
t403,6.927563,9.560085,3.5884721,5.6346493,4.5520716,4.5563445,5.6030474,4.1724887,5.0383387,4.352348,4.547532,4.3530273,2.3229368,4.9294906,6.5911274,4.068619,7.471135,4.793752,4.581499,3.4987378,6.0370817,4.8649225,4.84035,3.0744789,5.357361,6.2380576,4.9263616,5.249429,4.6760936,6.0787477,6.2018967,5.2102447,4.783434,6.593088,5.447608,4.380635,4.830888,4.2627773,6.178352,4.3305316,3.621226,4.1735616,4.95089,5.6768928,5.161844,4.7490115,6.093841,6.1270156,5.981352,5.9940553,4.4141955,5.1900444,3.4189055,5.9466143,6.4719315,4.203667,5.548697,4.192223,4.607358,4.2745895,3.9225397,6.3359647,4.9688487,5.620306,4.9757037,6.1454425,7.1028748,6.4835434,7.025516,3.0128014,6.086747,5.362423,5.1511645,4.9024525,5.6453724,3.8398342,4.4953747,5.2089033,3.6179936,5.6140065,6.487714,4.774959,4.32596,6.180524,4.9357114,6.192663,5.714474,4.7247233,4.7432113,4.6547527,5.1320076,4.2894454,7.318891,4.505108,4.5051546,5.581761,6.5990887,4.4887705,4.9140615,3.6008072
t440,9.307645,4.9569116,5.4494543,8.195882,3.7842562,4.1299257,4.5369616,6.59809,3.31579,4.7911153,4.4660654,3.1726594,1.7063079,6.259931,4.643994,5.6977367,3.4280968,4.30927,5.6281595,5.9258533,4.4690595,4.9845834,4.682055,5.318185,6.0853486,4.4960303,4.5467477,5.2582397,4.1091685,5.272381,4.9255786,5.414246,5.104374,3.8450217,4.5253844,5.407898,4.7814465,5.339433,5.486945,5.2246757,4.9365487,5.50022,4.82365,5.2855425,4.965968,4.9828405,5.358424,4.8837757,4.727166,4.9652414,4.966582,5.0131855,4.8220716,4.2625437,5.436366,4.9575562,4.962052,4.867485,4.304898,4.9647985,5.481254,5.307256,4.5782194,5.563803,5.7248974,5.048313,4.773384,4.8009033,4.6129837,5.110909,5.1966453,4.8155584,5.3145137,5.110499,5.454275,5.0298877,4.8760247,5.387701,5.0414395,4.241134,4.672051,4.2311926,5.3037567,4.770752,4.9469857,5.144214,6.0754027,4.7432065,5.251021,4.9475255,5.5823216,4.6060524,4.012027,5.044248,5.2032757,5.7926626,4.8104224,5.281348,4.7146044,4.499159
t456,14.384757,3.0635927,2.6227071,5.1358223,6.78013,5.7094517,4.971879,5.677351,3.971197,4.5040045,5.1012535,4.659587,3.076372,5.457842,4.2672353,5.0629244,5.047371,4.3942986,5.078716,4.474014,5.76483,4.863164,5.7047644,4.45154,5.3797774,5.1430616,5.331318,5.206029,5.4675894,4.7264867,5.295932,4.598318,4.863381,5.590581,4.675926,4.989706,5.1619787,4.889014,5.1805367,5.2517877,4.691693,5.079106,4.878442,5.3731637,5.354562,4.6720257,4.654426,5.474554,4.6020656,5.3835034,4.9828935,5.0365906,4.980143,5.290943,5.029479,4.9485197,4.7708383,5.184805,5.3073835,4.8617125,4.8811426,5.602209,5.064508,4.919343,4.988422,5.527225,5.5497656,4.227742,4.8073454,4.6839886,5.781927,5.065811,4.872529,5.029935,4.611685,4.5611463,4.783587,4.969001,5.5691843,4.756013,4.8420396,4.7386756,4.983312,4.8859463,5.228906,5.390033,5.468399,5.084089,4.83516,5.4933386,4.508314,4.981503,5.550748,4.733211,5.012557,6.142304,4.610785,4.9325438,4.131084,5.271511
t460,4.1075234,5.159879,10.632087,5.4553986,4.5562778,4.8869123,4.3259444,4.570617,4.7286935,5.2548957,5.481815,4.331961,2.48323,5.5432277,4.3447285,4.7085643,5.61347,4.6608925,5.993881,6.219477,6.6299324,4.018048,4.3594494,5.65726,3.2935407,4.096592,3.065627,4.6220665,4.378131,5.353644,5.2481666,4.1841397,5.368305,4.211699,7.7000604,5.097869,5.36765,4.788123,5.402951,5.117078,4.7057905,6.3338995,4.7990136,5.428316,4.6613903,4.7239833,4.5057187,4.273958,5.722216,4.634376,5.049302,5.302825,6.3713045,5.232256,4.9502506,5.5381155,4.274762,4.865704,5.440807,5.346273,5.044487,5.199593,4.1550865,5.3168254,4.266411,5.797732,5.5629425,6.448186,5.99735,5.7409883,5.576043,5.860245,6.519125,6.03191,3.8057282,3.9328728,4.1357493,4.299986,3.3654456,3.997333,4.6262574,6.0722995,6.012584,5.7406955,5.114776,4.6986303,4.994197,4.1298885,4.168889,4.417445,4.4706984,4.8202047,4.7030034,5.4300013,5.003612,5.0023413,6.708825,4.50185,3.9036658,7.220174
t500,6.3405027,5.765203,5.576839,10.084794,4.42978,4.3926015,4.3683157,5.4136243,4.8739257,3.952888,4.8691564,4.0009317,2.1028404,4.133499,6.2778587,6.0678344,5.284368,3.4452496,5.1608157,2.9419813,2.5646355,6.881097,4.9244995,5.1670957,4.4266067,5.0775275,4.99976,5.2522593,4.124122,4.909972,4.5006957,5.8520103,5.400168,4.4713993,3.747282,5.1682067,4.3176427,4.831109,5.91747,3.6988497,5.1372094,4.3785505,4.6281815,5.9765124,4.628438,5.161042,4.9945216,5.9270434,4.5359135,3.8283818,5.8297114,5.143208,5.080374,4.7851562,5.247829,3.234289,5.360843,5.295471,4.911598,5.2486444,5.951403,4.6989813,5.2901525,5.011012,5.723941,4.6952777,3.517008,5.0749507,3.9406722,4.074195,4.4120827,4.051027,5.091556,6.1146927,5.1420164,3.5953102,4.8762894,5.1693177,5.8909674,5.965406,5.163943,4.841918,5.2002287,5.5547934,3.6666942,4.9568706,5.9603276,4.708746,5.9883475,5.035564,4.5218506,6.086748,4.877684,3.7844296,5.1945834,5.6617312,3.8979273,4.577085,5.652365,4.0574603
t511,5.027048,5.2878227,5.0689807,4.490659,9.781797,3.893437,4.6608615,5.4002843,5.431808,5.103961,5.04076,4.78664,2.5059931,4.789868,4.5529094,3.5572336,5.316036,5.2121677,3.1128573,4.0319147,4.56179,5.466416,6.7778645,5.256753,5.9268494,3.7046616,5.743922,5.440184,4.443357,4.3261166,5.54025,4.291711,4.4665246,5.8812804,4.566806,4.4517984,5.6263337,5.194376,6.0773,5.661137,5.8065796,3.9104254,5.4098573,4.3601995,5.436269,4.284725,4.8958488,5.321632,4.6627703,5.6993375,5.3483844,4.3655233,4.4084806,6.1987643,5.2155066,6.0119104,4.90304,3.3814428,5.502159,5.440759,4.5664034,3.703383,4.0224476,5.3566184,4.3240523,6.3194294,5.983275,4.8439894,6.222035,4.674053,4.484034,7.336617,5.264098,4.7115507,5.497224,5.7565784,5.9372363,5.082962,4.3093724,6.322898,4.9901166,5.2624907,6.920851,5.268362,5.623164,4.9596157,3.4610958,5.0528607,6.452214,5.4899435,5.234099,5.8041778,5.3001323,5.267939,5.6212087,5.2542996,5.809393,5.4355993,5.467091,2.9769018
