"accepted_species","Medicinal"
"Pseudolachnostoma_brasiliense",0
"Coptosperma_madagascariense",0
"Gentianella_wislizeni",0
"Vincetoxicum_nanum",0
"Micrechites_grandiflorus",0
"Vincetoxicum_miquelianum",0
"Ludekia_bernardoi",1
"Mandevilla_oaxacensis",0
"Rustia_thibaudioides",0
"Gyrandra_brachycalyx",0
"Anodendron_parviflorum",1
"Jobinia_schizocorona",0
"Ibatia_boliviensis",0
"Peponidium_viguieri",0
"Hoffmannia_ghiesbreghtii",1
"Sisyranthus_trichostomus",1
"Orianthera_wendyae",0
"Gentiana_sierrae",0
"Vangueriopsis_lanciflora",1
"Praravinia_multinervia",0
"Singaporandia_macrophylla",1
"Fagraea_blumei",0
"Vincetoxicum_tylophoroides",0
"Galium_platygalium",0
"Spermacoce_siberiana",0
"Galium_hirtiflorum",1
"Scyphostelma_brachyphyllum",0
"Solenandra_longiflora",0
"Gentianella_arenaria",0
"Gentianella_dianthoides",0
"Guettarda_viburnoides",0
"Guettarda_aculeolata",0
"Sommera_guatemalensis",0
"Voyria_primuloides",0
"Gynochthodes_elmeri",0
"Anthospermum_ibityense",0
"Marsdenia_oculata",0
"Rubia_pallida",0
"Marsdenia_yarlungzangboensis",0
"Rubia_schumanniana",1
"Tarenna_sakae",0
"Anthospermum_comptonii",0
"Strychnos_tseasnum",0
"Strychnos_ndengensis",0
"Gardenia_thunbergia",1
"Cynanchum_obtusifolium",1
"Swertia_angustifolia",1
"Ceropegia_parviflora",0
"Spigelia_flava",0
"Galium_aucheri",0
"Galium_cilicicum",0
"Psychotria_florencei",0
"Psychotria_palawanensis",0
"Exochaenium_primuliflorum",0
"Galium_polyanthum",0
"Galium_karakulense",0
"Galium_velenovskyi",0
"Manettia_splendens",0
"Manettia_veronicoides",0
"Huernia_pillansii",0
"Hedyotis_albonerva",1
"Hedyotis_camarinensis",0
"Tabernaemontana_columbiensis",0
"Tabernaemontana_sambiranensis",0
"Acrosynanthus_ovatus",0
"Faramea_bahiensis",0
"Palicourea_abbreviata",0
"Ibatia_woodii",0
"Palicourea_anderssoniana",0
"Simira_tinctoria",0
"Fadogia_rostrata",0
"Canthium_moluccanum",0
"Spermacoce_capitata",1
"Pentopetia_astephana",0
"Psydrax_pendulinus",0
"Scolosanthus_bahamensis",0
"Lasianthus_chrysocaulis",0
"Lasianthus_harveyanus",0
"Crucianella_maritima",0
"Pavetta_mufindiensis",0
"Prestonia_folsomii",0
"Wrightia_lanceolata",0
"Gardeniopsis_longifolia",0
"Payera_glabrifolia",0
"Sisyranthus_vryheidensis",0
"Bruceholstia_sidifolia",0
"Atractogyne_gabonii",0
"Wendlandia_warburgii",0
"Faramea_hymenocalyx",0
"Arcytophyllum_ciliolatum",0
"Vincetoxicum_rehmannii",0
"Myrmecodia_kutubuensis",0
"Sabicea_geantha",0
"Sabicea_gracilis",0
"Stachyarrhena_reflexa",0
"Ophiorrhiza_rufa",0
"Argostemma_quarantena",0
"Exacum_zygomorphum",0
"Gentiana_pringlei",0
"Machaonia_acuminata",0
