,models,stat,p value,hochberg_adjusted_p_value
0,phylopars_xgb_umap,-15.426986664698653,1.9166614260338127e-42,8.624976417152157e-41
1,phylopars_xgb_autoencoded,-13.224894194682467,2.308680459002054e-33,1.0158194019609037e-31
2,phylopars_linear_PEM,-10.817526856892504,4.33585132351897e-24,1.864416069113157e-22
3,phylopars_phylnn_fill_means,-10.590490929627514,2.9108862523957045e-23,1.222572226006196e-21
4,phylopars_xgb_eigenvecs,-9.88634159882311,9.2527327942511e-21,3.793620445642951e-19
5,xgb_PEM_xgb_umap,-9.599288943143668,9.067598161569797e-20,3.627039264627919e-18
6,phylopars_xgb_PEM,-8.004146253759922,1.3257265225207855e-14,5.170333437831063e-13
7,phylopars_linear_eigenvecs,-6.115748961914301,2.2930564803311704e-09,8.713614625258448e-08
8,phylnn_fill_means_xgb_PEM,5.747856613656727,1.7976667517107443e-08,6.651366981329754e-07
9,xgb_eigenvecs_xgb_umap,-5.598420409709985,4.0306452291688986e-08,1.4510322825008035e-06
10,phylopars_linear_autoencoded,-5.449541085485996,8.858785062942761e-08,3.1005747720299663e-06
11,xgb_umap_xgb_autoencoded,5.133415494197387,4.454956059545925e-07,1.5146850602456145e-05
12,linear_eigenvecs_xgb_PEM,4.75697412991586,2.7508239136141245e-06,9.07771891492661e-05
14,xgb_PEM_xgb_autoencoded,-4.411777259600564,1.3207966308792618e-05,0.00040944695557257115
13,linear_autoencoded_xgb_PEM,4.417563622951219,1.287546891828675e-05,0.000412015005385176
15,linear_PEM_xgb_umap,-4.190873071013275,3.424413260536649e-05,0.0010273239781609948
16,linear_eigenvecs_xgb_eigenvecs,4.167542225561326,3.777973846769876e-05,0.001095612415563264
17,linear_eigenvecs_linear_PEM,4.080248683387836,5.434684742759386e-05,0.0015217117279726282
18,phylopars_linear_umap,-4.013159859691019,7.15583826758438e-05,0.0019320763322477825
19,linear_eigenvecs_xgb_autoencoded,3.947792806577224,9.321908638239522e-05,0.0024236962459422756
20,linear_autoencoded_xgb_eigenvecs,3.8858554623644146,0.00011936720403169311,0.0029841801007923275
21,linear_PEM_linear_autoencoded,-3.8142971124805234,0.00015819683641704501,0.0037967240740090806
22,linear_autoencoded_xgb_autoencoded,3.732933670542807,0.00021676455340011543,0.004985584728202655
23,linear_umap_xgb_PEM,3.2613794369432814,0.001204015094414507,0.02648833207711915
24,phylnn_fill_means_linear_autoencoded,-3.1583064701182497,0.0017076291947248337,0.03586021308922151
25,phylnn_fill_means_linear_eigenvecs,-3.1360963326967397,0.0018389751227668892,0.03677950245533779
28,xgb_eigenvecs_xgb_PEM,2.9274617013603104,0.0036131115947717215,0.061422897111119264
27,phylnn_fill_means_xgb_eigenvecs,2.934599924528169,0.0035327702220765496,0.0635898639973779
26,linear_umap_xgb_eigenvecs,2.9456702661475407,0.0034113951333869046,0.06481650753435118
31,linear_PEM_xgb_PEM,2.8474027008953255,0.004635583397731059,0.06489816756823483
32,linear_eigenvecs_xgb_umap,2.8153978001717697,0.00511324092913924,0.06647213207881013
30,linear_autoencoded_xgb_umap,2.8571022991130444,0.004499046077158379,0.06748569115737568
29,linear_PEM_linear_umap,-2.876899092496685,0.0042316610636079985,0.06770657701772798
33,linear_umap_xgb_autoencoded,2.7209402537410927,0.006794544704755288,0.08153453645706346
34,phylnn_fill_means_xgb_autoencoded,2.365260008061309,0.01849496976714772,0.20344466743862494
35,phylnn_fill_means_linear_umap,-2.3174919396064775,0.020982208835234648,0.20982208835234648
36,phylnn_fill_means_linear_PEM,2.2695604145866324,0.02376725012517262,0.21390525112655356
37,linear_umap_xgb_umap,2.1083730200496986,0.035621647119942576,0.2849731769595406
38,phylnn_fill_means_xgb_umap,-1.5320305423623461,0.12630735965746306,0.8841515176022414
44,linear_umap_linear_autoencoded,-0.03833793653428226,0.9694374182585662,0.9694374182585662
43,linear_PEM_xgb_eigenvecs,0.23970636866327708,0.810680989686173,1.621361979372346
39,xgb_eigenvecs_xgb_autoencoded,-0.9820932588947163,0.3266490260751318,1.9598941564507908
41,linear_eigenvecs_linear_autoencoded,-0.6599185862114928,0.5096868214350493,2.038747285740197
42,linear_eigenvecs_linear_umap,-0.41164953281577293,0.6808173573402783,2.0424520720208346
40,linear_PEM_xgb_autoencoded,-0.7143937328401185,0.47540147281714074,2.3770073640857037
