"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120"
"t2",-0.0511117882046435,-0.0176922922064634,0.00109612520076559,-0.0108892649189828,0.0519402854305643,-0.00723667905775483,0.00073039132062562,-0.00245373609399378,0.00041087721308282,-0.00330435318509624,0.0654087783342314,-0.00771327375590383,0.0431073649107787,-0.000542183260052911,0.0528544613126204,-0.00417530752500349,0.0546512853579928,-0.000334768405059139,-0.12636703673647,0.0698866106222074,-0.00206252981234342,-0.0873929413678565,0.158047663916156,0.0864730517998978,-0.000538620035165414,0.522636100311718,-0.182736318508124,0.0529830635964195,-0.0023683741633771,0.0250516741750273,-0.00978287830365091,0.0499801337174331,-0.00642184517900765,0.150816976223937,-0.0559694377597218,0.015640250273338,0.442097233997993,-0.144386960440273,0.0123024117617871,-5.10983061794606e-17,-0.127758021540861,-0.000888747247322635,0.00360603139794362,2.50524328613356e-05,-0.0516072726157496,0.559661659980147,0.00568389280438595,0.00109188349489489,-0.00334019613365226,0.000440203884074503,0.0127687684388979,-0.000435760704263096,-0.00434011116779721,-0.0880447318771534,0.055187610776965,0.0127638520279791,0.000120051440635712,0.000135325988761931,4.11570500998368e-06,6.5708491508747e-05,2.03002493237988e-16,-0.0226307884732574,-1.80282977044547e-05,0.017833764523366,7.59173698318984e-17,-6.47653319469346e-05,-1.50085191509477e-15,-8.64166669251862e-05,-0.000201934032824298,-0.0229510832465959,5.45487705325327e-15,6.26593653117489e-05,0.000871796427956211,-0.0685382603937127,-1.08320411665008e-06,-3.32875458306712e-16,-1.98189252210137e-16,0.00968104247373371,5.93549579693036e-05,0.0117524094399453,-0.0899279705548235,-0.00170699046317207,-3.44450516858108e-05,-1.32448370769751e-16,-0.000408706330829947,-0.00177763028420543,0.000270541485628886,1.49998649890854e-05,5.41030470071145e-16,-0.000488752237975236,-1.64404456258023e-06,-7.1231001282905e-17,5.73008454722717e-05,1.55626595312084e-06,6.08732904894666e-16,-2.01433796153268e-17,1.02726498624292e-16,4.51498386979768e-07,2.82048170952918e-08,1.46031580031674e-16,4.0556131651583e-18,7.80709173954109e-06,-5.49978590804263e-06,-2.54112407147673e-16,3.14553703776216e-17,6.47174688646432e-07,6.2114078248516e-17,-4.84882943676979e-05,3.15241632062723e-17,-4.3039461233828e-15,1.1934537158959e-05,-6.77685015116147e-06,-2.60569383925297e-18,5.00275277884065e-18,-5.27035797043589e-17,-2.29510237313678e-17,9.26651076502251e-19,-4.8359867940262e-17,-1.08690645699427e-16,1.48814442885786e-16
"t85",-0.10276058766375,0.071172161027793,0.0946711358366168,0.00667621723560899,-0.000961053987433957,-0.00314974114654528,-0.000276503359345377,-0.281469676011359,-0.000408959733124019,0.00209304634962434,-0.133303540729293,-0.254929715473472,0.0146211270162712,1.2996033172996e-05,-0.00416325890186009,0.000334468187650712,-0.002652883424209,0.000200024075825451,0.0127710238446311,-0.00439339955307183,0.0135845083700139,0.00396766775034164,-0.0315457943411354,0.0237470477336826,1.83056181235334e-06,-0.00669335953047656,0.00243580396812054,-0.000822187375553562,3.70982587010625e-05,0.00417356598369803,0.000176254757732327,-0.00018868335395586,-0.000185375939764458,0.00312384470803063,0.00020942112833499,-3.89312262527534e-05,-0.00137408437392289,0.000163734520245998,-4.33370111273213e-05,-5.60214469966277e-16,0.000456572752566706,3.148011168807e-06,-0.36290400883968,-2.12439349789068e-06,-0.000501193207418999,0.00606993641207054,1.47294104526274e-05,2.63389917139667e-06,-4.52985407316819e-05,-4.04542556424557e-07,0.000263054019732723,5.60365709087746e-05,0.00872633235668705,1.52949808716607e-05,-9.65402857339148e-06,-2.24252476492721e-06,-1.05023931231169e-08,6.70882399932075e-06,2.36732578834189e-05,5.83364614681212e-08,1.34845094732886e-15,-3.7399737827357e-05,-3.63514380980716e-08,4.83292821238561e-05,-2.71247064017578e-14,0.81855267158619,3.57489933039638e-14,-1.03494493800609e-06,-3.09407255989634e-06,-0.00404247089495404,-1.40498924379082e-15,1.16551568488668e-06,3.49868407661846e-05,-0.0283082299709005,2.43724049326976e-07,6.79952716806435e-17,3.82296293728763e-16,0.00136037569023784,-6.57456475698332e-06,-0.00161537321188737,0.0127974708609822,0.00025353551166175,1.54292172773806e-06,-6.77047658750094e-17,0.00140722350594085,0.00342942632211217,-0.00131309185734017,4.68746521263099e-08,-2.88609621502122e-16,1.21045021749179e-05,-1.1824611096204e-09,1.80426878208085e-16,-5.05506672811645e-07,-3.21678474290425e-10,-7.35917500218993e-16,-7.67135736297271e-17,-2.00331139194116e-16,-1.36508594892519e-11,3.34469453979811e-12,-8.09270607131645e-17,-1.30959919753173e-16,3.57862920007751e-08,-2.44031795259697e-09,-3.15768586650772e-16,-2.59321782694895e-17,4.35450638311755e-10,-2.60366630061469e-16,-1.65188265269863e-06,1.00881702017351e-16,-4.20839623756212e-16,1.97492711952247e-08,-1.26282878173434e-08,9.4888768372021e-17,-5.72210335667246e-17,-1.22120304199162e-16,7.88580366702656e-18,-2.0283193615973e-17,-7.24059508090496e-17,-2.48949536133255e-16,-5.18889213655276e-18
"t49",-0.102768806406645,0.0711898595720926,0.094695375898283,0.00667880166864307,-0.000961571890766511,-0.00315151169543586,-0.00027669601858393,-0.281680918308929,-0.000409276981652634,0.00209535755208063,-0.133471266181215,-0.255276355160428,0.0146425401897569,1.3019496916555e-05,-0.00417146272060522,0.000335132279124005,-0.00266109679219589,0.000200724178096999,0.0128204669460869,-0.00441137867920995,0.0136405615184664,0.00398470441201423,-0.0316934802633638,0.0238615690962631,1.84078394453989e-06,-0.00673645736010026,0.00245174658664922,-0.000828045334027021,3.74039846509863e-05,0.00420816134216232,0.000177779033201351,-0.000190453889641649,-0.000187364183642178,0.00315768132173824,0.000212106576116894,-3.94346786545636e-05,-0.00139227996453356,0.000165958360943214,-4.3955809138475e-05,-4.26946281069844e-16,0.000463204353066751,3.19495577439803e-06,-0.369449531064457,-2.17064907659713e-06,-0.000512163496432624,0.00621588575029175,1.51130436480617e-05,2.70278994619807e-06,-4.66431856623497e-05,-4.19570359811854e-07,0.000274280859746889,5.85230357399244e-05,0.00912857008671587,1.60812876062316e-05,-1.01520586277808e-05,-2.35950146076566e-06,-1.11026062373193e-08,7.15874555577241e-06,2.53034229322809e-05,6.38266969928941e-08,4.59511823828613e-16,-4.27176733687829e-05,-4.29225585803962e-08,7.06527404040367e-05,1.62905761624933e-14,-0.406172945707489,0.70710678118653,-8.58678961017296e-07,-2.67193570521498e-06,-0.0036257691125391,2.71142105942207e-15,1.05796608983213e-06,3.22274382955992e-05,-0.0264925751681944,2.29340938411214e-07,5.23964646053928e-17,2.25469936286021e-16,0.00128661157291229,-6.23912936988985e-06,-0.00153626165071897,0.0121728459209841,0.000241206931244138,1.47373817818247e-06,7.0625899135021e-17,0.00135338616007464,0.00329998991324457,-0.00126632338920662,4.52190263950742e-08,4.74020204541377e-16,1.16973016067681e-05,-1.14385239213699e-09,3.6385668812777e-16,-4.9104504281312e-07,-3.12478618949576e-10,1.17389298754811e-15,-1.20004845830814e-16,1.71632475746672e-16,-1.33082025482032e-11,3.26525890747444e-12,4.58139657884826e-16,3.77839832847763e-16,3.4975193124387e-08,-2.38557903080761e-09,2.79973760006585e-16,4.18196896687299e-17,4.2609629000637e-10,2.01206548849461e-16,-1.61851739644586e-06,1.25855478724018e-16,1.69953075963684e-16,1.93869933995698e-08,-1.24034793980849e-08,1.35363427309046e-16,2.01514951355842e-16,4.33902087382821e-17,-1.94776365300145e-16,6.34750147252964e-17,-5.53235559627488e-17,-2.7704254872827e-17,3.06864010300867e-16
"t50",-0.102768806406645,0.0711898595720926,0.0946953758982829,0.0066788016686431,-0.000961571890766511,-0.00315151169543591,-0.000276696018584099,-0.281680918308928,-0.000409276981652645,0.00209535755208053,-0.133471266181215,-0.255276355160428,0.0146425401897568,1.30194969166393e-05,-0.00417146272060512,0.000335132279123755,-0.00266109679219561,0.000200724178096963,0.0128204669460866,-0.00441137867920963,0.0136405615184663,0.0039847044120141,-0.0316934802633642,0.0238615690962635,1.84078394432056e-06,-0.00673645736010087,0.00245174658664923,-0.000828045334027031,3.74039846505357e-05,0.00420816134216355,0.000177779033201369,-0.000190453889642866,-0.000187364183642518,0.0031576813217383,0.000212106576116873,-3.94346786542002e-05,-0.00139227996453445,0.000165958360943283,-4.39558091391767e-05,-5.3098984410829e-16,0.000463204353067487,3.19495577444422e-06,-0.369449531064458,-2.17064907592376e-06,-0.000512163496433651,0.00621588575028859,1.5113043648861e-05,2.70278994820959e-06,-4.66431856620987e-05,-4.1957036030953e-07,0.000274280859746851,5.85230357422282e-05,0.00912857008671471,1.60812876091945e-05,-1.01520586280202e-05,-2.35950146231e-06,-1.11026066153806e-08,7.15874555148284e-06,2.53034229297017e-05,6.38266947394511e-08,-1.74332894674897e-15,-4.27176733666188e-05,-4.29225655665232e-08,7.06527404055286e-05,1.02486132140075e-14,-0.406172945707427,-0.707106781186565,-8.58678960598712e-07,-2.67193570301175e-06,-0.00362576911253874,8.70946566010912e-16,1.05796608839718e-06,3.22274382931183e-05,-0.0264925751681974,2.29340936100447e-07,-4.69380076192206e-16,-6.35858425379588e-16,0.00128661157291235,-6.23912936993479e-06,-0.00153626165072028,0.012172845920984,0.000241206931245281,1.47373818164423e-06,1.90979710078056e-16,0.00135338616007536,0.00329998991324569,-0.00126632338920418,4.52190266433717e-08,3.51364701126974e-16,1.16973016068338e-05,-1.14385242899881e-09,-1.02919581299008e-15,-4.91045043134789e-07,-3.12478552216668e-10,-6.66691276414337e-16,-2.0428946560615e-17,2.4702565089579e-16,-1.33072538788726e-11,3.26437977199337e-12,-2.30243651307302e-16,1.46979920371478e-17,3.4975193835227e-08,-2.38557893961154e-09,-2.97716142584364e-17,2.98738627731824e-17,4.26096272335437e-10,1.74594895246646e-16,-1.6185173967685e-06,-1.50245911891551e-16,3.74643172761749e-16,1.93869924269248e-08,-1.24034792914343e-08,-1.14007436358863e-16,6.54038464661159e-18,-7.28121664173592e-17,1.20300879809602e-16,-3.26237186273149e-17,-5.90833337522696e-17,-6.32062719320562e-17,2.30830067863972e-16
"t71",-0.102851998542557,0.0713709183199444,0.0949434708755705,0.00670547394861942,-0.000966968979116745,-0.00316999022643648,-0.000278724290840179,-0.283912603107063,-0.000412634090814875,0.00212034899907321,-0.135303658291213,-0.259089342782721,0.0148797600424323,1.32855933378572e-05,-0.00426557867010507,0.000342758899956514,-0.00276337895238617,0.000209717618848203,0.0134745309084527,-0.00465349936358259,0.0143975101194959,0.00421796243319358,-0.0337824978835622,0.0255011814121134,1.99740932193145e-06,-0.00745303094714268,0.002719646722312,-0.000932555868147973,4.35899356829229e-05,0.00491221580325565,0.000210200766768737,-0.000231941890451202,-0.000244491766634776,0.00414756168415434,0.000330906873540183,-6.23433767107271e-05,-0.0022937197555512,0.000287984893116808,-8.74815452209451e-05,4.76656759107307e-16,0.000981081618684002,7.63028059512792e-06,0.545550548475689,-5.19159537581635e-07,-0.000129161209655608,0.00261160272247057,7.64589517323862e-06,1.37724313595234e-06,-2.76764419728499e-05,-2.82783077119799e-07,0.000192838894911765,4.1524232443714e-05,0.00652965400246454,1.1726555407203e-05,-7.40685332169949e-06,-1.72434154442798e-06,-8.21302488518416e-09,5.38013497486217e-06,1.90563475420626e-05,4.88571620793423e-08,-2.47659371848426e-16,-3.28671339148243e-05,-3.29244810085062e-08,5.18518091853892e-05,4.53318536373696e-16,-0.00280183100477531,-3.10141357944823e-17,-7.7109357778211e-07,-2.37416229062061e-06,-0.00319831772980417,-1.82167428132923e-15,9.31958937359737e-07,2.83687854212611e-05,-0.0233439513215646,2.02277968611712e-07,1.49510983147957e-15,8.54423146861256e-16,0.00113623327674204,-5.51591858357056e-06,-0.00135928827445757,0.0107713190843888,0.000213451995576194,1.30651653370143e-06,6.94634761736925e-15,0.00120482245857505,0.00293889178648907,-0.00112970927906003,4.03510226272856e-08,-0.707106781186547,1.04540797030801e-05,-1.0232783262192e-09,3.94073536721222e-15,-4.41280892208391e-07,-2.80811171983135e-10,-3.63208684140846e-15,7.67712183812722e-16,6.19657719944389e-16,-1.20176483256047e-11,2.95254221439974e-12,2.61446918765846e-16,1.21614431699192e-16,3.17089709716118e-08,-2.16368565564822e-09,7.74654389208778e-17,9.15326404512661e-16,3.87133452530285e-10,-1.41535451552913e-16,-1.47420060252495e-06,-5.00347672368864e-17,1.91526154407851e-16,1.77287211552274e-08,-1.13567520274484e-08,-1.03380803249642e-16,-2.06666933307e-16,1.07734220072241e-16,8.15753786258143e-17,-1.3378506529286e-16,6.27940605371644e-17,-1.32486858695148e-16,1.73357767806226e-16
"t72",-0.102851998542557,0.0713709183199445,0.0949434708755706,0.00670547394861909,-0.000966968979116689,-0.00316999022643648,-0.000278724290840091,-0.283912603107063,-0.000412634090814804,0.00212034899907328,-0.135303658291213,-0.259089342782721,0.0148797600424321,1.32855933377707e-05,-0.00426557867010502,0.000342758899956476,-0.00276337895238661,0.000209717618848466,0.0134745309084526,-0.00465349936358271,0.0143975101194959,0.00421796243319347,-0.0337824978835622,0.0255011814121132,1.99740932196779e-06,-0.00745303094714253,0.00271964672231165,-0.000932555868147913,4.35899356831483e-05,0.00491221580325624,0.000210200766768701,-0.0002319418904512,-0.000244491766634656,0.00414756168415475,0.000330906873540152,-6.23433767105294e-05,-0.00229371975555057,0.000287984893116752,-8.74815452210284e-05,9.2450874322272e-16,0.000981081618684203,7.63028059486359e-06,0.545550548475689,-5.19159537081946e-07,-0.000129161209654734,0.00261160272246924,7.64589517244889e-06,1.37724313591017e-06,-2.76764419726697e-05,-2.82783076036085e-07,0.000192838894911712,4.15242324439711e-05,0.00652965400246528,1.17265554071891e-05,-7.40685332193194e-06,-1.72434154382516e-06,-8.21302492433741e-09,5.38013497593702e-06,1.90563475416116e-05,4.88571625510719e-08,1.22044638063901e-16,-3.28671339155512e-05,-3.29244802265915e-08,5.18518091858176e-05,3.17961507497669e-16,-0.00280183100477425,-4.06196851363591e-16,-7.71093578014725e-07,-2.37416229011594e-06,-0.00319831772980279,3.44135406170822e-15,9.31958938457654e-07,2.83687854209091e-05,-0.023343951321561,2.02277967314869e-07,-1.79695252799618e-15,-1.24844954041005e-15,0.00113623327674631,-5.51591858329806e-06,-0.00135928827445806,0.010771319084393,0.000213451995577222,1.3065165370416e-06,-6.839230324762e-15,0.00120482245858348,0.00293889178649566,-0.00112970927903151,4.03511003147597e-08,0.707106781186547,1.04540796847713e-05,-1.02327172126232e-09,-4.06256744236456e-15,-4.41280896230194e-07,-2.80812957068649e-10,3.44918609020625e-15,-6.64291084023336e-16,-7.38340638361803e-16,-1.20174176936474e-11,2.95288106828089e-12,-1.31540319392603e-16,-4.28466633381543e-16,3.17089724273988e-08,-2.16368532840276e-09,6.48274307154003e-17,-8.39580948461392e-16,3.87134291425734e-10,2.3860313795483e-16,-1.47420060285613e-06,2.26096843114866e-17,5.40234408446432e-18,1.77287212159978e-08,-1.13567519180809e-08,7.13192105200789e-17,1.47215153460828e-16,-7.33298944686354e-17,-1.4249280959838e-16,5.24907550832603e-17,-7.94392385775646e-17,-5.65205550468691e-17,1.27040343502921e-17
"t9",-0.0956492196686497,0.0558688654959749,0.0737117875553724,0.00444103308759625,-0.00051252627951881,-0.0016158495668399,-0.000109126666093511,-0.0976527460559026,-0.000132657705607218,3.39725818134864e-05,0.0200444779588336,0.0721189225077394,-0.00689310464772988,9.64305716103084e-07,0.0014081893998811,-0.000120727351006234,0.00382042900766219,-0.000363699635867732,-0.0283321737659274,0.0115041860938116,-0.0390339867354715,-0.0103662941625973,0.107009554345817,-0.0901938072639565,1.18181469492798e-05,0.0127845302617438,-0.00507591812923562,0.00228992351935529,-0.000159342893651914,-0.0217917214938479,-0.000658725752592604,0.000818054451548706,0.000967810833773093,-0.0165283991068693,-0.00141878283092199,0.000267577681500726,0.00985475067381958,-0.0012343051844145,0.000367975475552956,-6.84118387104511e-17,-0.00407739768347608,-3.08894339719061e-05,-0.0041713299833929,1.22012075982619e-05,0.00291055141774533,-0.0411066178098269,-0.000109585212016883,-1.96827226670015e-05,0.000380504417963209,4.02607826455376e-06,-0.00293798395443208,-0.000658220638944451,-0.11203459814898,-0.000143218757138491,9.16413410127631e-05,2.20492321676841e-05,1.17170311250738e-07,-8.23044747011799e-05,-0.000293995342198075,-8.15601313693897e-07,3.32513751173009e-16,0.000590331915824301,6.10547796628058e-07,-0.00103677838523818,-1.45254954982448e-15,0.00144523849012293,-1.46425771285721e-15,1.90529457286285e-05,6.12725003985006e-05,0.0889996858679855,-1.85441983590551e-14,-2.69449851223824e-05,-0.000875634151499992,0.806814271825767,-7.40356362106718e-06,3.31694202417549e-15,1.68957039073849e-15,-0.0444906317363395,0.000228319960167732,0.0586359692899303,-0.466309872752384,-0.00927746129231748,-6.24284759083134e-05,-1.83884160326306e-15,-0.0800521583492865,-0.16395574374792,0.0787498336788142,-2.87238442872221e-06,-9.16813129936161e-16,-0.000848282903294888,9.09908381976044e-08,9.81483558087426e-16,7.17836058833655e-05,4.57235428289533e-08,3.43671632072235e-15,-1.67425823674543e-16,1.66830499994924e-16,2.88452234555152e-08,1.97879160246248e-09,-8.86323219556254e-16,3.15720649674601e-17,7.05938657299216e-06,-4.31043738897109e-07,7.08694508173361e-16,7.75252133236943e-17,5.31442582966004e-08,-5.61954853682572e-17,-0.000138250879770578,-8.05056866431741e-17,-2.55924224176424e-16,1.08500832442805e-06,-6.23671220508716e-07,-9.63361045041674e-17,2.07824632671885e-17,5.40886991302657e-18,1.25444165297628e-16,4.2111115185279e-17,-2.3872631756972e-16,-1.39293343733727e-16,2.00649265099763e-16
"t54",-0.0973730964463809,0.0590935209196974,0.0780981959401044,0.00485013673178653,-0.000580122499580088,-0.00183912248910963,-0.000128303646524705,-0.116330611470403,-0.000159014460926588,4.42426355669566e-05,0.0271795826148785,0.100486465868862,-0.00988287610356808,1.52316146067753e-06,0.00233661307571728,-0.000201238003766814,0.00938327971436368,-0.00106445007448086,-0.0999322752162129,0.0460511240471949,-0.159525664238816,-0.0472054413297585,0.656872850096605,-0.631796735355168,0.000312556771705352,-0.17618910095426,0.0591826760279085,-0.0146822723408719,0.000563487157535386,0.0756596474650885,0.0020174377054427,-0.00203309434948513,-0.00182204704029668,0.0305586503473499,0.00199566969847471,-0.000371840745705615,-0.0132449373330083,0.00160237109323001,-0.000447415300533228,1.75996465443012e-16,0.00485205214595116,3.55856332547284e-05,0.0038980696986453,-9.59666549929461e-06,-0.00227920024691061,0.0298574880034939,7.50158382746785e-05,1.34331360663594e-05,-0.000238396606254825,-2.2134104077608e-06,0.00150708411732235,0.000331619830364195,0.0554899128997148,6.77521043448079e-05,-4.32923866642912e-05,-1.03704012105726e-05,-5.32230630575077e-08,3.53938243443402e-05,0.000125378531864736,3.19441763705333e-07,-2.04269401403348e-16,-0.000213138355151856,-2.12870417044177e-07,0.000333483749273052,5.88588210370627e-16,-0.000433220052902237,1.26278345181645e-16,-4.98003215147812e-06,-1.53810669542865e-05,-0.0208747521344673,4.57000948701224e-15,6.11135765189219e-06,0.000187789242835062,-0.157684018028866,1.38297195840371e-06,-7.32563440246904e-16,-3.09953006342438e-16,0.00789204802056422,-3.88622650803585e-05,-0.00968587807234367,0.0768307841878422,0.00152424935937152,9.60137454447744e-06,3.73526359265091e-16,0.0105083337872726,0.0211861821470626,-0.00946724648597693,3.41495160161254e-07,2.33942678896752e-16,9.41443914794356e-05,-9.64447335689251e-09,-2.82661501942596e-16,-5.93549572207392e-06,-3.77948845066112e-09,-3.77387462302037e-16,3.33454501045796e-17,-3.56935852450866e-17,-1.65448269256219e-09,-9.72228414405682e-11,-7.85539427898959e-17,2.9145905885832e-17,-2.57062058272736e-07,1.47424278330814e-08,-2.84647001663433e-17,-1.87596031739989e-17,-1.3176785140403e-09,7.1273670064753e-17,1.52258118403565e-06,3.26883877818898e-17,1.92369736677236e-16,1.24670619061551e-08,-1.16822756041052e-08,-6.43562018200508e-17,6.63437124330485e-18,-3.60310792845626e-18,-1.27044375094743e-17,3.17949373664813e-16,8.23125254943508e-17,-5.75052286877344e-17,1.17706418398973e-16
"t52",-0.100765626109892,0.0661842973506881,0.0877928417427481,0.00584388681607907,-0.000765240792330743,-0.00246262437840852,-0.000188695957733936,-0.178276916297598,-0.000248657595741025,9.60449378778205e-05,0.0733642879874763,0.32557706290966,-0.0407145266760309,0.000120245383059956,-0.02164761064233,0.00168823544617468,-0.00863988658219461,0.000754680515226464,0.0741485641755187,-0.0803023575531231,0.495935796127629,-0.0205018782940572,-0.0153744193012002,0.0239995132051899,-2.6530005143927e-06,-0.0109153371102373,0.00426315307174076,-0.0020624595532309,0.00096249051613403,0.248717719987902,-0.000974096940222036,0.000179081241564478,-4.67295132332924e-05,0.000925184010322419,0.000171241441291573,-3.26724586969151e-05,-0.00123747693735719,0.000158719449692749,-4.89058527906272e-05,5.68724481515948e-17,0.000546291660814718,4.18001250662837e-06,0.000575977233999494,-1.66261709089603e-06,-0.000396446566285766,0.00556622110182609,1.48235261568739e-05,2.66272165187428e-06,-5.21564065606253e-05,-6.25652171457492e-07,0.000615127062873998,0.000166869375201086,0.0393938015509779,-3.69980941154063e-05,2.15037608153126e-05,3.89911327752269e-06,2.48800585153999e-09,2.43913827861834e-06,9.74609848107039e-06,4.13148374891635e-08,6.38421286241405e-16,-3.25055938571149e-05,-3.39331869654741e-08,5.72284637774395e-05,4.09460547524506e-15,-7.77941644934453e-05,-7.21195620261615e-16,-9.50508097308445e-07,-2.97582623325657e-06,-0.00411896256258115,0.707106781186548,1.2161903808917e-06,3.78503883104341e-05,-0.0323617106107998,2.86074867715513e-07,2.50065785967457e-14,1.02663753363203e-16,0.00164689486158512,-8.16885876008646e-06,-0.00204774748627742,0.0162517748518774,0.000322609594281339,2.06726752054875e-06,1.09403685652691e-15,0.00443313849546169,-0.00184640941094128,-0.00167192070767272,6.12815283536215e-08,-2.82408738917725e-15,1.76317140790031e-05,-1.82040088190934e-09,8.03266583123833e-16,-1.08963630961529e-06,-6.93783693783352e-10,3.3794061590879e-16,-1.96235654994915e-16,2.46599256934309e-16,-2.62407095366407e-10,-1.38747583291611e-11,1.00588831973742e-16,3.08869023638826e-16,-2.60935994499056e-08,1.33996807100383e-09,-1.23788055274761e-16,6.71029781667357e-17,-3.05686035567974e-11,-3.7054003842437e-17,-4.47432828290242e-07,-1.85046835403975e-16,-1.6467655531766e-16,1.0537715989342e-08,-7.39796384838528e-09,-1.44225992644828e-16,-1.63016778721088e-17,-4.4910646421411e-17,7.08009746110613e-17,-1.45395092703194e-17,-8.97509487665512e-17,-5.53923367503849e-17,9.65930728136502e-17
"t53",-0.100765626109892,0.0661842973506881,0.0877928417427478,0.00584388681607908,-0.000765240792330688,-0.00246262437840838,-0.000188695957734047,-0.178276916297598,-0.000248657595741081,9.6044937877654e-05,0.0733642879874764,0.32557706290966,-0.0407145266760313,0.000120245383060132,-0.0216476106423298,0.00168823544617456,-0.00863988658219453,0.000754680515226373,0.074148564175519,-0.0803023575531229,0.495935796127629,-0.0205018782940572,-0.0153744193012002,0.0239995132051901,-2.65300051428846e-06,-0.0109153371102375,0.00426315307174099,-0.00206245955323081,0.000962490516133789,0.248717719987903,-0.000974096940222011,0.000179081241563479,-4.67295132333925e-05,0.00092518401032185,0.00017124144129169,-3.26724586970535e-05,-0.00123747693735664,0.000158719449692764,-4.8905852790057e-05,-8.4555614915164e-17,0.000546291660814904,4.18001250655936e-06,0.000575977233999655,-1.66261709047157e-06,-0.000396446566285681,0.00556622110182609,1.48235261573865e-05,2.66272165201024e-06,-5.21564065608434e-05,-6.25652170605688e-07,0.000615127062873535,0.000166869375199449,0.0393938015509762,-3.69980941148096e-05,2.15037608159649e-05,3.89911327785576e-06,2.48800592712243e-09,2.43913827750397e-06,9.7460984787033e-06,4.13148368092332e-08,-6.99775414425832e-16,-3.25055938563239e-05,-3.39331882680888e-08,5.72284637749554e-05,-3.50644482426822e-15,-7.77941644970789e-05,1.19091435832954e-15,-9.5050809866466e-07,-2.97582623534192e-06,-0.004118962562872,-0.707106781186546,1.21619039073243e-06,3.78503883169546e-05,-0.0323617106108054,2.86074864833025e-07,-2.53907112124201e-14,-3.19036885031382e-16,0.00164689486158131,-8.16885876018732e-06,-0.00204774748627394,0.0162517748518693,0.000322609594283102,2.06726752002846e-06,-9.19635655548417e-16,0.004433138495463,-0.00184640941093906,-0.00167192070767486,6.12815265825993e-08,2.8775672887451e-15,1.76317140778046e-05,-1.82040007484216e-09,-6.2765997235975e-16,-1.08963630954794e-06,-6.93783660241271e-10,-5.18254459869619e-16,1.06261977457227e-16,-1.59378645660847e-16,-2.62407243078895e-10,-1.38750818108815e-11,6.70798758752334e-17,-3.42422562808838e-16,-2.60935994611652e-08,1.33996898213769e-09,8.37297535996041e-16,-2.74884682294144e-18,-3.05687837181113e-11,1.47699414590513e-16,-4.47432827997074e-07,5.03083594126059e-17,1.84139657954133e-16,1.05377155153347e-08,-7.39796422525481e-09,1.9153282180086e-16,1.75509910837616e-17,8.04442057874222e-17,-6.42577028624225e-17,-1.19057945890183e-16,-1.19086201759595e-17,-1.79633397551096e-16,2.16290873830426e-16
