"accepted_species","trait_ARD"
"t4","1"
"t6","1"
"t7","0"
"t99","1"
"t117","1"
"t118","1"
"t158","1"
"t195","1"
"t196","1"
"t181","0"
"t231","1"
"t232","1"
"t186","1"
"t137","1"
"t133","1"
"t264","1"
"t265","1"
"t47","1"
"t41","1"
"t36","1"
"t22","0"
"t20","1"
"t21","1"
"t16","1"
"t17",NA
"t31","0"
"t32","0"
"t75","0"
"t76","1"
"t64","0"
"t74","0"
"t167","1"
"t168","1"
"t114","0"
"t80","1"
"t101","0"
"t147","1"
"t148",NA
"t177","0"
"t178","1"
"t260",NA
"t261","1"
"t174","1"
"t175","1"
"t111","1"
"t229","0"
"t230","0"
"t227","0"
"t228","0"
"t208","0"
"t225","0"
"t226","0"
"t189","1"
"t262","0"
"t263","0"
"t237","0"
"t129","0"
"t163","0"
"t183","1"
"t235","0"
"t244","0"
"t245",NA
"t42","1"
"t63","0"
"t92","1"
"t112","1"
"t190","1"
"t248","1"
"t249",NA
"t161","1"
"t125",NA
"t98","0"
"t81","0"
"t82","0"
"t77",NA
"t35","0"
"t53","1"
"t54","1"
"t59","0"
"t60","1"
"t51","1"
"t46","1"
"t56","0"
"t57","0"
"t87",NA
"t88","0"
"t86","0"
"t122","1"
"t142","1"
"t209","1"
"t210","1"
"t165","1"
"t233","1"
"t234","1"
"t145","0"
"t105","1"
"t45","0"
"t33","0"
"t34","1"
"t26","1"
"t27","0"
"t24","1"
"t23","0"
"t55","1"
"t103","1"
"t130","1"
"t203","1"
"t236","1"
"t258","1"
"t259","1"
"t143","0"
"t144","0"
"t151","1"
"t152","0"
"t85","1"
"t40","1"
"t58","0"
"t95","0"
"t106","0"
"t115","0"
"t116","0"
"t120","1"
"t121","1"
"t149","1"
"t150","1"
"t123","0"
"t204","1"
"t205","1"
"t126","1"
"t66","1"
"t69","1"
"t70",NA
"t219",NA
"t220","1"
"t192","1"
"t193","0"
"t182","1"
"t171","0"
"t217","1"
"t218","0"
"t138",NA
"t254","1"
"t255","1"
"t194","1"
"t188","1"
"t140","1"
"t139",NA
"t169","0"
"t170",NA
"t89","1"
"t141","0"
"t156","0"
"t157","1"
"t155","0"
"t104","1"
"t162","0"
"t176","0"
"t199","1"
"t200","0"
"t184","0"
"t185","0"
"t132",NA
"t131","0"
"t110","0"
"t83","1"
"t96","1"
"t97","1"
"t65","1"
"t67","1"
"t68",NA
"t52",NA
"t61","1"
"t197","0"
"t198","1"
"t128","1"
"t223","1"
"t224","1"
"t242","1"
"t243",NA
"t202","1"
"t164","0"
"t107","1"
"t108","1"
"t29","1"
"t30","1"
"t25","1"
"t62","0"
"t78","1"
"t159","1"
"t160","1"
"t136","0"
"t124","1"
"t72","0"
"t73","1"
"t179",NA
"t180","1"
"t238","1"
"t239","1"
"t213","1"
"t214","1"
"t215","0"
"t216","0"
"t211","0"
"t212","0"
"t221","1"
"t222","0"
"t252","0"
"t253","0"
"t250","1"
"t251","1"
"t240","0"
"t241","0"
"t246","1"
"t247","1"
"t201",NA
"t191","1"
"t153",NA
"t154","1"
"t146","0"
"t127","1"
"t48","0"
"t44","1"
"t49","1"
"t50","1"
"t43","0"
"t37","1"
"t28","1"
"t38","1"
"t39","1"
"t71","0"
"t79",NA
"t172","1"
"t173","0"
"t134","1"
"t135","0"
"t102","1"
"t166","0"
"t187","0"
"t256","1"
"t257","1"
"t119",NA
"t100","0"
"t90","0"
"t91","0"
"t93","0"
"t94",NA
"t109","0"
"t206","0"
"t207","1"
"t113","0"
"t84","1"
"t13","0"
"t3","1"
"t5","0"
"t8","0"
"t18",NA
"t19","1"
"t11",NA
"t12","0"
"t9","1"
"t10","1"
"t14","1"
"t15",NA
"t1","0"
"t2","0"
