"accepted_species","trait_ARD"
"t4","1"
"t6","1"
"t7","0"
"t99","1"
"t117","1"
"t118","1"
"t158","1"
"t195","1"
"t196","1"
"t181","0"
"t231","1"
"t232","1"
"t186","1"
"t137","1"
"t133","1"
"t264","1"
"t265","1"
"t47","1"
"t41","1"
"t36","1"
"t22","0"
"t20","1"
"t21","1"
"t16","1"
"t17","0"
"t31","0"
"t32","0"
"t75","0"
"t76","1"
"t64",NA
"t74","0"
"t167","1"
"t168","1"
"t114",NA
"t80","1"
"t101",NA
"t147","1"
"t148","1"
"t177","0"
"t178","1"
"t260","1"
"t261","1"
"t174","1"
"t175","1"
"t111",NA
"t229",NA
"t230","0"
"t227",NA
"t228","0"
"t208",NA
"t225","0"
"t226",NA
"t189",NA
"t262","0"
"t263","0"
"t237","0"
"t129",NA
"t163",NA
"t183","1"
"t235",NA
"t244",NA
"t245",NA
"t42","1"
"t63","0"
"t92","1"
"t112",NA
"t190","1"
"t248","1"
"t249","1"
"t161",NA
"t125","1"
"t98","0"
"t81","0"
"t82","0"
"t77","0"
"t35","0"
"t53",NA
"t54","1"
"t59","0"
"t60","1"
"t51","1"
"t46",NA
"t56",NA
"t57",NA
"t87","1"
"t88","0"
"t86","0"
"t122",NA
"t142","1"
"t209",NA
"t210","1"
"t165",NA
"t233",NA
"t234","1"
"t145",NA
"t105","1"
"t45","0"
"t33","0"
"t34",NA
"t26","1"
"t27","0"
"t24","1"
"t23","0"
"t55","1"
"t103","1"
"t130","1"
"t203","1"
"t236","1"
"t258","1"
"t259","1"
"t143","0"
"t144","0"
"t151","1"
"t152","0"
"t85","1"
"t40","1"
"t58","0"
"t95","0"
"t106","0"
"t115","0"
"t116","0"
"t120","1"
"t121","1"
"t149","1"
"t150","1"
"t123","0"
"t204","1"
"t205","1"
"t126","1"
"t66","1"
"t69","1"
"t70","0"
"t219","0"
"t220","1"
"t192","1"
"t193","0"
"t182","1"
"t171","0"
"t217","1"
"t218","0"
"t138","0"
"t254","1"
"t255","1"
"t194","1"
"t188","1"
"t140","1"
"t139","1"
"t169","0"
"t170","0"
"t89","1"
"t141","0"
"t156","0"
"t157","1"
"t155","0"
"t104","1"
"t162","0"
"t176","0"
"t199","1"
"t200","0"
"t184","0"
"t185","0"
"t132","1"
"t131","0"
"t110","0"
"t83","1"
"t96","1"
"t97","1"
"t65","1"
"t67","1"
"t68","1"
"t52","0"
"t61","1"
"t197","0"
"t198","1"
"t128","1"
"t223","1"
"t224","1"
"t242","1"
"t243","0"
"t202","1"
"t164","0"
"t107","1"
"t108","1"
"t29","1"
"t30","1"
"t25","1"
"t62","0"
"t78","1"
"t159","1"
"t160","1"
"t136","0"
"t124","1"
"t72","0"
"t73","1"
"t179","1"
"t180","1"
"t238","1"
"t239","1"
"t213","1"
"t214","1"
"t215","0"
"t216","0"
"t211","0"
"t212","0"
"t221","1"
"t222","0"
"t252","0"
"t253","0"
"t250","1"
"t251","1"
"t240","0"
"t241","0"
"t246","1"
"t247","1"
"t201","1"
"t191","1"
"t153","1"
"t154","1"
"t146","0"
"t127","1"
"t48","0"
"t44","1"
"t49","1"
"t50","1"
"t43","0"
"t37","1"
"t28","1"
"t38","1"
"t39","1"
"t71","0"
"t79","0"
"t172","1"
"t173","0"
"t134","1"
"t135","0"
"t102","1"
"t166","0"
"t187","0"
"t256","1"
"t257","1"
"t119","1"
"t100","0"
"t90","0"
"t91","0"
"t93","0"
"t94","1"
"t109","0"
"t206","0"
"t207","1"
"t113","0"
"t84","1"
"t13","0"
"t3","1"
"t5","0"
"t8","0"
"t18","1"
"t19","1"
"t11","0"
"t12","0"
"t9","1"
"t10","1"
"t14","1"
"t15","1"
"t1","0"
"t2","0"
