,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
t1,0.19607964,0.23306252,-0.015857862,1.1536417,0.89121884,1.4541281,0.10450846,-0.07447628,-0.056358118,-0.0029502518,-0.11691662,0.24584104,-0.10664604,2.3319597,0.14083023,0.32320246,0.57669497,-0.38451037,0.36651313,-0.030031791,4.4424334,1.1617243
t7,8.124345,3.2151525,-0.16429006,-0.752633,-0.10634845,4.595769,-0.06036297,3.1870687,-0.08703611,-0.47464213,-1.3623857,0.47529024,-1.0526501,12.352987,0.8610688,0.30732486,1.6118428,-2.391776,-0.8669361,-0.49976468,14.665852,6.1282783
t45,-0.3177048,0.012062986,0.9488113,1.4415998,2.2098541,-0.028947946,-0.18839347,5.0068984,-0.26633883,-0.079054825,5.629402,0.84439266,-0.12403422,2.0213692,5.700769,5.642958,-0.020250076,-2.0215847,1.7453258,-0.10140192,12.944444,-0.48079982
t46,-0.80232215,0.014427139,1.563581,3.9059486,2.9321556,-0.10556054,-0.1792858,4.506723,-0.26175013,-0.05166304,10.877671,1.0146748,1.4333626,0.45667976,5.025388,5.995681,-0.022685418,-1.4324507,5.1215296,-0.1544862,10.946205,-0.7023812
t39,1.9190929,0.0037389225,-0.011989388,-0.15724376,1.036219,1.5924097,-0.17384954,5.0662394,-0.28179485,-0.22447135,1.3128042,0.7387973,-0.45041227,5.5584774,5.0954003,4.588574,-0.016352363,-2.4837012,-0.11844739,-0.21176627,14.97485,-0.042818263
t49,-0.06363066,0.012300718,0.5980974,0.72832376,1.9528621,0.30999625,-0.19253832,6.036457,-0.31486654,-0.10100269,4.5264072,0.865627,-0.2151423,3.1814833,6.600201,6.336967,-0.019158615,-2.4832692,0.960565,-0.080384135,15.345515,-0.46530363
t157,-1.2996175,0.016944703,2.266622,6.8499703,4.076426,-0.15720716,-0.19947307,6.9025908,-0.40933323,-0.018387945,16.597132,1.378965,2.6115217,0.011895519,6.7915735,8.105018,-0.038030215,-1.4806265,8.216875,-0.37771678,12.438018,-0.65574557
t190,-1.3012747,0.01678746,2.258762,6.725616,4.065771,-0.15976712,-0.20158838,6.9135365,-0.40838698,-0.021465203,16.613682,1.3800019,2.648337,0.012059847,6.829241,8.067039,-0.037554786,-1.4765378,8.208452,-0.37492314,12.417557,-0.67010206
t191,-1.3005675,0.016747294,2.262039,6.7292314,4.065374,-0.16084082,-0.20140825,6.921805,-0.40872753,-0.021493955,16.616451,1.3802606,2.6557295,0.0121856695,6.8280125,8.061929,-0.03755052,-1.476658,8.207941,-0.3745811,12.417235,-0.6697588
t165,-1.2998872,0.016797785,2.254931,6.7744727,4.0401883,-0.15941706,-0.19988725,6.923377,-0.40981337,-0.022844914,16.622494,1.3806317,2.644498,0.011801338,6.8139668,8.062794,-0.037505966,-1.4717262,8.226595,-0.3738009,12.398898,-0.6680034
t170,-1.2852395,0.016096048,2.2332375,6.782805,3.9184875,-0.15216833,-0.20123078,6.864377,-0.400158,-0.031236816,16.466192,1.3637394,2.5661504,0.014024718,6.815046,8.06005,-0.036861498,-1.4415449,8.191634,-0.39211383,12.253189,-0.63457596
t206,-1.2927653,0.015949817,2.2233925,6.786885,3.9070964,-0.15506257,-0.20581542,6.867552,-0.40158308,-0.03461525,16.510916,1.3676554,2.586018,0.013338892,6.844956,8.0487585,-0.036468264,-1.4430648,8.18462,-0.397406,12.260759,-0.6286896
t207,-1.2936236,0.015844902,2.2203143,6.784776,3.9004447,-0.15501551,-0.20536448,6.862306,-0.4010641,-0.034590803,16.507654,1.3678322,2.5960362,0.013325701,6.847035,8.045574,-0.036449827,-1.4416736,8.184301,-0.3976894,12.255876,-0.6272713
t211,-1.2992159,0.01663256,2.1911633,6.8090158,3.8474367,-0.16462228,-0.1937206,6.694808,-0.39883953,-0.026632188,16.541666,1.3654764,2.63627,0.010882267,6.75456,7.9857516,-0.039443206,-1.4695538,8.086485,-0.38246202,12.197335,-0.6387718
t212,-1.2995222,0.01666969,2.1881678,6.8132305,3.8439019,-0.16457334,-0.19340195,6.6938353,-0.39854014,-0.026844796,16.54505,1.365393,2.6347022,0.0109523935,6.7548294,7.9899936,-0.03950647,-1.4708112,8.089614,-0.38210973,12.199432,-0.6391879
t70,-0.45911536,0.017850246,0.9590076,1.879942,2.7599206,-0.020720325,-0.21718845,6.239428,-0.31889212,-0.04684835,8.177631,0.9817696,-0.050797738,1.6794245,6.686569,7.0226793,-0.022093887,-2.201709,3.2616467,-0.03589308,13.9855795,-0.76305264
t87,-0.5777908,0.016097507,1.0636516,2.5304947,3.0170832,-0.066388555,-0.21295442,6.426164,-0.30874258,-0.015955882,9.25332,1.0155265,-0.01487513,1.4189408,6.6776476,7.32728,-0.025849372,-2.1328135,3.716147,-0.023961626,13.485581,-0.7966794
