,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t1,-0.026070517,12.728784,0.68195647,-0.23139769,-0.06790246,12.872703,0.45369628,-0.047250718,0.22920579,-1.7026763,-0.155019,-1.8690984,-0.6882819,1.5951633,2.0046277,0.27242568,1.4546379,3.1908453,7.9515443,0.043815427,-0.3388599,0.19525129,1.9364282,-0.5520539,4.846758
t2,-0.0014588273,0.380375,3.5429034,-0.40326315,2.7816103,6.7903275,1.3951656,-0.05913569,0.22788528,-0.3579027,-0.3270871,-0.09329657,4.432592,-0.13578542,0.091824636,1.7781446,0.50722116,3.352089,8.399389,2.2151947,1.3475243,4.233378,-0.09799249,0.83614093,0.029858211
t3,-0.010273594,6.796246,2.2551525,-0.31944996,0.69182324,10.569473,0.9899912,-0.052532505,0.21474311,-1.0184917,-0.25466353,-0.9822063,-0.14483282,0.5509585,0.36732924,1.0742714,0.94021535,3.0306652,7.614193,0.011119019,0.018595206,1.6308416,-0.0066449754,-0.18900266,1.7698531
t4,-0.020683015,10.854971,1.4422811,-0.26849553,-0.043473396,12.37676,0.78437954,-0.049050275,0.22972171,-1.5005293,-0.18962798,-1.5531173,-0.50664395,1.3989329,1.5845112,0.65704775,1.2533418,3.1617172,7.8641677,0.032658085,-0.24114661,0.5790712,1.2472589,-0.4527431,3.8421316
t5,-0.0060289144,5.118638,2.6927814,-0.34850344,0.90024,9.8282585,1.0322059,-0.05709878,0.21215218,-0.8591547,-0.2933964,-0.76827896,0.07212052,0.17876199,0.0074433275,1.2126832,0.78364396,3.0733914,7.5208883,0.0018095348,0.24770854,2.1815174,-0.025371203,-0.11511569,0.9312641
t6,-0.020476721,10.76634,1.4780897,-0.2701249,-0.04237543,12.343472,0.7931916,-0.049382657,0.22954711,-1.490773,-0.19137599,-1.5385107,-0.49797684,1.3904812,1.5602663,0.682253,1.2434297,3.1610236,7.8577576,0.03218386,-0.2349848,0.5931191,1.2116015,-0.44886813,3.798437
t7,-0.029374128,13.952206,0.08995182,-0.03347458,-0.09090495,10.7797,-0.06458304,-0.049731135,0.16970283,-1.7832338,-0.006599865,-2.1344173,-0.9165637,1.8212194,2.3667893,0.062105242,1.6979868,2.3627944,6.1377454,0.05958424,-0.53669107,-0.016858382,3.281747,-0.6605749,5.98069
t8,-0.009378926,7.766341,3.147221,-0.29762867,1.4736867,11.812951,1.2963539,-0.068469346,0.28443095,-1.1202745,-0.24638517,-1.0535531,-0.13012713,0.2019108,0.02842521,2.158367,1.0766951,4.3415747,9.864397,0.00690233,-0.06690695,2.9619231,-0.041200753,-0.16857342,1.843299
t9,-0.01588109,9.225629,0.85481364,-0.26702836,-0.050923783,10.702659,0.3989308,-0.034937263,0.17026377,-1.3366655,-0.19788085,-1.3500979,-0.4076916,1.2110695,1.4224479,0.14843309,1.115759,2.329742,6.335961,0.03019016,-0.15128945,0.06911986,1.3459294,-0.3705369,3.2840202
t10,-0.032771967,15.101766,0.1361809,0.28579864,-0.101315774,10.2006035,-0.08872056,-0.055241108,0.16273183,-1.8514779,0.58409053,-2.3164024,-1.0542849,1.6449921,2.4562082,0.08232684,1.9030415,2.4510124,5.8740797,0.06695398,-0.6171682,0.18595034,3.679511,-0.72692627,6.7494507
t11,-0.01673612,9.216758,0.66680235,-0.28799456,-0.057003815,10.732856,0.38309458,-0.03526267,0.17125739,-1.3218033,-0.1988973,-1.3686359,-0.43102247,1.1927001,1.3944223,0.0045885528,1.1282284,2.2406158,6.214869,0.029965524,-0.13969281,0.049542304,1.4178444,-0.35346317,3.329752
