,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t1,7.6052346,5.794255,5.148897,5.3666544,7.52086,-1.4267921,1.5268152,7.5783916,5.359383,3.5735283,6.4077263,5.428145,7.505479,7.2966366,5.02756,4.940726,3.002188,7.3850555,3.5105364,7.024417,3.697578,8.132241,6.067554,4.1372705,6.2137876
t2,7.886694,5.8490868,4.799741,5.1781735,7.2887955,-1.8868954,1.9616448,7.594795,5.503115,3.8445995,6.796597,5.674856,7.660576,7.736503,4.6288776,4.981216,2.7847657,7.5072317,3.2471478,7.16947,3.683337,7.863465,6.308687,4.141868,6.5169945
t3,7.7295,5.777255,4.9453177,5.276996,7.4204264,-1.6645205,1.7268766,7.6002893,5.439954,3.7238815,6.598903,5.5577445,7.585097,7.5119557,4.830432,4.976148,2.8971088,7.4694567,3.366638,7.0885944,3.688128,8.013624,6.218849,4.0940785,6.395922
t4,7.641722,5.8084264,5.1306753,5.367637,7.516342,-1.4856626,1.5739585,7.6249075,5.3947306,3.5969167,6.4485126,5.432637,7.502132,7.32244,4.980663,4.9164953,2.9739296,7.4412365,3.508041,6.9899035,3.6576905,8.080731,6.107267,4.154993,6.201412
t5,7.7834926,5.782026,4.879155,5.2530375,7.367216,-1.7314988,1.792898,7.558669,5.409534,3.7855089,6.656676,5.5989876,7.616054,7.5811715,4.7627354,4.9932528,2.8829722,7.422265,3.3101656,7.157829,3.712954,7.998746,6.2334332,4.0747833,6.456548
t6,7.645702,5.778576,5.1006765,5.352099,7.4809666,-1.4887327,1.5722904,7.578191,5.3755417,3.636951,6.4548597,5.468468,7.5064735,7.3488455,4.968246,4.9444547,2.966848,7.4049873,3.476855,7.040517,3.7062635,8.098326,6.10851,4.1021175,6.256608
t7,7.4471025,5.746356,5.2893896,5.461804,7.519947,-1.1972461,1.3620833,7.4891543,5.2368712,3.4602854,6.2285295,5.368161,7.4902644,7.0951834,5.228374,5.01632,3.1139274,7.2508225,3.546933,7.012706,3.806922,8.310457,5.915591,4.1916704,6.1777263
t8,7.734506,5.770052,4.946076,5.2554083,7.3886943,-1.6655978,1.7635084,7.633797,5.4012456,3.7344527,6.572714,5.5675955,7.607333,7.477998,4.827234,4.983691,2.8600197,7.4718647,3.3673975,7.0493636,3.6559327,7.981062,6.1990194,4.147682,6.356902
t9,7.6862345,5.8057294,5.0424647,5.302745,7.4955506,-1.5650578,1.6204028,7.5530195,5.4114246,3.656305,6.532051,5.4961934,7.544735,7.4485636,4.9057083,4.9467483,2.9608743,7.400414,3.442183,7.100124,3.7018178,8.075723,6.1510205,4.068505,6.3174253
t10,7.2875543,5.700791,5.432451,5.5618286,7.5151577,-0.9584314,1.2021247,7.418625,5.1163926,3.3381362,6.041622,5.3049216,7.4843903,6.8751817,5.436317,5.086888,3.2239826,7.123279,3.5913103,6.9805546,3.903452,8.48508,5.7590146,4.2716475,6.1270504
t11,7.714834,5.8050394,5.04513,5.345897,7.4617987,-1.5723697,1.6369534,7.610462,5.449581,3.678872,6.540873,5.5095515,7.5069547,7.435083,4.8930144,4.918138,2.9226189,7.4550543,3.4506304,7.0362997,3.6975536,8.035486,6.178892,4.085042,6.2956443
t12,7.594824,5.780666,5.1456275,5.363174,7.511397,-1.4084305,1.5105984,7.5467057,5.3434553,3.5777128,6.3977623,5.4388328,7.5069766,7.295769,5.0394645,4.957338,3.0097125,7.3535976,3.5013397,7.0516753,3.7295895,8.155789,6.0557294,4.1118183,6.2399187
t13,7.1878943,5.6607447,5.49727,5.6135235,7.500804,-0.82870257,1.1361324,7.374154,5.0564804,3.2647274,5.9499145,5.282027,7.487335,6.741576,5.537217,5.1225915,3.2714596,7.0357213,3.624174,6.980155,3.9598525,8.565757,5.6747327,4.315482,6.1103077
t14,7.7427564,5.7633533,4.9179487,5.2215557,7.384546,-1.6895432,1.7834908,7.6386023,5.409273,3.751284,6.5877385,5.5998178,7.6356063,7.507549,4.805857,5.0085316,2.8391974,7.4902377,3.334498,7.067721,3.6389365,7.956323,6.214358,4.1465435,6.3924093
t15,7.763768,5.7614164,4.8792725,5.2128515,7.365933,-1.723232,1.8064946,7.6089554,5.407057,3.7770922,6.624715,5.6153197,7.648979,7.549398,4.77442,5.018982,2.8395839,7.4666824,3.3057883,7.1076617,3.6619937,7.9591446,6.2310615,4.128231,6.4383283
t16,7.842767,5.8060555,4.8212442,5.2018237,7.312738,-1.8430009,1.9106647,7.5937276,5.4577465,3.8314424,6.729128,5.6586313,7.65755,7.6777253,4.6828938,4.9937057,2.8006184,7.481476,3.266635,7.157352,3.6941328,7.9000463,6.2886047,4.1252346,6.487063
t17,7.6376667,5.7688484,5.058386,5.294039,7.4724803,-1.4697192,1.570542,7.505766,5.3439074,3.6370666,6.4536653,5.5009394,7.5476418,7.3898997,4.9763985,4.983553,2.9728649,7.3263073,3.4439206,7.1368637,3.7554455,8.131526,6.0898404,4.0533156,6.328553
t18,7.9479017,5.853661,4.7006674,5.161729,7.2155986,-2.0339937,2.1004684,7.6164165,5.50817,3.9323118,6.8512793,5.745527,7.7081757,7.8426785,4.544619,4.980083,2.7099051,7.526315,3.1863992,7.1847124,3.718534,7.776257,6.374208,4.169111,6.5364757
t19,7.7471595,5.778639,4.8772984,5.158991,7.429563,-1.7314188,1.8004705,7.6593466,5.487825,3.7483146,6.6468644,5.6468363,7.6840715,7.578458,4.7690535,5.0407853,2.802092,7.5460396,3.3055084,7.104237,3.6075432,7.9041834,6.290091,4.1429157,6.454562
t20,7.8453,5.7413864,4.748116,5.172819,7.231765,-1.8795213,1.9737905,7.5995455,5.3937173,3.880893,6.7219806,5.684599,7.7273684,7.6814375,4.6552157,5.0460453,2.751157,7.474594,3.1961887,7.1235313,3.6726384,7.8791103,6.284327,4.1637783,6.5140076
t21,7.850926,5.7395825,4.7393193,5.165044,7.2066636,-1.8943331,2.0103247,7.6308465,5.3979726,3.8907528,6.721879,5.710094,7.735404,7.6848087,4.649532,5.0520153,2.7239752,7.4987397,3.1869292,7.1032133,3.6680484,7.856242,6.2892056,4.1977224,6.52363
t22,7.8658433,5.7806935,4.720357,5.148801,7.2172565,-1.9311372,2.0187588,7.619308,5.4337077,3.8953986,6.75727,5.7070966,7.7356544,7.730182,4.6207356,5.028951,2.7365565,7.507887,3.1904562,7.134921,3.669207,7.845705,6.3034163,4.187501,6.5106277
t23,7.9146852,5.7710814,4.7033715,5.1678634,7.1504292,-1.9820917,2.1057127,7.6427236,5.4324794,3.9319777,6.7952204,5.7580066,7.732933,7.7636175,4.5858903,5.0367384,2.675634,7.5153723,3.1661055,7.1110935,3.716325,7.7913346,6.345554,4.218172,6.5647874
t24,7.877397,5.8252296,4.75653,5.1471477,7.189531,-1.9371899,2.0824711,7.706646,5.4785604,3.884676,6.7527337,5.759781,7.701924,7.7152376,4.632416,5.0090003,2.6956606,7.571755,3.2234051,7.091106,3.6770718,7.802001,6.3036423,4.2715874,6.517114
t25,7.7852826,5.848427,4.9793825,5.285359,7.475555,-1.6915481,1.6994727,7.53118,5.495375,3.7268488,6.662529,5.5433645,7.538324,7.5853777,4.787781,4.907964,2.9219058,7.4241967,3.4097219,7.192406,3.706985,8.005551,6.2386956,4.0172844,6.368119
t26,7.097238,5.7142487,5.6565366,5.6687336,7.5134287,-0.62948036,0.9560559,7.3839602,4.937052,3.247559,5.8167133,5.231758,7.4509616,6.6794014,5.701329,5.205965,3.3853383,7.0432687,3.5626688,6.864763,4.0020375,8.758831,5.6009307,4.3752527,6.079584
t27,7.173347,5.6664815,5.638008,5.7202263,7.5116034,-0.6540506,0.91820455,7.33608,4.9346867,3.2361157,5.7677794,5.204119,7.471154,6.6662006,5.7423873,5.220875,3.411162,7.0266943,3.5792477,6.8710847,4.0350046,8.782131,5.5731936,4.4040604,6.03003
t28,7.116118,5.6662927,5.6247683,5.699732,7.506469,-0.6776483,0.9786313,7.3424335,4.9470778,3.2183394,5.8093085,5.2208614,7.470361,6.6453104,5.70001,5.2023964,3.3825653,6.997926,3.602819,6.905896,4.0279436,8.737553,5.581647,4.3887744,6.0544767
t29,7.06982,5.6244316,5.578185,5.6719112,7.503186,-0.74282646,1.1055232,7.3278894,5.0184503,3.1913452,5.9226236,5.2616873,7.4489503,6.6528096,5.572838,5.169897,3.2999804,6.97957,3.6381478,6.9904346,3.9883623,8.599879,5.6477327,4.380965,6.0774374
t30,7.122911,5.6535764,5.5562935,5.681114,7.47292,-0.7081245,1.0309001,7.3640256,4.9971614,3.239896,5.8738627,5.2720237,7.484523,6.6062245,5.6335125,5.162675,3.330919,6.9784226,3.6390963,6.952515,4.0100746,8.668457,5.611966,4.3871913,6.096151
t31,7.1138196,5.659579,5.573956,5.6777954,7.497568,-0.7387945,1.0621324,7.3550205,5.003502,3.2320588,5.8992586,5.258665,7.4595323,6.657822,5.6035275,5.1740184,3.3242595,7.003879,3.6180398,6.9571524,3.9937692,8.639447,5.639117,4.3858924,6.079958
t32,7.804739,5.8540535,4.951033,5.268706,7.453146,-1.7315791,1.7496855,7.5604343,5.508861,3.7453146,6.6829815,5.569783,7.5584264,7.610215,4.7611594,4.9141536,2.8863077,7.4609537,3.3891394,7.18232,3.6944077,7.96327,6.2608933,4.0407476,6.378119
t33,7.673721,5.7581425,4.9730196,5.221684,7.411419,-1.5229542,1.6648493,7.4908113,5.325794,3.6905026,6.4944715,5.561478,7.6142254,7.4553795,4.918009,5.023658,2.9224913,7.3154263,3.3786721,7.190062,3.7581608,8.090443,6.11441,4.0573134,6.400848
t34,7.896204,5.817685,4.700595,5.1186404,7.14373,-1.9785609,2.0870464,7.6887846,5.469639,3.901029,6.802993,5.7505813,7.758343,7.7928967,4.5919995,5.022462,2.6913078,7.550167,3.2148032,7.119464,3.682453,7.7979093,6.3261566,4.2526684,6.4968204
t35,7.904328,5.7658725,4.7061157,5.156343,7.13525,-1.9819728,2.1177666,7.6612988,5.4256186,3.9265966,6.78358,5.7648544,7.73654,7.7546434,4.5945106,5.045818,2.6666903,7.5275893,3.1653318,7.0939264,3.7066178,7.792864,6.3295126,4.2448173,6.57072
t36,7.043216,5.6475496,5.5585537,5.6345577,7.4548545,-0.6051381,1.0352271,7.3745546,4.9694004,3.204733,5.8149724,5.2827387,7.5267615,6.5360584,5.6904464,5.1314645,3.327851,6.9138994,3.6815624,6.9592385,4.0276785,8.697473,5.5365243,4.332761,6.1466527
t37,7.0108657,5.6302714,5.7352047,5.78154,7.5748277,-0.67498094,1.0411612,7.2506466,4.915702,3.1207123,5.824654,5.143187,7.3627334,6.666141,5.6738625,5.2754097,3.4117663,6.9916058,3.5923579,6.9378643,4.045027,8.678239,5.596618,4.46908,5.9498434
t38,7.1350904,5.769016,5.6921754,5.764765,7.528558,-0.6878986,0.90823966,7.383833,4.8763714,3.2616303,5.769272,5.1665535,7.4455333,6.6245418,5.761942,5.265759,3.4667816,7.027987,3.5392642,6.854442,4.0496845,8.827063,5.565081,4.4551377,6.008782
t39,7.20591,5.7120404,5.6212306,5.727084,7.5016985,-0.7119035,0.9253346,7.3757787,4.9505777,3.2856703,5.812477,5.2225394,7.464546,6.6759567,5.7046204,5.2219334,3.404888,7.056015,3.558286,6.8684654,4.018454,8.763927,5.613108,4.424512,6.037568
t40,7.8588915,5.8963904,4.932492,5.262177,7.4533553,-1.784057,1.7644951,7.534601,5.5543127,3.7720199,6.7552676,5.575694,7.5459247,7.6856956,4.705637,4.874786,2.8868978,7.4551435,3.3878186,7.233226,3.7036843,7.945027,6.300339,4.013162,6.386542
t41,6.9989843,5.6051784,5.6140094,5.66828,7.4758797,-0.5643979,1.0305283,7.3180747,4.9420104,3.1405141,5.780073,5.2479835,7.5006313,6.5322723,5.7184443,5.161976,3.3517358,6.8934994,3.688938,6.9490247,4.0551987,8.708002,5.5112863,4.3534217,6.100849
t42,-1.885649,8.53525,3.4339886,3.9588366,6.4161963,4.2816753,3.3837013,9.144585,5.642888,2.5343754,7.653142,5.4785733,6.0119367,8.043886,5.4626493,4.680138,4.625222,7.4608374,4.6758776,6.203089,3.6145756,5.536025,7.104631,1.1438196,6.859194
t43,7.0743895,5.6779275,5.7152433,5.7913165,7.5689545,-0.7244707,1.0075943,7.289735,4.9215755,3.1830416,5.8445787,5.149296,7.3704634,6.6882277,5.665353,5.2843566,3.4236138,7.0348787,3.555706,6.9168215,4.031406,8.7002735,5.630788,4.488005,5.9524693
