"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105"
"t6",-0.0537464222094982,0.0142685245099785,-0.034822654497172,0.022078822456544,-0.275256474404796,0.0709943461725494,-0.0502978975682256,0.0155225994080072,-0.0481633642993745,0.0159982575813166,-0.0105278339021889,0.00079820812408271,-0.000185110395553628,0.000412590764741683,-0.00683251533938545,-2.12292504702277e-05,2.52713416695218e-05,-0.000136071541904859,4.09763628860927e-06,-0.00359459876517367,0.00382349979686676,-0.000950743776604698,0.000572828728007797,-0.0109843316279416,0.0101872215388973,-0.0117659313157898,0.00311240364359398,-0.000162545067423772,0.00121986660287698,-0.340693595733675,0.000838558843605953,-0.565438885500349,0.00619229527950434,-0.66496226959408,0.0124093607125255,-0.103060201991084,2.95456231355204e-05,0.0155081891127459,-0.000464034222179354,0.000909693051546545,-0.00528202750375328,-1.15852417450822e-05,-0.00141687594850869,0.000505763766369717,-0.00101417714730769,-0.00238865509055698,-0.000138041322254821,0.000397605847457611,2.86913168519676e-06,3.66928851734342e-05,4.09590744692218e-05,-0.0118601911558062,-0.000305551467872712,-5.36864640273315e-05,0.00592197244382344,0.000762541460580379,6.60571256717074e-05,-0.000538281692751637,-6.52381127739298e-17,3.2049213314307e-17,-3.69252534916576e-16,-1.88966895981667e-16,9.52090612598682e-18,5.42513294064829e-17,-7.21379706409222e-07,-8.89420561194707e-16,-4.81577208125002e-08,0.0989659935348066,2.674096910905e-15,-0.00467751917373032,-1.25867177060338e-16,0.000306271015481619,2.29513825113941e-18,1.51712935117891e-05,5.37974811703976e-05,1.52519610257772e-16,1.30097641476374e-16,3.61588608537419e-07,3.22134058756545e-18,-2.1550060344159e-17,-0.000168131897316906,-2.38862746352308e-06,-2.38494881329217e-05,-4.00233840755882e-08,-2.21832804019078e-17,0.00011621723095693,6.87812152936197e-05,-1.41837253093558e-05,-0.00234257288745037,4.43713431341245e-05,7.11619266383105e-18,3.68874604222896e-17,4.88146786781991e-17,8.97202679414677e-17,3.29274989931537e-17,8.60471432881257e-17,1.09136936359326e-16,-8.7179748432455e-05,-7.49548080997885e-16,6.40587172271658e-17,-7.26690930705286e-17,1.32816739257873e-17,-6.09277075898674e-17,-7.92745791025905e-17,-5.43727060914061e-17
"t99",-0.0570342973983554,0.0161295030360466,-0.0426582391743967,0.0307580003035948,-0.409340028131801,0.119806035577412,-0.092626740878717,0.03264521567939,-0.126567086650603,0.0467928483931562,-0.0362740073676838,0.00397993156042529,-0.00144085112357695,0.00560608590347123,-0.100077684694364,0.00103791812791904,-5.07827810929598e-05,0.000229693452160279,-6.42538465017601e-06,0.00352695911403227,-0.00289602694974793,0.000666217978027321,-0.000367398765367221,0.00637108852678159,-0.00568309942565907,0.00615640233895406,-0.00149355065859377,7.16199988223604e-05,-0.00041743909973945,0.0897699792910889,-0.000206029388613497,0.131665554359525,-0.00138097906117378,0.118121778443404,-0.00193983502942701,0.01155446020368,-2.44643875955924e-06,-0.00121504312323817,2.53712774720044e-05,-1.3357573913148e-05,5.07904547764962e-05,-1.3548489936926e-07,-3.23052659919175e-05,1.64484330366941e-05,-6.5919687022818e-05,-0.000192457523392881,-1.11310411701645e-05,3.8557165955552e-05,3.80275447703492e-07,5.13785916571419e-06,6.2134873418026e-06,-0.00197216193123014,-5.77070958803396e-05,-1.19500637088625e-05,0.00134332813245711,0.000202702896787218,1.84119514942524e-05,-0.000185370172568772,-3.46968388608237e-16,4.68523715917952e-16,-1.75478455809066e-15,-6.85177623747803e-16,2.55376032803817e-16,-4.65526415075311e-16,-6.14398865912737e-07,-2.95360219920841e-15,-8.89188768144793e-08,0.370518853379496,-1.50606346943845e-14,0.0252302067708945,-5.71104545420528e-16,-0.000198098242227504,5.15799214185896e-16,-7.38023227968343e-06,-2.29843560793806e-05,6.32378150308651e-17,9.33479263394316e-16,-1.19040604063339e-07,-4.09655879736385e-16,-1.63091441171092e-17,3.85277361061678e-05,4.48968265155937e-07,4.42128387840817e-06,6.53732162083279e-09,1.13623439472635e-15,-1.80986060351134e-05,-9.64211551352664e-06,2.09867955938771e-06,0.292556354311206,8.84320111927825e-05,-4.17905252751855e-15,-1.30375882768698e-16,-1.00331759044972e-15,4.87222229215448e-16,-1.45013025722676e-15,-2.20195634207772e-15,-1.00493672356511e-14,-5.14136577088932e-07,0.707106781186546,-8.01171141928002e-15,-2.43040671890563e-15,-2.7304767653734e-15,1.34496399288944e-14,-4.71932584061837e-15,2.76204641456118e-16
"t100",-0.0570342973983553,0.0161295030360464,-0.0426582391743969,0.0307580003035948,-0.409340028131801,0.119806035577412,-0.0926267408787169,0.0326452156793902,-0.126567086650603,0.0467928483931563,-0.0362740073676836,0.00397993156042521,-0.00144085112357696,0.00560608590347129,-0.100077684694364,0.00103791812791904,-5.07827810927047e-05,0.00022969345215997,-6.42538465033586e-06,0.00352695911403248,-0.00289602694974807,0.000666217978027017,-0.000367398765367088,0.006371088526782,-0.00568309942565894,0.00615640233895419,-0.00149355065859377,7.16199988225632e-05,-0.000417439099739376,0.0897699792910895,-0.000206029388613781,0.131665554359526,-0.00138097906117392,0.118121778443405,-0.0019398350294269,0.01155446020368,-2.44643875947185e-06,-0.00121504312323821,2.5371277471964e-05,-1.33575739133712e-05,5.07904547766796e-05,-1.3548489974428e-07,-3.23052659916787e-05,1.64484330360887e-05,-6.59196870229198e-05,-0.000192457523392697,-1.11310411706343e-05,3.85571659560023e-05,3.80275447279721e-07,5.13785916552317e-06,6.21348734116289e-06,-0.00197216193122969,-5.77070958805265e-05,-1.19500637084677e-05,0.00134332813245695,0.00020270289678782,1.8411951494305e-05,-0.00018537017256878,-1.56946034063592e-16,6.02796942227221e-16,-1.24222372339678e-15,2.37814509216492e-17,-1.59412866146791e-16,7.64633591065405e-17,-6.14398865945338e-07,-3.10093728812264e-15,-8.89188757889554e-08,0.370518853379494,-1.56451236835684e-14,0.0252302067708951,-7.10177714834976e-17,-0.000198098242227751,-1.57607899896981e-16,-7.38023227863936e-06,-2.2984356079279e-05,-3.72820363037519e-16,9.92891596472559e-16,-1.19040603380672e-07,-7.12377781837645e-16,-1.84874308412487e-15,3.85277361067652e-05,4.48968266669664e-07,4.42128387817361e-06,6.53732296159545e-09,1.60407754501693e-15,-1.80986060364568e-05,-9.64211551272284e-06,2.09867955909573e-06,0.292556354311204,8.84320111891156e-05,-5.16380996329172e-15,1.55576253123069e-16,-5.00550356980414e-17,-5.78351827945039e-16,2.08963047137593e-15,-2.19030886999475e-15,1.08979753304046e-14,-5.1413656344238e-07,-0.707106781186548,7.73937560341555e-15,2.12473503785537e-15,2.86422214540891e-15,-1.37711989793268e-14,4.73709049776588e-15,1.63827712163092e-16
"t95",-0.0568218758984795,0.0160099676085591,-0.0421584021562494,0.0302098505006747,-0.400910693374574,0.11676227537613,-0.090000541922914,0.0315901833966071,-0.121782861291432,0.0449211775541552,-0.0347174462184753,0.00378933436387331,-0.00136618298209047,0.00529901196688387,-0.0945674314950984,0.000975897803231292,-4.65429810435986e-05,0.00020950103997108,-5.84715305835585e-06,0.00315064849933315,-0.00255168432750159,0.000584248713104758,-0.000320366865229701,0.00551721092649543,-0.00490762013189333,0.00529095723730394,-0.00127491438553834,6.07060266236541e-05,-0.00034579417555034,0.0724030847470976,-0.000164917338291797,0.104771153346349,-0.00109362082793778,0.0911458350265595,-0.00147482760015536,0.00845795349875201,-1.73422912611234e-06,-0.000856613157042674,1.73199622188251e-05,-8.51609212308328e-06,3.20557867736053e-05,-8.16319699890622e-08,-1.89502067465163e-05,9.4111781948006e-06,-3.43704776151594e-05,-9.55156162328494e-05,-5.52312226497123e-06,1.81162682236156e-05,1.57557000263742e-07,2.07145630466117e-06,2.39996480456222e-06,-0.00072177998592578,-1.94260165285257e-05,-3.55392861698922e-06,0.00039337539421215,5.16126348168611e-05,4.47998273203337e-06,-3.60399402982588e-05,-1.33143055108472e-16,2.12070974416788e-16,4.75332928322049e-16,3.17158011117084e-16,1.80082352852246e-16,1.17124343237828e-15,-2.17999366968377e-08,5.96626765183537e-16,3.19948659517335e-09,-0.0256512198859276,2.26683185846819e-15,-0.00320338167978828,3.199952015633e-16,6.38265754176194e-05,-1.09864522168754e-16,2.97913150126766e-06,1.03717952875381e-05,-3.98919705819228e-16,-1.27452838672697e-15,6.83461364912773e-08,1.47261254651163e-15,8.35344317838659e-16,-3.22772360876586e-05,-4.76832473028527e-07,-4.78019471982606e-06,-8.43840947343508e-09,-3.95308854906869e-15,2.52365280755714e-05,1.88182897560897e-05,-4.62439720368611e-06,-0.865167612595168,-0.000263835535370472,1.37945475865246e-14,1.86008808584346e-16,1.48529880947266e-15,3.32388997149034e-16,-9.25490486411457e-16,6.57728905435258e-15,-1.3946226338146e-15,-1.18351117125199e-05,1.58457559752407e-15,2.95895795509867e-16,3.09029652749295e-16,-1.03860263826822e-16,5.31869107752736e-16,-2.57397453612265e-16,-4.6118646848894e-16
"t82",-0.0563250966049919,0.015730507411777,-0.0409902863134071,0.0289295228455686,-0.381226937518529,0.109657692613226,-0.0838722229139025,0.0291291059712746,-0.110628171203547,0.0405581346125116,-0.0310899049836286,0.00334534997703964,-0.00119230996975838,0.00458414750577969,-0.0817399585735234,0.000831580415707727,-3.66985929168801e-05,0.000162635348719354,-4.50536042242574e-06,0.00227876377385609,-0.00175477367656524,0.000394620931211807,-0.000211613951085237,0.00354388549628492,-0.0031158844684367,0.00329213398370723,-0.000770231561670481,3.55273970516012e-05,-0.000180811834603157,0.032495024290151,-7.05001206156816e-05,0.0430342864571797,-0.000434227392632871,0.0293679040876364,-0.000411101653904153,0.00139451965029169,-1.13404971901473e-07,-4.12311540279983e-05,-9.53839584790962e-07,2.42088566118208e-06,-1.02374459789241e-05,3.95697658083823e-08,1.10552035333969e-05,-6.37494158619621e-06,3.60051108434973e-05,0.000120117098067695,6.950704420903e-06,-2.72140887036196e-05,-3.33151725598897e-07,-4.67568746659318e-06,-5.97406674570799e-06,0.00201716480756642,6.41259914803328e-05,1.46814916469774e-05,-0.00166861605773646,-0.000274741180750607,-2.55686649260633e-05,0.000283955400617601,6.48701997099724e-16,-1.8558265555892e-15,2.95243485125442e-15,5.89103325441973e-16,-4.27059482891507e-16,-9.75255629608479e-16,1.21990253321324e-06,6.57237555259651e-15,1.94143733477145e-07,-0.842580106302039,3.68904794205952e-14,-0.061292911502412,4.54211658863851e-16,0.000580950610215393,-3.45216967703839e-16,2.3113628044391e-05,7.45839790473569e-05,6.16986302435257e-16,-7.87165862152354e-16,4.19678969822258e-07,7.00679273174459e-17,1.15977224947336e-15,-0.000156549611359952,-1.99292733468497e-06,-1.97493109070354e-05,-3.08922804520196e-08,1.17639006664205e-15,8.71814927302594e-05,4.57094364261412e-05,-8.92090927845724e-06,0.283374060410088,0.000117994080407745,-4.54712792736472e-15,3.79270638507815e-17,-3.18638983818699e-16,-2.1880528580067e-16,3.55056509069121e-16,-2.27577481386974e-15,1.07299718681142e-16,-4.82199555007322e-05,1.45998400517066e-16,6.86342219871719e-17,-1.89936942002769e-16,-2.29117423869069e-17,3.39648471411685e-16,2.97869211361372e-16,1.62463082536627e-16
"t107",0.013297964566311,0.105232509493308,0.00458289612652329,0.00436887091959418,-0.0267824101673295,-0.0178271146802341,0.0281329815398701,-0.0439893829337697,0.0297395246453839,-0.056918516082899,-0.0024677675757224,-0.00494811429266676,0.000836452990355797,-0.00615149460551806,0.108321044915708,-0.00514055426476208,-0.00455414293552085,0.455756790257839,0.00726323945483488,-0.484819771397922,-0.00226302402485873,-0.118023638997759,-0.0107933094298994,0.00415629776170323,-0.0163982334290959,0.00283614253196334,-0.0203505141480987,0.0158174157734714,-0.00202506068476409,0.0164543753973027,-0.00294685308259986,0.0166306934533454,0.000772137115759535,-0.0020030753956452,0.000189039964780503,-0.00440617580749156,0.000153799868902584,0.0274137265665725,-0.000833805179783939,0.00965261167926373,-0.000369232005302753,-2.32777350613804e-05,-0.0147320088690319,0.00094883907383709,-9.53058692041999e-05,-0.00024642290582362,-0.000416060046875052,0.00079807069940646,5.66583109113038e-06,0.000345880299571123,7.70475915783078e-05,-0.0013425016319083,-3.58966049875171e-05,-8.7068481476364e-06,0.00315664957488927,0.0016632163382729,0.000141445695877806,-0.00109898594710713,-3.51845105283774e-16,4.01641823693177e-16,-2.76076805181622e-17,-6.77599188051882e-17,-2.59102267522699e-16,-2.14466828792549e-16,-8.22725780776474e-08,1.69206952966362e-16,-4.67832599504126e-08,0.00127034734078783,4.30876057241364e-15,-0.00675916304930724,-1.34021276915732e-16,3.93805402618884e-05,3.32839536998425e-16,4.7352512437711e-05,7.20022322161111e-06,-1.75724082910607e-16,4.13819292961569e-16,1.04252695273067e-06,4.52789735971793e-16,5.45815674458052e-16,-2.33906068072695e-05,-6.45782319400052e-06,-0.000289292680470835,-1.06940355195825e-07,-2.01867770914651e-16,1.65625708818815e-05,9.937580840642e-06,-3.7181465161598e-05,-2.55688811503919e-05,0.000117565617229115,2.37826122809468e-16,2.74522410935884e-16,1.9251677955974e-16,-1.00715986076976e-15,-5.79383748346057e-16,-3.90580053582794e-16,-9.0240540966272e-16,-0.000963384145016701,-1.36713393182316e-14,-6.96042810953213e-15,2.41329181375239e-15,5.29493865806131e-15,0.707106781186548,-1.90581940672845e-15,3.82830598025866e-16
"t108",0.013297964566311,0.105232509493308,0.00458289612652325,0.00436887091959443,-0.0267824101673296,-0.0178271146802341,0.02813298153987,-0.0439893829337701,0.0297395246453839,-0.0569185160828991,-0.0024677675757224,-0.00494811429266681,0.000836452990355845,-0.00615149460551802,0.108321044915708,-0.00514055426476206,-0.00455414293552076,0.455756790257839,0.00726323945483481,-0.484819771397921,-0.0022630240248588,-0.118023638997759,-0.0107933094298994,0.00415629776170334,-0.0163982334290961,0.00283614253196326,-0.0203505141480987,0.0158174157734713,-0.00202506068476415,0.0164543753973026,-0.00294685308260007,0.0166306934533452,0.00077213711575938,-0.00200307539564459,0.000189039964780915,-0.00440617580749131,0.000153799868902012,0.0274137265665721,-0.00083380517978364,0.00965261167926402,-0.000369232005303043,-2.32777350617442e-05,-0.0147320088690317,0.000948839073836959,-9.53058692040537e-05,-0.000246422905823862,-0.000416060046875201,0.000798070699406148,5.6658310908416e-06,0.000345880299570647,7.70475915773278e-05,-0.00134250163190902,-3.58966049872995e-05,-8.70684814738791e-06,0.00315664957488937,0.00166321633827262,0.000141445695878095,-0.0010989859471067,3.0947466527366e-16,-7.03331246688938e-17,-1.8475510955954e-16,3.10407940599942e-17,5.93706211657796e-17,2.7902821088697e-16,-8.22725782650949e-08,-1.52456254111618e-17,-4.67832603687255e-08,0.00127034734078746,4.02026429040807e-15,-0.00675916304930774,1.86960293755959e-16,3.93805402626229e-05,-3.98983331178359e-16,4.73525124382476e-05,7.2002232221486e-06,1.89536518966509e-16,-2.27240617374381e-16,1.04252695348401e-06,-2.5175086076455e-16,-5.69205533867875e-16,-2.33906068062991e-05,-6.45782319477853e-06,-0.000289292680474056,-1.06940356001374e-07,1.88395920514329e-16,1.65625708825224e-05,9.93758084133625e-06,-3.7181465161965e-05,-2.55688811509908e-05,0.000117565617228871,-2.70280602750674e-16,-2.29624579764331e-16,-9.42576627812826e-17,1.087382675155e-15,6.9928991612637e-16,6.01516666947134e-16,8.96060689982459e-16,-0.000963384145018867,1.33452823744225e-14,7.03628710516659e-15,-2.50047371642113e-15,-5.2655559948952e-15,-0.707106781186548,1.90797332253272e-15,-4.04763868162314e-16
"t88",0.016807496732154,0.19070466372072,0.0208617637483433,-0.0114665381235852,0.037404686355282,0.0129884394398729,-0.0165572926272599,0.0545381418681755,0.000174221067490155,-7.21472253255931e-05,-4.3097089028353e-05,-0.000276123914314358,7.1703030871052e-05,-0.000658808738134976,0.0118192435724461,-0.000727784445006445,-0.00165015476742143,0.212797509933524,0.003976219618531,0.116792800816083,-0.000780862129460488,0.591418506328351,0.0026912927376142,-0.000313204685844101,0.000718746361720063,-1.81817525389261e-05,-0.000604003372318382,0.0451171563658673,-0.000199228524526141,0.00226578627331819,-0.0853118228358314,0.00206355438092654,0.000103367518607956,-0.000312102242061796,3.11100130785703e-05,-0.00081165428627164,0.00125510923144074,0.00558554946919299,-0.000187170978529152,0.0211753095355556,-8.28720225137698e-05,-1.23676772832761e-05,-0.118329666359457,-0.000302202021570685,-5.83311728757311e-06,-2.24867901363456e-05,-3.80042593426107e-05,8.72252547876318e-05,7.35258793042281e-07,0.00035075692853579,1.04596455902114e-05,-0.000186967447336851,-5.14469386081831e-06,-1.28348994494381e-06,0.000466590894144133,0.000250633979536204,2.14156058675262e-05,-0.000169161485227476,1.36202683374218e-16,2.5006459510352e-16,-7.0853316669514e-17,6.36170994741847e-17,2.5038717905215e-17,-3.298261011854e-16,-1.30080503665144e-08,-1.72803170905296e-16,-7.42984844207762e-09,0.000201965215101407,1.02648752620004e-15,-0.00107531614395414,7.68848967578436e-17,6.22947508407924e-06,-3.22569841657482e-16,7.45405004259155e-06,1.12965011898647e-06,-9.16578179554137e-17,-2.37770529514897e-16,1.61941189323407e-07,2.5576435800402e-16,-2.26594936315841e-16,-3.54086356694984e-06,-9.70544087218822e-07,-0.00129896750203769,-1.52569927469684e-08,4.70598355909709e-16,2.33168961848461e-06,1.29157740627909e-06,-4.64733766841582e-06,-2.81756371484088e-06,1.28954019289316e-05,1.20229378526485e-17,5.00523177555192e-16,-3.14365601953318e-16,6.40493292544418e-16,-2.00618381765291e-16,-1.3159945398439e-15,-2.98413947621174e-14,0.71823008216802,6.69617044090417e-15,-5.60322324748152e-15,-1.49420367853927e-15,-7.78427544437536e-16,-1.21210209692783e-15,7.33895859628885e-18,7.34420527892009e-17
"t89",0.0168244649915407,0.191087891146222,0.0209280721806477,-0.0115220020422796,0.0376138004749212,0.0130780646439216,-0.0166848308413771,0.0550171750421259,0.000176011800481657,-7.29320946286915e-05,-4.36001995402224e-05,-0.000279722981602854,7.27147431677775e-05,-0.000668636727913354,0.0119964818762344,-0.000739633844554037,-0.0016877760119154,0.217908019574091,0.004073991773867,0.120202997376631,-0.000806299596998062,0.611362329560101,0.00278576324401925,-0.000324721553832645,0.000745660675794058,-1.88834311611111e-05,-0.000628290012624625,0.0470067123252168,-0.00020864299133338,0.00238672105551496,-0.0900111819322734,0.00217996367132767,0.000109309874077163,-0.000331831508743025,3.31764727488446e-05,-0.000872088772658736,0.00135685053218393,0.00604451514529799,-0.000203751024296124,0.0233269443022846,-9.14468540581647e-05,-1.37504432602253e-05,-0.132110345001857,-0.000338675912438668,-6.62452802904865e-06,-2.57055252876805e-05,-4.34453212566812e-05,0.000100399635678376,8.58607920100786e-07,0.000410786258788809,1.23035399135576e-05,-0.000221083248511222,-6.12973510936662e-06,-1.54477743525294e-06,0.000562237269792817,0.000304992710378892,2.61360436002396e-05,-0.000209051036558954,-2.74776010152636e-17,-1.0998160939168e-16,-2.77867922242655e-17,1.27949954928503e-16,-8.23495907514377e-19,-7.26896899563932e-17,-1.67397301103965e-08,-1.72479124437111e-16,-9.7358904468454e-09,0.000266882104402733,5.01288099543203e-16,-0.00144177890845398,3.03976968978889e-17,8.77130021132051e-06,4.68110064499423e-16,1.07108093013502e-05,1.64252682982764e-06,6.72998416421691e-17,3.33458419558042e-16,2.42747727365294e-07,2.29922576649163e-16,3.1543362765254e-16,-5.6639911187855e-06,-1.64019399600369e-06,-0.00220550257372564,-2.7264449586231e-08,-2.5865704282633e-16,4.27325467023678e-06,2.71099610387663e-06,-1.03730711302986e-05,-7.57518426572172e-06,3.48980639402521e-05,-1.63727700535408e-16,-4.56554095765091e-16,4.67420425729099e-16,-4.82241068275852e-16,1.3958402283165e-16,1.41352663708151e-15,2.87315815830078e-14,-0.695751022985927,-6.85992292871286e-15,6.2732916692963e-15,1.5212555361773e-15,8.93630967055087e-16,1.62077393959373e-15,1.21315700130085e-16,-6.42990487253569e-18
"t36",0.0182733536003058,0.227613256004433,0.0282389659277833,-0.0193814622787005,0.071647139990495,0.0327281453621863,-0.0521834023259352,0.264119426408398,0.00380453069163668,0.00338673055178579,0.000382690599254387,0.00100176081368493,-0.000174431028537236,0.00127448911259672,-0.0224137182649059,0.00103352065480074,0.000922368971361909,-0.104470244967123,-0.00184081189155681,-0.0349914605391748,0.00017324977770454,-0.118435035145309,-0.000475237543678194,4.722143335123e-05,-0.000101376673394382,2.2786861255536e-06,6.31347380531354e-05,-0.00380005857955034,3.81130244667908e-06,0.000424028316647812,-0.24597405627327,-0.000731278812589012,-1.94130807880101e-05,1.06195806204579e-05,-1.86574699117398e-07,-3.65011099636714e-05,0.407977169172918,-0.000100943083535093,-1.44294639618937e-05,0.00317279269343959,-1.35055042862183e-05,-3.08358493765173e-06,-0.0405697618669913,-0.000156745593705466,3.08070615613739e-06,5.33917922684955e-06,9.00125347315091e-06,-1.21330927026651e-05,-4.42678679623948e-08,-1.81320528635046e-05,-4.29416346282841e-07,5.79729579656268e-06,1.03402964253541e-07,1.28758523153694e-08,-4.25083167137491e-06,-7.36702010142171e-07,-3.35714761368977e-08,-4.22756626279348e-07,-7.87078131905508e-16,-6.732424080649e-16,-5.84343257800168e-16,-1.00892461613493e-15,2.07517772343944e-15,-2.23207445011046e-16,-1.26233520342486e-11,-3.55058879268553e-16,3.97445059929354e-11,-1.89708732867278e-06,1.15906476994073e-16,1.9510664390817e-05,-4.4204769097102e-16,-4.19220334016424e-07,6.45678778689949e-16,-7.4585801177012e-07,-1.40145637171792e-07,2.79056131082985e-15,-1.18926446020484e-15,-3.40794494852301e-08,-1.15155278297261e-15,-1.48944974550174e-15,2.55493694969089e-06,1.20408757953835e-05,0.776686144173805,-2.30995417898687e-08,3.71768969781535e-15,2.62921482318418e-06,8.47881665524443e-07,-2.83667869716716e-06,-1.63802742532415e-06,7.50286539517625e-06,-1.36917387481752e-16,9.86534323163156e-16,-1.11905386831576e-16,4.13881662246705e-16,-1.38428430813623e-15,-5.35353595402529e-16,1.02578928433973e-16,-0.00122065278053697,-1.35240212280222e-16,1.22533405162623e-15,-9.89189072036196e-17,-1.01266720554656e-15,-2.0136146199778e-15,-1.04041528505895e-16,1.23380741728843e-16
