"accepted_species","Medicinal"
"Irlbachia_tatei",0
"Leichhardtia_papuana",NA
"Morilloa_lutea",0
"Centaurium_maritimum",0
"Landolphia_incerta",1
"Sericanthe_auriculata",0
"Jobinia_connivens",NA
"Leichhardtia_rostrata",NA
"Psychotria_sonocorova",0
"Spermacoce_sulcata",0
"Urophyllum_longifolium",0
"Psydrax_horizontalis",1
"Hyperacanthus_pervillei",0
"Dischidia_truncata",0
"Psychotria_oreotrephes",0
"Ixora_pierrei",0
"Spermacoce_matanzasia",0
"Pentanisia_microphylla",0
"Oxypetalum_coeruleum",NA
"Eumachia_membranifolia",0
"Ceropegia_neoarachnoidea",0
"Stenostomum_urbanianum",0
"Macroscepis_hirsuta",0
"Kibatalia_borneensis",0
"Ixora_malabarica",0
"Palicourea_vallis",0
"Faramea_sessilifolia",0
"Exallage_barbata",0
"Ceropegia_villosa",NA
"Palicourea_maguireorum",0
"Gentianella_erythrochrysea",0
"Haplophyton_crooksii",1
"Picardaea_cubensis",0
"Lacmellea_aculeata",1
"Arachnothryx_heteranthera",0
"Pauridiantha_stipulosa",0
"Stephanostegia_hildebrandtii",0
"Allamanda_blanchetii",NA
"Catesbaea_fuertesii",0
"Catesbaea_nana",0
"Mycetia_pubifolia",0
"Saldinia_platyclada",0
"Tarenna_ogoouensis",0
"Pentagonia_pinnatifida",1
"Asclepias_cryptoceras",1
"Strychnos_diplotricha",1
"Agouticarpa_hirsuta",0
"Pagamea_coriacea",1
"Deppea_oaxacana",0
"Mandevilla_harleyi",0
"Mandevilla_rubra",0
"Pachypodium_baronii",0
"Gardenia_erubescens",1
"Cynanchum_dalhousiae",0
"Spigelia_glabrata",1
"Ceropegia_foetidiflora",0
"Spigelia_pedunculata",1
"Swertia_patula",0
"Spigelia_tetraptera",0
"Psychotria_hammelii",0
"Psychotria_avilensis",0
"Psychotria_scaberula",0
"Psychotria_condensata",0
"Galium_boyacanum",0
"Galium_decorum",0
"Ixora_parviflora",0
"Leptodermis_velutiniflora",0
"Parsonsia_smithii",0
"Ruehssia_avacanoeira",NA
"Ceropegia_rangacharii",0
"Leichhardtia_cremea",NA
"Macropharynx_isthmica",0
"Faramea_bicolor",0
"Orthosia_rubens",0
"Sericanthe_gabonensis",0
"Eucorymbia_alba",0
"Kopsia_angustipetala",0
"Macrocarpaea_callejasii",0
"Fagraea_havilandii",0
"Pauridiantha_bridelioides",0
"Pauridiantha_muhakiensis",0
"Gonolobus_caamalii",0
"Gonolobus_jamaicensis",NA
"Aspidoglossum_crebrum",0
"Gonolobus_ancorifer",0
"Scolosanthus_ekmanii",0
"Crucianella_aegyptiaca",0
"Randia_rotundifolia",0
"Rudgea_wurdackii",0
"Remijia_hirsuta",0
"Vincetoxicum_ucrainicum",NA
"Ophiorrhiza_cantonensis",1
"Ophiorrhiza_longii",0
"Ophiorrhiza_trichoclada",0
"Gentiana_lowryi",0
"Argostemma_elatostemma",0
"Gentiana_lutea",1
"Argostemma_pedunculosum",0
"Gentiana_quadrifaria",1
"Gentiana_caliculata",0
