"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110"
"t1",-0.078551151878013,0.081217885603314,-0.056480073751241,0.0292542257826235,-0.00273929823305481,0.00241884638405241,-5.39246915979935e-05,0.00727338976776866,-8.64934877058157e-06,0.00427412375599207,-0.000404412324439913,0.00649296036302519,-0.0240144432145595,0.0438442493811326,-0.00480185065218928,-0.0026774592339689,0.0100415753839979,-0.0627694959886715,0.0846742260800457,0.00187611410921706,1.56735842780135e-15,0.0869940998164886,0.0145663973080178,-0.00642325353861974,0.000413416423818103,-0.0199729801937098,0.532354022965425,-0.18959373212957,0.000115174271485364,-0.108920012973835,0.390757525812732,-1.44378731767094e-15,2.46927044783574e-17,1.37639465797035e-16,-3.44877934804061e-16,-8.44750770195308e-16,-0.00072493524005369,0.000643717599912842,-0.000789400671745909,0.0123864127041202,-0.639308048334135,0.0566788309181519,-0.166906241018622,0.00434575380588454,-0.00266136633705725,-0.00206506964986336,0.0429745339299036,-0.0298345135570961,0.0194824105719724,0.000449397043376799,-0.00154554925614881,-0.00123952641139365,0.00441840756513881,6.03517991663921e-07,-0.00281743564482118,-0.000513798673703334,0.0956929019478176,4.14325637803901e-05,1.69311655808772e-05,-0.0357370482817253,0.00547517224595124,0.000115389376554662,1.16164854563099e-07,8.76708586153637e-16,2.19865982672515e-05,-0.12081517570629,0.000624993888580902,4.91481291301903e-07,4.22366678247004e-05,-0.0026041610826995,-2.98684704343509e-06,-0.000103697920541836,1.95204611158339e-05,6.33572704705672e-08,-1.20346441145891e-17,2.14446549985964e-15,1.77348370364316e-16,-3.72098185597025e-16,1.76182853028894e-19,2.49136106710013e-16,-6.30192512757199e-17,-1.622373025853e-16,1.77592315853126e-16,1.17751132195504e-16,2.62647976284613e-17,-2.49637550214787e-17,-2.48932818802672e-16,-3.72369236140146e-16,-1.60976917559785e-16,-1.00071860520412e-16,1.17175149791371e-16,3.86951755360077e-16,2.21800659436222e-16,-1.75152225690323e-16,-3.99528500560908e-17,9.81202966099382e-18,7.09474796620202e-17,8.53673685560774e-17,3.09051829266993e-16,-8.34835672813838e-18,-7.0906822080552e-17,-9.94213392169208e-17,3.0964814046186e-16,-6.35613523619627e-17,1.73580767814929e-16,-4.25354535122692e-17,2.28549817959944e-16,1.88180906614242e-15,2.83302027670462e-16,-6.85215773010839e-17
"t5",-0.0798446228009115,0.0783775797606671,-0.0468646367365856,0.0121020021761487,0.132384472285833,0.0817204642452289,-0.00149566917611269,-0.0304154334747557,1.82872327692514e-05,0.00360252951513728,-0.000346209489751877,0.00770471233309887,-0.0800778938294774,0.245482580000571,0.00248478335632196,0.00132921967183233,-0.0266489366298131,0.0150857205913324,-0.0067313452724343,0.000437040116328673,-1.05560859243542e-16,0.00178234659384358,0.000643023260940496,-0.000287549592477559,2.0787471796607e-05,-0.0010269603386063,0.0290205633663665,-0.00872789623045502,3.99324527354116e-06,-0.00847233685976811,0.0241628980230726,4.64431002911924e-16,-2.91424737498908e-17,-5.16010630202856e-16,6.32822494570751e-16,5.51394618970549e-16,0.00011105029979016,-0.000598200353546991,0.00196549747549695,0.00895063452464818,-0.0825497588860298,-0.0262397541693007,0.546458845505525,0.016941953659289,0.00434022826440382,0.0114759596573134,-0.483734427691159,-0.112503768473352,0.0430981515596232,0.00086593485166942,-0.00189318455560114,-0.00147100540667718,0.00485102880192052,5.05830811048134e-07,-0.00185471929680044,-0.000333600711926889,0.00592465245416438,2.38817762247156e-05,8.52446635845278e-06,-0.00147627053414959,0.00182554278095346,3.57022193843579e-05,1.54642664410234e-08,-4.50321527593205e-16,-1.22409097936177e-05,0.0523775453131569,0.388803832783826,-6.07914529494426e-06,-0.00288878127154005,0.415322403868354,-0.00307819079841551,-0.00542143748448245,0.000788617616293696,2.63342765206634e-07,-1.04190191242638e-15,-4.1258627437363e-16,-1.61639459616637e-16,-2.13427292996275e-16,-5.28934334171531e-17,-5.00262907598518e-16,-6.69990752118257e-16,6.0110635360692e-16,3.01119672738831e-16,1.9888232575585e-16,7.38878033125363e-17,-7.31232559968254e-16,3.47408438893607e-16,6.99473991136771e-16,3.89473502536884e-16,5.5305451731889e-17,1.38766418822774e-16,-2.73579417048664e-16,-7.15842512746201e-16,3.99284762401771e-16,-1.66608999450384e-16,9.36783215417607e-17,-2.43938733584236e-16,-6.50969803546242e-16,1.67067225476274e-16,-2.32326328787977e-16,-1.04712560588839e-15,1.81997985847942e-16,4.13526838068895e-17,-4.44633220766642e-16,-4.70483264746191e-17,-2.09230457268728e-16,1.57322244506247e-16,-1.54765652079166e-16,-1.47539858569557e-15,-4.31087130560892e-16
"t23",-0.081202534279961,0.0819648571991919,-0.0496368802654282,0.0129895031079444,0.146292433155073,0.0907653506521172,-0.00169935744357713,-0.0358033881459898,2.18778629564105e-05,0.00504358555765295,-0.00048527572279454,0.0110802372430465,-0.122664701981296,0.382469788435763,0.00526341502755231,0.00287548083419874,-0.0595684837953879,0.0371980966656238,-0.0186302656443516,0.00125724489080146,-3.58175225458946e-16,-0.0179575178150102,-0.0021140174655663,0.000919867391863838,-5.14926884152009e-05,0.00240033046620846,-0.0275048159162802,0.00678972509423476,-2.82635262962144e-06,0.00480809655883366,-0.0125628516325115,1.80460104098356e-16,-4.65990610749592e-16,-1.61755792927288e-16,-3.65354396055575e-17,-3.29809623719699e-17,6.19181768707138e-06,-0.00015305505733075,0.000595882257588459,0.0033128504819409,-0.0320703022834308,-0.0108008677997521,0.252692224694539,0.00866685089321419,0.00251335269738239,0.00681029808443298,-0.289861493573596,-0.0726659926601539,0.0300739500604685,0.000625873370805123,-0.00166700717223267,-0.00132124471902768,0.00459211787507033,5.94979957500786e-07,-0.00268405498923909,-0.000488096437809973,0.0122933623509982,6.46788168058115e-05,2.48485988643115e-05,-0.00595321175065438,0.00924590472372606,0.000191099517876886,1.88978549385902e-07,2.52091611038115e-16,2.44713725549938e-05,-0.10269347896379,-0.577650242863898,7.96118485157253e-06,0.00368555381830167,-0.525417049651097,0.00385993964563877,0.00661567619303611,-0.000953284219146731,-2.1193998554514e-07,-9.85694182694408e-17,-9.89416280000331e-17,1.65252366882489e-16,1.13012504315263e-15,-6.58020286247834e-16,-1.06502149153679e-15,-7.23504750838946e-16,-3.06254605855198e-16,2.21134328247642e-15,-1.66711715442412e-15,3.3766847295221e-15,-7.01544654768629e-16,3.40141187442093e-16,2.56470154232009e-15,-8.56783467311044e-16,1.28124159225618e-15,-1.16826447793825e-15,-1.61071922986e-15,9.79619316519329e-16,2.29858627878289e-15,6.83066010346718e-16,9.02759499780748e-16,-3.50638755677422e-16,-3.62346397445731e-15,-2.93256475753664e-16,-1.04073626023303e-15,-2.35885794785586e-15,-9.1313971478396e-17,-1.81149379039557e-15,-3.26455405309814e-15,1.93315323167341e-15,-2.79175838167553e-16,4.46458274142119e-16,-1.4781627662286e-15,-1.01541095003405e-14,1.54108486499659e-15
"t51",-0.0821111601574825,0.0843794065799253,-0.0515076925592908,0.0135900154955509,0.15575607540664,0.0969257906535204,-0.00183866800826711,-0.0395113497390057,2.43556405046462e-05,0.00606124307500988,-0.000583497902278873,0.0134721439019891,-0.153068987962834,0.480455810569598,0.00730622505840853,0.00401395665185345,-0.0838604026190225,0.0536153606846517,-0.0275201106511142,0.00187119494741359,-6.70821857284824e-16,-0.0335276724210343,-0.004330096796638,0.00189107431027912,-0.000110070990231178,0.00518324549045669,-0.0753010560890606,0.0200614621117389,-8.69227799607318e-06,0.0163897339196942,-0.0447698058662193,1.52961289122001e-16,6.56835068367625e-16,7.29439333939531e-18,-4.94693444631762e-16,-5.84685005295092e-16,-0.000101950598668137,0.0003980439766478,-0.00121749617548309,-0.00506481238999994,0.0456976630673322,0.0141582636354764,-0.281027478199001,-0.00840833485198955,-0.00208503090726021,-0.00548693238788948,0.230889787473713,0.0531648796097735,-0.0202829075027479,-0.000407619192519879,0.000913574646674451,0.000713118964401875,-0.00238455195377562,-2.6968479009696e-07,0.00110081791828433,0.000199260818330155,-0.00445314627808573,-2.1988668476101e-05,-8.32698482745876e-06,0.00189543297257816,-0.00286674720055498,-5.89258185571731e-05,-5.52412477116107e-08,-8.37047701808602e-16,-5.49933625046964e-06,0.0229856053600902,0.121207092843383,-1.61397492040477e-06,-0.000741554814888747,0.105455830376736,-0.000772711587615414,-0.00131365075255352,0.000188749487341003,3.63644038116716e-08,0.0296941371749902,0.0536034529888425,0.0118014915571484,-0.0436520087400264,0.0314474094381918,0.0344647379506419,0.0334056374018074,-0.0152393528540603,-0.114740806851465,0.034346223127724,-0.151269044038249,0.0492105631331563,-0.0271444364878797,-0.0900680509468869,0.000637593259011216,-0.0466325304850158,0.0511145369274985,0.0676720151917157,-0.0079065012517492,-0.132389320025932,-0.0457149098129838,-0.0529690725532371,0.0683440090666483,0.195425665768127,-0.0219098615608617,0.0928657027134691,0.11948312759995,0.025138959125303,0.0360027949691203,0.17800880351023,-0.0751692539416905,0.0188542242645545,-0.00902050458868832,0.0927560790053479,0.543842723395918,0.00335417992812178
"t52",-0.0821111601574825,0.0843794065799255,-0.0515076925592909,0.0135900154955509,0.155756075406641,0.0969257906535212,-0.00183866800826722,-0.0395113497390063,2.43556405048118e-05,0.00606124307500986,-0.000583497902278652,0.0134721439019893,-0.153068987962834,0.480455810569598,0.00730622505840823,0.00401395665185398,-0.0838604026190226,0.0536153606846528,-0.0275201106511146,0.00187119494741399,-7.761894104091e-16,-0.0335276724210352,-0.00433009679663761,0.00189107431027937,-0.000110070990231327,0.00518324549045685,-0.0753010560890628,0.0200614621117393,-8.69227799533892e-06,0.0163897339196952,-0.0447698058662204,2.60600994613283e-16,1.01146230201135e-16,3.05758857824134e-16,-2.01784417844244e-16,-2.72507777651875e-16,-0.000101950598669204,0.000398043976648247,-0.00121749617548238,-0.00506481238999984,0.0456976630673313,0.0141582636354781,-0.281027478199012,-0.00840833485198959,-0.00208503090726125,-0.00548693238789041,0.230889787473725,0.0531648796097753,-0.0202829075027451,-0.000407619192520112,0.000913574646672952,0.000713118964398477,-0.00238455195377716,-2.69684789227637e-07,0.00110081791828456,0.00019926081833213,-0.00445314627808203,-2.19886684782565e-05,-8.32698482239127e-06,0.00189543297257856,-0.00286674720055455,-5.8925818556427e-05,-5.52412488346251e-08,6.3919125576276e-16,-5.49933624837524e-06,0.0229856053600924,0.121207092843398,-1.61397492004043e-06,-0.000741554814889397,0.105455830376743,-0.000772711587616305,-0.00131365075255585,0.000188749487339708,3.63644005490366e-08,-0.0296941371749898,-0.0536034529888421,-0.0118014915571483,0.0436520087400254,-0.0314474094381912,-0.0344647379506406,-0.0334056374018063,0.0152393528540603,0.114740806851463,-0.0343462231277229,0.151269044038246,-0.0492105631331554,0.0271444364878795,0.0900680509468843,-0.000637593259010882,0.0466325304850142,-0.0511145369274975,-0.0676720151917144,0.00790650125174859,0.13238932002593,0.0457149098129836,0.052969072553236,-0.0683440090666479,-0.195425665768123,0.021909861560862,-0.0928657027134677,-0.119483127599947,-0.0251389591253035,-0.0360027949691187,-0.178008803510227,0.0751692539416894,-0.0188542242645541,0.00902050458868854,-0.0927560790053466,-0.543842723395909,-0.00335417992812287
"t50",-0.0851136003689534,0.0938373439799801,-0.0594680521678387,0.0163880085367897,0.210571549866758,0.13410783575922,-0.00286504407690807,-0.0795652684217902,5.77615622473265e-05,-0.00820885169471773,0.000776330448618866,-0.0126861304219997,0.0724083601071418,-0.192001528504243,0.00218742088329059,0.00195163020840412,-0.286765823760721,-0.00951629388714809,0.0010450626718701,-3.2333977787625e-05,-7.69244978501963e-17,-0.004197882769486,-0.000569324006829412,0.000248798001456971,-1.45184267907904e-05,0.000683366229093917,-0.00909613413733604,0.00231330089188855,-9.76120668892808e-07,0.00171087500072165,-0.0045200304669365,-3.40283463383855e-16,-1.54768940008972e-16,-1.70020306263775e-16,-3.39087114806434e-16,-2.52212243828338e-16,2.73382316913793e-06,-7.94104766822248e-05,0.00032947376388252,0.00208443747784297,-0.0211780838210777,-0.00767336490120541,0.228083445869144,0.0126761237490018,-0.00703478798212472,-0.00954142293679611,0.32951228933568,0.0235752539568926,-0.0022004162961456,-6.1128656140344e-06,-0.000270171802012737,-0.000226402922640139,0.000884070553217499,1.47742311469402e-07,-0.000746467766559483,-0.000136346947373054,0.0037907969958278,2.08538655921282e-05,8.08997253890941e-06,-0.00200528924458826,0.00316975541922384,6.57561931697923e-05,6.74567584534388e-08,2.97285100972333e-15,1.27104375083649e-05,-0.0541974740788759,-0.550844947977381,-3.84818503128613e-05,-0.00502997530877185,0.556106691372791,-0.0032282210659259,-0.00295447258743636,0.000347554117095481,-4.88105935576491e-08,-5.53336579033283e-16,-5.77317672590091e-15,2.73502713156753e-16,-8.34068662184738e-16,-9.92305782479377e-16,-2.45345975108125e-15,-1.25139941635072e-15,-1.08354276396001e-15,-4.10049860815375e-16,-7.2775880490481e-16,-1.34705122229601e-15,-1.96186987422981e-15,5.04935070611042e-17,4.54733140313523e-15,6.31021497968436e-16,-9.66013334023196e-17,-8.9841647574563e-16,-2.99425299522093e-15,2.28681498105823e-15,1.33809194147716e-15,-8.68383482151753e-16,-1.61715012621024e-15,2.26792304257159e-16,-3.83458922985514e-16,-7.03465411848856e-16,-3.54066118375943e-16,-3.06909541097947e-15,1.53940657083485e-15,-3.56059021529668e-15,2.47094503322248e-16,4.80774584959753e-17,7.93444651089772e-16,-4.14159145281499e-15,-3.22894324910146e-15,6.74348056917925e-16,-9.49337824833905e-16
"t67",-0.08606598960791,0.0966016372214836,-0.061709400989374,0.0171456358342125,0.224193401478076,0.143210023653356,-0.00309991573956158,-0.0878054092219567,6.43033484522621e-05,-0.00986517328191061,0.000933463527983181,-0.0154247035379903,0.0903558580637039,-0.241190945787866,0.00303639161782285,0.00272433012378745,-0.403708402593447,-0.0137162805324953,0.00154373753526852,-4.81236203931359e-05,-3.87311069672253e-16,-0.00783767777969696,-0.00116613419632375,0.000511481886591319,-3.10346509881326e-05,0.00147565302992405,-0.0249028573379289,0.00683506291514929,-3.00200057464501e-06,0.00583199311589484,-0.0161078784048072,1.13930107784893e-16,1.38494955855728e-15,-6.8435026890589e-16,-6.70404278715174e-16,-5.2847292167263e-16,-4.50134229841397e-05,0.000206519552358501,-0.000673175014597647,-0.00318676765568027,0.0301771068546328,0.0100585920739578,-0.2536592318542,-0.0122980185560055,0.00583592998468992,0.00768734964158807,-0.262473712933437,-0.0172484472103694,0.00148403652039037,3.98119086230704e-06,0.000148063015370142,0.000122197058128556,-0.000459071875397224,-6.69667163542285e-08,0.0003061506176819,5.5662369572867e-05,-0.0013731779029186,-7.08962778883738e-06,-2.71102121158011e-06,0.000638460634856203,-0.000982801331619717,-2.02760192740982e-05,-1.97186182010341e-08,-9.20157612358424e-16,-2.85635673507895e-06,0.0121308749422221,0.115582596175832,7.80144443742833e-06,0.00101206022022285,-0.111615511821944,0.000646249437564719,0.000586658872751064,-6.88154278749436e-05,8.37485975687486e-09,0.0503412555065158,0.283082666766461,0.00872927124642652,-0.0362327135865764,0.0337207977162542,0.13328850919579,0.0869948598906261,0.0719619692910552,0.0458804733538185,0.0240813007282432,0.0791255982512253,0.0863476101363437,0.0689056761720014,-0.244959085147669,-0.0309897523350354,-0.0133871007681438,0.0205091571874579,0.130379291445269,-0.160232460840844,-0.0277034841736951,0.113542811780265,0.0451196282236603,-0.0459549893341909,-0.00227840460627989,0.0921362500884547,-0.0555243861168477,0.199243258052497,-0.0889808396242504,0.244483658374236,-0.0314550505233433,0.0358128440459803,-0.039293241704413,0.260544649419258,0.18658110568524,-0.123706091722554,0.0177802595611609
"t96",-0.08606598960791,0.0966016372214837,-0.061709400989374,0.0171456358342125,0.224193401478076,0.143210023653356,-0.00309991573956172,-0.0878054092219572,6.43033484521568e-05,-0.00986517328191081,0.000933463527983434,-0.0154247035379904,0.0903558580637041,-0.241190945787867,0.00303639161782306,0.00272433012378737,-0.403708402593449,-0.0137162805324959,0.00154373753526851,-4.81236203933016e-05,-2.10140281974028e-16,-0.0078376777796968,-0.00116613419632362,0.000511481886591264,-3.10346509884334e-05,0.00147565302992407,-0.0249028573379294,0.00683506291514983,-3.00200057451454e-06,0.0058319931158946,-0.0161078784048086,6.15402188328385e-16,-7.25523218787919e-16,8.74474624514711e-16,-2.21263656052649e-16,-1.02032036391556e-15,-4.50134229845215e-05,0.000206519552358217,-0.000673175014597741,-0.00318676765568043,0.0301771068546334,0.0100585920739592,-0.253659231854209,-0.0122980185560051,0.00583592998468745,0.00768734964158722,-0.262473712933445,-0.017248447210372,0.0014840365203928,3.98119086381527e-06,0.000148063015370273,0.000122197058125442,-0.000459071875396389,-6.69667164773672e-08,0.000306150617683161,5.56623695785758e-05,-0.00137317790291525,-7.08962778911509e-06,-2.71102120995298e-06,0.000638460634849937,-0.00098280133162037,-2.02760192747844e-05,-1.97186162209681e-08,-9.21289863870796e-16,-2.85635673071848e-06,0.0121308749422084,0.115582596175846,7.80144443989521e-06,0.0010120602202241,-0.111615511821954,0.000646249437564752,0.000586658872753876,-6.88154278731953e-05,8.37486434840848e-09,-0.0503412555065157,-0.283082666766456,-0.00872927124642634,0.0362327135865759,-0.0337207977162536,-0.133288509195788,-0.086994859890625,-0.071961969291054,-0.0458804733538177,-0.024081300728243,-0.0791255982512241,-0.0863476101363422,-0.0689056761720003,0.244959085147665,0.0309897523350348,0.0133871007681436,-0.0205091571874573,-0.130379291445267,0.160232460840842,0.027703484173694,-0.113542811780263,-0.0451196282236597,0.0459549893341907,0.00227840460628012,-0.0921362500884539,0.0555243861168479,-0.199243258052494,0.0889808396242483,-0.244483658374232,0.0314550505233431,-0.0358128440459795,0.0392932417044122,-0.260544649419254,-0.186581105685237,0.123706091722553,-0.0177802595611602
"t90",-0.0836902859861073,0.089730454778277,-0.0561467329811047,0.01526830651849,0.190552600064906,0.120743813783864,-0.00252163435669845,-0.0675917072070483,4.82816414035961e-05,-0.00586341406873423,0.00055385620147477,-0.00882138020853492,0.0472695802408619,-0.123233342884521,0.00103265028040141,0.000902160513226148,-0.128289386905423,-0.00385934129740542,0.000377594061726438,-1.12398511357891e-05,2.37126087324001e-16,0.000416654580695383,0.000173171974860851,-7.77739971660825e-05,5.86105322363846e-06,-0.000292372247864438,0.0095974078839498,-0.00297364765936545,1.37912347059065e-06,-0.00301472924965077,0.00869365001104652,4.88900804631631e-16,-1.23782092164691e-17,-3.2458033824641e-16,3.64256840805737e-16,4.0386547667615e-16,4.90311403962246e-05,-0.000310367890190195,0.00108675806824103,0.00563171750591961,-0.0545129165808217,-0.0186417621613282,0.493241201462554,0.0247792772462711,-0.0121481500252231,-0.0160781486123763,0.549905531548402,0.0364999474413068,-0.00315335613827255,-8.45753090878267e-06,-0.000306828363697139,-0.000252065282453631,0.000933915860453611,1.25605267274158e-07,-0.000515819600054295,-9.31894502541402e-05,0.00182693343638955,7.70000714622311e-06,2.77531539301384e-06,-0.000497269297342909,0.000625847258426107,1.22849186664852e-05,5.52004976056645e-09,-1.44569199098485e-15,-6.35793183421447e-06,0.0276427547597905,0.370761770965982,2.93846662034551e-05,0.00394255495499998,-0.439581410655644,0.00257441340866652,0.00242114153788681,-0.000287518972663153,6.06488428556145e-08,2.77045924247926e-16,1.06751214747985e-15,-3.18381177952433e-16,5.95149257814578e-16,3.73318565468111e-16,5.81465918589945e-16,6.78719121388451e-16,-4.39689132073761e-16,-2.30020466279832e-16,1.02003042292827e-15,-1.42647860549388e-16,3.4992134670992e-16,-9.89264009719129e-16,-1.06242453092324e-15,-3.41915728998385e-16,-7.90237142150981e-16,5.73859776158254e-16,1.19231081405512e-15,8.10990302614531e-16,-8.73622202510075e-16,-8.99590634463107e-16,4.0324505352392e-16,4.68176871620729e-16,9.44346212141842e-16,1.26595978051475e-16,8.51969742054424e-16,2.57187491056572e-17,2.07979293421775e-17,-1.00641924713376e-15,-2.28865157241464e-16,-6.01212516948257e-16,7.03212563898141e-17,6.72297901377983e-16,7.45564070687632e-16,1.73418522476017e-15,1.98573854093762e-16
"t32",-0.0846128487242699,0.0922598868505995,-0.0581409806847067,0.015921932033906,0.201467917580068,0.127937044230155,-0.00269535364344391,-0.0729982157228559,5.23111375040768e-05,-0.00609647187964218,0.000575284454532603,-0.00892990595930049,0.0431475473396633,-0.107939797553588,-0.00165308291540887,-0.00184591935832176,0.372310204065939,0.0293474220870458,-0.0113520251928207,0.000745946160907302,-3.95777082938956e-16,-0.012549729556033,-0.0016276184875703,0.000710853777466691,-4.13721325688191e-05,0.00194790916091504,-0.0279195712679023,0.00739033909353187,-3.19075288121216e-06,0.00596040284048887,-0.016215463875755,0.052014229691966,-0.174165357983494,-0.0689931119632345,0.259389694349328,0.380680817687238,-3.17679195228776e-05,0.000103524581372662,-0.00029833539587449,-0.00114108949677079,0.0100996513630096,0.003072958148996,-0.0617398074090015,-0.00230198134194466,0.00068828152754592,0.000803315721289159,-0.0260425501296486,-0.00102132791743007,2.97510364854169e-05,1.21747363404949e-08,-1.2023531832966e-05,-1.08244307522693e-05,4.91754752919979e-05,1.13579612654277e-08,-6.45842457354441e-05,-1.18411449585527e-05,0.000347420964101119,1.90574277738322e-06,7.36640202259133e-07,-0.000178621968008531,0.000277520027454323,5.73350083011887e-06,5.59562181815936e-09,2.47539194393001e-16,5.27786347536704e-07,-0.00220158444875623,-0.013713636214157,-6.00465864403486e-07,-6.77990119527077e-05,0.00710486080621864,-3.88459305173336e-05,-2.86194304509553e-05,3.07677414183714e-06,1.89655556245769e-09,0.00660710585310238,0.0664519245482428,-0.044174224371158,0.17218955756881,-0.0221975356005937,-0.0433658418280539,-0.0427643142947584,0.161063660847354,-0.0302726549148008,-0.112262650424907,0.0591685642279265,0.0437019949453957,0.177578755651462,0.167712647198369,-0.00418417439126439,0.0855231653099211,-0.0424163441191711,-0.16859371862596,-0.26236398412922,0.102103668103133,0.0865378510477911,-0.00748380060425655,0.117040382975844,-0.0265715579088305,-0.262863343676436,0.121092411185992,-0.101082229286686,0.206265299056732,0.100186745859013,0.107317554733648,0.0104701746142865,-0.186326739060369,0.0519452459251613,0.126144019478107,0.0502137810284824,0.0490214359521721
