"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110"
"t1",0.0625148018936081,-0.0909519864988922,0.0493679427083198,-0.0272426095828796,-0.000380184535701695,3.57531186848674e-05,-0.00589273155449494,0.000130711900719774,-0.00436883511790046,0.00116326136069051,-0.0629014189621825,0.000724030295454062,-0.00143547513498628,0.0041315863933601,-0.0131416456669588,0.00124776927084029,0.0992723909777454,-0.0120901228614222,0.00375589542166576,-9.61598345324454e-18,-8.66962210158781e-16,-1.28438602652292e-16,0.0996830332985282,-0.0324758110541771,0.0571089862953655,-0.0616142144709443,0.10730983155698,-0.140445397787609,0.00296028269475632,-0.524450626788714,0.000413664440624348,-0.000306592956202388,0.0489151979460366,-0.409022339208458,0.00570675518394857,-2.77711075851095e-15,-2.13335653301902e-15,-2.83627288322208e-16,6.50521303491303e-18,-1.3086307168331e-05,0.646732622440391,-0.0559338875240333,0.141937368242904,-0.0150318664067862,0.00430274155592748,6.74766266398848e-05,-0.0141547309254339,0.0106523785468678,-0.00308318896307735,0.00174151496687212,-0.00539181393150059,4.67119370188955e-06,0.00316665204645438,-0.0961946025260793,0.00166363801964538,0.00763352362278667,-0.000236433218102259,-3.74699834660488e-06,-0.0355167677219771,0.00161905256613125,6.39551462134424e-06,8.14494837626634e-16,4.36319678882763e-17,1.18641936822755e-16,0.000593527208539313,-0.120845484739647,0.00233541564687882,-1.42868476739467e-06,-0.00168011295476588,0.000111618710607412,1.9196399475369e-06,-0.000115895865672029,-8.96667582974955e-16,-1.64798730217797e-17,-1.72604985859692e-16,1.6154612370034e-17,-9.54097911787244e-17,-3.33934269125535e-17,2.36464493819089e-16,-8.94466792300541e-17,3.25260651745651e-18,-2.94902990916057e-17,-4.08744219027035e-17,-2.41641559192707e-17,-9.54640012873487e-17,1.59377719355369e-17,-1.42681005899092e-16,6.72205346941013e-17,-3.87060175577325e-17,-6.81963166493382e-17,-4.06575814682064e-17,-1.78722865256328e-15,-2.15756232324615e-16,-1.15196480826585e-17,8.23993651088983e-17,-2.68882138776405e-17,8.77661658627016e-17,7.8387817070702e-17,5.2583805365547e-17,-4.68104287970617e-17,2.22369865576777e-16,-2.60208521396521e-17,-2.09793120375945e-17,4.00070601647151e-17,1.04300248993106e-16,-7.80625564189563e-17,-1.06251812903579e-16,-7.90925484828175e-17,-3.88144377749811e-17,-1.01047642475649e-16
"t5",0.064648457849153,-0.0952488717680046,0.0384017777157004,0.113540623215865,0.00796501527804349,-0.0120319488335137,0.0155177120618175,-0.000171440634052842,-0.00466539298507118,0.0023149454102805,-0.256047220031031,0.0484995789781146,0.00849212736479088,-0.00807244606214084,0.0187975009504306,0.103657661558692,-0.0105606720269038,-0.000990690820138354,-0.000376715729347912,-2.54626060688164e-17,-1.77539323781312e-16,4.2032190630305e-16,0.00156307774947602,-0.00117124761995539,0.00316957369086708,-0.00354009909880985,0.0150587869361898,-0.00651548241933886,0.000145653101094641,-0.0249957884161711,1.72190902553719e-05,-2.13507676922395e-05,0.00310208231256984,-0.0243967069765633,-0.000370135880694215,1.01199263916393e-15,5.82995800440597e-17,-5.5491141955947e-16,-4.36597883929858e-16,2.84241753733828e-05,0.0606416579801983,0.0189999061320825,-0.597033701101975,0.330426856882995,-0.223748237059451,0.000424469203515952,0.196565999501085,0.0279884598310287,-0.00701989200756565,0.00234682159790394,-0.00615350362634147,3.22889785426267e-06,0.00216102876976391,-0.00646542266100745,0.00305938825520404,0.00425932164797138,-0.000116639079078505,-1.73313614522772e-06,-0.00142876629602619,0.000515931735948347,2.02298526189492e-06,-8.05046640982768e-16,-1.7771909482234e-15,1.6207951473067e-15,-0.000413315970223394,0.0489597606568631,-0.506195391799463,0.00205292649760528,0.253252747469907,0.00388610197403064,8.62794381850621e-06,-0.000389630927601879,-1.82297312381822e-15,2.36257621767536e-16,-6.00994397712586e-16,-6.04046620275434e-16,2.00064480878188e-16,4.01354752218936e-16,-4.52631243411269e-16,6.6113995976497e-16,1.8415690446169e-16,-1.75976706071562e-16,-3.75569300099427e-16,1.07998171338e-15,2.52101581557356e-16,1.39607113312528e-15,3.2095023183009e-16,-2.58836865918056e-16,8.04660488439228e-16,-7.38495157136555e-16,-5.20249574292094e-17,4.57810535093241e-16,-2.1434608132591e-16,-3.18432661132616e-16,-1.28016734696836e-15,2.47516794873298e-16,1.06766147619551e-16,-1.19978007949923e-16,4.91346216381402e-17,-1.0563018373317e-15,-1.32904336390871e-16,-3.49804944564042e-16,4.41440254859515e-16,-2.26453403666698e-16,-5.87968889017936e-17,2.43170996345091e-16,-2.13720426431454e-16,2.67586497040683e-16,5.22325035523731e-16,-1.43889541779344e-16
"t23",0.0658413880586152,-0.0990099473124831,0.0409785766365645,0.123985676404223,0.00875592028398401,-0.013367527135957,0.0177096305974169,-0.000197667031043955,-0.0060405557665999,0.00319190740204,-0.369950354042144,0.0731724064057795,0.0132532570720227,-0.0133728284853194,0.0320927998367266,0.192344355615885,-0.0289217025446328,-0.00282376415585103,-0.0016975463740619,1.01360347639951e-16,1.9424279744895e-16,-6.6749820777271e-18,-0.0221867888354783,0.00574122652621589,-0.0074973638395432,0.0078738118096187,-0.0232515767148667,0.00790730800404554,-0.000137927752760643,0.0218375326322284,-1.31934525366309e-05,1.193991248773e-05,-0.00167697301589158,0.0128122453867007,1.46507649918699e-05,6.28281107423053e-16,2.0680950004597e-16,-5.75524606952481e-16,1.76283681650443e-16,8.59948816288855e-06,0.0235846024072114,0.0078175236362175,-0.302036967492161,0.17711145247951,-0.120988133816046,0.000243247791426619,0.116991597674683,0.0185607412987216,-0.00481708343405809,0.00199336249035027,-0.00582093524194903,4.6194037264463e-06,0.00312351480526302,-0.0134095975418106,0.00695150751570596,0.0118950726419356,-0.000350068618642295,-5.41735203871763e-06,-0.00576258701494562,0.00274891600988184,1.08413136619697e-05,-5.77406669218751e-16,3.9894521906864e-15,-2.87317271096559e-15,0.00124481020283218,-0.0959169470387058,0.710933995791502,-0.00280754730466921,-0.329889557270845,-0.00474214029054095,-7.07316398213779e-06,0.000271265765820007,-4.29766675547446e-16,5.06271491187801e-16,3.22436948605305e-15,-5.90658201989183e-16,2.80088114204569e-15,-1.76754164439942e-15,2.17471197976003e-15,8.49902793195949e-16,-3.2977588962276e-15,-3.0567111136186e-15,-1.27783598881479e-16,-4.73315036601332e-16,-5.77850026884306e-16,-8.32462617276662e-16,-2.75410577043169e-16,7.75305341987259e-16,-1.16745651992114e-15,8.73005290505337e-16,4.43239045862696e-17,-2.13692287799324e-15,-2.78488635077e-15,-7.37108085487384e-16,2.14456586977106e-15,-2.62545028889937e-15,-5.51223175088332e-16,-3.00399575367606e-16,-2.55502480225073e-16,7.13645810415483e-16,4.3432476385325e-16,4.97471224671638e-17,-6.78665123277423e-16,1.13460281925403e-16,3.39972173271593e-16,-1.57761005315123e-15,2.99024026078769e-15,-2.82074198401558e-16,-1.10710317187964e-16,-5.63665944069663e-16
"t51",0.0666398639659438,-0.101538317022015,0.0427201077120831,0.131076923767618,0.00929355783282968,-0.0142772340284649,0.0192099694923,-0.000215651225224229,-0.00700127439625194,0.00380996992864151,-0.450709289165806,0.0907566118529864,0.0166594922353602,-0.0171888033915093,0.0416932053852175,0.256872058738997,-0.0426321426237757,-0.0041952691700092,-0.00270271014649797,2.28634771035158e-16,2.77214198741166e-16,-1.68287302285877e-16,-0.040866033004727,0.0112482756344182,-0.0161553095604841,0.0171575152619054,-0.0548632717590385,0.0199439735749008,-0.00037772702303237,0.0616214985496346,-3.92279328685315e-05,4.09992243170187e-05,-0.00585759254613818,0.0454220565573459,0.000392385540955227,-3.92899427621313e-16,-5.74418980731019e-17,2.11838052385965e-17,9.00961124091185e-17,-1.76230781935389e-05,-0.0335535073809536,-0.010253699890802,0.297367914915262,-0.161734727967699,0.10925604988483,-0.000204363101647819,-0.0939335089626127,-0.0131983067602854,0.00330487871463317,-0.0011241346517617,0.00302417392085982,-1.90387132052851e-06,-0.00128171860671818,0.00485807597315777,-0.00245879224717292,-0.00401912875473738,0.000116680365506774,1.79265399120806e-06,0.00183470095467982,-0.000848010288052896,-3.34254428440858e-06,-2.82264664670466e-16,-7.25089948225018e-16,5.36289655880944e-16,-0.00030021412450642,0.0214653264889583,-0.146964053946982,0.000576158890987117,0.0667762980160088,0.000941629818838524,1.22260341406721e-06,-4.37843033897031e-05,0.150964022798767,-0.0455712565646988,-0.241348465292496,0.0752585432132356,-0.189852895983085,0.216799411603726,-0.0499486476009837,-0.114594801198056,0.242973414496775,0.244626323950761,0.0106025621725052,-0.017165161479727,0.0175954063679452,-0.0121180438843337,0.0225975038912822,-0.00609940379103947,0.0215539064040828,-0.0384643126517181,0.00046043425747823,0.121424110242127,0.238421086590451,0.0673751334990002,-0.0354251506225128,0.168081342767298,0.00747217190534069,0.00971369611942214,0.0117605667074789,-0.0171932898808131,-0.0138261857546804,-0.00419067503193139,0.0310250925257988,-0.00148692231936721,-0.0151949338386541,0.130411881585132,-0.249554529718454,0.00432176676176698,-0.0208405357359876,-0.0543430036485343
"t52",0.0666398639659438,-0.101538317022015,0.0427201077120831,0.131076923767618,0.00929355783282979,-0.0142772340284648,0.0192099694922998,-0.00021565122522404,-0.00700127439625207,0.00380996992864147,-0.450709289165808,0.0907566118529866,0.0166594922353601,-0.0171888033915094,0.0416932053852173,0.256872058738997,-0.0426321426237758,-0.00419526917000906,-0.0027027101464982,2.58760867347073e-16,1.93750700781624e-16,-3.36671193132595e-17,-0.0408660330047267,0.0112482756344186,-0.0161553095604837,0.0171575152619046,-0.0548632717590358,0.0199439735749014,-0.00037772702303206,0.0616214985496371,-3.92279328683857e-05,4.09992243176473e-05,-0.00585759254613799,0.0454220565573455,0.000392385540954668,-6.08996971704724e-16,-4.42453746088807e-16,2.72714983404599e-16,-1.77054097279286e-16,-1.76230781939259e-05,-0.0335535073809533,-0.010253699890803,0.297367914915267,-0.161734727967705,0.109256049884834,-0.000204363101645967,-0.0939335089626198,-0.0131983067602856,0.00330487871463008,-0.00112413465176245,0.00302417392085823,-1.90387131886898e-06,-0.0012817186067192,0.00485807597315892,-0.00245879224717469,-0.00401912875473654,0.00011668036550665,1.79265399158942e-06,0.00183470095468178,-0.000848010288054125,-3.34254428065165e-06,1.25571786318114e-15,-1.4787726693993e-15,1.03179305643935e-15,-0.000300214124512348,0.0214653264889602,-0.146964053946993,0.000576158890986418,0.0667762980160117,0.000941629818843805,1.22260341782105e-06,-4.37843033919006e-05,-0.150964022798766,0.0455712565646978,0.241348465292493,-0.0752585432132343,0.189852895983082,-0.216799411603723,0.0499486476009824,0.114594801198055,-0.242973414496772,-0.244626323950758,-0.010602562172505,0.0171651614797267,-0.0175954063679449,0.0121180438843338,-0.0225975038912822,0.00609940379103909,-0.0215539064040824,0.0384643126517177,-0.000460434257478433,-0.121424110242126,-0.238421086590449,-0.0673751334989992,0.0354251506225116,-0.168081342767296,-0.00747217190534026,-0.00971369611942193,-0.0117605667074788,0.0171932898808131,0.0138261857546801,0.00419067503193153,-0.0310250925257984,0.00148692231936719,0.0151949338386538,-0.13041188158513,0.249554529718452,-0.00432176676176702,0.0208405357359875,0.0543430036485345
"t50",0.071696169286397,-0.120589073745512,0.0597022993299209,0.222180219709935,0.016867163954875,-0.0293477322640534,0.0623734620354743,-0.000921041026423291,0.0079660691068825,-0.00217994213091017,0.176742675891316,-0.0264492964538108,-0.00394478819025679,0.00295074432092948,-0.00625111805578948,0.102186718676411,0.000240463236367006,1.22395335179423e-05,-2.69181656634646e-05,3.15840262916451e-16,-2.26023238321362e-16,9.78631008837004e-17,0.00040199022256994,-0.000443421243959626,0.00251060312537828,-0.00315445995011952,0.0776816070301321,0.0122652661829367,-0.00010369467376977,0.0145120037976714,-7.54376948405667e-06,5.48656565460989e-06,-0.000758229519388761,0.00571795782135049,4.9512495393614e-06,4.43970916992846e-16,-3.69623612926698e-16,-1.77436283710257e-16,-2.02460784695966e-16,2.72314296281478e-06,0.00778716135974505,0.00264684041232258,-0.135812885013838,0.102533856402155,-0.0742579210196362,0.000325937693354405,-0.696297875467639,-0.00244360845019577,0.000300204192635633,0.000114404624388007,-0.000398866435109538,3.00686369410944e-07,0.000202132277962842,-0.000674753963220233,0.000325272238103525,0.000468598551120767,-1.29606387269367e-05,-1.93593656567531e-07,-0.000164099044706843,6.06223248515488e-05,2.37799251835092e-07,2.18890573535739e-15,5.74865960333835e-16,-3.49083313880361e-16,-6.18708821565476e-05,0.00886334244459912,-0.240176667185238,0.00146874087803658,-0.535950214573554,-0.000678836082124889,7.02299173795991e-07,-3.70138599385783e-05,5.73411791634601e-16,5.00986455320314e-16,-2.77076631390509e-15,8.63535457464491e-16,-9.43141678674976e-16,2.48107049402388e-15,9.86848446375735e-16,-1.04764588615439e-15,3.89418003950253e-16,-5.4418523948486e-17,-7.17549882812238e-17,1.25369817964318e-16,1.10651344600689e-16,3.756503012087e-16,5.33728121875398e-16,-7.96023348534813e-16,9.57753292593296e-17,-7.30848095016065e-16,-2.52540499922506e-16,-7.55331248395746e-17,5.99400803241161e-16,-4.83021166797888e-16,-1.41878630270662e-16,6.0575745894895e-16,-2.31965737392281e-16,1.21627148333811e-16,9.42414665093185e-16,3.22674977449009e-16,1.51051894830909e-16,-4.03978994023065e-17,-2.22109453750289e-16,2.26922855669514e-16,3.75361911886581e-16,5.15969712683849e-16,-5.73655916656052e-16,-4.91238893473412e-17,2.08302897186764e-17,-5.66670531462506e-17
"t67",0.0730191478861968,-0.125350753414541,0.0637083852362919,0.242619461159751,0.0185420288411618,-0.0326054085540835,0.0711838811887906,-0.00106193870647084,0.0103141332005026,-0.0030057613422629,0.255367019850578,-0.0399046488658914,-0.00615644228287439,0.00488820828334625,-0.0106724761471876,0.189614913753259,0.000658538223461555,3.48863190489847e-05,-0.000121297920311419,1.02076830496459e-16,2.37819839855071e-16,-1.30616180662446e-16,-0.00570596835959039,0.00217356412489753,-0.00593862358900112,0.00701608156013912,-0.119944578062551,-0.0148853501886882,9.81947738763755e-05,-0.0126783901037384,5.78011748153011e-06,-3.06823223910263e-06,0.000409895778301583,-0.00300285931164226,-1.95980981923657e-07,-4.73971469051503e-16,-2.67461771872461e-16,-6.39984420535084e-18,1.6392970369309e-16,8.23863326047287e-07,0.00302856337816515,0.00108904419531262,-0.0687071966963178,0.0549589715770061,-0.0401537344083662,0.000186782983064117,-0.414420607405208,-0.0016204958955714,0.000206001551249071,9.71739339642942e-05,-0.000377309550780045,4.30175199199096e-07,0.000292158610603386,-0.00139947217078565,0.000739079913758414,0.00130866233316046,-3.88987372994191e-05,-6.05125572154536e-07,-0.000661854235175965,0.000322999474008375,1.2743821352497e-06,-1.54504195864622e-15,-2.27086554459806e-15,1.33258595833228e-16,0.000186340502004408,-0.0173641524476054,0.337319858031205,-0.00200862500347753,0.698134100305675,0.00082837145221554,-5.75742873109505e-07,2.57694971130869e-05,9.72542295158566e-16,3.23516980697852e-15,2.26453387631758e-15,-2.47259346760544e-15,2.06123075580191e-15,1.74567676866372e-16,-2.57380214958873e-15,1.30865096127903e-15,1.76848662412164e-15,9.59962934365279e-16,-3.54532668049178e-15,3.48067141395667e-15,1.01514068815727e-15,2.13241718093782e-15,4.04848458265222e-15,1.40213082802544e-15,3.46313379687938e-15,-2.99499284859876e-15,2.2365176735268e-17,1.87448365876284e-15,1.08635170052258e-15,3.54731116232535e-16,1.27565836701267e-15,-1.84046196323282e-15,-4.75306025329906e-16,1.2700702324413e-15,-1.71709869355285e-15,-1.34563584397363e-15,-1.36298139941217e-15,-1.77754787688063e-15,3.05927353716052e-15,-8.75931682222701e-16,-4.32129853704229e-16,1.09885385137892e-16,1.61037338595458e-15,-2.90921937155548e-16,9.41463217117561e-16,1.85052794635418e-15
"t96",0.0739046703832149,-0.128551775701727,0.0664159007667639,0.256495859338588,0.0196805603276835,-0.0348243204435456,0.0772144951560777,-0.00115855629516978,0.0119545418478699,-0.00358777962022829,0.311112793205036,-0.0494942138183578,-0.00773871674348572,0.00628307251614148,-0.0138650956674802,0.253226943454921,0.000970720704372818,5.18306383546704e-05,-0.000193121746176718,1.194212308043e-16,2.20904052942589e-16,-1.89477173622266e-18,-0.0105098711235795,0.00425847129951974,-0.0127965381561828,0.0152884688328199,-0.283015300982217,-0.0375441339409657,0.000268914840349725,-0.0357760837978647,1.71859534078093e-05,-1.05356837396006e-05,0.0014317478175981,-0.010645756568848,-5.24887975081464e-06,3.16989751149099e-16,2.86788766521271e-17,-1.4564921440854e-16,-1.05639735993268e-16,-1.68835720757433e-06,-0.00430869776426632,-0.00142842322789141,0.0676450832853298,-0.0501874621485574,0.0362600717211903,-0.000156924548130824,0.332741689264173,0.00115231399378297,-0.000141332437196979,-5.48001615090456e-05,0.000196025149932998,-1.77295223499409e-07,-0.000119885817953757,0.00050700568058154,-0.0002614172476836,-0.000442173206649166,1.29652263700687e-05,2.00241881707962e-07,0.000210722127751143,-9.96417773458471e-05,-3.92911675597659e-07,5.77158419339922e-16,-7.38426282207083e-16,1.61691325499688e-16,-4.4940225058947e-05,0.00388593687558939,-0.0697306558788062,0.000412205754284079,-0.141316418509326,-0.000164486753383413,9.95177271259647e-08,-4.15938766329194e-06,-0.0571669477848375,-0.193244736256728,-0.101095533136951,0.133651215771318,-0.0903489314972265,-0.040268678744943,0.116086515228948,-0.087731058362462,-0.103511221178711,-0.0708504856212987,0.250765732173934,-0.201185369051621,-0.0609925084639088,-0.136644855729046,-0.240469358174924,-0.0288409467514372,-0.205222241575652,0.19327352966642,0.0134689832879452,-0.110934892759598,-0.0927512603285128,-0.0140629688823427,-0.0334894720694059,0.0792997948501686,0.020764205235729,-0.105028151517353,0.0512819076912725,0.0430120994409012,0.0876969374335393,0.100295107355674,-0.148017376705169,0.034220099758848,0.0087730465861426,-0.0140364224773542,-0.112755103961904,0.0166772223887527,-0.05173645218165,-0.1390027093806
"t97",0.073904670383215,-0.128551775701727,0.0664159007667639,0.256495859338588,0.0196805603276834,-0.0348243204435455,0.0772144951560779,-0.00115855629516976,0.01195454184787,-0.00358777962022859,0.311112793205037,-0.0494942138183581,-0.00773871674348582,0.00628307251614147,-0.0138650956674806,0.253226943454922,0.000970720704372763,5.18306383551492e-05,-0.000193121746176486,1.13452119581548e-16,1.10292921049218e-16,1.43802606716031e-16,-0.010509871123579,0.0042584712995198,-0.012796538156183,0.0152884688328201,-0.283015300982218,-0.0375441339409659,0.000268914840350538,-0.0357760837978648,1.71859534080089e-05,-1.05356837395234e-05,0.00143174781759817,-0.0106457565688469,-5.24887975069917e-06,-7.01196675010169e-17,5.39749465980305e-17,-1.55080745661491e-16,-1.22063485770098e-16,-1.68835720773353e-06,-0.00430869776426476,-0.00142842322789097,0.0676450832853333,-0.0501874621485599,0.0362600717211901,-0.00015692454813055,0.332741689264185,0.0011523139937837,-0.000141332437194623,-5.48001615092908e-05,0.000196025149932351,-1.77295225530117e-07,-0.000119885817954665,0.000507005680580305,-0.000261417247680428,-0.000442173206653556,1.29652263705338e-05,2.002418855596e-07,0.0002107221277508,-9.96417773428647e-05,-3.92911675780301e-07,-4.14462602814799e-16,2.13426572808001e-15,-1.06244445810506e-16,-4.49402250581074e-05,0.00388593687559152,-0.0697306558788105,0.000412205754285282,-0.141316418509341,-0.000164486753382963,9.95177256525642e-08,-4.15938766397953e-06,0.0571669477848355,0.193244736256724,0.101095533136951,-0.133651215771317,0.0903489314972257,0.040268678744942,-0.116086515228946,0.0877310583624613,0.103511221178708,0.0708504856212959,-0.250765732173931,0.201185369051618,0.0609925084639077,0.136644855729044,0.24046935817492,0.0288409467514365,0.205222241575649,-0.193273529666416,-0.0134689832879451,0.110934892759596,0.0927512603285097,0.0140629688823424,0.0334894720694053,-0.079299794850168,-0.0207642052357286,0.105028151517351,-0.0512819076912717,-0.0430120994409002,-0.087696937433538,-0.100295107355672,0.148017376705166,-0.0342200997588471,-0.00877304658614228,0.0140364224773536,0.112755103961904,-0.0166772223887527,0.0517364521816493,0.139002709380598
"t89",0.0707918857686193,-0.11724551011279,0.0567945917806993,0.206925671768359,0.0156073028571534,-0.0268669675508482,0.055458737477794,-0.000809223355650611,0.00587803846719781,-0.00140527175998043,0.100246068387495,-0.0129385030635132,-0.0016716416047232,0.000881421139460645,-0.00144212795402551,0.00256890937323275,-0.000318805501545796,-1.84344412072189e-05,0.000115376938452068,-1.46970574939809e-16,-2.92828754922697e-16,-2.02965117947254e-16,0.0118215099939687,-0.00578331576008935,0.0221666060971737,-0.0271763392027506,0.596796628064988,0.0900803239413994,-0.000746727361655054,0.104457392028063,-5.46025360081332e-05,4.15385877581612e-05,-0.00578355582185574,0.0439117479564514,0.000206635489432785,-9.68390329539907e-16,2.97384364444595e-16,-1.19411132387714e-16,2.54528837874381e-16,-5.3209464943649e-06,-0.00841576147334741,-0.00245567019361751,0.0650185969837262,-0.0389934898454678,0.0271967880561407,-9.08583589893384e-05,0.157704246812065,0.000232310054265907,-1.7509185191473e-05,1.52266465091666e-05,-8.4621340236601e-05,1.41748126909568e-07,9.65360099173572e-05,-0.000477704317860678,0.000251477089830978,0.000438976087537037,-1.29657358485169e-05,-2.00945699669006e-07,-0.000214402506216446,0.000101900961295476,4.01835537130854e-07,-1.10188014182808e-15,1.01641657137689e-15,4.98427301399035e-16,3.6387127100436e-05,-0.00242956686799434,0.0241161909194952,-0.000129953137483556,0.0360720060626168,2.72597878291551e-05,6.95421965112938e-08,-5.38607566843399e-06,0.0894397005045729,0.081574611584901,-0.460162545444165,0.0146154137962061,0.0645643473209307,0.107480889282935,0.174691933506406,-0.12453426681762,-0.0769918552991586,-0.172124590567819,0.0150013843479714,0.121797657879743,0.0349582221934952,0.134790079095508,0.028645538788519,-0.0527681790285932,0.016112849162043,-0.0320281004034041,0.0210323525959675,0.0636247611714901,-0.213463525106617,-0.0386241006827402,0.169370453090287,-0.124300445818624,-0.0756312661184882,0.0150908226574457,0.0113959349243591,-0.00549967889038054,-0.0138107531035783,-0.00899105919093747,0.00158561861258725,0.0725824296092261,0.136324160890984,-0.0366309936162772,-0.0293338058326857,0.00792624191714458,0.00659521651409821,0.092259921648204
