,models,stat,p value,hochberg_adjusted_p_value
0,phylopars_phylnn_fill_means,-25.512138620520048,7.620100420960606e-86,3.4290451894322723e-84
1,phylopars_xgb_umap,-24.6706120104141,2.784134046934287e-82,1.2250189806510864e-80
2,phylnn_fill_means_linear_PEM,23.55672691706171,1.5832917122548327e-77,6.80815436269578e-76
3,linear_PEM_xgb_umap,-21.33928998366664,5.862380684539468e-68,2.4621998875065767e-66
4,phylopars_linear_eigenvecs,-21.184391821387003,2.7549114134040424e-67,1.1295136794956573e-65
5,phylnn_fill_means_xgb_PEM,19.347062946763995,2.66237788492274e-59,1.064951153969096e-57
6,linear_eigenvecs_linear_PEM,18.67117973656706,2.2971265799348926e-56,8.95879366174608e-55
7,phylnn_fill_means_xgb_eigenvecs,18.66744039684246,2.3845877636524076e-56,9.061433501879149e-55
8,phylopars_xgb_autoencoded,-17.891655490750704,5.480915639899279e-53,2.027938786762733e-51
9,phylnn_fill_means_xgb_autoencoded,16.949785355896076,6.294109544120044e-49,2.265879435883216e-47
10,phylopars_linear_umap,-15.249698347020962,1.068027421975943e-41,3.7380959769158e-40
11,phylopars_linear_autoencoded,-14.747081564012493,1.352777863596342e-39,4.5994447362275626e-38
12,linear_PEM_linear_umap,-13.906396154596985,3.992362960846736e-36,1.3174797770794228e-34
13,phylnn_fill_means_xgb_umap,13.646877753572914,4.559183543253898e-35,1.4589387338412474e-33
14,phylopars_xgb_eigenvecs,-13.618134182171792,5.964888615156382e-35,1.8491154706984785e-33
15,linear_PEM_xgb_autoencoded,-13.470719385755224,2.3594165118568156e-34,7.078249535570447e-33
16,linear_PEM_linear_autoencoded,-13.459175957576079,2.6270583610557145e-34,7.618469247061572e-33
17,linear_eigenvecs_xgb_eigenvecs,12.0938020036695,6.693812439382775e-29,1.874267483027177e-27
18,phylopars_xgb_PEM,-11.360069929747725,4.2080184485204003e-26,1.136164981100508e-24
19,xgb_eigenvecs_xgb_umap,-11.307580574499658,6.622339523261482e-26,1.7218082760479856e-24
20,phylopars_linear_PEM,-11.060510023488796,5.518173814437017e-25,1.3795434536092542e-23
21,phylnn_fill_means_linear_eigenvecs,11.036497928086378,6.772188170600739e-25,1.6253251609441773e-23
22,linear_autoencoded_xgb_eigenvecs,10.431330089587108,1.0915673786028022e-22,2.510604970786445e-21
23,linear_eigenvecs_xgb_PEM,10.329090008062929,2.536563671861232e-22,5.580440078094711e-21
24,linear_umap_xgb_eigenvecs,10.250334623805504,4.841125693781334e-22,1.0166363956940801e-20
25,linear_autoencoded_xgb_PEM,10.239498312618677,5.290228008273681e-22,1.0580456016547361e-20
26,linear_PEM_xgb_eigenvecs,-9.79510996452902,1.919479654878191e-20,3.6470113442685633e-19
27,linear_umap_xgb_PEM,9.61323672237988,8.123323533040678e-20,1.462198235947322e-18
28,xgb_PEM_xgb_umap,-9.206370476150479,1.9291100121989914e-18,3.279487020738285e-17
29,linear_autoencoded_xgb_autoencoded,8.491539966417431,4.0722381327472303e-16,6.5155810123955685e-15
30,linear_PEM_xgb_PEM,-7.764864911084218,6.955789737123828e-14,1.0433684605685742e-12
31,linear_eigenvecs_xgb_autoencoded,7.654741457425797,1.473911902191682e-13,2.0634766630683548e-12
32,linear_umap_xgb_autoencoded,7.271588235138812,1.892293512603632e-12,2.4599815663847216e-11
33,phylnn_fill_means_linear_umap,7.146950077721699,4.2523348461809066e-12,5.1028018154170876e-11
34,xgb_umap_xgb_autoencoded,6.4042658322663355,4.254858216779375e-10,4.6803440384573125e-09
35,linear_autoencoded_xgb_umap,6.007840707850023,4.2388211905805346e-09,4.238821190580535e-08
37,phylnn_fill_means_linear_autoencoded,4.721227212124976,3.2506878294496943e-06,2.6005502635597554e-05
36,xgb_eigenvecs_xgb_autoencoded,-4.744464018096485,2.916691509312723e-06,2.6250223583814506e-05
38,linear_umap_xgb_umap,4.463102346487599,1.0524517856345599e-05,7.36716249944192e-05
40,linear_eigenvecs_linear_autoencoded,-4.355715854815873,1.688481581643022e-05,8.44240790821511e-05
39,xgb_PEM_xgb_autoencoded,-4.388288340578749,1.4644075101361035e-05,8.786445060816622e-05
41,linear_eigenvecs_xgb_umap,3.2130767670868594,0.0014198578070721802,0.005679431228288721
42,linear_eigenvecs_linear_umap,-2.903972544010301,0.0038894011910266648,0.011668203573079995
43,linear_umap_linear_autoencoded,-1.7868937478042777,0.07471369148480783,0.14942738296961566
44,xgb_eigenvecs_xgb_PEM,0.24598823547835835,0.805817828840037,0.805817828840037
