"accepted_species","traits"
"t8",0
"t10",0
"t13",0
"t14",0
"t17",0
"t18",1
"t19",0
"t20",0
"t21",0
"t23",0
"t24",0
"t26",0
"t27",0
"t28",0
"t29",0
"t30",0
"t31",0
"t32",0
"t33",0
"t34",0
"t35",0
"t36",0
"t37",1
"t38",0
"t39",1
"t40",0
"t41",0
"t42",0
"t44",0
"t46",1
"t47",1
"t48",1
"t51",1
"t52",0
"t53",1
"t54",0
"t55",0
"t57",1
"t58",1
"t59",1
"t60",1
"t61",0
"t62",1
"t63",1
"t64",1
"t65",1
"t66",0
"t67",0
"t68",1
"t69",0
"t70",1
"t71",1
"t72",1
"t73",1
"t74",1
"t75",0
"t76",0
"t77",1
"t78",1
"t79",1
"t80",1
"t81",1
"t82",1
"t83",0
"t84",0
"t85",1
"t86",1
"t87",1
"t88",0
"t89",1
"t90",1
"t91",1
"t92",0
"t93",0
"t94",1
"t95",1
"t96",1
"t97",0
"t98",0
"t99",1
"t100",1
"t101",1
"t102",1
"t103",0
"t104",0
"t105",1
"t106",0
"t107",0
"t108",1
"t109",1
"t110",1
"t111",1
"t112",0
"t113",0
"t114",1
"t115",1
"t116",1
"t117",1
"t118",1
"t119",1
