"accepted_species","trait_value"
"Alibertia_edulis",-0.296991983855985
"Alstonia_spectabilis",-0.399082185927216
"Alyxia_ruscifolia",0.732930639961173
"Arachnothryx_buddleioides",-0.422066846806293
"Asclepias_albicans",-0.350594128414398
"Asclepias_amplexicaulis",-0.321508955460333
"Asclepias_cordifolia",-0.21340443379241
"Asclepias_fascicularis",-0.368962703233593
"Asclepias_oenotheroides",-0.388356010850314
"Asclepias_ovalifolia",-0.383280231572851
"Asclepias_speciosa",-0.348330777780611
"Asclepias_verticillata",-0.400156171569483
"Asclepias_vestita",-0.403889810827756
"Asperula_molluginoides",-0.410095669265107
"Aspidosperma_megalocarpon",3.12044401118138
"Aspidosperma_polyneuron",0.333553879593349
"Atractocarpus_sessilis",0.205748764546635
"Calotropis_gigantea",-0.390461303009898
"Carissa_macrocarpa",-0.332857631769377
"Catharanthus_roseus",-0.40693299816994
"Centaurium_erythraea",-0.422896848449148
"Chironia_linoides",-0.422833002168929
"Cicendia_quadrangularis",-0.422947925473324
"Coffea_canephora",0.940732004482287
"Coffea_congensis",0.931155062449339
"Coffea_liberica",3.33999540728673
"Coffea_racemosa",-0.0236660582356327
"Coprosma_foetidissima",-0.281285798921949
"Coprosma_lucida",-0.212890471236641
"Coprosma_quadrifida",-0.386249083603065
"Coprosma_repens",-0.231485700350616
"Coprosma_rhamnoides",-0.397166797520627
"Coprosma_robusta",-0.342626112642985
"Coussarea_suaveolens",1.64408071716142
"Crucianella_gilanica",-0.416033373325535
"Cruciata_glabra",-0.409329513902471
"Eustoma_exaltatum",-0.422861732995027
"Faramea_luteovirens",5.15107495356757
"Galium_aparine",-0.327994584193202
"Galium_bifolium",-0.417326260499983
"Galium_boreale",-0.417278375789819
"Galium_ciliare",-0.412777213034333
"Galium_divaricatum",-0.422114731516458
"Galium_lucidum",-0.414979909701911
"Galium_murale",-0.422258385646952
"Galium_nuttallii",-0.390529976691793
"Galium_odoratum",-0.371787901133313
"Galium_parisiense",-0.421429980161102
"Galium_propinquum",-0.419282829757315
"Galium_saxatile",-0.417118760089269
"Galium_sylvaticum",-0.410574516366755
"Galium_tenuissimum",-0.394102176070083
"Galium_trifidum",-0.41885309868695
"Galium_uliginosum",-0.419672611298056
"Gentiana_andrewsii",-0.422521751552858
"Gentiana_lutea",-0.414812313216334
"Gentiana_pneumonanthe",-0.42234218388974
"Gentiana_scabra",-0.42264146332827
"Gentiana_sceptrum",-0.422074508359919
"Gentianella_amarella",-0.421468287929234
"Gentianella_campestris",-0.421337631077213
"Gentianella_germanica",-0.421396460863986
"Gentianella_parviflora",-0.422229654820853
"Guettarda_aromatica",2.78867294845515
"Guettarda_divaricata",-0.412489904773344
"Guettarda_elliptica",0.242572930280337
"Hamelia_axillaris",-0.351221418117556
"Hintonia_latiflora",-0.394293714910742
"Ixora_congesta",0.18989974909912
"Ixora_pendula",0.534669662285268
"Ixora_peruviana",-0.0301458619075219
"Knoxia_sumatrensis",-0.418236069993113
"Lacmellea_panamensis",1.94751282416702
"Nerium_oleander",-0.40058334274467
"Nertera_dichondrifolia",-0.406743739553575
"Palicourea_acuminata",-0.309288777426291
"Palicourea_cyanococca",-0.397645644622274
"Palicourea_faxlucens",2.45005806887498
"Palicourea_guianensis",-0.317146658364325
"Plumeria_alba",-0.193177932218822
"Plumeria_rubra",0.18273339345105
"Psychotria_chagrensis",-0.265632287169095
"Psychotria_grandis",-0.163374488612286
"Psychotria_loniceroides",-0.308158698266403
"Psychotria_marginata",-0.322683727016375
"Psychotria_suterella",0.343130821626297
"Psychotria_tenuifolia",-0.346945313499844
"Randia_armata",0.625083781814243
"Randia_thurberi",-0.355985946778948
"Rothmannia_urcelliformis",0.338246581189493
"Rubia_peregrina",-0.220137024041572
"Rubia_tinctorum",-0.278412716312064
"Rudgea_jasminoides",1.49236386558012
"Spermacoce_brachystema",-0.415366186081868
"Spermacoce_breviflora",-0.419481072457397
"Spermacoce_leptoloba",-0.418236069993113
"Stephanostegia_capuronii",-0.255428055432988
"Tabernaemontana_alba",0.228207517230914
"Tabernaemontana_siphilitica",0.655337160418496
"Vinca_major",-0.237147588480496
