,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
t2,-0.06453149,1.6296933,6.856343,3.1189764,-0.07894723,-0.03895611,3.2203736,0.09569721,0.3441087,2.591593,0.021868814,0.3853887,0.06481885,-0.34570995,-0.28313893,7.482679,6.5726137,2.0347931,8.819577,-0.011930373,0.18833716,0.7411144,4.9916067,-0.010644452,0.0052588684,-0.077480786,2.2791033,-0.09933001,-0.73485047,7.830739,2.1681318,0.048942026
t3,-0.07078759,2.2527583,8.566538,2.0939984,0.91493905,-0.022700028,2.6297798,0.1254,-0.030125784,3.489042,0.022439634,0.642647,-0.04937166,-0.7441098,-0.30747014,6.5361404,6.1540017,3.4429016,12.235573,0.876884,0.23899402,2.3755972,4.449744,0.33152753,-0.03200409,-0.03774338,0.51138914,-0.07559158,-0.89102983,8.533465,1.5346701,0.04730337
t5,-0.05813903,0.63484824,5.150775,4.675356,-0.24118248,-0.0580184,2.4413588,0.079282954,0.71026266,4.002055,0.055091437,1.9978013,0.43996307,-0.24918583,-0.3349954,8.296911,6.9150867,1.6613903,4.830132,0.97746336,0.1286184,-0.04523493,5.4672775,0.6375055,2.186445,-0.091280475,4.076659,-0.20251155,-0.6106358,6.386816,3.7891142,0.04863117
t6,-0.06214556,1.4233874,6.679197,3.5265374,-0.12083098,-0.03983144,3.0575502,0.08584293,0.22272372,2.7262964,0.024258897,0.5147822,0.05899177,-0.27004236,-0.2888523,7.7424774,6.810552,1.822804,8.07529,-0.008045332,0.17535892,0.3324476,4.9922414,-0.002534659,0.3850625,-0.07990788,2.6525946,-0.12364003,-0.7067008,7.6283584,2.5387888,0.049109284
t4,-0.064384215,2.033791,8.199763,2.5724611,0.3314809,-0.026020668,2.7956343,0.111238986,-0.034490976,3.0977404,0.0050287154,0.40906397,-0.034515522,-0.6211446,-0.29041204,6.868336,6.3971586,3.0035365,11.388157,0.47466668,0.22666912,1.705146,4.712839,0.18378347,-0.024651434,-0.051450297,1.0601882,-0.07414556,-0.83937156,8.363976,1.7094386,0.046216298
t10,-0.071687005,4.2916064,12.472133,-0.063801,6.533425,1.9573606,-0.0040222076,0.27730376,-0.30282357,9.805484,0.010363212,3.6467328,-0.28533146,-2.250307,-0.23982084,1.2865572,1.8701364,8.2293005,20.59567,6.008167,0.34800994,10.523072,0.25064108,2.0341935,-0.051643055,3.4288442,-0.4711268,-0.24786259,-1.4327133,11.122128,-0.06404125,0.07941579
t11,-0.0724832,4.3879786,12.677717,-0.06502857,6.64698,2.0635862,-0.008552775,0.2833738,-0.3033659,9.950665,0.011567244,3.713497,-0.29235727,-2.29369,-0.24136674,1.2257402,1.8069938,8.347794,20.926619,6.161321,0.35355914,10.71955,0.17283343,2.0862408,-0.052104842,3.5556087,-0.47958994,-0.24639624,-1.4531729,11.255719,-0.066427566,0.081062034
t9,-0.07318956,4.5399866,13.171102,-0.07112394,7.0279856,2.2976935,-0.016894005,0.3023898,-0.3295562,10.49527,0.014261963,3.9785075,-0.30921033,-2.4425197,-0.23672956,1.0290915,1.6431526,8.632452,21.886013,6.6903853,0.36774063,11.360393,-0.0032594162,2.2350004,-0.054480955,3.901665,-0.5095595,-0.25788125,-1.5111544,11.76071,-0.075240694,0.086055875
t21,-0.08963237,4.361796,12.536143,-0.044029098,5.1727457,1.2197057,-0.019597916,0.1981362,-0.19785286,9.724573,0.034409143,2.9132357,-0.23570286,-1.913921,-0.34811658,1.5171965,1.6390157,9.192507,18.871717,4.664119,0.37047878,9.590693,0.34443733,2.506225,-0.04731111,2.9517748,-0.43344074,-0.3559481,-1.3742666,9.892042,-0.061845295,0.06667241
t22,-0.089448035,4.3207316,12.425227,-0.042770065,5.092271,1.1754797,-0.01807365,0.19465828,-0.19245327,9.614255,0.034416027,2.8651924,-0.23185328,-1.8855385,-0.34877267,1.5500699,1.6610444,9.126775,18.676916,4.5734444,0.36777383,9.462252,0.37550586,2.4839537,-0.046798658,2.886703,-0.4263429,-0.3544807,-1.3618402,9.792768,-0.060417004,0.06577433
t59,-0.11662264,2.775108,7.623162,2.5381184,-0.302208,-0.099844486,-0.009135275,1.5337641,1.3241526,8.263137,0.20876363,3.8946567,0.2013321,-0.23140132,-0.5617619,5.5693307,1.4741277,9.454745,4.354785,1.888206,0.19002846,3.0067537,3.2643747,3.1131446,4.476416,-0.102578536,3.1148927,-0.585416,-0.6283033,2.4434416,3.2467523,0.029047178
t60,-0.11000779,3.4234753,10.270409,1.0643735,-0.090672664,-0.07226324,-0.005726703,1.2635975,0.7859935,8.039,0.14006212,1.9784315,-0.0003459081,-0.35884166,-0.5386065,3.5625365,1.2652744,10.546733,9.282205,0.5345211,0.31020832,4.73047,2.2024095,2.7993102,1.3842325,-0.029547771,0.41207644,-0.616389,-0.834136,4.4453773,0.8579612,0.02776193
t49,-0.1360135,7.241808,17.240463,2.3405745,-0.105335236,-0.028767101,-0.12896824,1.0563071,3.0772324,10.767543,0.16298504,0.14926353,-0.05412088,-0.8654414,-0.81569684,2.7338707,-0.017078076,17.786211,14.000075,4.5861564,0.44704622,8.673972,-0.031665944,7.4311256,1.1731167,1.2033066,-0.17270136,-0.80493563,-1.0526205,5.4050465,-0.04031115,0.029016027
t51,-0.13130045,7.206184,16.927513,2.8948495,-0.1477293,-0.035109386,-0.13091354,1.2394153,3.4365487,10.437821,0.18172471,0.0006101411,-0.04212249,-0.7540217,-0.8155356,2.9800973,-0.015736774,17.873085,12.746675,4.7154098,0.42069864,7.9803123,-0.021095797,7.585231,1.5926642,0.74303603,-0.06718843,-0.79008335,-0.9647733,4.8703194,-0.03452335,0.024885116
t224,-0.13408145,8.494318,14.1616955,13.743431,-0.7863419,-0.051888138,-0.35755247,0.38869318,7.2117286,12.470859,0.4826723,5.453327,-0.08287714,-1.1440237,-1.01698,9.309379,-0.041929603,19.55871,-0.14813949,15.410828,0.020560056,4.446085,2.8620524,14.127536,10.689832,-0.22103494,9.583877,-0.6084793,-0.23506737,-0.06209341,3.6078687,0.031513102
t225,-0.13409084,8.473234,14.813616,12.938689,-0.73667103,-0.04745766,-0.33969942,0.5964283,7.143738,12.189833,0.45041788,4.4014125,-0.07131126,-1.0498947,-1.01221,8.436128,-0.043338962,19.957266,0.80585045,14.642455,0.06884878,4.905202,2.195309,14.069323,9.453326,-0.18620828,8.419635,-0.62704,-0.29392114,-0.0064151287,2.7416294,0.02802021
t181,-0.13194041,8.371197,15.358211,12.245271,-0.69687444,-0.045802243,-0.32535896,0.78488505,7.02517,12.033074,0.4267297,3.598767,-0.058113806,-0.99075705,-1.0117319,7.718973,-0.04702113,20.247622,1.8507203,14.015275,0.10775161,5.2515345,1.7035966,13.977455,8.530317,-0.156012,7.5090775,-0.6515525,-0.34724212,0.28379285,2.0683155,0.025091462
t157,-0.13227855,8.272348,15.785837,11.665757,-0.6641131,-0.044185422,-0.31053254,0.96699375,6.8610983,11.916344,0.40606767,2.9450994,-0.046713497,-0.9436775,-1.0089084,7.15305,-0.050444078,20.432955,2.6952803,13.413862,0.13907856,5.504586,1.342516,13.841845,7.7755623,-0.13259546,6.752552,-0.67519206,-0.39575344,0.57038546,1.5680895,0.022836432
t134,-0.12762691,8.0877,16.666079,10.493509,-0.59429544,-0.038668532,-0.27589926,1.1959578,6.489887,11.657758,0.36747575,1.6085502,-0.028212937,-0.8540505,-1.0205473,6.15753,-0.053029794,20.906603,4.5045147,12.213472,0.19927862,6.0308485,0.5942115,13.582349,6.294679,-0.08836166,5.1904883,-0.70040214,-0.50634974,1.2028756,0.5389783,0.016692596
t188,-0.13404453,8.623339,15.233437,13.384297,-0.7533438,-0.040316176,-0.34515288,0.61634016,7.3049107,12.358929,0.46445248,4.4380517,-0.07103744,-1.1101104,-1.0574462,8.428497,-0.04965258,20.364916,0.7817497,15.202381,0.07041703,5.028353,2.0347137,14.746113,9.551177,-0.18371592,8.448308,-0.62866795,-0.3079103,-0.033611856,2.5718572,0.02526362
t318,-0.13512646,8.721903,14.693511,14.250999,-0.8032902,-0.0423637,-0.36054304,0.400499,7.4468884,12.623875,0.49648342,5.381372,-0.083331555,-1.2051713,-1.0766643,9.28375,-0.048373237,20.150892,-0.1211797,16.058697,0.027020928,4.6985846,2.6142514,14.949206,10.684959,-0.21727861,9.50111,-0.60804147,-0.25035068,-0.08949938,3.2679121,0.028324682
t319,-0.13516173,8.722,14.69212,14.250705,-0.8033356,-0.04231514,-0.36049864,0.40028092,7.44494,12.624229,0.49654314,5.3808613,-0.083336815,-1.2054393,-1.0765525,9.283124,-0.048477117,20.149557,-0.12147682,16.057764,0.026988052,4.6978183,2.6131477,14.948559,10.685346,-0.21729314,9.499408,-0.60776716,-0.25034794,-0.08961681,3.2668052,0.028319044
t303,-0.13504887,8.718489,14.690513,14.252084,-0.8035354,-0.042420622,-0.36077204,0.4048682,7.4453287,12.623357,0.4966619,5.382141,-0.083084255,-1.20549,-1.0761263,9.283945,-0.04856005,20.148464,-0.1220265,16.058504,0.026890015,4.6947546,2.6091933,14.950218,10.6904335,-0.21738388,9.502833,-0.6076676,-0.2501734,-0.0897395,3.2695918,0.028369442
t306,-0.134766,8.713754,14.67398,14.238884,-0.8030147,-0.042646457,-0.3606998,0.4089281,7.45954,12.612247,0.49691316,5.37562,-0.08324004,-1.2066168,-1.0740995,9.266442,-0.049166363,20.147743,-0.12206911,16.047379,0.026104575,4.6942368,2.6033304,14.949706,10.702042,-0.21764734,9.500406,-0.6088452,-0.2482762,-0.088765524,3.2869616,0.028392104
t307,-0.1348775,8.712046,14.673873,14.24051,-0.8030048,-0.04260875,-0.3608439,0.41248718,7.4561,12.617724,0.4970831,5.376492,-0.08335339,-1.2074622,-1.0741917,9.264585,-0.04910246,20.150799,-0.1217058,16.050335,0.025974544,4.693991,2.600931,14.951401,10.703106,-0.21766438,9.4967165,-0.6088384,-0.24875408,-0.08868043,3.282877,0.02829504
t199,-0.13227479,8.695207,15.112357,13.6963625,-0.76780254,-0.0374283,-0.35377637,0.5204176,7.383299,12.473381,0.47409052,4.6600723,-0.081204236,-1.1330117,-1.0596802,8.57978,-0.046071082,20.344236,0.5023884,15.588543,0.057610914,4.9893413,2.0952446,14.957782,9.778245,-0.19327801,8.717733,-0.6117126,-0.2884494,-0.038895138,2.6128752,0.024821294
t207,-0.13110001,8.673903,15.325231,13.485555,-0.75442725,-0.03686557,-0.3503062,0.59562564,7.3402376,12.406581,0.4654451,4.4101934,-0.076474935,-1.1117767,-1.0574166,8.357758,-0.04624266,20.4289,0.8346612,15.407046,0.06949892,5.07387,1.94561,14.941188,9.488166,-0.18364112,8.442247,-0.61668247,-0.30660328,-0.027155133,2.393039,0.023669936
t261,-0.13110624,8.774522,14.757433,14.232881,-0.8000106,-0.04045155,-0.3643752,0.39717948,7.4239793,12.635179,0.49531543,5.3642025,-0.09227673,-1.1969196,-1.058581,9.195637,-0.04377943,20.115593,-0.117259234,16.154268,0.023110297,4.695602,2.560757,15.030433,10.636033,-0.21824722,9.509617,-0.5943392,-0.24138469,-0.07455966,3.1482475,0.027140638
t262,-0.13087767,8.754561,14.758966,14.241218,-0.79969996,-0.040464055,-0.3651927,0.39145297,7.4151864,12.648497,0.4950269,5.3829474,-0.09174129,-1.1936407,-1.0600212,9.208597,-0.043289907,20.112896,-0.11159076,16.158373,0.023091165,4.7080474,2.554165,15.041478,10.627226,-0.21850641,9.501434,-0.5943042,-0.24468264,-0.074265674,3.1365013,0.027252285
t237,-0.13203798,8.73809,14.950574,13.944575,-0.78180236,-0.03797092,-0.359678,0.47236523,7.4001126,12.531241,0.48312217,4.9986243,-0.08742949,-1.1584965,-1.0601459,8.827923,-0.044332072,20.216692,0.09153181,15.858765,0.04211017,4.865362,2.2933602,15.01548,10.129894,-0.20421278,9.06207,-0.6026247,-0.2707588,-0.05531295,2.8553853,0.02538344
t187,-0.13501295,8.697622,14.68132,14.202605,-0.8001175,-0.041513186,-0.36426923,0.40526226,7.3692408,12.673706,0.49497467,5.3730273,-0.08940063,-1.1977618,-1.0588838,9.156822,-0.046055954,20.051126,-0.11446783,16.036268,0.02374454,4.685195,2.5617173,14.986388,10.612487,-0.21732685,9.485532,-0.6022049,-0.24591355,-0.075789765,3.153462,0.027582873
t285,-0.13431667,8.737365,14.687997,14.224629,-0.799886,-0.040650766,-0.3646027,0.37658575,7.34568,12.669036,0.49626788,5.416474,-0.089355774,-1.189688,-1.0597603,9.189613,-0.046723403,20.10007,-0.11038667,16.051165,0.021517767,4.737837,2.5373888,14.99674,10.587778,-0.21642955,9.457483,-0.59785527,-0.24280412,-0.07117669,3.1516128,0.02823785
