,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t1,-2.0642743,-0.15438236,-0.368808,1.7725394,-1.5822845,-0.14077549,8.9433,-0.0034591903,-0.14836149,1.8873397,-3.7382708,-1.4131718,-3.0573213,1.4189272,-0.733573,-0.6726436,0.7230447,1.4448047,0.1364119,9.414139,-0.13328311,5.2695994,6.033883
t2,-1.4635347,-0.1039019,-0.2855652,1.4209346,-1.7939103,-0.08934982,6.0180936,-0.010817576,-0.10067609,1.9077365,-3.0235102,-1.0662469,-2.5390527,1.1544126,-0.5673522,-0.42140704,0.52354306,1.8429451,0.11422655,9.988279,-0.16534187,5.124295,4.860665
t3,-2.2973711,-0.1590199,-0.4002953,1.8859732,-1.4628457,-0.16467877,10.141669,0.031174155,-0.17185125,1.8927985,-4.065911,-1.5652536,-3.2684255,1.5246146,-0.8146099,-0.8060744,0.7932147,1.2431674,0.1463898,8.996356,-0.10890363,5.455976,6.622509
t4,-0.8676099,-0.1598671,-0.14061998,0.879893,-0.98955774,-0.06917755,4.2619,0.25411937,-0.07792835,1.442119,-1.5159726,-0.7758044,-1.5374558,0.7696656,-0.40186605,-0.38485014,0.33305845,0.20137052,0.06715515,5.5295086,-0.14458367,2.7468061,3.2970932
t5,-1.3424858,-0.18224578,-0.20376737,1.0797101,-0.64549416,-0.12550342,7.1072884,0.62097055,-0.11078373,1.1848388,-1.9589465,-1.0688852,-1.797664,0.9322923,-0.55768263,-0.5925758,0.5218082,-0.022405475,0.08418272,3.8587492,-0.1084029,2.7519627,4.4964056
t6,-2.8326108,-0.12144482,-0.49606854,1.8828385,0.4568305,-0.26903477,14.715115,0.6364346,-0.25274628,2.3035302,-3.9007666,-1.923922,-3.2382755,1.6615655,-1.026539,-1.2609756,1.1297693,-0.040386107,0.15784039,1.7113466,0.668909,4.154571,7.524515
t7,-0.80385536,-0.29762062,-0.16940868,1.3078767,-2.1112945,-0.087128766,1.6341046,0.35248446,-0.09320127,3.822739,-2.4375086,-0.7826718,-2.3384268,1.054845,-0.5325897,-0.24067123,0.39091995,2.308839,0.12471935,12.713994,-0.14594589,6.192582,4.298175
t8,-1.8501834,0.6109963,-0.3427981,1.1132511,3.4363678,-0.21838713,11.139158,0.74464566,-0.1844742,2.9900875,-1.2534441,-1.4944032,-1.7088907,1.0544001,-0.66970545,-0.8799854,0.9446332,-0.12694556,0.081805296,-0.11174681,2.2704513,0.599449,5.056387
t9,-2.9750988,0.081764966,-0.53949934,1.8189241,3.239555,-0.30383682,16.260313,0.54088855,-0.27829644,3.240643,-3.4670503,-2.0962145,-3.087979,1.6697209,-1.0445832,-1.3300383,1.3063865,-0.1004969,0.15226676,-0.051434983,2.3404832,2.534167,7.4333396
t10,-2.0336604,-0.033451833,-0.3384722,1.3348476,0.559783,-0.20260423,11.095226,1.0298572,-0.20426016,1.731842,-2.2967315,-1.4990654,-2.2391894,1.2559114,-0.7803972,-1.0097154,0.9174538,-0.08104666,0.10687785,0.23659033,0.6234564,3.160419,6.4004884
t11,-1.9430294,-0.011153099,-0.31326237,1.2547439,0.63114893,-0.19480354,10.531648,0.90557986,-0.19359946,1.743156,-2.1157265,-1.4583235,-2.0966723,1.1904038,-0.7386646,-0.97507465,0.89737695,-0.07763435,0.09918634,0.009918865,0.5479674,3.0343854,6.2496057
t12,-0.4696823,-0.41900215,-0.096268475,1.1777722,-1.836646,-0.094582625,0.058472462,0.77960044,-0.103028916,4.3768144,-2.0771515,-0.73739207,-2.105476,0.9578876,-0.5305206,-0.24328999,0.31984067,2.0910552,0.12583783,12.905639,-0.16233833,6.543275,4.200331
t13,2.9940648,-0.4126214,1.9401457,0.8936926,-0.7124627,-0.1196505,-0.14323172,1.5757407,-0.14203246,5.043563,-1.0622972,-0.5857381,-1.442913,0.6335874,-0.4098585,-0.0054607885,0.2921634,-0.00093023846,0.13035339,11.292372,-0.18489423,9.109675,3.1864533
t14,-1.9874749,-0.013854733,-0.3186718,1.2917739,0.622261,-0.19773592,10.736659,0.8771266,-0.19817479,1.7461652,-2.1842673,-1.4779968,-2.1405723,1.2147455,-0.7504607,-0.99197555,0.9132759,-0.076445736,0.10103454,0.09077686,0.56460804,3.1054327,6.352032
t15,-1.6499457,0.16450265,-0.25677034,1.0770401,0.68182653,-0.1695295,9.141843,0.89461446,-0.17070971,1.6699944,-1.5188235,-1.2995197,-1.7239008,1.0301968,-0.6356855,-0.8715279,0.8258196,-0.08103844,0.07883742,-0.014774375,0.60610145,2.5597007,5.6342273
t16,-2.9766543,2.6907647,-0.5142456,1.8453045,4.73355,-0.28178188,17.303003,-0.014688653,-0.27546787,1.5857855,-2.604911,-1.5806357,-2.6837256,1.4630547,-0.98997426,-1.2592769,1.6799189,-0.15467553,0.122103296,-0.12434943,5.248995,1.8992462,6.217722
t17,-3.0480707,-0.09729318,-0.5738728,1.6118127,7.115283,-0.38452104,17.089449,-0.0039556483,-0.31379116,7.17563,-3.3265722,-2.727107,-2.928518,1.7633287,-1.0745816,-1.4927317,1.1568807,-0.09311151,0.17338184,-0.18131778,1.7652831,0.13301246,8.0518
t18,-0.37419915,0.8445505,-0.020290347,0.30983397,0.8338173,-0.040090308,3.0243325,0.6449401,-0.06347343,1.9956453,2.517663,-0.44590396,-0.22694941,0.29708645,-0.13736424,-0.22269312,0.38954696,-0.09403822,0.01596634,-0.061586183,0.3924614,-0.017709043,2.5777073
t19,-1.5329438,0.17476328,-0.25250354,1.0197769,0.63674843,-0.15986688,8.823386,1.1947803,-0.16340525,1.4530125,-1.3071926,-1.2439911,-1.6511747,0.9972795,-0.6199576,-0.8293909,0.77708924,-0.10237727,0.07395784,-0.019344255,0.72772473,2.348453,5.5146527
t20,-2.3383455,4.0847826,-0.40470505,1.4194604,4.710007,-0.23215401,14.74878,-0.004321371,-0.2145238,1.4903083,-1.3859723,-1.1005515,-1.9160641,1.093791,-0.7618639,-0.99656385,1.5346962,-0.16554824,0.08433916,-0.15745229,5.7885165,0.76003087,4.4092917
t21,-0.19070615,-0.59251523,2.0724459,1.3399591,0.36574012,-0.17636809,-0.27569115,0.35864317,-0.19881566,3.247905,-3.3719714,-0.43576506,-2.2110097,0.8607335,-0.026751027,16.902605,0.60042596,6.475128,0.23093072,12.811187,-0.21731341,15.940108,7.4093804
t22,-0.086685546,-0.40522543,-0.0076158633,1.4289925,-0.18503976,-0.21258506,-0.2594339,0.41941527,-0.22011892,6.948666,-2.4153183,-0.2314526,-1.9953793,0.6626698,2.9050744,15.563878,0.6146053,3.7399373,0.22683047,9.964545,-0.07972846,20.468609,8.289175
t23,5.944289,-0.34405187,4.579598,1.1312453,4.130948,-0.27119726,-0.3555568,2.426293,-0.29348215,7.51367,-1.5110837,-0.28448135,-1.5391914,0.30704892,5.8618655,19.900854,0.78470063,2.429127,0.27318832,6.253912,-0.14259179,26.764229,7.23322
t24,-2.4687269,-0.15641208,-0.46664047,1.1924136,8.193624,-0.35848197,14.459609,-0.023885434,-0.26572812,8.596208,-2.173694,-2.5376904,-2.1346495,1.4678141,-0.9010197,-1.3057518,0.8712696,-0.093395464,0.15052785,-0.23055102,1.0184989,-0.059513465,7.0221286
t25,-0.12356512,-0.38163242,-0.05610278,1.5328141,-0.2363023,-0.22806035,-0.24104431,0.16056815,-0.23666134,8.370665,-2.3243403,-0.17200966,-2.0707695,0.64007884,4.0029554,16.559227,0.63347834,3.4832969,0.24120423,9.724042,-0.04834674,22.57615,8.971125
t26,-2.7366278,0.7793749,-0.6108114,1.2246039,8.343807,-0.3272162,16.372854,-0.075963244,-0.25851426,5.7111454,-2.9771044,-2.0680165,-3.0031083,1.50102,-0.9308724,-1.4486626,1.0476385,-0.18775648,0.14248551,-0.19568369,4.9746947,-0.030170381,5.423043
t27,-2.1535492,4.848832,-0.36453918,1.3050184,4.5427036,-0.21469092,14.217586,-0.0023876512,-0.19440645,1.0846903,-1.0607629,-0.94581676,-1.6970266,0.9884974,-0.69742364,-0.92333955,1.5305585,-0.16315465,0.06942321,-0.16351755,6.131769,0.5288769,3.831353
t28,-2.2478812,0.86007494,-0.54886633,0.8439671,9.100939,-0.29719064,14.347214,-0.088912085,-0.21322644,6.02577,-2.253132,-1.746052,-2.5493968,1.2415363,-0.77322763,-1.3056102,0.8322591,-0.21488622,0.118507184,-0.22700451,5.53017,-0.08109818,3.8314307
t29,0.7014877,-0.62404835,4.593343,1.2846345,2.7835996,-0.20491055,-0.34867516,0.9908561,-0.23132505,2.1279936,-3.6231475,-0.49719384,-2.0995023,0.8312875,-0.014578695,21.055649,0.71119297,7.296301,0.25020924,12.56606,-0.24848771,17.643496,7.5106583
t30,-2.6037598,0.91197115,-0.60553706,1.076617,9.0234,-0.32053462,15.961811,-0.10347956,-0.24381804,5.929658,-2.7760549,-1.9614501,-2.908532,1.4175531,-0.8798512,-1.4347355,0.96920705,-0.20362552,0.13431318,-0.21604969,5.533274,-0.052703865,4.809816
t31,-1.2735434,5.52483,-0.18968716,0.7703361,3.8900363,-0.1307091,9.230747,-0.004431197,-0.108648986,1.4086108,0.4511582,-0.3069796,-0.72591245,0.49909988,-0.32121435,-0.43318748,1.2654659,-0.13347773,0.027287783,-0.15822968,5.8811445,-0.076504715,1.6421752
t32,-1.1390147,1.2576244,-0.3228892,0.37896216,7.4548945,-0.17017236,8.0075,-0.048028223,-0.121197276,5.725701,-0.29352704,-0.9705525,-1.0547194,0.6132244,-0.25746384,-0.5707639,0.46782696,-0.167789,0.051772147,-0.21104988,4.5914836,-0.19175532,1.0702074
t33,-2.4611928,0.886916,-0.5592265,1.0684505,8.26956,-0.3042583,15.092116,-0.061454568,-0.23348455,5.6624746,-2.404433,-1.895013,-2.667648,1.3486238,-0.8315334,-1.3271192,0.9533435,-0.19460008,0.12642013,-0.20590152,4.902733,-0.054828893,4.7681274
t34,-1.733306,3.351688,-0.29480186,1.1042907,4.5216784,-0.1973159,11.724503,0.15962236,-0.16940273,2.0108566,-0.28895164,-0.7937902,-1.3321435,0.82255346,-0.6130008,-0.7731076,1.3456035,-0.16978107,0.066071846,-0.1695302,4.9058647,-0.009461968,3.4159474
t35,-1.9994705,3.2095683,-0.3471863,1.2613523,4.6946273,-0.22403032,13.022342,0.16678534,-0.19083692,1.9571711,-0.7187014,-1.0071293,-1.6498113,0.9777856,-0.7213138,-0.9285922,1.4267812,-0.17659633,0.07704897,-0.16489993,5.0403986,0.4519497,4.171508
t36,-2.4904995,0.9261099,-0.58811814,1.0024644,8.993298,-0.31412575,15.465504,-0.09893847,-0.23358572,5.9886003,-2.585436,-1.8966732,-2.788584,1.3608186,-0.8472765,-1.3949131,0.9292596,-0.2076391,0.12866586,-0.22024716,5.5309,-0.0602507,4.5357213
t37,-1.9737197,0.9972985,-0.49496704,0.6802232,8.599564,-0.27469692,13.041559,-0.08081783,-0.19340357,6.1532345,-1.7902185,-1.5348881,-2.190627,1.0841131,-0.6717427,-1.142519,0.7430368,-0.20080139,0.10677312,-0.23301812,5.252209,-0.10436635,3.1701279
t38,-1.9206654,1.0442216,-0.47843534,0.67112315,8.580777,-0.26336783,12.743231,-0.07894244,-0.19038779,6.0096827,-1.677269,-1.4782633,-2.1360037,1.0577353,-0.6464192,-1.1221241,0.736387,-0.2030658,0.10271765,-0.22858426,5.2870674,-0.10956497,2.9686334
t39,-1.7503426,1.0654576,-0.45561373,0.5731998,8.508969,-0.2448986,11.775544,-0.08169446,-0.17465328,6.052053,-1.4738517,-1.381985,-1.9464564,0.96679336,-0.5673228,-1.0119677,0.6545613,-0.20018382,0.09266411,-0.22540703,5.2035704,-0.12881382,2.5026503
t40,-1.1707882,3.512105,-0.17498967,0.8053178,3.9503458,-0.13764681,8.1539,-0.00668993,-0.11296563,2.1362448,1.3450521,-0.40485206,-0.7082556,0.511239,-0.35162884,-0.42044425,1.1747415,-0.13250493,0.036768965,-0.15579665,4.608628,-0.07534156,2.056765
