,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t1,7.6651983,0.79019254,5.115384,2.621444,5.738701,5.397361,5.528091,3.9497795,2.3826118,6.074341,7.4384174,5.1077805,4.4342685,4.3998656,4.4932365,5.579068,6.6255517,2.6917853,3.7958536,3.949855,3.805559,6.328212,5.528102
t2,7.531616,0.8090315,5.120529,2.621802,5.7186427,5.4337077,5.4878182,3.9319623,2.4068592,6.045445,7.472489,5.103533,4.4538507,4.3730655,4.5051327,5.6157765,6.6386576,2.6761858,3.800652,3.9551404,3.8121915,6.317027,5.533373
t3,7.748733,0.7816699,5.129503,2.6129498,5.7442727,5.3671064,5.5184317,3.9630828,2.3746963,6.0672555,7.421488,5.117691,4.4356537,4.4383626,4.478801,5.5647984,6.6192017,2.7019746,3.8143232,3.9322364,3.8122027,6.327432,5.534386
t4,7.442831,0.85173446,5.067625,2.733285,5.7941575,5.4551477,5.5280566,3.9041533,2.4264505,6.0686164,7.530204,5.0503592,4.451518,4.305985,4.494635,5.558726,6.6869173,2.646736,3.7120183,4.0043435,3.7977808,6.349334,5.4811387
t5,7.5291667,0.8298511,5.1277156,2.7642422,5.846705,5.346321,5.5727506,3.9857302,2.3629894,6.132309,7.456759,5.093368,4.3706865,4.402088,4.527176,5.520624,6.6587725,2.6490045,3.6992552,3.9771204,3.7968419,6.3099813,5.4445305
t6,8.051057,0.7486146,5.12695,2.6238184,5.816228,5.2831955,5.583276,3.9871619,2.3316624,6.0701413,7.3427896,5.1332884,4.4244494,4.517773,4.3892937,5.438996,6.6056795,2.7460396,3.8446884,3.892467,3.8199697,6.3622546,5.538695
t7,7.366221,0.79442906,5.0513225,2.7291498,5.7456436,5.4457207,5.518362,3.937398,2.4034414,6.0228324,7.484109,5.112655,4.4300833,4.3452353,4.5031,5.5724154,6.626752,2.6369414,3.7680905,3.9518504,3.8357625,6.3455777,5.543559
t8,7.891436,0.8537286,5.087354,2.7357564,5.932953,5.308355,5.633437,3.9644134,2.3483644,6.131186,7.41577,5.0277104,4.410485,4.3886003,4.3734026,5.372582,6.719139,2.7420907,3.692854,3.9915376,3.7774513,6.3916235,5.4541607
t9,8.190059,0.73164755,5.1267776,2.608815,5.8394194,5.2498803,5.602635,3.9979942,2.313237,6.0637817,7.304252,5.1418495,4.426902,4.558489,4.3433957,5.387958,6.5974183,2.772832,3.8680189,3.8711448,3.8232481,6.3794737,5.5508265
t10,7.8007474,0.8017874,5.1598067,2.7178543,5.8532186,5.2853575,5.598653,3.9754825,2.3430998,6.1180477,7.395523,5.11704,4.392043,4.4834948,4.4615407,5.4631763,6.6324515,2.6955774,3.783881,3.9183617,3.8191388,6.319339,5.4639277
