,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
t1,-0.0023892373,11.729615,3.0960343,1.4163153,-0.16699268,10.528015,0.36438563,0.06341522,-0.1338174,-0.056278855,15.460028,-0.07169945,11.598407,-0.23244877,11.544198,4.457009,-0.044458356,-0.50196123,0.075965114,14.800807,-0.103275456,11.312932,0.17913987,8.855617,0.05435219,8.319326,0.22255127,-0.1700498,-0.21499936,0.1856584,7.521789,3.0713232,7.9085374,11.768115,6.9799747,0.007960105,0.3675369,7.6756806,3.772565,-0.25814378,0.004975124,12.652746,0.04047514,17.372675,8.43153,-0.5090381
t2,-0.0021041266,10.484311,2.2705579,1.1003727,-0.13033862,8.335875,0.2895526,0.054270774,-0.14727621,-0.060364135,12.935615,-0.06268935,10.612784,-0.18990402,9.888681,4.308793,-0.13071245,-0.47359672,0.06965653,12.632245,-0.09188563,9.708685,0.1373595,8.667442,0.019816503,7.250764,0.20119826,-0.1420442,-0.14096798,0.14970154,5.375878,2.5107467,6.4069614,10.369169,6.107098,0.006964834,0.2731187,6.7566533,3.4972048,-0.26674408,0.0048162686,9.8916645,0.038504113,14.157152,8.561318,-0.45959684
t3,-0.002033964,10.084374,2.020424,1.0124036,-0.11941497,7.7143817,0.2689957,0.051402416,-0.1520109,-0.06226789,12.163004,-0.06036529,10.287836,-0.17782016,9.399632,4.2178535,-0.15072225,-0.46842256,0.06752245,11.966099,-0.08938015,9.239284,0.12597619,8.615358,0.010169765,6.954262,0.19479565,-0.13366044,-0.12140279,0.13982859,4.7938786,2.3513541,5.9592605,9.942109,5.848233,0.006678323,0.24570547,6.4468374,3.3675184,-0.2664747,0.004640601,9.094208,0.037546866,13.193171,8.562809,-0.44595307
t4,-0.003671844,15.52312,5.811732,2.289062,-0.2785753,16.657797,0.52837557,0.0830328,-0.09040782,-0.045204267,22.72286,-0.093101814,13.774132,-0.34867108,16.108208,4.436806,0.9370218,-0.6184782,0.097267225,20.66866,-0.14262982,15.849628,0.29263976,9.0894165,0.15216842,11.463773,0.27684614,-0.23113991,-0.40703967,0.2872917,13.610953,4.6064467,12.538715,15.786083,9.858277,0.0107259825,0.60946506,10.519649,5.023436,-0.22010234,0.004108541,20.500618,0.048649073,26.383238,8.742623,-0.6835472
t5,-0.003425973,14.868364,5.328882,1.9923738,-0.25919315,15.576375,0.50408775,0.079375625,-0.101026,-0.04715384,21.476048,-0.09000752,13.41914,-0.32589605,15.316461,4.5084968,0.7184202,-0.6045979,0.0931015,19.61118,-0.1358294,15.117101,0.2732981,9.139678,0.13330829,10.946474,0.26814505,-0.22136524,-0.37761304,0.2683375,12.492554,4.3458986,11.7534075,15.099284,9.41699,0.010365333,0.5651085,10.03061,4.767114,-0.2304466,0.004307224,19.159365,0.04738969,24.877594,8.687944,-0.6570226
t6,-0.0036248413,15.400112,5.6935573,2.2552338,-0.2757254,16.459227,0.5243716,0.08217818,-0.09151879,-0.045316134,22.502369,-0.091243096,13.719574,-0.34468907,15.978791,4.457257,0.9067609,-0.61380535,0.09671514,20.457539,-0.14173773,15.686783,0.2892988,9.080531,0.14904772,11.362994,0.27635056,-0.23015326,-0.4009852,0.28388956,13.420656,4.5796123,12.392577,15.655079,9.7783985,0.010630666,0.6023258,10.409686,5.006344,-0.22465065,0.0041493066,20.286966,0.048092626,26.067772,8.744495,-0.6768142
t7,-0.0034477708,14.93754,5.379745,2.0278244,-0.26117024,15.68963,0.5069264,0.07965885,-0.10000706,-0.046973605,21.59788,-0.09017483,13.457249,-0.3282486,15.406102,4.497665,0.7439744,-0.60619444,0.09357235,19.72046,-0.13699456,15.188907,0.27542618,9.135975,0.13533804,10.999899,0.26924643,-0.22223106,-0.38035658,0.2703943,12.614141,4.37384,11.840061,15.1670475,9.466904,0.010406467,0.57002944,10.083931,4.8030396,-0.2296218,0.0042987117,19.309042,0.047553625,25.02872,8.702003,-0.6592831
t8,-0.0034705137,15.014406,5.4339275,2.0511012,-0.26403284,15.835207,0.50951886,0.080325484,-0.0982563,-0.046426985,21.772118,-0.0905784,13.500848,-0.33091483,15.4966545,4.496296,0.77745116,-0.60658777,0.09408944,19.85682,-0.13732752,15.288118,0.27781394,9.130911,0.13760951,11.057968,0.2703287,-0.22419383,-0.38436437,0.272678,12.754751,4.414227,11.945611,15.265693,9.525966,0.010440395,0.5759208,10.137299,4.827233,-0.22830017,0.004231865,19.48005,0.047627207,25.223011,8.69406,-0.663319
t9,-0.0034927477,15.100231,5.493172,2.093506,-0.26679987,15.981086,0.51278836,0.08084405,-0.09686254,-0.046115033,21.941988,-0.090876825,13.5486145,-0.33391154,15.612378,4.4915366,0.8122735,-0.60776454,0.09470938,19.999601,-0.13833836,15.382773,0.28048548,9.124339,0.14018694,11.12961,0.27171457,-0.22554861,-0.38814116,0.2752909,12.903968,4.4588356,12.0577345,15.368101,9.586156,0.010470314,0.5824759,10.206014,4.8669443,-0.22663735,0.0042031636,19.671104,0.047752082,25.422987,8.704881,-0.6674764
t10,-0.001832662,8.284524,0.88773686,0.13911892,-0.058862153,4.689472,0.18028343,0.038244564,-0.18852533,-0.06640604,8.775349,-0.052635785,9.172287,-0.11542133,6.9190865,3.7150748,-0.2282838,-0.437656,0.05880019,8.79983,-0.08359957,7.049745,0.072735205,8.180033,1.5947181,5.0167933,0.16849156,-0.08997472,-0.044189006,0.08559393,1.6293448,1.4481283,3.6725135,8.275736,4.6652193,0.0052213445,0.111010924,4.892777,2.9346633,-0.27871794,0.004055861,4.85869,0.03670632,8.517575,8.931417,-0.40194938
