,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
t1,1.005155,8.059055,1.7945564,6.412718,3.0599527,7.1013165,3.3125978,4.1667466,6.8915305,7.374266,2.3331084,5.3633113,5.532823,5.245277,4.214131,5.4053245,2.6385562,3.7379684,5.335482,5.0286317,4.0600233,8.016206,4.637925,5.4533644,4.6396046,5.940123,5.5216017,3.458981,5.603437,5.811819,3.172097,3.9401963,5.8050995,5.3582335,4.9632955,5.2952304,4.7573724,5.585106,5.6609564,5.266282,5.95616,4.4901624,5.051821,5.215814,4.047028,4.3026257
t2,1.0089179,7.9812493,1.8244458,6.368908,3.0814428,7.090824,3.340227,4.166318,6.8628592,7.4044614,2.3119922,5.3617644,5.566823,5.213504,4.1950383,5.4794364,2.6125824,3.765632,5.355105,5.01691,4.061211,7.987451,4.6098075,5.4823055,4.700731,5.9489193,5.47789,3.4286637,5.62019,5.8098416,3.2168283,3.9243581,5.833706,5.4079847,4.9891214,5.3294306,4.7908106,5.547203,5.6824527,5.3052416,5.9878354,4.455167,5.0825925,5.1938334,4.0226855,4.2869344
t3,0.9940798,8.0208645,1.7832156,6.415958,3.0771224,7.103328,3.3325262,4.1605806,6.8945923,7.393998,2.3375945,5.358831,5.5518537,5.240265,4.216977,5.4455366,2.6394596,3.7472813,5.3504786,5.020173,4.055303,8.006818,4.638108,5.452379,4.668528,5.9507813,5.496862,3.4463296,5.605714,5.8128495,3.1879096,3.935914,5.801314,5.385651,4.968086,5.2977257,4.7772737,5.5780253,5.658586,5.277178,5.9558434,4.463771,5.05165,5.2060285,4.036429,4.3009415
t4,0.5918858,9.809091,0.5662174,7.9453607,1.675335,7.2594705,1.8774649,3.9096286,8.165937,7.3447685,3.055685,5.259595,5.483454,6.4566417,5.0190177,4.805771,3.4383178,3.1863525,5.3259625,5.100615,3.2796824,8.809896,6.0043817,4.8272634,3.7924645,6.3230886,6.6387906,3.8245409,5.156959,5.7812853,2.4162526,3.998805,4.9181943,4.5372405,4.1679864,4.1607,4.524945,6.4001446,4.476142,4.8004546,5.225823,5.4984574,4.2581153,5.4467177,4.516526,4.6688995
t5,0.5877069,9.815089,0.55971164,7.9515142,1.6690832,7.2607713,1.8712687,3.9067986,8.172358,7.3444905,3.0628202,5.2581835,5.4832582,6.4631014,5.0260735,4.7999024,3.445375,3.1810038,5.3258796,5.1016054,3.272591,8.816956,6.010676,4.8211102,3.7855208,6.327093,6.6453404,3.8280206,5.1526084,5.781091,2.409147,3.9992416,4.9112544,4.53026,4.160931,4.1541395,4.5227594,6.4071665,4.469635,4.7957354,5.218677,5.5051513,4.251044,5.448995,4.521221,4.672438
t6,0.58102214,9.826619,0.5486897,7.962886,1.6578157,7.2633443,1.8599365,3.9025097,8.183448,7.3436003,3.073344,5.25655,5.4822235,6.4741592,5.036639,4.789027,3.4559467,3.171284,5.325442,5.1030245,3.262058,8.8275175,6.0218964,4.8104954,3.774864,6.3334236,6.6563053,3.8345027,5.144982,5.78058,2.3985915,4.0002904,4.900607,4.519617,4.1503534,4.1431904,4.518464,6.4177685,4.4586334,4.7876887,5.208152,5.5159836,4.240472,5.4531207,4.5295634,4.6788335
t7,0.59928066,9.791712,0.58350706,7.927961,1.6926811,7.2566504,1.8948011,3.9143825,8.148615,7.3456907,3.042065,5.26143,5.484565,6.4393635,5.00422,4.817666,3.4237225,3.1970742,5.326424,5.0990424,3.2942693,8.795074,5.9870334,4.838975,3.8079758,6.316118,6.6215367,3.8174207,5.1653433,5.7818284,2.4304326,3.997631,4.9338284,4.552412,4.182694,4.1779685,4.529602,6.38528,4.4934354,4.8093266,5.2395325,5.4816227,4.2726583,5.442227,4.5073504,4.6618934
t8,0.6087193,9.778636,0.5964775,7.9148507,1.7057711,7.25308,1.9079157,3.9204955,8.135616,7.346938,3.0252934,5.2638397,5.485966,6.4264064,4.9886217,4.8330245,3.4079216,3.2108963,5.327012,5.0969853,3.3100793,8.779544,5.9739785,4.853966,3.8227367,6.3071113,6.6086235,3.8082354,5.1760798,5.7825437,2.4465847,3.9961975,4.9485373,4.5675225,4.1983533,4.190877,4.535603,6.369778,4.5063715,4.820747,5.2561946,5.468255,4.2885075,5.436416,4.4954305,4.652782
t9,0.6007613,9.809681,0.5656729,7.945873,1.6747987,7.2576637,1.8768762,3.916195,8.166429,7.344328,3.0426714,5.2639527,5.4823136,6.4571996,5.0093784,4.8149476,3.4279895,3.194997,5.325334,5.098269,3.2898278,8.800523,6.0048842,4.8385944,3.7996242,6.314326,6.6393704,3.819213,5.1646996,5.781294,2.4276242,3.9987185,4.9252305,4.5454893,4.1778064,4.160169,4.527857,6.390764,4.4756427,4.8093476,5.2387195,5.4980264,4.268531,5.442958,4.5085034,4.663028
t10,0.9982823,7.9501886,1.8157662,6.372622,3.0919476,7.0889354,3.3540256,4.158679,6.866175,7.4256577,2.3147442,5.3552957,5.588375,5.207744,4.1963325,5.5146832,2.6121824,3.7775042,5.3710446,5.0085783,4.054054,7.9781637,4.611489,5.4872293,4.7316623,5.961931,5.452431,3.4131777,5.623195,5.8095093,3.2349815,3.9161823,5.834173,5.4359617,4.996781,5.3336744,4.812106,5.5358434,5.678674,5.320318,5.9928746,4.429653,5.0862293,5.181502,4.010147,4.2823534
