"accepted_species","traits"
"t1",NA
"t2",0
"t3",0
"t4",0
"t5",1
"t6",0
"t7",0
"t8",NA
"t9",0
"t10",0
"t11",0
"t12",1
"t13",0
"t14",NA
"t15",0
"t16",0
"t17",0
"t18",0
"t19",0
"t20",NA
"t21",1
"t22",0
"t23",NA
"t24",0
"t25",0
"t26",0
"t27",0
"t28",0
"t29",NA
"t30",0
"t31",0
"t32",0
"t33",0
"t34",0
"t35",0
"t36",0
"t37",0
"t38",0
"t39",0
"t40",1
"t41",0
"t42",1
"t43",0
"t44",0
"t45",0
"t46",1
"t47",1
"t48",NA
"t49",0
"t50",0
"t51",0
"t52",NA
"t53",0
"t54",0
"t55",0
"t56",1
"t57",0
"t58",0
"t59",1
"t60",1
"t61",NA
"t62",0
"t63",1
"t64",0
"t65",0
"t66",0
"t67",0
"t68",1
"t69",1
"t70",0
"t71",0
"t72",1
"t73",NA
"t74",1
"t75",0
"t76",0
"t77",0
"t78",0
"t79",0
"t80",NA
"t81",0
"t82",0
"t83",0
"t84",0
"t85",0
"t86",0
"t87",0
"t88",0
"t89",0
"t90",0
"t91",0
"t92",0
"t93",1
"t94",1
"t95",0
"t96",0
"t97",0
"t98",NA
"t99",0
"t100",1
"t101",1
"t102",1
"t103",NA
"t104",NA
"t105",0
"t106",0
"t107",0
"t108",0
"t109",1
"t110",0
"t111",1
"t112",0
"t113",0
"t114",0
"t115",0
"t116",1
"t117",0
"t118",0
"t119",0
"t120",0
"t121",0
"t122",0
"t123",0
"t124",1
"t125",0
"t126",0
"t127",NA
"t128",0
"t129",1
"t130",1
"t131",0
"t132",0
"t133",NA
"t134",0
"t135",0
"t136",0
"t137",0
"t138",0
"t139",0
"t140",0
"t141",0
"t142",1
"t143",0
"t144",1
"t145",0
"t146",0
"t147",0
"t148",0
"t149",0
"t150",0
"t151",0
"t152",0
"t153",0
"t154",NA
"t155",1
"t156",1
"t157",0
"t158",0
"t159",0
"t160",0
"t161",0
"t162",1
"t163",1
"t164",0
"t165",1
"t166",1
"t167",1
"t168",0
"t169",0
"t170",0
"t171",NA
"t172",1
"t173",0
"t174",0
"t175",0
"t176",0
"t177",0
"t178",0
"t179",0
"t180",0
"t181",0
"t182",NA
"t183",0
"t184",0
"t185",0
"t186",0
"t187",1
"t188",0
"t189",1
"t190",1
"t191",1
"t192",NA
"t193",1
"t194",1
"t195",0
"t196",0
"t197",1
"t198",0
"t199",0
"t200",0
"t201",0
"t202",0
"t203",0
"t204",0
"t205",0
"t206",0
"t207",0
"t208",0
"t209",0
"t210",NA
"t211",0
"t212",NA
"t213",1
"t214",1
"t215",NA
"t216",0
"t217",0
"t218",1
"t219",0
"t220",0
"t221",0
"t222",0
"t223",0
"t224",0
"t225",0
"t226",0
"t227",1
"t228",1
"t229",0
"t230",0
"t231",0
"t232",0
"t233",0
"t234",0
