accepted_species,estimate
t38,0.022048893803080373
t52,-0.40410556767606354
t61,-0.4081635181549198
t167,-0.042518554308403705
t213,-0.03765250304545857
t150,0.04444491820503688
t186,0.05031284308552019
t187,0.05031284308552096
t137,0.031007786663695986
t201,-0.0020402545861024995
t194,-0.004793975961509694
t189,-2.2987985771749333
t159,-2.2677321816961733
t101,-1.9632792437107467
t208,-2.337063282622669
t207,-2.311371880166038
t117,-0.8412712855034111
t151,-0.8494997290651614
t157,-0.8218868866537711
t92,-0.21993530972106334
t69,-0.21894073254362192
