"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116"
"t109",-0.0877266023627256,-0.000510546812625269,0.00196284343570245,-0.0250515708534686,0.266103416719693,-0.032034872964115,-0.00195918350989769,0.20948758800753,-0.00397570996334826,0.000417783028242687,-0.0117952851570836,0.00328959389362723,-0.00488764191185607,0.012910133371428,-0.00122858880450071,0.00410100142296292,-0.0061217078609337,0.00101255676182021,2.63334259784345e-05,-0.00509173528039463,-0.0026977949385833,0.480505125980996,-0.00506542188276208,0.0150588860693803,-0.00854794378440087,0.000173542876242524,-2.83201339889609e-06,6.37290144790889e-07,-0.000121777939436239,0.000573954777358618,-0.000324970521795489,0.00182137204428396,-0.0407066491397697,1.57480468958222e-06,0.000822338336592544,-0.000244423496802046,-3.15364994482575e-05,0.000413624844618162,-0.00338254381317304,-0.00140542227311351,0.000440693228380884,0.000503749330158646,-0.00014852771000675,-0.0037062474314679,7.1610613773181e-06,0.00586154976963027,-0.000498514936810249,-0.000122425158566152,0.00111232426239395,-4.90730252004121e-05,-0.00416827815242833,0.0132343378294437,8.17134939208714e-05,3.77669855535453e-05,0.000306587102225552,2.35150063693645e-06,-0.0129958558717912,3.52094655514668e-17,-0.000170068793165229,0.020809495017458,-0.00526257320462405,-1.3541395716028e-06,-6.32773278503129e-07,-5.36998598423197e-15,0.107755422223013,7.88186701093161e-06,4.05699330063222e-08,1.58553891699666e-07,-0.000299072939440021,-3.0693836948761e-06,-0.000664389213000121,5.41876670491508e-05,0.348658945972437,-1.76741098460362e-05,-1.02074867286991e-14,-0.000160336911569093,-6.57648709052513e-08,0.00260419603863498,3.98329534939486e-16,3.10752002010639e-17,-0.00358602425452898,-4.60306439891933e-16,-3.50599993369022e-05,8.60584952681764e-07,2.15019755165256e-05,6.46375516123382e-07,2.00787108631086e-07,1.72465001795706e-09,5.28496303690524e-07,5.07794939270181e-17,4.46990694878418e-16,5.56942110070638e-16,7.56395377789605e-10,-9.49931605982712e-06,-1.39850174134136e-16,-4.00997334638614e-16,-1.237572348778e-15,-3.60501917062723e-16,-5.65342883979074e-17,-8.21186795340983e-17,-1.10755360146248e-15,-4.59746184590678e-16,5.78342430724982e-05,4.66823169865216e-16,-0.707106781186548,2.5075669840509e-06,2.2669571735538e-15,8.54592025008752e-16,2.02661286892504e-15,2.07947202995002e-16,3.60730845793236e-15,8.27768801634398e-17,-1.12999774360558e-05,-1.13884912740209e-16,-1.38590486292186e-17,1.50077220482382e-17
"t110",-0.0877266023627259,-0.00051054681262526,0.00196284343570168,-0.0250515708534687,0.266103416719693,-0.0320348729641153,-0.00195918350989783,0.20948758800753,-0.00397570996334833,0.000417783028242624,-0.0117952851570837,0.00328959389362732,-0.0048876419118563,0.0129101333714281,-0.00122858880450062,0.00410100142296296,-0.00612170786093361,0.00101255676182025,2.63334259784036e-05,-0.00509173528039511,-0.00269779493858339,0.480505125980997,-0.00506542188276199,0.0150588860693803,-0.00854794378440126,0.000173542876243026,-2.83201339859854e-06,6.37290144787226e-07,-0.000121777939435749,0.00057395477735878,-0.000324970521795506,0.0018213720442838,-0.0407066491397701,1.57480468930324e-06,0.000822338336592866,-0.000244423496801936,-3.1536499448189e-05,0.000413624844618452,-0.00338254381317267,-0.00140542227311286,0.000440693228380761,0.000503749330159015,-0.000148527710006955,-0.00370624743146674,7.16106137758897e-06,0.00586154976963072,-0.000498514936810855,-0.000122425158566137,0.00111232426239439,-4.9073025200528e-05,-0.00416827815242754,0.013234337829444,8.1713493920962e-05,3.7766985552412e-05,0.000306587102225685,2.35150063691613e-06,-0.0129958558717904,1.37842227017293e-16,-0.000170068793165248,0.0208094950174589,-0.0052625732046236,-1.35413957148349e-06,-6.32773278839416e-07,-4.86696398053734e-15,0.10775542222301,7.88186701123586e-06,4.05699338543465e-08,1.58553891566158e-07,-0.000299072939440082,-3.06938369517656e-06,-0.000664389212999953,5.41876670487909e-05,0.348658945972435,-1.76741098459869e-05,-9.70331833312715e-15,-0.000160336911568718,-6.57648697899264e-08,0.00260419603863274,4.07866545044063e-16,1.16400318019269e-16,-0.00358602425452625,-5.89186222591357e-17,-3.50599993365773e-05,8.60584952576991e-07,2.15019755163174e-05,6.46375515394299e-07,2.00787108391413e-07,1.72465139526198e-09,5.28496304733477e-07,-1.7153532635008e-18,-3.78521583003454e-16,-7.89256224965395e-16,7.56395163188445e-10,-9.4993160621195e-06,2.19141811447629e-16,3.07455705616843e-16,6.32197816306591e-16,2.77953321035867e-16,1.44314862105944e-16,6.02578982880547e-18,8.00037130872564e-16,4.487603200262e-16,5.78342430763609e-05,3.20470522900644e-15,0.707106781186547,2.50756700886147e-06,-2.01929047186467e-15,-9.08694939597518e-16,-2.2741590798404e-15,-6.01112808544114e-17,-3.74258383984177e-15,-2.08912743040136e-16,-1.12999774366335e-05,1.74837373482754e-16,7.4383862862221e-17,3.7419035848628e-16
"t69",-0.08719987276599,-0.000502770447811536,0.00192505983652076,-0.0245488937917796,0.258787421568059,-0.0308692294822646,-0.00187326405727781,0.195839132577738,-0.00370274729973634,0.00038816360953171,-0.0108980019120572,0.00300503493980877,-0.00444082443111299,0.0116001678801678,-0.00106490911986506,0.00351740773287861,-0.00508584117115448,0.000839352352662391,2.11700094987006e-05,-0.00401706646735422,-0.0021028941228417,0.372537843644925,-0.0039038708403094,0.0114863721886934,-0.00647801045640514,0.000124516358004057,-1.96671222788978e-06,4.38974019911151e-07,-7.7909473738176e-05,0.00035279935723657,-0.000189346701028233,0.00094536371935801,-0.0191453613347134,7.23575150987974e-07,0.000361621944030101,-0.000104568986409981,-1.31792707194054e-05,0.000163615939974312,-0.00126677605646383,-0.000515505825361042,0.000151238732503371,0.000168932573100417,-4.34928547762125e-05,-0.00092421964788927,1.71087577340969e-06,0.000991301675680403,-6.74555456685487e-05,-1.08547967805222e-05,3.68055348674305e-05,3.05599203593612e-06,0.000445228364058715,-0.00152840719500613,-1.62693260171516e-05,-7.81513555857672e-06,-7.00151882878851e-05,-7.22280539901484e-07,0.00559065060497854,-4.05179001051773e-16,8.92672190140885e-05,-0.0115257170818557,0.00373176044312188,1.03197167685171e-06,5.37154625174007e-07,4.78123738519769e-15,-0.0965253829104464,-7.08027364629937e-06,-4.39580038376209e-08,-1.9195469570498e-07,0.000408318897955179,5.00948880419531e-06,0.00136875280489015,-0.000118255880888606,-0.852594247331154,4.32545906955898e-05,2.42254071889546e-14,0.000463822675930056,2.36664014008376e-07,-0.0125822651217345,-7.98966346149913e-16,9.49212681538587e-17,0.0261742864876949,1.31292053871175e-15,0.00028033369995216,-7.20105566514745e-06,-0.000183768716773364,-5.69122114067366e-06,-1.81719105242961e-06,-3.23683832077543e-08,-1.11598717256738e-05,-1.00470070332749e-16,-4.48863052831716e-17,7.16070306978636e-16,1.07798099707731e-08,-0.000129737188253633,-8.34862938862935e-17,2.15003019543794e-16,5.76023278977311e-16,1.78489805154289e-16,-2.83720591018346e-17,2.51955930285483e-16,4.41177933542997e-16,-3.03359790282992e-16,0.000229515676870739,6.75033283567095e-15,-1.85962356624714e-15,8.93142981638889e-06,-1.06171394959769e-16,1.29381300445241e-16,1.53973178737573e-16,-9.42710200580011e-17,-8.7683776087506e-16,1.24481962354577e-16,-3.14434986102818e-05,-4.9262889502005e-17,-8.72823001835363e-17,8.5512421308344e-17
"t72",-0.088248152185545,-0.000518840338436612,0.00200449654644807,-0.0256095031311008,0.274749733046384,-0.0335238954217253,-0.00207663554228249,0.232467167362639,-0.00445254533146331,0.00047078054498871,-0.0134946460395601,0.00389797682611636,-0.0059026846328381,0.0163077988737771,-0.00195180700176626,0.00726861649397477,-0.0214599268966503,0.0039018158262246,-0.000108907454252458,0.00647369354686244,0.00202290974541735,-0.288917829329068,0.00238662288433831,-0.0045688164762369,0.00191205424745012,1.97230205318293e-05,-5.60193854044414e-07,1.3575683352298e-07,-3.59858451709298e-05,0.000181885088746403,-0.000108217935320648,0.000623918109611798,-0.0137463917343519,5.28542726044742e-07,0.000272283748326206,-8.01579485420395e-05,-1.02522700646857e-05,0.00013151768317072,-0.00105006664216559,-0.000432171310605325,0.000131305686886132,0.000148408281828018,-4.08491073368459e-05,-0.000936681962963626,1.76910072018385e-06,0.00120771652964794,-9.18856786728353e-05,-1.8651847351544e-05,0.000123652232606669,-1.56908513820037e-06,3.80543866921679e-05,-0.000231232467406185,-8.51298002552701e-06,-4.26523411536456e-06,-4.21649946373835e-05,-5.56372080665203e-07,0.00554369814149731,-1.18717782568344e-15,0.000104686754765298,-0.0142309857066337,0.00624779507715537,1.95710483480695e-06,1.30375324077452e-06,1.33116130608697e-14,-0.27685862657366,-2.05098779299975e-05,-5.52101996622496e-07,1.54664796023297e-06,-0.00100233872957671,-4.8085644085589e-06,-0.000460906455545072,2.9241681497905e-05,0.0894352175014234,-4.49864373802519e-06,-2.19412564355066e-15,2.60299803227879e-05,5.46510825942723e-08,-0.00656880841045794,7.36461273078971e-15,1.26053272693893e-14,0.826189161779179,3.14227626380728e-14,-0.000645767673178639,1.04727486567903e-05,0.000226432772825063,5.73019465676369e-06,1.55410801936597e-06,1.69076336342969e-09,2.76115754471044e-07,1.61560694125851e-15,2.46216981784475e-16,-8.16755724907851e-16,2.62845939950251e-09,-3.21633143195573e-05,-4.48507915045733e-16,3.95148087604929e-16,-9.91185628432157e-17,7.94382360160697e-16,5.45338975537979e-17,2.04594662527551e-16,-4.94180827779201e-16,1.14292631687326e-15,9.62903714807793e-05,3.0664326939137e-15,-2.33146835171283e-15,3.93352741261086e-06,2.87676888795124e-16,-8.99141101313471e-17,-4.74969709804841e-16,7.94602270872981e-16,9.47685868745532e-16,-1.67198104839066e-16,-1.54990337806143e-05,-8.60257311972024e-18,6.01931921160616e-17,-2.10949860189172e-16
"t121",-0.0887571644739504,-0.000526496817875921,0.00204201916355574,-0.0261096003004665,0.282151995276418,-0.0347292847954193,-0.00216726618624923,0.247850699640826,-0.00476410699496005,0.000504871395014197,-0.0145484783616021,0.00424769449959121,-0.0064650853742052,0.0180498125350848,-0.00223457447790022,0.00840411543586959,-0.0255618473894832,0.00465725262039105,-0.00013374875376438,0.00809002250699887,0.00255629186884511,-0.366913647788101,0.00304763941336053,-0.00589003708703872,0.00247969952510237,2.68922608282347e-05,-7.86838020343141e-07,1.92097765190832e-07,-5.44249457973261e-05,0.000285085578409687,-0.000177855871334381,0.00113437814437466,-0.0271953280768055,1.06653705156562e-06,0.000570099758969212,-0.000171733854740671,-2.23971697654152e-05,0.000300627636143123,-0.00250971915721168,-0.00105041575945747,0.000336599038455362,0.000387460630139131,-0.000118490826642966,-0.00306341898412754,5.96846892586928e-06,0.00515765390862308,-0.0004501081475261,-0.000114526548048398,0.00108570487273569,-5.16194813531203e-05,-0.00454665657886671,0.0145399885566638,9.64766558733164e-05,4.49041801822889e-05,0.000371696684979306,3.07432710981772e-06,-0.0194140638623198,1.58761000187604e-15,-0.000286557035928334,0.0365258990151041,-0.0120440834125897,-3.47971862638065e-06,-2.0576498431766e-06,-2.01373334885656e-14,0.412079462027511,3.04343306025026e-05,6.70418233909257e-07,-1.67215840509237e-06,0.000957438652552087,3.83508957768043e-06,0.000292281835539843,-1.75396530676899e-05,-0.0481193905173296,2.41856884825486e-06,1.73271182666123e-15,-1.19645101457552e-05,-2.05877039773724e-08,0.0019126646416036,-1.77410043773434e-15,-2.73838275755204e-15,-0.171799828900927,-6.37763879572396e-15,0.000125184066210666,-1.96162089580349e-06,-4.17455207435507e-05,-1.0332978365588e-06,-2.7461573510867e-07,-1.85719389718161e-10,-2.84292958652538e-08,4.91624951167075e-17,-5.44483840569392e-17,-5.15352230667527e-16,8.38755829011173e-11,-1.13769008914902e-06,1.1323082412514e-16,-6.53696084351816e-17,1.33461650834565e-16,-8.57583462483686e-16,-6.31141851977109e-16,-1.18146692359154e-17,7.94503669321471e-16,-1.0751804141172e-15,2.25935084579102e-05,-4.67318493071193e-16,-2.83106871279415e-15,1.04664679935766e-06,1.24592851347913e-15,-2.71765651144166e-15,1.59114663902401e-15,2.65862468599592e-14,-0.707106781186549,-8.09927868570087e-16,-5.44217145035254e-06,9.91246806245488e-16,-3.55636106036509e-16,4.43011013336559e-17
"t122",-0.0887571644739504,-0.00052649681787581,0.00204201916355556,-0.026109600300466,0.282151995276419,-0.0347292847954198,-0.00216726618624939,0.247850699640825,-0.00476410699496054,0.000504871395014166,-0.0145484783616018,0.00424769449959127,-0.00646508537420507,0.0180498125350849,-0.00223457447789999,0.00840411543586967,-0.0255618473894828,0.00465725262039141,-0.000133748753764348,0.00809002250699926,0.00255629186884481,-0.3669136477881,0.00304763941336068,-0.00589003708703892,0.00247969952510245,2.68922608278538e-05,-7.86838020170965e-07,1.92097764789152e-07,-5.44249457972955e-05,0.000285085578409376,-0.000177855871334588,0.00113437814437441,-0.0271953280768052,1.06653705154012e-06,0.000570099758969506,-0.000171733854740691,-2.2397169764569e-05,0.000300627636143121,-0.00250971915721221,-0.00105041575945741,0.000336599038455597,0.000387460630138852,-0.000118490826643523,-0.00306341898412692,5.96846892590682e-06,0.00515765390862307,-0.000450108147525622,-0.000114526548048323,0.00108570487273573,-5.16194813533205e-05,-0.0045466565788667,0.014539988556664,9.647665587346e-05,4.49041801828316e-05,0.000371696684979171,3.07432710927892e-06,-0.0194140638623195,2.54128600577141e-16,-0.000286557035928491,0.0365258990151037,-0.0120440834125897,-3.47971862601568e-06,-2.05764984391524e-06,-1.9187105933851e-14,0.412079462027511,3.0434330602651e-05,6.70418233918167e-07,-1.67215840468696e-06,0.000957438652552035,3.83508957759089e-06,0.000292281835540139,-1.75396530684142e-05,-0.0481193905173306,2.41856884886469e-06,1.24878208767685e-15,-1.19645101457834e-05,-2.05877027393883e-08,0.00191266464160472,-1.83966622430749e-15,-2.5698949075742e-15,-0.171799828900928,-6.39106170296943e-15,0.000125184066209758,-1.96162089652731e-06,-4.17455207432112e-05,-1.0332978370876e-06,-2.74615735120934e-07,-1.85719439154755e-10,-2.84292966032256e-08,-8.18446829129048e-16,-1.51390617296264e-16,1.24383887427955e-15,8.38759991369817e-11,-1.13769009016021e-06,2.89573154442805e-16,-6.02393410007944e-18,-3.20101911430779e-16,5.32703053969426e-16,6.44991908732383e-16,7.06492064940585e-17,-2.92419667577991e-16,2.640549396497e-16,2.25935084597091e-05,1.60084156595095e-15,4.49640324973188e-15,1.04664680064321e-06,-1.38307315531522e-15,2.74202655192662e-15,-1.67791724863384e-15,-2.67705209139358e-14,0.707106781186548,7.71893888960535e-16,-5.44217143855472e-06,-8.77675669051928e-16,3.63059390636917e-16,-3.27583609422648e-16
"t64",-0.0877075828515135,-0.000510722882459458,0.00196474404127922,-0.0250797654812661,0.266919415066703,-0.032250883468368,-0.00198105205443097,0.216306697018006,-0.00412546115721922,0.000435006104522201,-0.0123898325312968,0.00353205226760205,-0.00531476005098189,0.0144901443387725,-0.0016585175365589,0.00609288430685272,-0.0172343173483379,0.00312387328698025,-8.34482957816486e-05,0.00482193177352173,0.00147882872365583,-0.209421848170096,0.00171349422229356,-0.0032254536727958,0.00133544736099179,1.24978286422125e-05,-3.3281661561987e-07,7.92968147221102e-08,-1.76877626153777e-05,7.99906302411901e-05,-3.99074742060641e-05,0.000129711492578371,-0.000857871064144158,1.41477924377004e-08,-1.12789891182599e-05,6.81367670792493e-06,1.25756932842487e-06,-2.79817395410405e-05,0.000320375020350416,0.000147316308164597,-6.01287910115086e-05,-7.41235631317549e-05,3.07508765640772e-05,0.00100557004464468,-2.05694993162683e-06,-0.00233411653663298,0.000226812690971552,6.57135277775076e-05,-0.000711732170792858,4.08873273906641e-05,0.00388393347267876,-0.012594879807538,-9.45214240654447e-05,-4.44630006344568e-05,-0.000378613369397873,-3.44648330142441e-06,0.0247452400027264,-8.81430393146406e-16,0.00039759210661934,-0.0519068685931337,0.0191963502989568,5.74137506095797e-06,3.57782618365537e-06,3.53890985875232e-14,-0.735635957487511,-5.44055608308545e-05,-1.31376896688975e-06,3.45727673506559e-06,-0.00209458085275324,-9.07510898355461e-06,-0.000753249266461171,4.59560875786326e-05,0.129283390888038,-6.49891105947643e-06,-4.55901452765919e-15,3.25212218586849e-05,5.26087942405121e-08,-0.00311109906815975,-3.99938446787774e-15,-7.60760372575048e-15,-0.507578353217448,-1.97559545387025e-14,0.000626404506220657,-1.2267495061998e-05,-0.000287898267817356,-8.13505438024594e-06,-2.43222352891675e-06,-2.98829159141014e-08,-1.02081514991482e-05,-9.27927920465325e-16,-1.01312005542161e-16,-3.33069880417456e-16,9.6126029102892e-09,-0.000115763807487899,1.29660294370986e-16,-3.27785668585089e-16,-6.36792935985678e-17,-2.63458213954222e-16,5.06782732846313e-17,-2.04397011259108e-16,-1.65394738863196e-17,-4.03922559565395e-17,0.00021255358304788,6.59306645024875e-15,-3.88578058618805e-16,8.30316736826666e-06,-9.39851832803052e-17,1.64059738899812e-16,4.64122447221267e-16,-6.6791689604434e-16,2.97537618335648e-16,1.50261000987842e-16,-2.94346136470754e-05,-2.59292765783957e-17,-1.05458544201472e-16,-3.45269101129873e-17
"t26",-0.0831479820893662,-0.000438681594979118,0.001602709622045,-0.0202283011976526,0.190980452555319,-0.0187463777334792,-0.000855151993387239,-0.230517429426322,0.0112795949004005,-0.00331431460825964,-0.0525432195932973,0.00512662877811438,-0.00617896621423155,0.0119191328961787,-0.00039159798329354,0.000617613580133814,0.00451709232864851,-0.000887948177408852,4.14084132588654e-05,-0.00212383880276137,-0.000330837195591354,0.0091672292810546,0.000428957361079334,-0.00371358933306098,0.002911572269463,-0.000185507666952123,4.28872826881599e-06,-1.03941768510396e-06,0.000345447794976961,-0.00209424715236114,0.00162624702271157,-0.0181297797392664,0.840532824400059,-4.07537081976747e-05,-0.0370855368793718,0.0188875425777094,0.0055912865022381,0.0426035167437092,-0.147338208308259,-0.0510246974435079,0.0107940773847678,0.0111946897294895,-0.00225355834477418,-0.0437186625769406,8.04583675961991e-05,0.0510659775470342,-0.00395582017560634,-0.000871394570234028,0.0071083571991975,-0.000270302376049242,-0.0216568068938251,0.0680263336807978,0.000382182633944555,0.000175220425346609,0.00139219264335129,9.94496135832875e-06,-0.0506783025556962,-3.55246071701641e-15,-0.00065519479665397,0.0815267211465418,-0.346730828336255,2.35476987521125e-06,-4.13712722299935e-08,1.01336222191266e-15,0.00552134383624135,3.38280641662396e-07,-2.20898072781948e-07,1.01907385936794e-06,-0.000893499069596592,-5.377712873501e-06,-0.00050386318184406,2.81915404325268e-05,0.00924248416825749,-4.03290858880285e-07,-9.12464457105254e-16,0.000130655108071991,1.56948371630637e-07,-0.129291053877592,-4.03153455069041e-16,-6.93780442392137e-17,0.000811314873595126,2.48550272904978e-16,0.000183400106450556,-4.85495823438412e-06,-0.000125886320077581,-3.98661461582574e-06,-1.2985477752137e-06,-3.06892537067765e-08,-1.08154635159359e-05,4.14486399627442e-17,2.3060920255526e-16,-4.12765516041582e-16,1.4233277602385e-08,-0.000172326062204685,1.70640218437966e-16,-1.46419698278253e-16,-2.43245776772e-16,1.85479789564428e-17,8.97155721395185e-17,-4.70452649843461e-17,-1.13179073526478e-16,-2.11320926211805e-16,0.000393108568438594,1.17419806664845e-14,1.11022302462516e-16,1.57264093196868e-05,7.2304701026526e-17,1.60604351559957e-16,5.7872448241749e-17,1.35360820360832e-16,2.64079591566471e-16,-2.42439194465632e-17,-5.88513523119835e-05,1.00680423059283e-16,-4.1453274884784e-17,-1.95918189479299e-16
"t52",-0.085914056029815,-0.000478228820905341,0.0017909051680487,-0.0227198177591368,0.225160755726633,-0.0235339935709588,-0.00113688642392724,-0.371709260160857,0.0188748963709004,-0.00568430525929547,-0.0956917342892216,0.01070496793866,-0.0138848136323186,0.0318672157628522,-0.00293769602437091,0.0103906313275461,-0.0258922470649863,0.00463978621103791,-9.55320993533167e-05,0.00359592242467747,0.000476013466759114,-0.0123451821740945,-0.000538838619127077,0.00416986513339341,-0.00306176069938208,0.000123459388444494,-2.29203274742884e-06,5.28025461821129e-07,-0.000116696051960592,0.00058242697845467,-0.000354814086063944,0.00242509643012261,-0.0745108636354865,3.26828811491275e-06,0.00244997701040701,-0.00109936657222013,-0.00029096171790273,-0.00167166148318571,0.00418745473346717,0.00126227120935964,-0.000154271625717836,-0.000124129899478994,-9.64062995471165e-06,-0.00073732076190439,1.56691669663514e-06,0.00169522006408599,-0.000149151181726197,-3.64068855608069e-05,0.000308817965449704,-1.0233272083585e-05,-0.000675347952836563,0.00200989163584234,2.75483647497335e-06,7.76530743969912e-07,-5.38447213114168e-06,-4.44827652225884e-07,0.00800300188946738,3.35908762050714e-15,0.000212423276813985,-0.0326812800162205,0.511434859992008,-6.92467489351085e-06,-7.24079237383672e-07,-1.8611542510904e-15,0.0256793514478579,1.51962062885075e-06,-3.6211674442378e-07,1.36013200418613e-06,-0.00105911389035592,-5.97286732072966e-06,-0.000582540215349415,3.34968346948581e-05,0.0118191636907692,-5.16042958910449e-07,-1.47855287373233e-15,0.000196055835998315,3.27829734078803e-07,-0.716351569942827,-3.02171505723564e-15,-8.44360132928358e-16,-0.00291651068338231,2.81282746705472e-15,-0.000481677502779709,1.12482961067837e-05,0.000276541775293933,8.16421374208199e-06,2.50321726499759e-06,2.45958527211079e-08,8.03259020908534e-06,-2.79819295274517e-16,-9.9059611711061e-16,-1.70908034497595e-15,-2.39322142362766e-09,2.76636809284753e-05,4.71939378865453e-16,-2.98933928645602e-16,3.29397398584406e-16,-6.14986907754366e-16,3.3599724831171e-16,-2.83068773376831e-16,2.50732200072574e-16,3.7953186150543e-16,3.8744922820896e-05,1.22075229388696e-15,-1.72084568816899e-15,1.92939362007761e-06,-2.86997536436801e-16,1.74573183022377e-16,-4.59574004746682e-17,1.75737198045168e-16,3.95216595176869e-16,8.52504531174737e-17,-1.05209008429814e-05,6.40101279680033e-17,7.0246173407021e-17,2.19881796061377e-17
"t75",-0.0866709268196408,-0.000489061568134407,0.00184247895456613,-0.0234026642857368,0.234536157407481,-0.0248484410392752,-0.00121429615094099,-0.410582099008281,0.0209666828131336,-0.00633714136627985,-0.107582670210425,0.0122435658322256,-0.0160110245810907,0.0373754001282432,-0.00364212593803701,0.0130957694874318,-0.0343183565243179,0.00617154917307402,-0.000133499477823103,0.00518194394853302,0.000699742469377226,-0.0183101544294997,-0.000807178928354841,0.00635547741950404,-0.00471766309674941,0.000208986381087087,-4.11108730943526e-06,9.61115503948314e-07,-0.000243759703167854,0.00131581501926415,-0.000894658588561793,0.00794478332997164,-0.316515684231969,1.48652302142292e-05,0.0127851906763353,-0.00629812882369771,-0.00181429116111697,-0.0130163034083152,0.0425859528364638,0.0144554389423606,-0.0028779469285429,-0.00292584543662534,0.000529113770183693,0.00920239941179117,-1.64934532504231e-05,-0.00872803054446303,0.000615773200282187,0.000118065292344644,-0.000797873960015112,1.96120872150723e-05,0.00115525975385457,-0.00336773904111057,-3.85581893930272e-06,-1.07039318454959e-06,7.12628630602358e-06,5.13601381227799e-07,-0.00770870359819593,-2.53823347915349e-15,-0.000181522775093243,0.0269966624239323,-0.358624436757616,4.61820089318098e-06,4.47140759743638e-07,2.46478403940638e-16,-0.0152488674099012,-9.00523791729116e-07,1.864623887104e-07,-6.42778530414629e-07,0.000455186884604443,2.22181902463952e-06,0.000178542741995929,-9.77880239567181e-06,-0.00313184281657569,1.36646052555278e-07,-7.79942294050585e-16,-4.4958228304798e-05,-6.21793902419255e-08,0.104986264657453,3.0966719897613e-16,-3.49550671186257e-16,0.000298237965248555,-5.11737407874326e-16,4.55264560188061e-05,-1.02241090589971e-06,-2.46840836674232e-05,-7.10402513595859e-07,-2.1275847348311e-07,-1.15111416718749e-09,-3.43557448172046e-07,3.82173558937053e-15,-1.26959525265624e-12,0.707106781186548,-9.63484334065906e-11,1.1756601512995e-06,1.54709787870563e-15,2.22875136862005e-15,1.63640240886068e-15,4.13680044749253e-16,-4.09430728934668e-16,4.88999207450443e-17,-2.76545195790226e-16,3.04819678196252e-16,7.0300977060434e-06,-2.81521906251264e-16,8.32667268468867e-16,3.9622444228572e-07,5.52259577746564e-16,2.16877898736439e-16,-1.6337418030426e-16,-3.06766821147695e-16,-4.81356592966455e-16,-2.52259607735351e-16,-2.87343295402469e-06,1.9895616076495e-17,1.66998911649484e-16,-4.98477541686832e-17
