"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123"
"t46",0.0180987273275003,0.0397961979475737,-0.332798455375455,-0.0276771319975942,-0.00525657891224081,-0.0167981243868178,0.00204164718632642,-0.00611023581264046,0.000301990386190867,-0.00443262256990074,-0.00183715098096832,0.0053339085479547,0.0042888124499377,-5.64672184822465e-05,0.0028316699499013,-0.00191023312371119,-0.001175313303808,0.000696057003810258,-8.16609043999585e-05,-0.00329803087276476,-0.00853655513115919,-0.00495402290071309,-8.97898292118716e-05,1.44022993170242e-05,-0.000370080836607938,0.00013025574265472,-7.70425905547234e-05,-2.02613175973525e-06,0.000149683681793858,-0.000137606154815862,2.38871478694333e-07,-0.000537655903663855,4.8108412468414e-07,0.272439360411882,0.00587601475417128,-0.00178218551338657,-0.000931499940147552,0.000739047472840015,-0.000239730988794939,-1.78444785033386e-05,-8.78939508430184e-05,-5.33334054546298e-05,2.37495662434735e-05,-0.000348327454960116,7.02065298697786e-06,-0.000180191885986057,3.89936706520197e-06,-0.013714966137859,0.00059924400992493,-7.66137600210686e-07,-5.03615877147331e-05,-2.03365676382323e-05,-0.00010420854813534,1.90405362594329e-08,1.20530716529884e-06,0.000621168920163483,5.80014890149129e-15,0.00050136695536444,-7.86027245914351e-15,0.000155839075899888,-3.26062989846084e-15,0.896363461188601,-1.91159782501147e-05,-0.00448156354569393,0.000893459799766671,-1.58252389902735e-15,-0.00126318282053472,-0.00166708349608866,0.000262357558452231,0.00141439970693324,-0.00276447036318555,9.49284087352924e-05,-1.2014087298371e-05,9.0884508812797e-05,1.30219023374558e-15,9.11401037121881e-06,0.00037682639125372,6.83933212453522e-06,8.77116759771511e-16,-2.76997277531684e-07,-2.77361974613144e-05,4.29616358298047e-16,3.274796366121e-15,2.47431541443243e-15,-0.00155141023675554,-3.75105353272888e-08,6.08698421472825e-07,6.57538498624277e-17,-1.94932529185826e-07,-3.21512421404816e-05,-4.34131373965346e-06,-1.46289211330269e-16,-4.65304044561979e-16,3.13234382853847e-06,1.34009811897968e-16,-1.7126337561834e-06,3.06317594409206e-16,0.00175194497896003,-8.29977081953465e-08,-3.97891613293546e-15,-1.61446346027954e-16,-2.78867553930691e-14,-8.02990624372387e-06,2.1752422595064e-05,4.58980346687796e-16,7.71375945585455e-06,-2.47533076992208e-16,3.63011615767042e-17,-8.52651859760947e-16,-8.17007831106252e-17,5.44120523937794e-16,1.02421127881402e-06,-3.07080994329773e-16,5.11189979410327e-16,-1.75833537549953e-17,3.59143247927066e-08,-1.54907687688875e-15,4.66599451277912e-16,9.78776430257165e-16,-1.21622761262435e-06,4.22919997683858e-16,3.73519227623123e-15,5.3005185631278e-15
"t87",0.0182011243559345,0.0401104013700051,-0.337022254467531,-0.0281654760141998,-0.00541112524889688,-0.0173098578094645,0.00210636003681091,-0.00634437544106202,0.000314531659838145,-0.00462646244141482,-0.00193957475666271,0.00569406289902418,0.00462180589145374,-6.17860870421347e-05,0.00310934514859727,-0.00211744876785513,-0.00131807170959113,0.000783893326838474,-9.27718825050935e-05,-0.00386594557050834,-0.0103847664573484,-0.00605017593775576,-0.000109684808297671,1.8417671642021e-05,-0.000483554183663637,0.000177891977904774,-0.000107694039464275,-2.90487160684527e-06,0.000218481989322212,-0.000203183964473976,3.54383370547265e-07,-0.000823251458776371,7.48096633986522e-07,0.45300289191045,0.0103217416671792,-0.0032626292244392,-0.00180464640422499,0.00144980131541063,-0.000474086151208776,-3.94066676152826e-05,-0.000210108183645481,-0.000162569104034862,0.000106990503163586,-0.00167843052117745,3.72176417012971e-05,-0.00167640244520391,3.65483532530146e-05,-0.301490140155695,0.0157564770423657,0.000323523561797578,0.000710041238904768,9.63855033705654e-05,0.000411200287906514,-5.22776430701924e-08,-2.48915134105272e-06,-0.00086776558961756,-2.19880636058138e-16,-0.00056769221138268,-6.1518517262953e-16,-7.62627680995524e-05,1.23827525261294e-15,-0.280177716284225,5.50875714861273e-06,0.00114892379995981,-0.000184202526561422,1.35825206451491e-15,4.78939400280119e-06,-2.95367517051782e-05,4.94332613739903e-06,6.2917985991784e-05,-0.000192348082392281,1.07260447232361e-05,-1.64516459610819e-06,1.27792106488279e-05,-1.37989251640405e-15,1.8793475793255e-06,8.73929937745576e-05,1.70376868753239e-06,-1.4615004063642e-15,-7.34776150457798e-08,-8.04676330843084e-06,-1.32442441350207e-15,-1.03349562401121e-15,-5.92484886647035e-15,-0.000543298159427704,-1.3172696583591e-08,2.28123135657861e-07,-9.81260221257685e-16,-7.56475421759427e-08,-1.24806853568411e-05,-1.86571597082629e-06,9.35624868474708e-15,3.05989858514878e-15,1.37131293421861e-06,-6.92509763698454e-15,-7.70056742796932e-07,-6.22948704275474e-15,0.000811987202080988,-3.87892066893277e-08,-7.20497579803618e-14,1.24306938486256e-13,-0.707106781186538,-4.03297690176492e-06,1.12173942594833e-05,1.02940954073118e-13,4.07184019469176e-06,-6.29831322264175e-15,-4.97601105409277e-15,1.31141850352955e-15,-2.79762693618233e-14,-3.78053500828135e-15,5.58092473318927e-07,-7.94812083852935e-15,-1.266988387705e-15,4.1315610863223e-15,2.05142496269079e-08,1.34018242689068e-15,-3.1999685022992e-15,1.6666962148108e-15,-7.15651458840886e-07,1.87513867676418e-15,3.39215867472112e-15,4.0945272163631e-15
"t88",0.0182011243559332,0.0401104013700044,-0.337022254467531,-0.0281654760142003,-0.00541112524889665,-0.0173098578094645,0.00210636003681041,-0.00634437544106191,0.000314531659838635,-0.00462646244141483,-0.00193957475666268,0.00569406289902402,0.00462180589145358,-6.17860870421698e-05,0.00310934514859665,-0.00211744876785465,-0.00131807170959139,0.000783893326837572,-9.27718825054476e-05,-0.00386594557050886,-0.0103847664573504,-0.00605017593775721,-0.000109684808297937,1.8417671641436e-05,-0.000483554183664069,0.000177891977907136,-0.00010769403946549,-2.90487160753071e-06,0.000218481989323225,-0.000203183964474542,3.54383373750932e-07,-0.000823251458776498,7.48096634224847e-07,0.453002891910442,0.0103217416671782,-0.00326262922443778,-0.00180464640422484,0.00144980131540887,-0.000474086151213084,-3.94066676130479e-05,-0.000210108183645008,-0.000162569104034543,0.000106990503163688,-0.00167843052117089,3.72176417023047e-05,-0.00167640244520419,3.6548353249845e-05,-0.30149014015569,0.0157564770423641,0.000323523561799282,0.000710041238902353,9.63855033681717e-05,0.000411200287905111,-5.2277638396519e-08,-2.48915134068847e-06,-0.000867765589617786,-5.03000192599393e-15,-0.000567692211382811,2.66096375147599e-15,-7.62627680978046e-05,1.176255483442e-15,-0.280177716284181,5.50875714943581e-06,0.00114892379996042,-0.000184202526562816,8.26077060364998e-15,4.78939400247349e-06,-2.95367517123407e-05,4.94332613883682e-06,6.29179859873385e-05,-0.000192348082400654,1.07260447237474e-05,-1.64516459493968e-06,1.27792106501175e-05,-3.95641099847732e-16,1.87934757673027e-06,8.73929937760332e-05,1.70376868874416e-06,5.05422385048361e-16,-7.34776161152515e-08,-8.04676331198376e-06,1.93249496985827e-15,-4.37226072878767e-15,2.52026131008167e-15,-0.000543298159476331,-1.31726927309413e-08,2.28123147792121e-07,-1.52050291915621e-15,-7.56475589128746e-08,-1.24806853527593e-05,-1.8657159977046e-06,-8.89344218533787e-15,-2.55576763167588e-15,1.37131291582803e-06,6.73048942924274e-15,-7.70056718738945e-07,5.1131957022524e-15,0.000811987202215491,-3.87892744596438e-08,7.4444751771479e-14,-1.24639024096118e-13,0.707106781186558,-4.03297553287864e-06,1.12173942863581e-05,-1.03823804681181e-13,4.07184021290544e-06,4.86678684299076e-15,5.58465992201695e-15,-1.38947972693323e-15,2.60310794750672e-14,3.72682811068646e-15,5.58092516510756e-07,8.21647742195131e-15,9.64733871832685e-17,-3.95324150355716e-15,2.0514275623152e-08,5.85293717604505e-16,2.93963151839225e-15,-3.5755637803644e-16,-7.15651452779377e-07,-8.12418995803903e-16,4.86755082612894e-15,6.94732207825497e-15
"t80",0.0183024307537724,0.0404235609918459,-0.341299328909419,-0.0286681761625813,-0.00557659014153938,-0.0178597057687148,0.00217618171440487,-0.00660271169818614,0.000328520435774009,-0.00484429994817136,-0.00205951704105573,0.00613339626636867,0.0050427113881997,-6.89187678447789e-05,0.00348696385621417,-0.00241019613481918,-0.00152975171563386,0.0009164821180115,-0.000110189020203867,-0.00489424258685291,-0.0144434198700921,-0.00851096222236573,-0.000154411725836421,3.05089729753029e-05,-0.00088694188881846,0.000441111263113765,-0.000342950469867486,-1.43733750794837e-05,0.0019573235526752,-0.00427779185147789,1.80114872927801e-05,0.00428471565773711,-2.36787523456865e-06,-0.409022665774704,-0.00425982300255709,0.000701198677274017,7.9602556735714e-05,-2.28734181608943e-05,-5.57565087570204e-07,-6.49612599120479e-06,-4.96897091461693e-05,-5.88979172850443e-05,4.92083243736703e-05,-0.000791354041597832,1.80997231633772e-05,-0.00092124457881408,2.01079465527342e-05,-0.181467943909584,0.00959128333363034,0.000209814867463,0.000520380962647553,0.000103906217688255,0.000540880837330714,-2.79241921509209e-07,2.98723012139498e-06,0.000111278544960647,-7.49114786747995e-15,-5.70244318939003e-06,9.4549019073663e-16,-9.50156718349948e-06,1.58061442556041e-15,-0.0163270026831313,2.09840106566165e-07,4.85569309680261e-06,1.38995863846674e-05,-1.09644193652006e-14,-0.000119598451198411,-0.000173651635690055,2.74599466955274e-05,0.000164409873160206,-0.000353377577966516,1.40929091297988e-05,-1.92385389872967e-06,1.47179544447249e-05,1.91536072530652e-15,1.77613121053303e-06,7.83875882896087e-05,1.48290133991632e-06,3.52540919106469e-15,-6.23390879820858e-08,-6.58867826117775e-06,6.17095396724855e-15,-3.41163767127331e-15,-3.61763367690944e-15,-0.000410804411586108,-9.94640250488979e-09,1.65849989434249e-07,3.58059344149647e-15,-5.35042327412211e-08,-8.82496659117982e-06,-1.06860536063228e-06,-4.69240572576411e-15,5.15563162129017e-15,6.87556722746245e-07,-1.20451142722925e-14,-1.91565055689468e-07,-8.79967643809754e-14,-0.819263357104673,-1.06207458897574e-07,2.26595356006365e-13,1.48356625675965e-14,7.51898543427387e-14,-3.9616125064275e-06,1.04543302805422e-05,-1.43536942802971e-14,3.68380153793706e-06,1.33691801312698e-14,-4.8711981603893e-16,-1.36564843887622e-14,-1.8454778342087e-14,6.87834940043006e-15,4.91521585441029e-07,1.18433643205023e-15,-3.54867533130418e-15,-2.31446320269885e-15,1.76393305788454e-08,-3.50538213680616e-15,7.00267003584373e-16,2.6267308093864e-15,-6.09705322089925e-07,-1.11222770684702e-15,5.13557965103545e-15,7.00554717509142e-15
"t82",0.0183074015007397,0.0404388197622955,-0.341504647668654,-0.0286919414690884,-0.00558413581668286,-0.0178846994065101,0.0021793436247058,-0.00661417826845431,0.000329135366745629,-0.00485381266514189,-0.00206457004017386,0.00615127182513575,0.00505933681701025,-6.91872992118313e-05,0.0035010230849458,-0.00242077504708341,-0.00153712376115463,0.000921038367934204,-0.000110771122955785,-0.00492531806518186,-0.0145520237082751,-0.00857595956079732,-0.000155592118025919,3.07820736892577e-05,-0.000895388623637068,0.000445797046114829,-0.000346778720403767,-1.4541878782483e-05,0.0019810145260993,-0.00433058800697468,1.82355181417141e-05,0.00434066974294545,-2.39948542562917e-06,-0.41496175984818,-0.00432534689406387,0.000712403370340615,8.09346748792872e-05,-2.32597986374449e-05,-5.67039211725497e-07,-6.61461761904885e-06,-5.0634588066415e-05,-6.01293974446877e-05,5.03358466940219e-05,-0.000809689494018336,1.85250594254573e-05,-0.000944136405563239,2.06078608984505e-05,-0.186151842407075,0.00983992038764473,0.000215378538805981,0.000534679203897341,0.000106947258217027,0.00055698251073132,-2.87899064388607e-07,3.08348780348194e-06,0.000115094863934701,1.46107843894997e-15,-5.90544353092749e-06,-5.42432939063305e-16,-9.89884389360881e-06,-2.56212660503088e-16,-0.0170673861937516,2.19485884157758e-07,5.08313277808813e-06,1.45721568172525e-05,1.54273292727475e-14,-0.000126543761997782,-0.000184006375308424,2.90997181683976e-05,0.000174569746648529,-0.000376029570945694,1.50637809928301e-05,-2.06255190013688e-06,1.5786896713477e-05,-4.36461479667619e-16,1.9268273611643e-06,8.55681735261759e-05,1.62684583855137e-06,-2.70510202488135e-15,-6.87669357921313e-08,-7.34462157657948e-06,-3.45287639720716e-15,-2.24976194661514e-15,-7.30695856950062e-16,-0.000478925673778921,-1.16088962513527e-08,2.00522778481407e-07,-1.5910143920482e-15,-6.66610894687352e-08,-1.09984792701159e-05,-1.73505259315368e-06,8.86947311112774e-16,3.98057445137348e-17,1.32018800547291e-06,1.44326490460718e-14,-8.34936641041216e-07,4.52036295781873e-14,0.405457875874103,5.76069852458663e-09,-0.707106781186663,6.43938979782472e-14,3.18911563823576e-14,-2.87977837290412e-06,8.28153133438433e-06,-3.34340345868628e-14,3.06047702466099e-06,-1.3173689290596e-14,2.8038405613432e-15,5.27241654453476e-16,1.48911722622865e-14,-1.00602077295688e-14,4.26370474138956e-07,2.2751151185741e-15,3.03813515529544e-15,1.45536824051036e-15,1.59305946661944e-08,4.27991003729231e-15,1.46283260902149e-15,-6.00622737073764e-16,-5.60275215195746e-07,2.69356530909458e-15,1.96083745615896e-15,5.51761861406608e-15
"t83",0.0183074015007398,0.0404388197622951,-0.341504647668654,-0.0286919414690873,-0.00558413581668284,-0.0178846994065101,0.00217934362470631,-0.00661417826845462,0.000329135366745748,-0.00485381266514216,-0.0020645700401739,0.00615127182513553,0.00505933681700937,-6.91872992116405e-05,0.00350102308494627,-0.00242077504708467,-0.0015371237611548,0.000921038367934725,-0.000110771122956174,-0.00492531806518108,-0.0145520237082763,-0.00857595956079877,-0.000155592118026445,3.07820736889172e-05,-0.00089538862363861,0.000445797046114967,-0.000346778720401805,-1.4541878781341e-05,0.001981014526099,-0.00433058800697456,1.82355181427634e-05,0.00434066974294562,-2.39948542529404e-06,-0.414961759848183,-0.00432534689406517,0.000712403370341462,8.09346748792672e-05,-2.3259798637552e-05,-5.67039206293007e-07,-6.61461761765661e-06,-5.06345880672105e-05,-6.01293974440619e-05,5.03358466940883e-05,-0.000809689494014175,1.85250594260519e-05,-0.000944136405563014,2.06078609028603e-05,-0.186151842407067,0.00983992038764517,0.000215378538803838,0.000534679203898413,0.000106947258210512,0.000556982510729332,-2.87899066656954e-07,3.08348780632264e-06,0.000115094863932049,-2.46929534924235e-15,-5.90544353087363e-06,8.67621048473356e-16,-9.89884388852873e-06,1.9306499932913e-16,-0.0170673861937481,2.19485881932445e-07,5.08313278047544e-06,1.45721568168579e-05,1.4262972009059e-15,-0.00012654376199334,-0.000184006375303913,2.9099718172212e-05,0.000174569746648601,-0.00037602957094238,1.50637809976381e-05,-2.0625519010055e-06,1.57868967128913e-05,-4.13659061894037e-16,1.92682735863485e-06,8.55681735347004e-05,1.62684584212123e-06,-1.04222714650267e-15,-6.87669296984852e-08,-7.34462157245925e-06,-1.54274244948707e-15,8.28998864186756e-15,2.2698214381753e-15,-0.000478925673763205,-1.16089082224829e-08,2.00522778560752e-07,-2.02659372434413e-15,-6.66610896271248e-08,-1.09984792793482e-05,-1.73505260184371e-06,3.66124455051085e-15,-5.4970259648713e-15,1.32018802013149e-06,-2.9433011039193e-15,-8.34936624622463e-07,4.18063138793604e-14,0.405457875874497,5.76067917680202e-09,0.707106781186433,-7.95675638406362e-14,-1.14769305170626e-13,-2.8797783894399e-06,8.2815313753957e-06,4.6617704969506e-14,3.06047704064056e-06,-1.13109289009374e-15,-2.15581340321774e-15,9.83114273928418e-15,3.62421515732373e-15,4.10229298084517e-15,4.26370477839024e-07,-4.2142462485131e-15,1.55476006996008e-15,7.68659104252122e-16,1.59305991127409e-08,-2.1267341310528e-15,-2.67133605535025e-15,8.43144333727224e-16,-5.60275217067035e-07,-6.68871147776839e-16,4.47607173606126e-15,3.28516462493239e-15
"t43",0.0180821059792653,0.0397451062301733,-0.332109215209397,-0.0275971813954691,-0.00523111499564183,-0.0167137682205424,0.00203097400792047,-0.00607152417387934,0.000299914915207476,-0.00440052611088503,-0.00182016420996848,0.00527422813557271,0.00423378597852147,-5.55961982755776e-05,0.00278633331105012,-0.00187673210476118,-0.00115260671653002,0.00068218585591036,-7.99363638803853e-05,-0.00321806816748833,-0.00833234340822909,-0.00483766148482965,-8.76836346968601e-05,1.42860285296987e-05,-0.00037379640231772,0.000143490343919576,-9.4245553989499e-05,-3.16100627924112e-06,0.000354565310208536,-0.000668256549164488,2.62939874987406e-06,0.000333740084887662,-1.05795340776077e-07,0.0403203364349859,0.000915196553947939,-0.000211471847054284,-3.33731091124363e-05,1.01787340370835e-05,2.57348558443401e-07,4.44956230698776e-06,4.17848823071462e-05,7.61080724591459e-05,-9.44569369942265e-05,0.00159429594577628,-3.87876829923798e-05,0.00253470548528207,-5.54551321080865e-05,0.596971608924035,-0.0322214188933435,-0.000788563173104313,-0.00235660473134065,-0.000686372443852615,-0.0040150415287909,2.85155795377296e-06,-4.50049050507199e-05,-0.00518105570840616,1.11535130925259e-14,-0.00241769341403918,-1.53858475771177e-16,-0.000111595409178987,-2.01903191218358e-15,-0.13899936661784,1.71466909981812e-06,3.76474208943372e-05,9.93950461851351e-05,-0.707106781186554,-0.000629463434620882,-0.000885972786854657,0.000139874436171213,0.000807267792932516,-0.00167444194521942,6.284243559694e-05,-8.30019730853279e-06,6.31799872198779e-05,1.54168532576185e-15,6.9824848810182e-06,0.000298098143110395,5.51862079279152e-06,1.81005813391436e-15,-2.27452813505551e-07,-2.33514524906468e-05,-8.98770615942632e-16,-1.40749566288912e-15,3.76188942254237e-15,-0.00137554290496823,-3.32833100165797e-08,5.49527615677586e-07,-2.17690671094212e-16,-1.77589753889328e-07,-2.92930755428936e-05,-4.05775577251786e-06,-1.79903178302748e-16,-1.54835470872586e-16,2.94090511156154e-06,1.82310108586748e-16,-1.61829185737478e-06,8.72689054375899e-16,0.00234264818175445,-7.90444933513166e-08,-1.26937948556125e-14,8.32562748621521e-16,4.21884749357559e-15,-7.77275680940802e-06,2.11692671868809e-05,2.13900316148645e-15,7.54135774924143e-06,-1.76918352169882e-15,-4.19997471217961e-16,-2.90990406729735e-16,-1.10411417008243e-15,2.27865339924632e-15,1.00728084153456e-06,-9.22462269842893e-16,-3.28989692066757e-17,8.63182008990002e-16,3.56102994457367e-08,3.99833350333729e-16,-3.12081940716336e-16,8.36576168173312e-16,-1.21163821576143e-06,-1.93360679919958e-16,2.87815326604467e-15,5.07550086724192e-15
"t44",0.0180821059792653,0.0397451062301732,-0.332109215209397,-0.0275971813954684,-0.00523111499564199,-0.0167137682205424,0.00203097400792088,-0.00607152417388004,0.000299914915207499,-0.00440052611088503,-0.00182016420996872,0.00527422813557269,0.00423378597852151,-5.55961982750462e-05,0.00278633331105052,-0.00187673210476124,-0.00115260671653036,0.00068218585591021,-7.99363638805736e-05,-0.00321806816748834,-0.00833234340823126,-0.00483766148483039,-8.76836346972386e-05,1.42860285291443e-05,-0.000373796402318008,0.000143490343919234,-9.42455539898044e-05,-3.16100628017705e-06,0.000354565310207845,-0.000668256549162761,2.62939875300709e-06,0.000333740084887502,-1.05795340767829e-07,0.0403203364349845,0.000915196553950273,-0.000211471847054506,-3.3373109111875e-05,1.01787340353303e-05,2.57348556895296e-07,4.4495623087234e-06,4.1784882306609e-05,7.61080724606105e-05,-9.4456936995871e-05,0.00159429594577193,-3.87876829916499e-05,0.00253470548528577,-5.54551321091129e-05,0.596971608924052,-0.0322214188933443,-0.000788563173110613,-0.00235660473134042,-0.000686372443848805,-0.00401504152878759,2.85155795350317e-06,-4.50049050384733e-05,-0.00518105570840579,-3.16248505399046e-15,-0.00241769341403568,4.25762534376955e-15,-0.000111595409183433,1.42929097640315e-15,-0.138999366617837,1.71466911243675e-06,3.76474209104669e-05,9.93950461750466e-05,0.707106781186541,-0.000629463434602331,-0.000885972786862247,0.000139874436185702,0.000807267792944603,-0.0016744419452097,6.2842435600938e-05,-8.30019731166506e-06,6.31799872209876e-05,-2.32095024104742e-15,6.98248487204445e-06,0.000298098143109231,5.51862078600625e-06,-2.81147276446885e-16,-2.27452813676603e-07,-2.33514524912102e-05,-3.70996352333338e-17,-1.74209180166652e-15,-1.25665092074917e-15,-0.00137554290496417,-3.32833047869101e-08,5.49527615198096e-07,1.02473799208386e-15,-1.77589755128487e-07,-2.92930755487424e-05,-4.05775576744844e-06,1.13570256751661e-16,2.63022577681528e-16,2.9409051100716e-06,8.1392305597817e-16,-1.6182918580718e-06,-9.25833268918342e-17,0.00234264818173215,-7.90444936272825e-08,1.39909866322307e-15,-5.25743600350786e-16,-2.99760216648792e-15,-7.7727568127228e-06,2.11692671869037e-05,8.76172120501706e-16,7.54135774851398e-06,6.97447071754553e-16,7.15968546566016e-16,7.41139266243824e-16,-7.40569189940231e-16,-1.51429578527199e-15,1.00728083907679e-06,-2.824667597719e-16,-5.77292949938051e-17,-7.34982313706161e-16,3.56102991746381e-08,1.0455840036208e-15,1.56927562690719e-16,6.85665646293732e-16,-1.21163821548329e-06,3.88155421603772e-16,3.31954660815589e-15,5.02338053391863e-15
"t1",0.0398969663572991,-0.00161101750058923,-0.0147862070557999,0.00544504349196885,0.0104383934738442,0.0164322630708478,-0.00220787532953944,0.00981209964963499,-0.000583613875372569,0.0217900529739849,0.00564204454288668,-0.0485498181985216,-0.0214578258542294,0.000418873464085879,-0.0228429776916172,0.0384179271021809,0.0143352585809925,-0.00928936812948888,0.00130743257973235,0.103730899539651,0.78219724691919,0.532346380837589,0.00975405191604315,0.00328300929227069,0.258865090319378,0.012282982389537,-0.0439704823861544,-0.00110483207364809,0.0281621782377226,-0.0554835458097536,0.00225885902426206,0.038560290174871,-1.75712901953958e-05,-0.00693394555156231,0.0396420458456403,-0.0164224666437748,-0.0104885458613291,0.00868366055156709,-0.0108483426496559,-0.000801678773354008,-0.00404616624530721,-0.00082313598944092,0.000409178105234034,-0.01704648393952,0.000107950553081447,-0.00251189679867014,0.000179334651093031,-0.00577012974496148,-0.00903466152168382,-0.00132010459553764,-0.00824105155455664,-0.003896989907118,-0.00911612031713832,7.63616413924789e-06,-0.000134567653083541,-0.0174463529514312,-1.02367347517495e-15,-0.00852117883625914,6.1721113502622e-17,-0.00037471749050986,7.25037910023573e-17,-0.00140461214599287,-1.58661089790404e-05,-0.00299613359382514,0.00110123043460999,1.8732974286774e-15,-0.00404714306239018,-0.00564590230320485,0.000890995692154683,0.00510210364165108,-0.0105248784923507,0.000392816819283365,-5.19258619130104e-05,0.0011525242799252,-2.8608698469146e-16,4.35296979629439e-05,0.00186018018746249,3.44667870764726e-05,-2.98050212719266e-16,-1.4219041081069e-06,-0.000401186416822813,3.78821233543558e-16,3.35025439918723e-16,-2.95849333470364e-16,-0.00864916159001487,-2.09293848820642e-07,3.46130679307047e-06,-9.23573900359032e-17,-1.13138730092396e-06,-0.00051933315840956,-2.56292152221262e-05,-8.17995583940024e-18,1.34009308546027e-16,1.85793142393351e-05,2.72336558305381e-18,-1.0224146955717e-05,-2.93582303409366e-16,4.38002147011964e-05,-1.36315987770783e-06,-4.21308027576367e-16,-2.45437365323463e-16,-4.37150315946155e-16,-4.91714353712081e-05,0.000133854490133579,2.64855027344891e-16,4.76545774243577e-05,-2.08655859289031e-16,2.24233088761896e-17,-4.07946201257865e-16,1.76687930882354e-15,4.65555663138399e-16,6.35725106231731e-06,2.36741777099806e-16,1.04972936683434e-16,8.91730827154047e-17,5.93666801999245e-07,1.87498046528594e-16,1.44535294391183e-16,9.95228516753898e-16,-7.60476652873471e-06,3.98312948321228e-16,3.76518531654361e-15,5.32104574031779e-15
"t4",0.110359873537402,-0.0484617583635898,0.0161185549438893,-0.00209309623688731,0.0167905592005135,-0.0014223580882855,3.3192810414134e-05,0.00127222352911337,-0.000156018683368738,0.0432619635139849,0.000979714090237531,-0.0976069956142306,0.00182627450193318,3.27454299466521e-05,-0.00232953141244652,0.0498368242165307,0.00103334158316874,-0.000810301052709286,0.000139206049680523,0.0146687336060455,0.132162646957127,0.0916167505415735,0.00168069989786008,0.000873530057426428,-0.569215853622848,0.000228411340330496,0.697706498005937,0.310718458545731,0.00613047639177057,-0.0123081178447674,0.133869493408754,0.00743287453537652,-3.39134642871548e-06,-0.0013674026145958,0.00808902900036513,-0.00350300933960932,-0.00283960686475841,0.0033187033438794,-0.0617940761473529,-0.00379783030266591,-0.0183477646942379,-0.000187944763404503,0.00022110741530183,-0.0693718829422639,-1.21334927641279e-05,-0.000431685406067884,0.00073330828771093,-0.00271037591804384,-0.0339604950508156,-0.00514829741903102,-0.0294116430210292,-0.0141086627745543,-0.00115028516107405,1.14327906755593e-06,-2.12842482056224e-05,-0.00289827478434294,1.17116894446297e-15,-0.0014434499240292,1.39657911767768e-16,-6.67897656784868e-05,9.34858207812512e-17,-0.000254367556289842,-5.13059962232992e-05,-0.000545492243400508,0.00020148920916837,6.99615322232646e-17,-0.000757147165180345,-0.00105916298670205,0.000167174285695463,0.000960682763250884,-0.00198951881711944,7.50652135061239e-05,-1.05321888946804e-05,0.00366974594271474,5.91550250467546e-17,8.31583118774115e-06,0.000357098541794727,6.63725868636127e-06,4.04951585122075e-16,-2.74657012141298e-07,-0.00121373743078404,4.17384292342295e-16,-2.09311563439144e-16,-6.26737614268235e-16,-0.0016940676080032,-4.10015434424881e-08,6.8200796109804e-07,-2.38149109745119e-16,-2.77795452827463e-07,-0.00163378796563562,-5.09011564793627e-06,1.21899267111444e-16,8.63551321881498e-17,3.69652972313476e-06,-5.59356407447227e-17,-2.03951855188914e-06,-6.26048669700114e-17,8.76435080716185e-06,-4.14624630101703e-06,-3.36131011402341e-15,-1.09841449540373e-17,-1.40339129206524e-15,-9.92867274653214e-06,2.71177998627273e-05,1.97410877751053e-16,9.68447473396055e-06,-3.87676846828984e-16,5.4460251881603e-16,-3.39725860372547e-16,-5.62569718836339e-16,2.08660087949086e-16,1.29778216808809e-06,1.43046144091355e-16,-1.35319944824079e-16,-4.20171041877372e-17,1.66978092591936e-06,1.62650967396766e-16,-1.19301846041996e-16,7.80401440149162e-16,-1.57212505371331e-06,6.62118018888196e-16,3.39043328387623e-15,5.48890693033876e-15
