,0,1,2,3,4,5,6,7,8,9,10,11
t1,-3.9524126,4.798056,7.346581,5.52817,6.695745,0.8426809,1.4430792,5.996341,6.3447466,3.4623835,4.0467405,7.5407033
t2,-2.6183817,1.710798,6.0907516,2.8469672,4.0477386,4.1782336,1.1678904,5.827026,6.3303623,2.6897485,5.8843017,7.910253
t3,-2.5833845,1.6291423,6.0947604,2.774174,3.9841425,4.165842,1.1827992,5.7558994,6.278801,2.7023091,5.9630246,7.923062
t4,-3.9034197,4.8373966,7.245619,5.524719,6.7436824,0.8502837,1.4594012,5.954989,6.300544,3.38358,4.090233,7.4397244
t5,-3.8284082,4.668027,7.2934256,5.413593,6.606881,0.9409263,1.5341825,5.9497905,6.3625045,3.4640846,4.140656,7.4640493
t6,13.235175,5.294971,5.1400275,5.055731,4.5245414,8.407685,5.519979,4.774834,5.2322917,5.342015,9.676914,3.5294914
t7,13.045349,5.2802486,5.1538944,5.0824866,4.4736977,8.531548,5.6483555,4.7979712,5.1376853,5.415929,9.768931,3.669986
t8,13.296139,5.3002033,5.0792813,4.980523,4.6299844,8.3681965,5.3478403,4.8239846,5.247119,5.3551373,9.437439,3.2405677
t9,13.010543,5.7322173,4.8903017,5.6617255,5.6079707,8.368526,5.2242303,4.8366346,4.275212,6.315932,7.694038,2.441786
t10,-4.2955837,5.5049953,7.511012,5.9658704,7.1461434,0.45390564,1.1149741,6.189406,6.310873,3.2355926,3.728531,7.5839405
t11,-4.3475375,5.5391216,7.503789,6.0089054,7.0503335,0.38719547,1.1794231,6.152611,6.2340107,3.3968947,3.8718314,7.626343
t12,-2.652618,1.5794764,6.146357,2.69582,3.9365742,4.0971746,1.1328996,5.7073083,6.293119,2.7636871,6.1094136,7.9041414
t13,13.234662,5.2930684,5.1310205,5.042604,4.543389,8.424516,5.463408,4.822715,5.1894703,5.3585935,9.5977,3.447516
t14,11.798056,5.1473007,5.221331,5.070091,4.559209,9.242952,6.4151387,4.560742,4.817832,5.6034026,10.108388,4.4502892
t15,-2.6863885,1.7597712,6.129099,2.9306552,4.042546,4.1303325,1.1937457,5.835028,6.3483644,2.6977568,5.80501,7.9037437
t16,-2.6486752,1.6298254,5.984647,2.9320242,4.0753045,4.3091464,1.1502635,5.8271937,6.3733263,2.5583365,5.839957,8.04706
t17,12.943635,5.2759438,5.1567917,5.0985107,4.446139,8.603731,5.7208834,4.809186,5.0741925,5.472354,9.825009,3.7499256
t18,12.358266,5.288229,5.220422,5.1947618,4.25842,8.9344015,6.134312,4.8302083,4.7776904,5.7847834,10.127751,4.2111363
t19,13.239717,5.292476,5.1082644,5.0241485,4.574854,8.423457,5.4112706,4.830101,5.1703205,5.384122,9.517378,3.3553574
t20,12.3588085,5.198294,5.1700387,5.3168464,4.22368,8.9251,6.193209,4.9099483,4.879184,5.797338,10.07126,4.263429
t21,-2.6061258,1.3167477,5.6093545,3.0207841,4.171144,4.728867,1.1080824,5.8447976,6.416402,2.349442,5.7750964,8.230609
