,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,7.9323316,2.9392939,3.8825655,5.517013,5.0223722,5.554077,5.8671002,5.951719,6.387377,5.8496776,4.269776,6.159843,5.521937,5.8231926,5.6120543,4.077831
t2,7.9952645,3.0236926,3.877359,5.488101,5.098214,5.580238,5.929176,5.9820566,6.335943,5.7909,4.2755685,6.203549,5.562728,5.837719,5.689606,4.075321
t3,7.980116,3.0014968,3.9449186,5.4390764,5.092321,5.5267563,5.9240212,6.038072,6.322828,5.827393,4.245176,6.240957,5.503149,5.8257923,5.6979184,4.0373015
t4,7.9813657,3.0038548,3.9386365,5.4599833,5.0583553,5.4974318,5.852482,5.98949,6.4248757,5.7950034,4.3030405,6.1882386,5.504381,5.7820435,5.625666,4.0264974
t5,7.9364257,2.9451694,3.9073863,5.488638,5.012657,5.5241613,5.851068,5.9598465,6.427781,5.822668,4.298813,6.1666603,5.5617914,5.787785,5.601152,4.054798
t6,9.980978,5.731626,4.215138,5.205544,6.2413898,5.288282,5.951594,6.3238435,6.1173897,4.8796663,4.825989,6.16827,5.2495627,5.2450833,6.20695,3.4398422
t7,10.123302,5.9163465,4.3351088,5.1648192,6.28769,5.193182,5.9318914,6.403585,6.1283717,4.8184657,4.7997327,6.1706743,5.1889634,5.243629,6.28804,3.392549
t8,9.9053955,5.6548796,4.1765475,5.220339,6.210183,5.3238473,5.916354,6.2942057,6.1026154,4.849251,4.7872014,6.156834,5.1989975,5.2669587,6.258841,3.4579318
t9,10.042142,5.820862,4.250142,5.113066,6.324138,5.241941,5.9856915,6.3869987,6.194747,4.816606,4.8170214,6.1869574,5.226007,5.178047,6.235421,3.3423324
t10,10.112982,5.900187,4.3243113,5.194219,6.271914,5.209983,5.9234514,6.3857164,6.0963836,4.8221297,4.7966647,6.169902,5.190859,5.2706633,6.2879815,3.4240298
t11,8.012822,3.2479665,3.5277114,5.7295,5.221174,5.8510456,5.759001,5.7103643,6.067963,5.5076556,4.492828,6.091525,5.5340543,5.7231727,5.815135,4.2336183
t12,7.901011,3.0720103,3.4196026,5.853014,5.164751,5.90877,5.711298,5.6176295,6.0647726,5.5267677,4.5168858,6.0011935,5.5321965,5.7192173,5.8209805,4.3133593
t13,10.214674,6.015156,4.3960385,5.0917926,6.333341,5.147701,5.9314413,6.459206,6.210235,4.755551,4.732649,6.154812,5.1638117,5.182766,6.3049936,3.3192668
t14,10.214045,6.0235906,4.3693714,5.117721,6.334202,5.1742625,5.9531684,6.4327936,6.183504,4.784492,4.764007,6.177866,5.1974583,5.203172,6.274659,3.3457334
t15,7.9570675,3.1758223,3.7145503,5.6142106,5.0820403,5.666926,5.8608036,5.844324,6.2595,5.665627,4.3591666,6.130476,5.6012263,5.768194,5.723842,4.153572
t16,10.4388895,6.291662,4.5660114,4.9670696,6.4931035,5.0012684,5.99925,6.5971785,6.2375216,4.6442194,4.710742,6.2056127,5.1695395,5.130284,6.2893724,3.2311542
t17,4.3673377,1.0585682,8.147188,2.2051132,3.9854367,5.7741704,4.4751067,8.6643,6.7891455,6.757188,2.1087992,7.484185,8.006395,8.093689,1.9326757,4.6149626
t18,9.037612,4.610673,3.615373,5.6310906,5.9084773,5.7690268,5.7440953,5.8255124,5.7483397,4.9645243,4.8327036,6.077035,5.2382665,5.43217,6.1692214,3.9246843
t19,10.48609,6.3493686,4.6086216,4.930149,6.5301304,4.9629273,6.0134206,6.635356,6.251932,4.6102967,4.6983023,6.2146664,5.161525,5.1105213,6.2966037,3.1988864
t20,9.930736,5.6861157,4.1865816,5.206867,6.2289867,5.3126955,5.924748,6.3058987,6.1086125,4.841857,4.7961745,6.1597433,5.2006483,5.254521,6.2569537,3.442051
t21,10.835754,6.7769713,4.859713,4.7824326,6.729673,4.734745,6.0642056,6.8116026,6.2468057,4.462835,4.667345,6.254964,5.152876,5.0177674,6.2406564,3.0548227
t22,9.124865,4.750098,3.4997292,5.744412,5.9724627,5.866146,5.664978,5.7985973,5.639784,4.8684206,4.909036,6.11575,5.266098,5.438759,6.189642,3.9806068
t23,10.558736,6.4343925,4.661712,4.902265,6.5700994,4.918703,6.0211716,6.6695037,6.254805,4.5815053,4.6862893,6.2182865,5.1648846,5.0977483,6.278265,3.1796181
t24,7.9312234,3.0878756,3.7611098,5.574005,5.055154,5.6455283,5.877242,5.88233,6.298052,5.7343326,4.317573,6.152095,5.58724,5.801508,5.6855874,4.1368012
t25,7.8807855,3.0886977,3.7240734,5.6512327,5.0312686,5.6167035,5.814545,5.809398,6.298307,5.6546826,4.3894644,6.0845127,5.6030807,5.7257075,5.7118206,4.172112
t26,9.040189,4.6537952,3.430172,5.782218,5.9574995,5.915189,5.645598,5.753369,5.599066,4.861537,4.9461403,6.1451187,5.282441,5.4570584,6.1742835,4.0220933
t27,8.414528,3.732524,2.972353,5.9852986,5.741183,6.068129,5.6440544,5.277521,5.491582,5.139534,4.9004245,5.875697,5.0880084,5.5248237,6.215665,4.2783737
t28,8.727491,4.21171,3.202454,5.9226394,5.8262,6.0269203,5.5988455,5.519831,5.541663,4.9638915,4.933534,6.0222573,5.22914,5.4877567,6.1801043,4.1712823
t29,11.317562,9.193881,5.92353,4.7955227,6.9346066,4.667719,5.9576964,7.3294525,6.089152,3.4966378,6.233625,7.5783916,6.4240456,4.381268,7.2282705,2.770866
t30,10.987021,6.886335,4.9003043,4.7740693,6.750483,4.702247,6.108875,6.886204,6.2393093,4.453459,4.5564923,6.1978707,5.123067,5.00915,6.164083,3.066422
t31,11.049819,6.827907,4.993745,4.7262874,6.8363404,4.6199574,6.0310607,6.8016376,6.298334,4.3438077,4.5437393,6.195181,5.132308,4.968034,6.0572324,2.993242
t32,10.723388,6.604978,4.781622,4.82803,6.67426,4.8056154,6.043525,6.750265,6.269021,4.4990664,4.650688,6.226875,5.1618624,5.0501127,6.231101,3.1138
t33,4.267809,0.933004,8.250408,2.1771414,4.0403953,5.8231134,4.590205,8.659254,6.858323,6.870952,2.0181751,7.5216746,8.035235,8.11953,1.8565917,4.3866467
t34,4.228298,0.90997326,8.272016,2.1559346,4.0978365,5.821173,4.6005564,8.621257,6.8124084,6.867335,1.9887242,7.520976,8.040429,8.05953,1.9178807,4.319775
t35,8.951044,4.5429335,3.3775504,5.8196006,5.904792,5.944519,5.624074,5.694326,5.5803857,4.8899436,4.9341645,6.1103325,5.2790623,5.480804,6.1595054,4.071654
t36,8.946816,4.5279007,3.4165385,5.765825,5.957953,5.952426,5.68298,5.684776,5.5471134,4.87828,4.981278,6.1459246,5.228416,5.419049,6.231993,4.0189133
t37,8.876949,4.4290633,3.3222268,5.8711934,5.833266,5.9914913,5.5784097,5.6463327,5.530708,4.8969035,4.9293213,6.087973,5.3039503,5.5279827,6.127164,4.1430087
t38,9.041478,4.6159816,3.6039119,5.638676,5.9196873,5.7783527,5.739027,5.8236775,5.7392716,4.956166,4.84763,6.08915,5.240123,5.4343805,6.1778708,3.927878
t39,3.3469923,2.2767785,8.958775,1.2051535,4.1581426,4.334248,1.8831112,9.721336,4.658497,4.678008,1.8771929,7.8799324,9.238206,7.5852604,2.297933,7.2541175
t40,4.3117495,0.94619316,8.299028,2.1960142,4.0554914,5.830429,4.540864,8.677573,6.8284655,6.907839,2.0625608,7.577429,8.093293,8.072417,1.8697919,4.405928
t41,7.894114,3.0155988,2.5597012,6.1230536,5.6263876,6.0457463,5.585421,4.8461227,5.457277,5.441741,4.923744,5.50852,4.8881392,5.607446,6.256089,4.319021
t42,11.31395,9.158095,5.9322677,4.7950954,6.9624934,4.6815133,5.973297,7.2988267,6.059813,3.463768,6.321443,7.6086197,6.5183287,4.360952,7.24761,2.775293
t43,8.862129,4.4158187,3.295796,5.873829,5.887504,5.9990396,5.600835,5.618577,5.541437,4.901126,4.9491024,6.1007867,5.266586,5.4900503,6.1716037,4.120386
t44,10.977756,6.9300814,4.9674954,4.729631,6.7921724,4.6732106,6.102886,6.8923426,6.266632,4.4072475,4.599029,6.2466826,5.155474,5.0081563,6.1840377,3.0355947
t45,10.802515,6.81584,4.867046,4.743846,6.7155056,4.7620716,6.13868,6.8927255,6.244417,4.4949117,4.6167474,6.2193627,5.1467943,5.0620794,6.254446,3.0880723
t46,11.253229,9.254973,5.935606,4.853969,6.9245243,4.613023,5.988489,7.3207603,6.092232,3.5757184,6.1725574,7.5502176,6.3239303,4.433196,7.214734,2.8204517
t47,10.874024,6.8137503,4.856187,4.773359,6.722278,4.734932,6.101067,6.8557153,6.226758,4.4830785,4.606616,6.2055783,5.120236,5.026439,6.2130027,3.064674
t48,7.992907,3.0802054,2.6657803,6.2915444,5.5064383,6.2174015,5.5381093,5.0046334,5.51096,5.254863,4.856519,5.641167,5.078749,5.518205,6.197806,4.5277033
t49,4.268779,0.90969974,8.204191,2.1490042,3.940163,5.8752594,4.631648,8.694918,6.987962,6.917917,2.0096016,7.461504,7.9620337,8.246321,1.7544973,4.4207215
t50,11.024625,6.787478,4.9367557,4.7716956,6.8232727,4.645455,6.0042043,6.774341,6.33578,4.3713055,4.5362644,6.1943684,5.1767244,4.9612536,6.057245,3.0383797
t51,3.9191957,0.5326654,8.598473,1.9060616,4.2005134,6.1363716,4.916168,8.689498,6.9566164,7.198282,1.9266226,7.667422,8.181676,8.138387,1.8981982,3.8561883
t52,3.9320004,0.55356896,8.51136,1.9850737,4.1464996,6.0478587,4.8853574,8.642877,6.9844103,7.087605,1.9006207,7.693742,8.176846,8.185911,1.9535345,3.8775976
t53,3.7984867,0.57699215,8.568289,1.9071133,4.235852,6.0609875,5.0280986,8.676613,6.9093957,7.0673666,1.8283023,7.684228,8.242004,8.1306095,1.94107,3.826176
t54,12.333687,7.401232,5.6899323,4.634224,7.1038527,4.2567887,5.7935777,6.486979,5.9210396,3.4702022,4.204362,6.3199244,4.985244,4.6947727,5.007517,2.2793753
t55,3.8293135,0.47360754,8.616236,1.8897111,4.186973,6.196684,5.00604,8.724687,7.01547,7.2198687,1.9025939,7.68059,8.182404,8.206904,1.8441758,3.739146
t56,4.0508447,0.64497054,8.520774,1.9862648,4.171312,6.0314727,4.785085,8.672462,6.8895445,7.1219,1.9810816,7.6536436,8.165938,8.080754,1.8919401,4.024477
t57,4.2210684,0.8161343,8.379882,2.1097746,4.080433,5.9047575,4.6433077,8.668674,6.875698,6.988911,2.021865,7.633698,8.146326,8.099194,1.9032654,4.255877
t58,11.19262,6.928678,5.0609794,4.700704,6.9079695,4.5385904,6.0045896,6.8323407,6.3374457,4.2953734,4.446495,6.1219187,5.107929,4.9244423,5.937792,2.9803154
t59,12.404038,7.4137254,5.7341046,4.5827475,7.1414475,4.2215695,5.7919493,6.4638224,5.9612236,3.5007703,4.1787505,6.3138676,4.9743757,4.6614156,4.9951525,2.2912028
t60,12.323655,7.401423,5.697666,4.659133,7.18114,4.2357306,5.7782435,6.4867225,5.968848,3.5342884,4.2126107,6.270812,4.9781427,4.7181683,5.053049,2.327145
t61,3.520657,2.173363,8.852271,1.1119943,4.0034027,4.333698,2.0130992,9.755922,4.596873,4.611973,2.0322895,7.8005886,9.140151,7.635943,2.1207197,7.106934
t62,3.3793802,2.2857108,9.013214,1.1782756,4.1961937,4.3716006,1.8808151,9.710125,4.6361575,4.698301,1.8857397,7.855051,9.237282,7.6498775,2.286968,7.2616544
t63,4.240157,0.8735503,8.2096405,2.0998402,3.9553525,5.897127,4.6590962,8.689083,6.989635,6.950625,1.9941652,7.4464264,7.946992,8.252721,1.7581705,4.386386
t64,7.609974,2.7213957,2.2217903,5.8509183,5.9538817,5.7016277,5.741495,4.4787493,5.2207546,5.907023,4.8576155,5.0659556,4.303826,5.6299624,6.6053205,3.8633633
t65,8.034157,3.1200173,2.6608095,6.266289,5.547581,6.2608123,5.5799317,4.9931073,5.4536214,5.2127414,4.8996778,5.698768,5.039858,5.502528,6.2155237,4.5643663
t66,7.6600485,2.8080459,3.7181938,5.587779,4.8516836,5.6876984,5.9529004,5.8478346,6.4434276,5.8833385,4.2203374,6.15439,5.7477226,5.857963,5.572617,4.248621
t67,8.012132,3.1369271,2.673501,6.3787127,5.328231,6.3189964,5.3592277,5.010971,5.6857224,5.160775,4.9333425,5.66318,5.274025,5.4370227,6.089768,4.5940204
t68,8.003513,3.148461,2.6869335,6.3697305,5.3621006,6.2927136,5.383834,5.03271,5.656506,5.171314,4.934137,5.6717033,5.2307878,5.4659214,6.08346,4.565473
t69,8.298563,3.5583405,2.7679536,6.375099,5.5018806,6.2617593,5.3456783,5.162835,5.643295,5.019809,4.885108,5.676021,5.2914424,5.401509,6.1504,4.4674277
t70,8.042562,3.2109132,2.5441666,6.1161456,5.7043056,6.040999,5.5541487,4.8773704,5.4301386,5.395217,4.879189,5.464758,4.8701077,5.55607,6.3331814,4.272584
t71,8.167322,3.3896751,2.6855297,6.0121536,5.76151,6.012849,5.6307125,4.9939322,5.41398,5.343039,4.8958583,5.6123447,4.887068,5.572723,6.3116713,4.235425
t72,11.053458,9.710572,5.9241977,5.073123,6.814983,4.5064726,5.712173,7.1050897,6.3124404,4.0375667,5.8058314,7.448684,5.8524904,4.7530704,7.3574696,3.0560014
t73,3.4261565,2.3126168,8.9273405,1.2423452,4.2408977,4.3032136,1.8924099,9.719304,4.4340243,4.501325,1.8160262,7.5493164,9.24729,7.7489333,2.2341938,7.160198
t74,3.5815542,2.1939747,8.859294,1.1948984,4.1285424,4.367503,2.0102475,9.724684,4.533061,4.5761294,1.9558698,7.5634794,9.203174,7.8282366,2.1443686,7.0671744
t75,3.4491408,2.2177382,8.946763,1.1374835,4.1423182,4.3552766,1.9257194,9.705863,4.6349926,4.71699,1.9605954,7.8483367,9.233951,7.6483293,2.1973336,7.1935
t76,3.3398945,2.2815433,9.001517,1.2236211,4.1702843,4.412559,1.9366063,9.710779,4.591459,4.678186,1.8459492,7.864723,9.203876,7.662846,2.314883,7.220879
t77,11.142449,9.638523,5.9866333,5.0392857,6.8850875,4.4358993,5.784526,7.1200566,6.22391,3.8930256,5.8640656,7.512597,5.9875817,4.661197,7.3223796,2.9967554
t78,8.085272,3.3170476,2.593194,6.555511,5.334273,6.2716722,5.188597,5.0235877,5.756098,5.067898,4.891529,5.5085635,5.3273454,5.377137,6.0989656,4.549619
t79,8.147539,3.3522902,2.6946023,6.467973,5.4319463,6.271329,5.304562,5.085911,5.6733146,5.079418,4.89041,5.6071167,5.2794743,5.4191566,6.1426888,4.534815
t80,3.4513443,2.315168,8.919305,1.1503251,4.106221,4.2384005,1.951285,9.794059,4.4086328,4.484357,1.9053553,7.581151,9.135891,7.6912985,2.15603,7.1438675
t81,11.390948,9.149265,5.989272,4.708263,7.05567,4.6787167,6.000143,7.308289,6.0702653,3.456376,6.399262,7.5918202,6.604791,4.382684,7.212297,2.7838438
t82,7.9812922,3.1000733,2.4901478,6.0796294,5.7463613,6.014944,5.6214647,4.81747,5.3692164,5.46277,4.85994,5.4398465,4.778117,5.591715,6.3909903,4.2595515
t83,7.7341843,2.8244872,3.0651934,6.284305,5.1620107,6.1935215,5.459424,5.298617,5.91424,5.3147964,4.795451,5.71899,5.4775376,5.599177,5.936462,4.5960655
t84,7.731021,2.8211427,3.068794,6.277922,5.155363,6.191563,5.4657536,5.304676,5.916704,5.3185034,4.792915,5.7268367,5.484055,5.6023717,5.9311323,4.5892706
t85,12.548748,7.578134,5.5907726,4.685267,7.2037435,4.2125607,5.7600155,6.588214,5.8775277,3.3193748,4.0262623,6.2245426,4.8380775,4.682442,4.738136,2.2295341
t86,12.470412,7.5602107,5.538951,4.7220497,7.243043,4.1777387,5.7246914,6.623715,5.8495774,3.3675354,4.0602555,6.211105,4.8488708,4.6674514,4.781829,2.27754
t87,4.2213783,0.8741985,8.204935,2.1130319,3.9095213,5.9298244,4.693849,8.743755,7.082909,6.9697886,1.976248,7.39912,7.8946257,8.353447,1.6575308,4.3900027
t88,3.356592,2.2491999,8.92648,1.1325127,4.071597,4.2627835,1.8606684,9.736684,4.644359,4.5878787,1.9629993,7.934295,9.209398,7.500394,2.240312,7.27429
t89,7.948717,3.084244,2.7822974,6.421078,5.3786597,6.2276816,5.400535,5.144749,5.676661,5.1847277,4.878512,5.613503,5.259484,5.5247064,6.066946,4.5426145
t90,3.9635391,0.4859446,8.609257,1.9369254,4.2053857,6.047329,4.8705096,8.557481,6.94004,7.1411805,1.9227915,7.728222,8.221926,8.0693655,2.0287788,3.849957
t91,4.1073985,0.71922153,8.450711,2.0505285,4.168881,5.945292,4.71441,8.618213,6.8431544,7.0267606,1.9729013,7.6267514,8.141483,8.03104,1.9629968,4.093891
t92,11.035661,9.601667,5.951707,5.1384635,6.8057065,4.411238,5.693701,7.026843,6.2367244,3.943553,5.7854967,7.4865885,5.859014,4.688608,7.3641386,2.992447
