accepted_species,estimate
t34,0.7191158
t319,0.71735364
t309,0.71735364
t283,0.71735364
t341,0.71735364
t272,0.71735364
t96,0.71747
t81,0.7173455
t83,0.7173455
t91,0.71739477
t112,0.7173455
t244,0.7172238
t300,0.7172238
t301,0.7172238
t242,0.7172238
t157,0.7172238
t305,0.71726876
t234,0.71726876
t175,0.7172238
t102,0.7170374
t237,0.69974846
t261,0.6997868
t282,0.6997868
t49,0.6999141
t50,0.6948822
t86,0.6948822
t46,0.68782717
t44,0.6883938
t159,-1.4129167
t160,-1.412918
t226,-1.4128373
t140,-1.412918
t191,-1.4129264
t161,-1.4128675
t163,-1.4128675
t357,-1.4129264
