"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99"
"t56",-0.10408234597648,-0.0147558864348222,-0.124184368213016,0.0122509609657861,0.0051939713686197,-0.380554938138175,0.140400724336681,-0.0729155116993723,0.00638876867977657,-0.000125741910948978,0.019936302582907,-0.00491352811650838,0.0042207020196137,-1.89898684407348e-05,0.00453993811353489,-0.00560999471064126,5.23712534262074e-05,0.000258731292211423,-0.000819318718544713,-0.000114749728622278,0.000117474841604183,0.00815197876379299,-0.350788479061644,6.63910130191524e-06,-1.85204477334638e-05,1.8149889939952e-05,-0.000625873247414144,5.06443704091569e-16,1.19089082040442e-06,-1.38467971479079e-05,9.01139722136008e-07,-0.000558254073156855,0.00015555909281936,-6.71259608330889e-18,-0.00022832870660641,2.90663314378021e-06,-2.64232904030779e-05,5.8432572916024e-05,-1.41470661115122e-07,-2.08173162381049e-05,1.49492602761441e-05,3.18452105354361e-05,0.000118261924218459,-2.71972733890383e-05,-0.000498285965693551,8.27437926266334e-06,2.5881357748012e-06,-1.36850732394933e-05,-6.54898488522586e-06,-7.98612897885596e-06,1.39701527389922e-06,3.90348495953004e-06,0.000137436834519903,-1.96006788346463e-06,-3.81052751428005e-05,-2.14543727593722e-07,4.50280397152451e-05,-9.36580599063447e-05,6.27115311770215e-06,1.01893792616804e-15,-1.25424301497234e-16,3.29184535950034e-05,-1.93568609895449e-16,-3.51943418172377e-16,-2.53139660190491e-16,-3.73794674250247e-16,-6.97363397671935e-16,-3.32830623738551e-07,1.32806540443774e-06,2.33717147705173e-16,-5.28916840275667e-07,1.08562719966643e-18,0.818441214462404,1.70771471709165e-15,2.10418989942147e-16,1.62939744428536e-14,3.09735182379601e-15,-1.01900272272585e-06,-2.03224074611843e-15,-2.5786730006507e-16,-1.23717167120675e-15,3.86614627800372e-15,-1.08715768941538e-16,-3.31109972155693e-16,-4.38312902489021e-16,-2.73743676781115e-16,-2.53004058011732e-17,-1.67818801249766e-16,-4.76946172692443e-16,-2.86455074344637e-16,3.83097743150024e-17,-2.45350861444244e-16,-2.52255793566275e-16,-6.19155121113056e-17,-2.3181746712019e-16,-6.88983681168015e-18,5.10905804067557e-17,-8.92618547437301e-16,1.39963265194566e-16
"t64",-0.104106571268367,-0.0147602805645337,-0.124291246609021,0.0122643458339495,0.00520200847006226,-0.381287567212873,0.140727002811324,-0.0731703384963125,0.00641191118621701,-0.000126314431485344,0.0200297918222087,-0.00493965718396593,0.00424777048253143,-1.91273169674917e-05,0.00457511705236115,-0.00565720335391473,5.28355830366972e-05,0.000261809649140068,-0.000829455483382723,-0.000116310484369655,0.000119097568010239,0.00828119322805366,-0.356511107583857,6.7631371838049e-06,-1.89245651863809e-05,1.85824810951817e-05,-0.000641419999562777,-2.77552573787753e-16,1.23141044369206e-06,-1.4368223776474e-05,9.37011773962228e-07,-0.000580990121683033,0.000162034793037041,-4.5489913645386e-17,-0.000238175514967703,3.04555249243588e-06,-2.77885677900002e-05,6.17118507673597e-05,-1.49881474810198e-07,-2.22718740059485e-05,1.6037565193443e-05,3.41648020204378e-05,0.000127147508713691,-2.92753986989409e-05,-0.000536408355746608,9.01454599305433e-06,2.82242159659073e-06,-1.50454351586516e-05,-7.20061780737946e-06,-8.8294572534394e-06,1.5584201735197e-06,4.35740499281062e-06,0.000154627748368309,-2.23207037750931e-06,-4.34273527145392e-05,-2.44853603498429e-07,5.16755725872417e-05,-0.000109536418568448,7.42982062174424e-06,-1.11129018745035e-15,-1.36125108775284e-16,4.27379574793042e-05,-1.19756072183015e-16,1.00373959893199e-16,4.15550713036265e-16,3.68031850884339e-16,5.2676950764893e-16,-6.3135146475389e-07,2.56679914978689e-06,-1.11886197111111e-16,-1.43797983731856e-06,-3.33551637943013e-16,-0.406289979292939,-8.33035947462868e-16,1.79635539908654e-16,-8.08278630300625e-15,-1.9452043129879e-15,-1.46258891206815e-07,1.19086543900124e-15,-1.60792575272153e-15,1.46828777630908e-14,0.707106781186545,-1.88179524867695e-14,-1.43564546760818e-15,-2.51943782786953e-15,2.07574799424979e-16,-3.86478744100988e-16,-1.17293164373629e-16,7.97374854993257e-16,8.82756088513486e-17,-1.184437306878e-16,-1.29747822971901e-15,-3.71072302570899e-16,-2.71400698108204e-16,-8.69341054563149e-16,2.04446827135674e-16,-2.30517152993598e-16,-8.64763612101478e-16,4.70063373977148e-16
"t65",-0.104106571268367,-0.0147602805645337,-0.124291246609021,0.0122643458339493,0.00520200847006229,-0.381287567212873,0.140727002811324,-0.0731703384963126,0.00641191118621707,-0.000126314431485351,0.0200297918222086,-0.00493965718396614,0.00424777048253122,-1.91273169669726e-05,0.00457511705236116,-0.00565720335391468,5.28355830366491e-05,0.000261809649140144,-0.000829455483382127,-0.000116310484369549,0.000119097568009756,0.00828119322805372,-0.356511107583857,6.76313718393844e-06,-1.89245651864721e-05,1.8582481095286e-05,-0.000641419999562563,-1.82419874459006e-16,1.23141044359279e-06,-1.43682237767132e-05,9.37011773897965e-07,-0.000580990121683574,0.000162034793037099,-2.15543082451784e-19,-0.000238175514968121,3.04555249247859e-06,-2.77885677892075e-05,6.17118507673359e-05,-1.49881474453841e-07,-2.22718740069562e-05,1.60375651934191e-05,3.41648020202096e-05,0.000127147508713601,-2.92753986988188e-05,-0.000536408355746976,9.01454599334073e-06,2.82242159627484e-06,-1.50454351590573e-05,-7.20061780752497e-06,-8.82945725365271e-06,1.55842017318718e-06,4.35740499289822e-06,0.000154627748367479,-2.23207037686364e-06,-4.34273527145506e-05,-2.44853603547382e-07,5.16755725881378e-05,-0.000109536418567825,7.42982062205042e-06,1.31249736166206e-17,3.6039460380611e-16,4.27379574795205e-05,5.20917517937774e-16,1.82235610053291e-16,-1.18981140798972e-16,8.71019166582875e-17,1.11793806789991e-16,-6.31351465629361e-07,2.56679914896587e-06,-1.15342104566154e-16,-1.43797983813392e-06,2.58570420657076e-16,-0.406289979292932,-8.78008428198945e-16,-3.42396060638546e-16,-7.26722598465236e-15,-1.1913123703176e-15,-1.46258888457594e-07,8.03503124405942e-16,1.74862305713001e-15,-1.36322058573476e-14,-0.707106781186549,1.90237357819697e-14,1.74096142518619e-15,2.87620222441282e-15,-1.56492419081452e-17,4.51895633300224e-16,4.34578861134208e-16,-2.22239304059926e-16,5.77523370336632e-17,1.53120912282007e-16,-1.34763298172162e-15,3.48807340171936e-16,1.59575100833034e-16,9.42170440004384e-16,-6.30081774939975e-17,2.23154481761602e-17,-1.92520456837952e-15,1.74735748892155e-16
"t85",-0.10351651628212,-0.0146528850198167,-0.121598991160536,0.0119228692334011,0.00499168788191079,-0.361696833009727,0.131796295976783,-0.065675923689219,0.00572572678467833,-0.000108261379285722,0.0170541807985306,-0.00407040485701545,0.00327019513067088,-1.38214594921187e-05,0.00315660510559902,-0.00363611882615408,3.20899899308148e-05,6.72255249243283e-05,-0.000144234976594398,1.23350127662707e-05,-1.99154766104346e-05,-0.00951306401859532,0.557792127488264,-0.000103239724470389,-9.01928630110927e-05,6.1686365983002e-05,-0.00191406256529291,-2.43798733579941e-16,2.49227275107879e-06,-2.73974201849166e-05,1.73971573153723e-06,-0.00106798951512818,0.000295159802306356,2.51084364483684e-16,-0.000427919381061827,5.28480762942961e-06,-4.71644734957558e-05,0.000102629744301268,-2.46123694661381e-07,-3.548561993912e-05,2.53826318047763e-05,5.40679226324082e-05,0.000200251850156471,-4.59906574693619e-05,-0.000842518612648285,1.38591472709951e-05,4.33279005302322e-06,-2.28402594831192e-05,-1.09299406323973e-05,-1.33137114738946e-05,2.32771698130284e-06,6.50409384365615e-06,0.000229136907728992,-3.27522402806119e-06,-6.36852194899543e-05,-3.58694557425657e-07,7.53992792796553e-05,-0.000157887850724177,1.06309137947338e-05,-5.31761912264286e-17,2.35794188290029e-16,5.87296235160063e-05,-4.34354231185586e-17,2.19424442480903e-17,-7.5499341241651e-16,9.67313451334735e-17,-1.0244500816919e-16,-7.80791637587736e-07,3.1613684892811e-06,1.97514298056453e-16,-1.66188707991399e-06,6.5819520503026e-19,-0.00232741799183653,-1.1938173251414e-16,-2.03114989068426e-17,1.58443478559247e-16,8.46330349092459e-17,-6.28367287052308e-07,-1.76772061943353e-16,-2.58702127471211e-16,-3.9086117316246e-16,-1.05949108844586e-16,-1.55657281040416e-16,4.50097672100519e-16,4.90630500022397e-16,1.4067827233948e-15,2.26230830556198e-15,1.37091262314521e-15,3.24129530692004e-16,3.0886279145536e-16,-6.77268448236278e-15,0.707106781186547,-2.57547440233372e-14,-1.04039780537165e-15,-9.92620571980463e-16,4.11786680480127e-16,-7.70128747851269e-18,-1.07869562342791e-15,2.48348788213694e-16
"t86",-0.10351651628212,-0.0146528850198167,-0.121598991160536,0.0119228692334013,0.00499168788191074,-0.361696833009728,0.131796295976783,-0.0656759236892189,0.00572572678467804,-0.000108261379285692,0.0170541807985307,-0.00407040485701548,0.00327019513067085,-1.38214594922291e-05,0.00315660510559907,-0.00363611882615388,3.20899899306395e-05,6.72255249247323e-05,-0.00014423497659421,1.23350127658427e-05,-1.99154766107454e-05,-0.00951306401859536,0.557792127488263,-0.000103239724470155,-9.01928630109645e-05,6.16863659832691e-05,-0.00191406256529274,1.7789804267692e-16,2.49227275080202e-06,-2.73974201851185e-05,1.7397157312911e-06,-0.00106798951512845,0.000295159802306503,-2.23501113877697e-16,-0.000427919381062127,5.28480762926115e-06,-4.71644734955662e-05,0.000102629744301431,-2.46123694496834e-07,-3.54856199391791e-05,2.53826318046912e-05,5.40679226327345e-05,0.000200251850156389,-4.59906574695105e-05,-0.000842518612648179,1.385914727147e-05,4.33279005374321e-06,-2.28402594832902e-05,-1.09299406330679e-05,-1.33137114734219e-05,2.3277169814072e-06,6.50409384393146e-06,0.000229136907728487,-3.27522402764464e-06,-6.36852194901995e-05,-3.58694557050123e-07,7.53992792801694e-05,-0.000157887850724285,1.06309137951903e-05,1.42449591880491e-16,-1.78546583121627e-17,5.87296235166832e-05,2.30475018520595e-16,-5.33263059906742e-17,6.4947643910083e-16,-7.67016055655035e-17,1.88818873862891e-16,-7.80791638242415e-07,3.1613684891766e-06,-1.29140817819251e-16,-1.66188708033467e-06,-6.20452866469808e-17,-0.00232741799183528,4.85162802360269e-17,-4.74744918727498e-17,-2.63151466998502e-16,5.40928555763507e-17,-6.28367284859851e-07,9.02457479434008e-17,2.38236645597809e-16,5.5138268398868e-16,1.96851729394904e-17,1.61492375823476e-16,-5.32279039897524e-16,-6.07576138221105e-16,-1.35415938074315e-15,-2.23780183105065e-15,-1.19554138162888e-15,-1.67307542309669e-16,-2.33152142897749e-16,6.94345773200008e-15,-0.707106781186549,2.5723717203899e-14,1.03699769958976e-15,8.2253291475006e-16,-3.37222262150513e-16,-9.65631270731404e-17,-1.23906700471399e-15,3.78202140258155e-16
"t21",-0.108777495414469,-0.0156556076008646,-0.167355351428475,0.0213133963270345,-0.0125146459738352,0.0117158395648574,-0.318795150979585,-0.0520342684010952,0.00460890060971021,-9.77113925438938e-05,0.0156577366529801,-0.00406520514361504,0.00396855363655553,-2.17357684162771e-05,0.00686591976991499,-0.252495574896037,-3.41084857356404e-05,0.000207336221643801,-0.379979675558383,-2.37763434598533e-05,2.60260681403095e-05,0.00201855178116386,-0.00159551330826718,-2.33449825669374e-05,-3.35573691981376e-05,2.69804509248645e-05,-0.000893970424518088,-1.49966148829171e-16,2.1180253009632e-06,-4.05171670486258e-05,7.14001528596968e-06,-0.369235456085178,-0.00104750242851401,-1.06154451714773e-15,0.000468090659160807,-6.19936388008871e-07,-3.07296344240141e-06,1.68671050482839e-05,-5.1464290203597e-08,-1.01879604706322e-05,7.65754664186838e-06,1.63221300477112e-05,6.3276948325463e-05,-1.8704666025645e-05,-0.000637383904487887,4.77497855898567e-06,1.5018863136073e-06,-8.24925258894533e-06,-3.94906239331613e-06,-4.91403351187636e-06,8.83033022516047e-07,2.47185027152077e-06,0.000212781851329128,-1.29357340902966e-06,-2.51844986718339e-05,-1.42157593417951e-07,3.01214037227719e-05,-0.000154186560873963,4.38172633779414e-06,-0.707106781186546,1.41838262337441e-14,2.52268169396796e-05,-3.70372136568537e-15,-3.34105437092813e-16,8.73810360021458e-16,-3.35571818867957e-16,-1.98825868625797e-16,-3.47951211698399e-07,1.4097222098872e-06,-1.40904243598031e-16,-7.46298972216553e-07,9.49895737353623e-17,-3.50652775775451e-05,1.16075766642369e-16,-3.27173185417334e-17,8.92998226093083e-16,-1.75178154933476e-16,-2.90112731155428e-07,-6.43793442489005e-17,-1.78528255177179e-16,1.9575403377813e-16,-7.62359902645776e-16,8.37544773250803e-17,-5.35531416663134e-17,3.20136061223646e-16,-2.20421716921999e-17,-1.14499674822559e-16,5.69299345078016e-17,3.37536555929797e-16,1.49490993749597e-16,6.29084542781309e-17,-9.85147757256712e-16,1.78806141033243e-16,-8.63397085801647e-17,5.76226806171171e-17,-7.6974519043958e-17,-1.54047548640115e-17,-1.24198281110985e-15,1.33568804938281e-16
"t22",-0.108777495414469,-0.0156556076008646,-0.167355351428475,0.0213133963270341,-0.0125146459738353,0.0117158395648572,-0.318795150979584,-0.0520342684010955,0.0046089006097103,-9.7711392543682e-05,0.01565773665298,-0.00406520514361509,0.00396855363655526,-2.17357684160298e-05,0.00686591976991485,-0.252495574896037,-3.4108485735674e-05,0.000207336221644103,-0.379979675558384,-2.37763434600404e-05,2.60260681400845e-05,0.00201855178116391,-0.00159551330826725,-2.33449825672024e-05,-3.35573691982536e-05,2.69804509247812e-05,-0.000893970424518556,3.64644023685994e-16,2.11802530120945e-06,-4.05171670483682e-05,7.14001528547604e-06,-0.369235456085177,-0.00104750242851377,-9.22203070269887e-16,0.000468090659160892,-6.19936388212792e-07,-3.07296344258676e-06,1.68671050480453e-05,-5.14642902505029e-08,-1.01879604701857e-05,7.6575466421336e-06,1.63221300476155e-05,6.32769483255657e-05,-1.87046660252871e-05,-0.000637383904489573,4.77497855979837e-06,1.50188631281628e-06,-8.24925258866935e-06,-3.94906239290577e-06,-4.91403351349899e-06,8.83033021944878e-07,2.47185027202813e-06,0.000212781851329512,-1.29357341084279e-06,-2.518449867902e-05,-1.42157584274195e-07,3.01214037252523e-05,-0.000154186560871757,4.38172634300428e-06,0.707106781186546,-1.41630480375305e-14,2.52268169399234e-05,3.78379510427206e-15,2.6395915987568e-16,-9.46611634778989e-16,2.57765260860107e-16,3.49642148579112e-16,-3.47951211933418e-07,1.40972221108604e-06,2.15259864912276e-16,-7.46298970908777e-07,-1.18600447869518e-16,-3.50652775789329e-05,-1.59266368893162e-16,4.30744561469454e-17,-6.43868779949856e-16,1.96381392957652e-16,-2.90112731208579e-07,7.53779475767874e-17,-2.09885823590272e-17,-2.82685814142145e-16,6.16431491951129e-16,1.68033595130318e-18,2.27501035738209e-17,-3.63141328594395e-16,4.11713631298653e-17,7.11238719841597e-17,1.24211230535083e-16,3.14670872784349e-16,-2.29256375755483e-16,-6.42538497419395e-17,-7.83965136296615e-16,-1.1144195525632e-16,-2.0049474829336e-17,-2.60575598731362e-16,1.56203438255382e-16,-8.00266920838249e-17,-1.36011879810075e-15,4.6492674264725e-16
"t39",-0.108398290762779,-0.0155856895489695,-0.165170451123547,0.0209584810235202,-0.0122167164753752,0.0113661020035153,-0.30721115668023,-0.0491190800093909,0.00434052800910674,-9.04129623890868e-05,0.01444957117666,-0.00370448264564915,0.00353316352659799,-1.89924395525733e-05,0.00592695683117733,-0.214393252394664,-2.86259308403649e-05,0.000159044234578561,-0.286784696205067,-1.71483683816666e-05,1.86145675086683e-05,0.00131946761433411,-0.00101896079074919,-1.29506685419656e-05,-1.41564235743048e-05,8.62476867115465e-06,-0.000234661156164169,-4.17583529703791e-16,-1.26017705406343e-06,5.22403930531497e-05,-1.38247997146351e-05,0.851292556614129,0.00287788397133639,2.17607259694217e-15,-0.00175121822570571,9.88959896257896e-06,-6.94653173999251e-05,0.000129875470923,-2.8945682959383e-07,-3.66846893285643e-05,2.57560779802984e-05,5.4853631811357e-05,0.000203351702163539,-5.87893273907736e-05,-0.0020000421016987,1.28050307136384e-05,3.99049806403639e-06,-2.0566836831871e-05,-9.83994611860991e-06,-1.18420663006825e-05,2.0389437923274e-06,5.69176986304602e-06,0.000476047031652003,-2.795728593935e-06,-5.43249560949715e-05,-3.0561113301776e-07,6.3959923727784e-05,-0.000316683649795132,8.84620703871623e-06,-6.58809823955196e-16,1.9458701605938e-16,4.77578203472608e-05,-1.72935998941959e-16,6.48952818088367e-17,8.31578580643633e-17,-3.0399465227791e-17,-2.31150234154146e-16,-6.21986024898609e-07,2.51746685251174e-06,-4.64129771211526e-17,-1.31795919284297e-06,-5.38626115196632e-17,-6.03039173119324e-05,-1.10907396253828e-17,2.21299664980624e-17,-2.10460659200501e-16,-5.20898495593759e-17,-4.94009223030557e-07,-6.68919034259054e-17,-7.73694691545568e-18,-7.40739554669406e-17,-5.74699839863975e-16,2.6522724397142e-17,-7.4856659689994e-17,-1.06222229349803e-16,-2.84360739798331e-17,1.22391865615373e-17,-2.07607173359465e-17,2.30282228603722e-16,1.1888966781785e-17,1.28144161703999e-16,-8.48668529762712e-16,-4.73687295577086e-16,5.1101112075386e-17,2.72270910961156e-16,4.70627232344351e-17,-1.02155450136516e-16,-1.21166502207427e-15,2.67655935514325e-16
"t61",-0.108459922581835,-0.015596913534059,-0.165481428765133,0.0210061552567299,-0.012251775424363,0.0114020532830147,-0.308206602916451,-0.049201102241144,0.00434615232868897,-9.01349764634943e-05,0.0143917503363155,-0.00366932270105223,0.00344302944664315,-1.81212592071555e-05,0.00554776033570081,-0.193586294348765,-2.49572295310374e-05,-5.49556216426773e-05,0.559994148295381,-6.56955201999845e-05,6.14988428435851e-05,0.00285398041426715,-0.00215658792662995,-2.74177174681226e-05,-3.54220549965782e-05,2.68986618075418e-05,-0.000866285813321278,-2.30452924047695e-16,1.37626338816738e-06,-1.70055686441085e-05,1.49554708358714e-06,-0.0333068194438305,5.45044063952881e-05,1.5401496260474e-16,-0.000173638060726593,2.64615026801568e-06,-2.46349867978579e-05,5.50349313256989e-05,-1.33770142327475e-07,-1.98600429322261e-05,1.43399042212154e-05,3.05508486178416e-05,0.000115424203448484,-3.36906132718002e-05,-0.00114698484607687,7.88235547811333e-06,2.4670909639909e-06,-1.31062406163432e-05,-6.27228768429037e-06,-7.67200638309381e-06,1.34908883949061e-06,3.7712141144006e-06,0.000319995671907303,-1.912439563526e-06,-3.71979412173114e-05,-2.09621893880398e-07,4.41487923999882e-05,-0.000222372461622725,6.26742538412786e-06,-8.09323113359861e-16,-4.30449260128403e-17,3.49983967406027e-05,-7.36247083544053e-16,8.7343487020889e-17,-3.46228092105803e-16,-1.17460614267069e-16,-6.79968050803665e-16,-4.69977763869354e-07,1.90323485029278e-06,-1.55990167949688e-16,-1.00238020554954e-06,4.50789213109374e-18,-4.65253087291728e-05,1.44793214208474e-14,3.44886442125181e-15,-0.707106781186549,-9.8271905809493e-15,-3.83181655939082e-07,2.61653675347884e-16,1.72020066604284e-15,6.77164719512174e-16,-3.47409167425861e-16,1.71542522459128e-16,4.60471699776134e-16,4.57221577796865e-16,6.17782978139809e-18,-8.44829368777587e-17,3.20904503775463e-16,-3.38866357146439e-16,-1.65381817108312e-16,-2.9963877459243e-17,-8.54874222420975e-16,-1.42812242484863e-16,-4.71186505760584e-16,7.19079865055123e-17,2.13940159224895e-16,-1.36822262391103e-16,-6.37109116015765e-16,2.27721411016209e-16
"t53",-0.108459922581835,-0.015596913534059,-0.165481428765133,0.0210061552567299,-0.012251775424363,0.0114020532830147,-0.308206602916451,-0.0492011022411441,0.00434615232868889,-9.01349764635107e-05,0.0143917503363158,-0.00366932270105227,0.00344302944664338,-1.81212592070891e-05,0.00554776033570115,-0.193586294348765,-2.49572295310851e-05,-5.49556216427919e-05,0.559994148295382,-6.56955201999296e-05,6.14988428436381e-05,0.00285398041426719,-0.00215658792662992,-2.74177174681058e-05,-3.54220549966328e-05,2.68986618073834e-05,-0.000866285813320721,6.72348903569719e-16,1.37626338816559e-06,-1.70055686442137e-05,1.49554708380926e-06,-0.0333068194438301,5.45044063956643e-05,-1.6861083250419e-16,-0.000173638060727134,2.64615026808615e-06,-2.46349867974512e-05,5.50349313257647e-05,-1.33770142096856e-07,-1.98600429326264e-05,1.43399042212936e-05,3.05508486177483e-05,0.000115424203448531,-3.36906132719478e-05,-0.00114698484607689,7.88235547807242e-06,2.46709096385802e-06,-1.31062406162698e-05,-6.27228768428129e-06,-7.67200638307007e-06,1.34908883913532e-06,3.77121411446754e-06,0.000319995671906999,-1.91243956346886e-06,-3.71979412175277e-05,-2.0962189475093e-07,4.41487923989496e-05,-0.000222372461622138,6.26742538443927e-06,7.86376599412281e-16,-1.18783571630315e-16,3.4998396739039e-05,8.79044693975561e-16,-1.68320852346168e-16,3.13786423682787e-16,1.54419713281049e-16,6.95669869516019e-16,-4.69977762564624e-07,1.90323484959243e-06,2.03468594105037e-16,-1.00238020482948e-06,-7.14805923023777e-17,-4.65253087569006e-05,-1.45309048344605e-14,-3.46231361903445e-15,0.707106781186548,9.8245919926721e-15,-3.83181659656474e-07,-2.68371026111809e-16,-1.6979028704993e-15,-5.53071268463752e-16,8.44591482482055e-17,-1.55183815111522e-16,-4.92436263794126e-16,-4.65230547738646e-16,-9.46369322495809e-17,9.38550101625262e-17,-1.32393419355243e-16,1.14565146888597e-16,1.4934181951157e-16,5.78478658790747e-17,-1.04096483000371e-15,1.33231663526765e-16,3.65800469833885e-16,7.78743013409976e-17,-1.49019123493074e-16,7.02728425695253e-17,-1.73952782585035e-15,3.35347646027467e-16
