,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,2.6545436,2.5972397,4.9566035,3.6729012,4.1055555,4.086123,4.5383067,4.8325367,5.1754713,5.6664534,4.2839336,7.006251,3.450026,6.2412567,3.3590565,5.53711,6.382842,4.845446,1.7008305
t2,2.5685987,2.616571,4.983571,3.6177118,4.025969,4.0183606,4.564668,4.6933427,5.215123,5.6249495,4.2700233,6.9946575,3.4238155,6.3408065,3.407687,5.4973583,6.495544,4.9232635,1.6044083
t3,2.5839617,2.6542175,5.05597,3.5724719,4.0279036,4.0823593,4.623645,4.7733088,5.2826705,5.585852,4.2086086,6.9750667,3.3628376,6.3105,3.436643,5.4285583,6.4666066,4.926053,1.6231483
t4,2.611967,2.687639,5.1282315,3.5160508,4.033456,4.132735,4.689449,4.8194895,5.3468676,5.5423527,4.148575,6.9649405,3.2995887,6.278931,3.4722013,5.3637686,6.441453,4.922401,1.645874
t5,2.604257,2.65355,5.089997,3.4577034,4.041352,4.146573,4.686437,4.8188972,5.3367877,5.506785,4.1444135,6.9062414,3.326219,6.3558316,3.5132327,5.3709173,6.453964,5.013388,1.6377782
t6,2.6048505,2.7060885,5.1599216,3.5452924,4.019901,4.13297,4.684087,4.829483,5.3659263,5.5690455,4.1466756,6.996013,3.2884498,6.2313323,3.455196,5.350426,6.439091,4.8679767,1.6440654
t7,1.2253876,14.139433,1.343968,0.41912952,14.286934,7.4731545,3.7065048,5.0607247,4.1297336,6.7863092,6.4699526,5.105474,4.3204246,5.968291,7.273374,6.7901053,7.567477,4.8978286,7.355222
t8,1.2504379,14.157764,1.3194566,0.45895806,14.248276,7.434397,3.705439,5.064449,4.0863624,6.8279324,6.4538455,5.171748,4.3618035,5.9419537,7.2720575,6.843677,7.5175686,4.9057355,7.3467803
t9,2.5296528,2.6970432,5.100056,3.5445433,3.9881725,4.0421586,4.6702023,4.715024,5.3108745,5.5418897,4.1947584,6.9842277,3.3004546,6.359842,3.4418924,5.389241,6.533942,4.970834,1.5642754
t10,2.4943643,2.7466812,5.1558614,3.549523,3.9548063,3.9797997,4.6996665,4.662093,5.314684,5.5436745,4.213979,7.0186114,3.238825,6.3907557,3.4180195,5.3710966,6.587591,4.995981,1.5170958
t11,3.8800907,1.678055,4.198141,3.3027678,4.724862,4.7787213,3.52511,5.6437244,4.750192,6.6945996,4.765038,6.2267313,4.47944,5.265721,4.4014673,6.1099205,5.2705173,4.195051,2.9141142
t12,3.809622,1.7240667,4.23493,3.363698,4.634698,4.7026353,3.5742986,5.626863,4.7813077,6.604306,4.759003,6.2130938,4.4986806,5.2591343,4.3248343,6.0319715,5.3276486,4.2719674,2.8076663
t13,2.519569,2.707277,5.096279,3.5692723,3.9932497,4.0127683,4.682847,4.690028,5.2788625,5.528864,4.213526,7.018704,3.2923577,6.3611197,3.4061553,5.41578,6.5534887,4.9603577,1.5521508
t14,2.5132585,2.699536,5.1188593,3.4617221,3.9691625,4.070933,4.688039,4.7291946,5.3630753,5.51367,4.159585,6.9308743,3.283061,6.4058533,3.5059257,5.3353515,6.5424223,5.0367594,1.5526779
t15,2.4860296,2.7213473,5.1140285,3.5275922,3.957799,4.011832,4.682049,4.672956,5.3249626,5.527159,4.195247,6.9850864,3.2728658,6.3965178,3.4499779,5.36932,6.579918,5.0007186,1.5229895
t16,3.8160758,1.7556254,4.25011,3.322028,4.72453,4.774825,3.6019835,5.6927204,4.818035,6.6356716,4.7198267,6.2598476,4.440682,5.332665,4.346178,6.0090065,5.208316,4.1964974,2.9124796
t17,3.905396,1.6296252,4.2000847,3.3335972,4.6842723,4.745072,3.4961796,5.5933733,4.702357,6.6914625,4.7840104,6.1892085,4.538039,5.2290816,4.4009423,6.151776,5.336988,4.2512393,2.870969
t18,4.0602093,1.5259906,4.199577,3.2923691,4.735627,4.7723045,3.4555523,5.5656443,4.6733356,6.8271046,4.772694,6.190472,4.5582294,5.232419,4.538259,6.2085485,5.3491535,4.261205,2.8360097
t19,3.9180415,1.7054639,4.1654754,3.2811944,4.746295,4.7779207,3.537488,5.694202,4.788316,6.745966,4.781052,6.2286596,4.478823,5.2645693,4.4593544,6.04603,5.2264247,4.1911287,2.8890264
t20,3.9114053,1.6988289,4.189464,3.2782326,4.7544928,4.7900825,3.5431437,5.6855907,4.787606,6.731545,4.7619085,6.244217,4.4654837,5.2839966,4.4407454,6.0516796,5.2276573,4.1801453,2.908528
t21,4.231195,1.2357718,4.144778,3.4540164,4.507252,4.635106,3.2057316,5.343239,4.35585,6.82621,4.9757633,5.917065,4.99996,4.9852037,4.5582347,6.531784,5.670438,4.5679736,2.739999
t22,4.104847,1.4904492,4.1510606,3.2535946,4.7788496,4.8015437,3.4224083,5.573277,4.665538,6.877135,4.793885,6.188782,4.5460663,5.2188034,4.5797443,6.24593,5.332411,4.222027,2.8584406
t23,3.9478238,1.7071248,4.1321263,3.2033393,4.838276,4.870428,3.510798,5.7463565,4.8148694,6.807221,4.7801056,6.2736406,4.428506,5.28246,4.5235705,6.0296493,5.1137547,4.0902166,2.9890518
t24,4.1685486,1.3029921,4.189667,3.448193,4.487565,4.6188064,3.2536376,5.3884473,4.3883147,6.7823486,4.9390073,5.9417973,4.9721966,5.021075,4.5568504,6.4649158,5.642358,4.5497637,2.7769644
t25,5.6335535,-1.4955454,6.358492,6.0095816,4.363976,5.4076605,2.5810783,2.1623585,2.5297396,5.2513013,4.060286,5.4870543,5.91263,5.454044,2.6234043,8.2026825,6.219535,7.033015,0.99988043
t26,4.3337946,1.2771236,4.009802,3.2150023,4.788995,4.8160563,3.2462485,5.4204183,4.5027347,7.054666,4.89275,6.106039,4.610639,5.088071,4.728102,6.437864,5.491107,4.2472644,2.7885718
t27,5.6853933,-1.5550191,6.393324,6.067405,4.409989,5.436965,2.5271099,2.0977695,2.4799204,5.211594,4.0923543,5.429114,5.8701143,5.38512,2.5742378,8.235627,6.263989,7.068235,0.941966
t28,1.1019349,14.306451,1.4664742,0.63994527,14.059756,7.5744276,3.6516602,4.9194345,4.0508823,6.9279237,6.3443127,5.35699,4.4373555,5.9547105,7.225303,6.9384637,7.583676,4.999837,7.317746
t29,4.8763924,1.5704635,3.4310389,2.395449,5.7173314,5.8083415,2.9565716,6.2008657,4.971505,8.042761,5.0292172,6.4717135,4.286933,5.109414,5.8604074,5.822681,3.9091187,3.3616338,3.6038065
t30,5.6440334,-1.4915806,6.348982,6.0338664,4.3584676,5.3927445,2.573805,2.1430783,2.536917,5.257912,4.062182,5.4718847,5.9147635,5.4462237,2.6318586,8.192617,6.224391,7.0687695,1.003593
t31,4.265283,1.1811085,4.178198,3.4873774,4.391743,4.5605464,3.1511922,5.312002,4.255734,6.798044,5.008834,5.8315244,5.1244135,4.9333606,4.5955515,6.57635,5.782188,4.6644483,2.7404757
t32,4.2605615,1.1942245,4.1925626,3.4588237,4.385662,4.5478106,3.1571972,5.3290277,4.248071,6.7985578,4.9956236,5.8355355,5.1290555,4.943063,4.6309137,6.5589294,5.7876906,4.665856,2.7601645
t33,-1.9609872,9.476666,5.14136,0.45976454,3.317886,6.03161,1.8772008,7.5499926,7.871808,5.6612787,2.8753166,5.2922244,2.9479344,6.483652,5.867495,4.871447,5.465302,4.862213,2.0935369
t34,4.937419,1.591075,3.38063,2.3238556,5.8217187,5.910165,2.9170842,6.2819366,5.0031705,8.172673,5.0109115,6.5131054,4.2517023,5.073744,5.98142,5.773167,3.7774293,3.328037,3.6481597
t35,4.531175,0.9037376,3.9616086,3.5648305,4.347138,4.6222343,2.9567165,5.145103,4.138959,6.9960856,5.1570473,5.690404,5.1165485,4.793487,4.623071,6.811123,5.9210377,4.617617,2.642933
t36,4.3948245,1.0642431,4.094623,3.486751,4.3611913,4.569782,3.059705,5.2505255,4.1849527,6.881736,5.0703373,5.7703233,5.1278844,4.8719025,4.6349487,6.6652293,5.8566313,4.6522627,2.7097642
t37,5.0213995,1.5033118,3.2929893,2.311877,5.812445,5.898339,2.844747,6.206618,4.967797,8.139029,5.11737,6.477777,4.288594,5.151307,6.0018067,5.792522,3.778276,3.1994612,3.6790175
t38,-1.9915509,9.44533,5.163103,0.51558095,3.3454792,6.020414,1.8925384,7.5025673,7.882346,5.6968083,2.9145699,5.277484,2.9258819,6.51223,5.8338804,4.874402,5.4559307,4.8793135,2.0284362
t39,4.5435767,1.1025858,3.8589664,3.1782308,4.808436,4.8649287,3.0966957,5.319205,4.392861,7.237282,4.9980583,6.0216427,4.676466,4.9897833,4.9081287,6.57907,5.5666094,4.2326794,2.7639642
t40,4.468946,1.1430826,3.918856,3.2028382,4.7827077,4.829965,3.1403296,5.335875,4.4133425,7.1611357,4.954914,6.044424,4.6581416,5.0171065,4.808993,6.5557237,5.581816,4.25725,2.7569375
t41,5.747497,-1.6012462,6.436345,6.1386337,4.4212084,5.46256,2.4516451,2.005372,2.438673,5.1973214,4.1044517,5.3660674,5.856403,5.396821,2.520911,8.262289,6.333156,7.172339,0.8941465
t42,5.0551057,1.4690098,3.2683215,2.3209212,5.820068,5.8952,2.8213181,6.1845465,4.9603844,8.124453,5.1568937,6.466744,4.3010373,5.185442,5.996226,5.786741,3.780714,3.1630616,3.6803718
t43,4.930179,1.6949712,3.3564878,2.2656202,5.857627,5.9557962,2.921844,6.4170337,5.066924,8.2727585,4.9423814,6.603555,4.1837234,4.988467,6.070518,5.755398,3.6929684,3.289695,3.7190666
t44,4.9510765,1.7186406,3.3276181,2.2229862,5.9121137,6.0060916,2.9027386,6.455925,5.1010585,8.329041,4.907242,6.640859,4.146415,4.953879,6.129474,5.713632,3.6361723,3.2785032,3.7491288
