accepted_species,estimate
t324,0.70230263
t163,0.70291394
t161,0.70291394
t146,0.7453965
t119,0.743974
t109,1.175296
t158,1.1744598
t84,1.1403874
t17,0.9482777
t8,0.32533664
t13,0.23853542
t58,0.15929347
t105,0.19128358
t264,0.19011338
t312,0.19119631
t142,0.23340675
t176,0.22962706
t245,0.21582793
t34,-1.1671205
t55,-1.2081671
t258,-1.2276094
t122,-1.0395153
t64,-0.9883495
t53,-1.0845242
t338,-1.0471203
t126,-1.0527252
t46,-1.0314167
t90,-1.1429102
t279,-1.1401508
t212,-1.1943926
t284,-1.194523
t233,-1.0434649
t242,-1.0435805
t277,-1.0419755
t16,-1.1166391
