accepted_species,estimate
t324,0.70210314
t163,0.7349458
t161,0.71567875
t146,0.75908095
t119,0.75027364
t109,1.1691296
t158,1.1735983
t84,1.1508887
t17,0.9717861
t8,0.29054922
t13,0.50095356
t58,0.44370535
t105,0.2123535
t264,0.1911486
t312,0.19152032
t142,0.23534383
t176,0.23558913
t245,0.21080902
t34,-1.2325459
t55,-1.2063417
t258,-1.2259594
t122,-1.0095236
t64,-1.0213331
t53,-0.7823179
t338,-1.04739
t126,-1.0489333
t46,-0.7537167
t90,-1.160233
t279,-1.1374193
t212,-1.1744179
t284,-1.1924607
t233,-1.0435907
t242,-1.0442171
t277,-1.0437766
t16,-0.7225312
