accepted_species,estimate
t324,0.70121443
t163,0.7013547
t161,0.69664395
t146,0.7524077
t119,0.750538
t109,1.1551497
t158,1.171821
t84,1.1446571
t17,0.92855257
t8,0.4145041
t13,3.242353
t58,0.1407574
t105,0.20410153
t264,0.19275615
t312,0.19097976
t142,0.19011052
t176,0.23748592
t245,0.2173158
t34,-1.2228705
t55,-1.1658288
t258,-1.2276144
t122,-1.0441992
t64,-1.0357361
t53,-0.96474236
t338,-1.0465744
t126,-1.0543935
t46,-0.9580231
t90,-1.2039046
t279,-1.1447994
t212,-1.1924617
t284,-1.1380609
t233,-1.0467166
t242,-1.0430549
t277,-1.0438524
t16,-0.48468426
