,0,1,2,3,4,5,6,7,8,9,10,11
t12,-0.2786078,19.44307,-0.11099505,-1.1382582,9.660408,8.545202,-0.9670836,-0.23959482,-0.48545867,5.9382863,0.16133185,9.025302
t43,-0.5628802,22.83755,-0.17946516,-1.3200098,11.684089,10.514401,-1.1461661,-0.31767145,-0.6820023,7.1787467,0.17480876,10.748132
t44,-0.56269866,22.516447,-0.19435598,-1.298334,11.891809,10.651911,-1.1301945,-0.32811517,-0.6749992,7.1387153,0.1659246,10.725328
t110,-0.55800015,22.990011,-0.1972605,-1.3159925,11.906047,10.612933,-1.1466777,-0.33001384,-0.6853329,7.1621766,0.17141812,10.822803
t111,-0.56000626,22.972843,-0.19773172,-1.3151819,11.882399,10.60636,-1.1465684,-0.3291234,-0.6853925,7.160359,0.17155556,10.808554
t45,-0.5887285,22.959862,-0.17910513,-1.3339944,11.855762,10.765198,-1.1488453,-0.31600976,-0.6882951,7.3697357,0.17353465,10.884687
t100,-0.57947445,23.228384,-0.16232441,-1.3278048,12.125665,10.702183,-1.1611267,-0.31831354,-0.68876195,7.4167457,0.1742583,11.1114435
t101,-0.5801058,23.238728,-0.16177365,-1.329988,12.114346,10.720267,-1.1620183,-0.31903642,-0.6900641,7.4348297,0.174065,11.101349
t55,-0.5842394,23.066385,-0.17482011,-1.338737,11.958446,10.705618,-1.1619837,-0.31898776,-0.69194525,7.4037547,0.17373998,10.94018
t41,-0.54967546,22.768858,-0.17493168,-1.33083,11.795645,10.408989,-1.1377516,-0.3209731,-0.67529863,7.170342,0.17591935,10.780401
t39,-0.55099714,22.911505,-0.1564272,-1.321634,11.818326,10.463898,-1.1361471,-0.32032755,-0.6788321,7.308059,0.17114283,10.837339
t69,-0.512627,23.746971,-0.13944216,-1.3447914,11.852688,11.107472,-1.1921738,-0.30112445,-0.6658311,7.343018,0.18711309,10.931834
t70,-0.50067115,23.843716,-0.13625282,-1.3526237,11.923231,11.112417,-1.1944269,-0.3023892,-0.6624161,7.3863573,0.18670766,11.028824
t54,-0.54426473,22.87959,-0.16024758,-1.2666044,11.845486,11.170667,-1.1637844,-0.30059287,-0.6518533,7.0826883,0.17681818,10.771344
t53,-0.6201218,21.5412,-0.20182595,-1.1529257,11.888896,11.586497,-1.1269188,-0.3051459,-0.63820964,6.793996,0.16024123,10.547663
t35,-0.49257308,23.199791,-0.12912454,-1.3268512,11.653993,10.792514,-1.1632774,-0.29073527,-0.64368117,7.2421546,0.18318596,10.7969055
t32,-0.48055878,23.242756,-0.15488379,-1.3396683,11.767368,10.885461,-1.1872867,-0.29596263,-0.64486676,7.3000975,0.18036549,10.763141
t116,-0.45784596,23.604296,-0.12932639,-1.363975,11.947193,11.175231,-1.1918169,-0.30114663,-0.63518524,7.329219,0.19392976,10.997728
t117,-0.46032637,23.608778,-0.12997031,-1.3647693,11.948,11.179064,-1.1926794,-0.30101714,-0.6362336,7.3331923,0.19404626,11.001112
t68,-0.4506509,23.445103,-0.13631125,-1.3608044,11.933612,11.144187,-1.186097,-0.30519816,-0.6320881,7.29008,0.1912744,10.921325
t76,-0.57938266,22.454552,-0.19712122,-1.2357717,11.89073,11.445263,-1.18152,-0.29800645,-0.65312845,7.0656247,0.17014425,10.653518
t77,-0.51915455,23.66853,-0.16248128,-1.3419375,11.873858,11.1727495,-1.2179623,-0.29476607,-0.66719323,7.381513,0.18471064,10.898006
t57,-0.5292333,23.68171,-0.15211149,-1.3421966,11.8360405,11.086602,-1.2091988,-0.2982207,-0.6718896,7.4232917,0.184931,10.883912
t20,-0.41069132,21.70896,-0.122694455,-1.2399181,10.5076,9.756639,-1.0515143,-0.2884453,-0.5803264,6.582447,0.18111561,10.006788
