"","t12","t43","t44","t110","t111","t45","t100","t101","t55","t41","t39","t69","t70","t54","t53","t35","t32","t116","t117","t68","t76","t77","t57","t20","t96","t97","t5","t104","t105","t124","t125","t126","t13","t80","t81","t66","t56","t52","t27","t28","t87","t88","t50","t40","t6","t7","t8","t60","t61","t114","t115","t94","t95","t49","t71","t72","t106","t107","t82","t59","t74","t75","t102","t103","t98","t99","t30","t31","t25","t21","t22","t73","t85","t86","t26","t9","t64","t65","t46","t1","t120","t121","t79","t67","t92","t93","t89","t42","t122","t123","t4","t18","t19","t29","t90","t91","t38","t62","t63","t118","t119","t78","t33","t34","t47","t48","t36","t37","t83","t84","t23","t24","t16","t17","t10","t11","t3","t58","t112","t113","t15","t108","t109","t51","t14","t2"
"t12",0,11.09531418192,10.94849564792,11.09531418185,11.09531418185,11.09531418186,11.09531418156,11.09531418156,11.09531418176,11.09531418176,11.0953141816,11.095314181821,11.095314181821,10.747657144621,10.23910440347,11.09531418187,11.09531418227,11.09531418197,11.09531418197,11.09531418197,10.5877044195,11.095314182,11.0953141824,11.0953141824,11.095314182,11.095314182,8.46093656,20.8124392192,20.8124392192,20.81243921925,20.81243921925,20.81243921925,20.8124392187,20.8124392188,20.8124392188,20.8124392188,20.6479674199,20.8124392187,20.8124392187,20.8124392187,20.8124392188,20.8124392188,20.8124392189,20.8124392187,16.937880086,13.8675750998,18.1014224582,20.81243921768,20.01818379848,20.81243921728,20.81243921728,20.81243921858,20.81243921858,20.81243921888,20.81243921848,20.81243921848,20.81243921828,20.81243921828,20.81243921828,20.81243921838,20.81243921888,20.81243921888,20.81243921808,20.81243921808,20.81243921838,20.81243921838,20.8124392184,20.8124392184,18.1955943018,20.8124392182,17.421075117,20.8124392181,20.8124392181,20.8124392181,20.8124392178,15.0661103411,20.812439219,20.4937369946,19.8530344901,12.2320657651,20.8124392187,20.8124392187,20.8124392187,20.8124392191,20.81243921911,20.81243921911,20.8124392191,20.8124392195,20.81243921879,20.81243921879,13.6108126893,19.1955837921,20.8124392181,20.8124392181,20.81243921819,20.81243921819,20.81243921773,20.11741925813,20.81243921793,20.81243921869,20.81243921869,20.81243921869,20.8124392181,20.8124392181,20.8124392181,20.8124392181,20.8124392183,20.8124392183,20.8124392189,20.8124392189,17.5517835302,19.1426493337,20.812439218,20.812439218,15.00337311599,18.9233883002,20.8124392185,20.8124392185,20.8124392185,20.8124392185,16.6685931483,20.8124392183,20.8124392183,20.8124392187,16.4042088782,13.7584351362
"t43",11.09531418192,0,3.239913098,3.56019359327,3.56019359327,4.19063796828,4.19063796798,4.19063796798,4.19063796818,4.19063796818,4.31764596432,10.881360292541,10.881360292541,10.533703255341,10.02515051419,10.88136029259,10.88136029299,10.88136029269,10.88136029269,10.88136029269,10.37375053022,10.88136029272,10.88136029312,10.88136029312,10.88136029272,10.88136029272,8.46093655992,20.81243921912,20.81243921912,20.81243921917,20.81243921917,20.81243921917,20.81243921862,20.81243921872,20.81243921872,20.81243921872,20.64796741982,20.81243921862,20.81243921862,20.81243921862,20.81243921872,20.81243921872,20.81243921882,20.81243921862,16.93788008592,13.86757509972,18.10142245812,20.8124392176,20.0181837984,20.8124392172,20.8124392172,20.8124392185,20.8124392185,20.8124392188,20.8124392184,20.8124392184,20.8124392182,20.8124392182,20.8124392182,20.8124392183,20.8124392188,20.8124392188,20.812439218,20.812439218,20.8124392183,20.8124392183,20.81243921832,20.81243921832,18.19559430172,20.81243921812,17.42107511692,20.81243921802,20.81243921802,20.81243921802,20.81243921772,15.06611034102,20.81243921892,20.49373699452,19.85303449002,12.23206576502,20.81243921862,20.81243921862,20.81243921862,20.81243921902,20.81243921903,20.81243921903,20.81243921902,20.81243921942,20.81243921871,20.81243921871,13.61081268922,19.19558379202,20.81243921802,20.81243921802,20.81243921811,20.81243921811,20.81243921765,20.11741925805,20.81243921785,20.81243921861,20.81243921861,20.81243921861,20.81243921802,20.81243921802,20.81243921802,20.81243921802,20.81243921822,20.81243921822,20.81243921882,20.81243921882,17.55178353012,19.14264933362,20.81243921792,20.81243921792,15.00337311591,18.92338830012,20.81243921842,20.81243921842,20.81243921842,20.81243921842,16.66859314822,20.81243921822,20.81243921822,20.81243921862,16.40420887812,13.75843513612
"t44",10.94849564792,3.239913098,0,3.41337505927,3.41337505927,4.04381943428,4.04381943398,4.04381943398,4.04381943418,4.04381943418,4.17082743032,10.734541758541,10.734541758541,10.386884721341,9.87833198019,10.73454175859,10.73454175899,10.73454175869,10.73454175869,10.73454175869,10.22693199622,10.73454175872,10.73454175912,10.73454175912,10.73454175872,10.73454175872,8.31411802592,20.66562068512,20.66562068512,20.66562068517,20.66562068517,20.66562068517,20.66562068462,20.66562068472,20.66562068472,20.66562068472,20.50114888582,20.66562068462,20.66562068462,20.66562068462,20.66562068472,20.66562068472,20.66562068482,20.66562068462,16.79106155192,13.72075656572,17.95460392412,20.6656206836,19.8713652644,20.6656206832,20.6656206832,20.6656206845,20.6656206845,20.6656206848,20.6656206844,20.6656206844,20.6656206842,20.6656206842,20.6656206842,20.6656206843,20.6656206848,20.6656206848,20.665620684,20.665620684,20.6656206843,20.6656206843,20.66562068432,20.66562068432,18.04877576772,20.66562068412,17.27425658292,20.66562068402,20.66562068402,20.66562068402,20.66562068372,14.91929180702,20.66562068492,20.34691846052,19.70621595602,12.08524723102,20.66562068462,20.66562068462,20.66562068462,20.66562068502,20.66562068503,20.66562068503,20.66562068502,20.66562068542,20.66562068471,20.66562068471,13.46399415522,19.04876525802,20.66562068402,20.66562068402,20.66562068411,20.66562068411,20.66562068365,19.97060072405,20.66562068385,20.66562068461,20.66562068461,20.66562068461,20.66562068402,20.66562068402,20.66562068402,20.66562068402,20.66562068422,20.66562068422,20.66562068482,20.66562068482,17.40496499612,18.99583079962,20.66562068392,20.66562068392,14.85655458191,18.77656976612,20.66562068442,20.66562068442,20.66562068442,20.66562068442,16.52177461422,20.66562068422,20.66562068422,20.66562068462,16.25739034412,13.61161660212
"t110",11.09531418185,3.56019359327,3.41337505927,0,0.3298856912,4.19063796821,4.19063796791,4.19063796791,4.19063796811,4.19063796811,4.31764596425,10.881360292471,10.881360292471,10.533703255271,10.02515051412,10.88136029252,10.88136029292,10.88136029262,10.88136029262,10.88136029262,10.37375053015,10.88136029265,10.88136029305,10.88136029305,10.88136029265,10.88136029265,8.46093655985,20.81243921905,20.81243921905,20.8124392191,20.8124392191,20.8124392191,20.81243921855,20.81243921865,20.81243921865,20.81243921865,20.64796741975,20.81243921855,20.81243921855,20.81243921855,20.81243921865,20.81243921865,20.81243921875,20.81243921855,16.93788008585,13.86757509965,18.10142245805,20.81243921753,20.01818379833,20.81243921713,20.81243921713,20.81243921843,20.81243921843,20.81243921873,20.81243921833,20.81243921833,20.81243921813,20.81243921813,20.81243921813,20.81243921823,20.81243921873,20.81243921873,20.81243921793,20.81243921793,20.81243921823,20.81243921823,20.81243921825,20.81243921825,18.19559430165,20.81243921805,17.42107511685,20.81243921795,20.81243921795,20.81243921795,20.81243921765,15.06611034095,20.81243921885,20.49373699445,19.85303448995,12.23206576495,20.81243921855,20.81243921855,20.81243921855,20.81243921895,20.81243921896,20.81243921896,20.81243921895,20.81243921935,20.81243921864,20.81243921864,13.61081268915,19.19558379195,20.81243921795,20.81243921795,20.81243921804,20.81243921804,20.81243921758,20.11741925798,20.81243921778,20.81243921854,20.81243921854,20.81243921854,20.81243921795,20.81243921795,20.81243921795,20.81243921795,20.81243921815,20.81243921815,20.81243921875,20.81243921875,17.55178353005,19.14264933355,20.81243921785,20.81243921785,15.00337311584,18.92338830005,20.81243921835,20.81243921835,20.81243921835,20.81243921835,16.66859314815,20.81243921815,20.81243921815,20.81243921855,16.40420887805,13.75843513605
"t111",11.09531418185,3.56019359327,3.41337505927,0.3298856912,0,4.19063796821,4.19063796791,4.19063796791,4.19063796811,4.19063796811,4.31764596425,10.881360292471,10.881360292471,10.533703255271,10.02515051412,10.88136029252,10.88136029292,10.88136029262,10.88136029262,10.88136029262,10.37375053015,10.88136029265,10.88136029305,10.88136029305,10.88136029265,10.88136029265,8.46093655985,20.81243921905,20.81243921905,20.8124392191,20.8124392191,20.8124392191,20.81243921855,20.81243921865,20.81243921865,20.81243921865,20.64796741975,20.81243921855,20.81243921855,20.81243921855,20.81243921865,20.81243921865,20.81243921875,20.81243921855,16.93788008585,13.86757509965,18.10142245805,20.81243921753,20.01818379833,20.81243921713,20.81243921713,20.81243921843,20.81243921843,20.81243921873,20.81243921833,20.81243921833,20.81243921813,20.81243921813,20.81243921813,20.81243921823,20.81243921873,20.81243921873,20.81243921793,20.81243921793,20.81243921823,20.81243921823,20.81243921825,20.81243921825,18.19559430165,20.81243921805,17.42107511685,20.81243921795,20.81243921795,20.81243921795,20.81243921765,15.06611034095,20.81243921885,20.49373699445,19.85303448995,12.23206576495,20.81243921855,20.81243921855,20.81243921855,20.81243921895,20.81243921896,20.81243921896,20.81243921895,20.81243921935,20.81243921864,20.81243921864,13.61081268915,19.19558379195,20.81243921795,20.81243921795,20.81243921804,20.81243921804,20.81243921758,20.11741925798,20.81243921778,20.81243921854,20.81243921854,20.81243921854,20.81243921795,20.81243921795,20.81243921795,20.81243921795,20.81243921815,20.81243921815,20.81243921875,20.81243921875,17.55178353005,19.14264933355,20.81243921785,20.81243921785,15.00337311584,18.92338830005,20.81243921835,20.81243921835,20.81243921835,20.81243921835,16.66859314815,20.81243921815,20.81243921815,20.81243921855,16.40420887805,13.75843513605
"t45",11.09531418186,4.19063796828,4.04381943428,4.19063796821,4.19063796821,0,3.2594418297,3.2594418297,3.2594418299,4.0406271721,4.31764596426,10.881360292481,10.881360292481,10.533703255281,10.02515051413,10.88136029253,10.88136029293,10.88136029263,10.88136029263,10.88136029263,10.37375053016,10.88136029266,10.88136029306,10.88136029306,10.88136029266,10.88136029266,8.46093655986,20.81243921906,20.81243921906,20.81243921911,20.81243921911,20.81243921911,20.81243921856,20.81243921866,20.81243921866,20.81243921866,20.64796741976,20.81243921856,20.81243921856,20.81243921856,20.81243921866,20.81243921866,20.81243921876,20.81243921856,16.93788008586,13.86757509966,18.10142245806,20.81243921754,20.01818379834,20.81243921714,20.81243921714,20.81243921844,20.81243921844,20.81243921874,20.81243921834,20.81243921834,20.81243921814,20.81243921814,20.81243921814,20.81243921824,20.81243921874,20.81243921874,20.81243921794,20.81243921794,20.81243921824,20.81243921824,20.81243921826,20.81243921826,18.19559430166,20.81243921806,17.42107511686,20.81243921796,20.81243921796,20.81243921796,20.81243921766,15.06611034096,20.81243921886,20.49373699446,19.85303448996,12.23206576496,20.81243921856,20.81243921856,20.81243921856,20.81243921896,20.81243921897,20.81243921897,20.81243921896,20.81243921936,20.81243921865,20.81243921865,13.61081268916,19.19558379196,20.81243921796,20.81243921796,20.81243921805,20.81243921805,20.81243921759,20.11741925799,20.81243921779,20.81243921855,20.81243921855,20.81243921855,20.81243921796,20.81243921796,20.81243921796,20.81243921796,20.81243921816,20.81243921816,20.81243921876,20.81243921876,17.55178353006,19.14264933356,20.81243921786,20.81243921786,15.00337311585,18.92338830006,20.81243921836,20.81243921836,20.81243921836,20.81243921836,16.66859314816,20.81243921816,20.81243921816,20.81243921856,16.40420887806,13.75843513606
"t100",11.09531418156,4.19063796798,4.04381943398,4.19063796791,4.19063796791,3.2594418297,0,0.5552315156,2.6553929098,4.0406271718,4.31764596396,10.881360292181,10.881360292181,10.533703254981,10.02515051383,10.88136029223,10.88136029263,10.88136029233,10.88136029233,10.88136029233,10.37375052986,10.88136029236,10.88136029276,10.88136029276,10.88136029236,10.88136029236,8.46093655956,20.81243921876,20.81243921876,20.81243921881,20.81243921881,20.81243921881,20.81243921826,20.81243921836,20.81243921836,20.81243921836,20.64796741946,20.81243921826,20.81243921826,20.81243921826,20.81243921836,20.81243921836,20.81243921846,20.81243921826,16.93788008556,13.86757509936,18.10142245776,20.81243921724,20.01818379804,20.81243921684,20.81243921684,20.81243921814,20.81243921814,20.81243921844,20.81243921804,20.81243921804,20.81243921784,20.81243921784,20.81243921784,20.81243921794,20.81243921844,20.81243921844,20.81243921764,20.81243921764,20.81243921794,20.81243921794,20.81243921796,20.81243921796,18.19559430136,20.81243921776,17.42107511656,20.81243921766,20.81243921766,20.81243921766,20.81243921736,15.06611034066,20.81243921856,20.49373699416,19.85303448966,12.23206576466,20.81243921826,20.81243921826,20.81243921826,20.81243921866,20.81243921867,20.81243921867,20.81243921866,20.81243921906,20.81243921835,20.81243921835,13.61081268886,19.19558379166,20.81243921766,20.81243921766,20.81243921775,20.81243921775,20.81243921729,20.11741925769,20.81243921749,20.81243921825,20.81243921825,20.81243921825,20.81243921766,20.81243921766,20.81243921766,20.81243921766,20.81243921786,20.81243921786,20.81243921846,20.81243921846,17.55178352976,19.14264933326,20.81243921756,20.81243921756,15.00337311555,18.92338829976,20.81243921806,20.81243921806,20.81243921806,20.81243921806,16.66859314786,20.81243921786,20.81243921786,20.81243921826,16.40420887776,13.75843513576
"t101",11.09531418156,4.19063796798,4.04381943398,4.19063796791,4.19063796791,3.2594418297,0.5552315156,0,2.6553929098,4.0406271718,4.31764596396,10.881360292181,10.881360292181,10.533703254981,10.02515051383,10.88136029223,10.88136029263,10.88136029233,10.88136029233,10.88136029233,10.37375052986,10.88136029236,10.88136029276,10.88136029276,10.88136029236,10.88136029236,8.46093655956,20.81243921876,20.81243921876,20.81243921881,20.81243921881,20.81243921881,20.81243921826,20.81243921836,20.81243921836,20.81243921836,20.64796741946,20.81243921826,20.81243921826,20.81243921826,20.81243921836,20.81243921836,20.81243921846,20.81243921826,16.93788008556,13.86757509936,18.10142245776,20.81243921724,20.01818379804,20.81243921684,20.81243921684,20.81243921814,20.81243921814,20.81243921844,20.81243921804,20.81243921804,20.81243921784,20.81243921784,20.81243921784,20.81243921794,20.81243921844,20.81243921844,20.81243921764,20.81243921764,20.81243921794,20.81243921794,20.81243921796,20.81243921796,18.19559430136,20.81243921776,17.42107511656,20.81243921766,20.81243921766,20.81243921766,20.81243921736,15.06611034066,20.81243921856,20.49373699416,19.85303448966,12.23206576466,20.81243921826,20.81243921826,20.81243921826,20.81243921866,20.81243921867,20.81243921867,20.81243921866,20.81243921906,20.81243921835,20.81243921835,13.61081268886,19.19558379166,20.81243921766,20.81243921766,20.81243921775,20.81243921775,20.81243921729,20.11741925769,20.81243921749,20.81243921825,20.81243921825,20.81243921825,20.81243921766,20.81243921766,20.81243921766,20.81243921766,20.81243921786,20.81243921786,20.81243921846,20.81243921846,17.55178352976,19.14264933326,20.81243921756,20.81243921756,15.00337311555,18.92338829976,20.81243921806,20.81243921806,20.81243921806,20.81243921806,16.66859314786,20.81243921786,20.81243921786,20.81243921826,16.40420887776,13.75843513576
"t55",11.09531418176,4.19063796818,4.04381943418,4.19063796811,4.19063796811,3.2594418299,2.6553929098,2.6553929098,0,4.040627172,4.31764596416,10.881360292381,10.881360292381,10.533703255181,10.02515051403,10.88136029243,10.88136029283,10.88136029253,10.88136029253,10.88136029253,10.37375053006,10.88136029256,10.88136029296,10.88136029296,10.88136029256,10.88136029256,8.46093655976,20.81243921896,20.81243921896,20.81243921901,20.81243921901,20.81243921901,20.81243921846,20.81243921856,20.81243921856,20.81243921856,20.64796741966,20.81243921846,20.81243921846,20.81243921846,20.81243921856,20.81243921856,20.81243921866,20.81243921846,16.93788008576,13.86757509956,18.10142245796,20.81243921744,20.01818379824,20.81243921704,20.81243921704,20.81243921834,20.81243921834,20.81243921864,20.81243921824,20.81243921824,20.81243921804,20.81243921804,20.81243921804,20.81243921814,20.81243921864,20.81243921864,20.81243921784,20.81243921784,20.81243921814,20.81243921814,20.81243921816,20.81243921816,18.19559430156,20.81243921796,17.42107511676,20.81243921786,20.81243921786,20.81243921786,20.81243921756,15.06611034086,20.81243921876,20.49373699436,19.85303448986,12.23206576486,20.81243921846,20.81243921846,20.81243921846,20.81243921886,20.81243921887,20.81243921887,20.81243921886,20.81243921926,20.81243921855,20.81243921855,13.61081268906,19.19558379186,20.81243921786,20.81243921786,20.81243921795,20.81243921795,20.81243921749,20.11741925789,20.81243921769,20.81243921845,20.81243921845,20.81243921845,20.81243921786,20.81243921786,20.81243921786,20.81243921786,20.81243921806,20.81243921806,20.81243921866,20.81243921866,17.55178352996,19.14264933346,20.81243921776,20.81243921776,15.00337311575,18.92338829996,20.81243921826,20.81243921826,20.81243921826,20.81243921826,16.66859314806,20.81243921806,20.81243921806,20.81243921846,16.40420887796,13.75843513596
"t41",11.09531418176,4.19063796818,4.04381943418,4.19063796811,4.19063796811,4.0406271721,4.0406271718,4.0406271718,4.040627172,0,4.31764596416,10.881360292381,10.881360292381,10.533703255181,10.02515051403,10.88136029243,10.88136029283,10.88136029253,10.88136029253,10.88136029253,10.37375053006,10.88136029256,10.88136029296,10.88136029296,10.88136029256,10.88136029256,8.46093655976,20.81243921896,20.81243921896,20.81243921901,20.81243921901,20.81243921901,20.81243921846,20.81243921856,20.81243921856,20.81243921856,20.64796741966,20.81243921846,20.81243921846,20.81243921846,20.81243921856,20.81243921856,20.81243921866,20.81243921846,16.93788008576,13.86757509956,18.10142245796,20.81243921744,20.01818379824,20.81243921704,20.81243921704,20.81243921834,20.81243921834,20.81243921864,20.81243921824,20.81243921824,20.81243921804,20.81243921804,20.81243921804,20.81243921814,20.81243921864,20.81243921864,20.81243921784,20.81243921784,20.81243921814,20.81243921814,20.81243921816,20.81243921816,18.19559430156,20.81243921796,17.42107511676,20.81243921786,20.81243921786,20.81243921786,20.81243921756,15.06611034086,20.81243921876,20.49373699436,19.85303448986,12.23206576486,20.81243921846,20.81243921846,20.81243921846,20.81243921886,20.81243921887,20.81243921887,20.81243921886,20.81243921926,20.81243921855,20.81243921855,13.61081268906,19.19558379186,20.81243921786,20.81243921786,20.81243921795,20.81243921795,20.81243921749,20.11741925789,20.81243921769,20.81243921845,20.81243921845,20.81243921845,20.81243921786,20.81243921786,20.81243921786,20.81243921786,20.81243921806,20.81243921806,20.81243921866,20.81243921866,17.55178352996,19.14264933346,20.81243921776,20.81243921776,15.00337311575,18.92338829996,20.81243921826,20.81243921826,20.81243921826,20.81243921826,16.66859314806,20.81243921806,20.81243921806,20.81243921846,16.40420887796,13.75843513596
