,0,1,2,3,4,5,6,7,8,9,10,11
t12,16.103605,-0.6822485,12.465945,3.981481,7.6620126,7.1536226,9.5510435,3.6414,6.308243,3.4881742,8.511531,11.764253
t43,12.867613,-1.5895891,3.750564,5.455483,4.081455,3.9154077,10.094761,-1.1844356,2.7459521,-2.570307,3.3494203,5.8071027
t44,12.942969,-1.6635978,3.6504517,5.5305223,4.0809584,3.9173908,10.151021,-1.0965465,2.7209501,-2.6544247,3.521011,5.792975
t110,12.906947,-1.5486877,3.7717822,5.603869,4.024028,3.8845353,10.384531,-1.1355778,2.7028124,-2.7273521,3.6685765,5.6612244
t111,12.90785,-1.5467886,3.790385,5.4956975,4.0637608,3.9076736,10.216756,-1.202024,2.7251651,-2.6142118,3.561878,5.716201
t45,12.964899,-1.6929635,3.748671,5.4639964,3.9850798,3.8265157,10.165798,-1.2186811,2.630564,-2.5858734,3.4948618,5.866892
t100,13.000463,-1.6427222,3.8406532,5.421241,3.9332552,3.7741008,10.311377,-1.268828,2.6002767,-2.548358,3.6461108,5.825941
t101,12.954191,-1.6273346,3.7996142,5.4163303,3.9771795,3.814681,10.24909,-1.2440603,2.6404974,-2.5425966,3.5974007,5.806047
t55,12.841452,-1.547018,3.7819738,5.365924,4.019439,3.8488863,10.171868,-1.2765702,2.6948678,-2.490157,3.496501,5.7765574
t41,13.029696,-1.7214937,3.6920784,5.60732,4.0625463,3.907795,10.234676,-1.0685302,2.708614,-2.730178,3.5571406,5.79134
t39,12.926224,-1.61366,3.6668918,5.547501,4.1283073,3.9661958,10.091398,-1.1028655,2.7765694,-2.6667583,3.4288352,5.7538114
t69,16.28018,-0.44340584,12.373073,3.6845837,7.869628,7.0885296,9.560069,3.7581306,6.376275,3.6587658,8.346418,11.59691
t70,16.50404,-0.53997236,12.301197,3.8085816,7.7229786,7.3849416,9.773778,3.580376,6.2589393,3.497384,8.202301,11.660605
t54,16.379131,-0.55126715,12.357487,3.7970045,7.798124,7.299186,9.628699,3.6472049,6.299534,3.5109212,8.311379,11.652062
t53,16.573364,-0.46545282,12.301872,3.7404876,7.894012,7.2524467,9.5625515,3.7035933,6.272997,3.6141071,8.31946,11.53423
t35,16.345371,-0.5768661,12.412527,3.7715309,7.7836676,7.242843,9.660999,3.6711469,6.3359227,3.5315912,8.403689,11.795665
t32,16.303068,-0.6421221,12.422641,3.6506689,7.783098,7.269696,9.719434,3.6035836,6.297776,3.59625,8.272545,11.776936
t116,16.297493,-0.78477556,12.469468,3.6903098,7.7399116,7.147414,9.560276,3.534153,6.119194,3.7849302,8.274367,11.721128
t117,16.446686,-0.7114915,12.468645,3.7222712,7.8157296,7.243867,9.596504,3.5831504,6.170333,3.6862376,8.360115,11.738141
t68,16.225536,-0.7089983,12.36295,3.7053692,7.7302456,7.144075,9.672617,3.5520544,6.197497,3.7241569,8.217983,11.686286
t76,16.568584,-0.66813797,12.455799,3.67891,8.008947,7.2108665,9.525933,3.6589057,6.108416,3.678049,8.483228,11.573108
t77,16.407177,-0.7191176,12.570486,3.5961304,8.002731,7.3167753,9.592957,3.658914,6.2422533,3.5947971,8.445074,11.748297
t57,16.51072,-0.7585992,12.407594,3.6517506,7.9495225,7.1603947,9.689383,3.5745018,6.0661907,3.7011743,8.497628,11.694439
t20,16.062763,-0.66703784,12.422471,3.7762187,7.6717167,7.191932,9.665924,3.615153,6.376951,3.5172226,8.321078,11.801605
t96,16.269285,-0.6349127,12.490783,4.045204,7.7654147,7.188235,9.445787,3.7024736,6.24626,3.492553,8.606651,11.73831
t97,16.326017,-0.7075926,12.496879,3.9963892,7.728778,7.1951675,9.486355,3.6165845,6.163557,3.59439,8.590199,11.703081
t5,4.6561317,8.902957,2.3921506,3.451052,5.5223513,5.157323,8.969106,6.688094,2.9575279,6.8025017,2.9906604,3.400432
t104,-1.0956149,0.81018174,7.1100025,4.123423,3.3944492,8.541885,6.1309075,1.2683233,5.692448,6.9309688,7.4631176,4.2732673
t105,-1.1274129,0.7875347,7.0984435,4.153265,3.4443376,8.550056,6.1384387,1.2450883,5.6591477,6.9075837,7.513183,4.270469
t124,-1.1888415,0.82599545,7.2060957,4.118053,3.4594307,8.443135,6.031308,1.1986791,5.744716,7.0250196,7.523398,4.186874
t125,-1.1695778,0.8305382,7.0433626,4.1060033,3.5575333,8.603334,6.195671,1.1644487,5.5924535,6.892636,7.6253095,4.249784
t126,-1.2119524,0.888708,7.1548367,4.073189,3.5373666,8.493895,6.0856175,1.1375833,5.710734,6.9978995,7.602259,4.1771073
t13,-1.0575169,0.87855285,7.0287323,4.040898,3.3660243,8.620649,6.2111416,1.2295314,5.601982,6.914547,7.4315796,4.287158
t80,-1.7681829,0.78659034,7.850036,4.2334313,3.8794007,7.8057957,5.3498006,0.9551161,6.3383007,7.2666316,7.9461956,4.0413556
t81,-1.7427973,0.82354116,7.859575,4.2246118,3.9343467,7.7976747,5.330219,0.9030626,6.3419557,7.2861733,8.002976,4.017689
t66,-1.729457,0.8479081,7.9405766,4.243198,3.9745798,7.716856,5.2753935,0.8902689,6.389116,7.309734,8.042105,4.0397787
t56,-1.7385877,0.7710118,7.8303313,4.26428,3.8909526,7.8217487,5.4096284,0.9222201,6.2617297,7.3024054,7.960257,4.062153
t52,-1.8074487,0.8479008,7.972183,4.172263,3.9466617,7.687085,5.188176,0.9361407,6.481899,7.2545333,8.014462,3.9625063
t27,-1.4992504,0.83825374,7.644682,4.1787047,3.7122169,8.0020685,5.54547,1.0769497,6.0996146,7.1973615,7.796439,4.0476427
t28,-1.4390937,0.8047831,7.6016154,4.1673427,3.653317,8.04429,5.5979695,1.1165364,6.048283,7.174545,7.73815,4.0149364
