,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t6,6.9584813,7.656437,5.087432,8.234356,1.7025982,2.288463,4.1938114,4.7888827,5.2475543,6.428733,6.470913,5.8176227,3.8571465,2.6122193,3.603864,4.685189,6.021779,4.706041,6.5988684,4.5588264,1.7453038,5.341603,4.335227,3.406242
t12,6.91049,7.555554,5.1085124,8.353813,1.5523026,2.4208674,4.078982,4.8039575,5.3817043,6.3529115,6.6130376,5.909606,3.9255147,2.680491,3.4875448,4.685214,5.9195924,4.8767686,6.47754,4.4372463,1.7561095,5.2010317,4.3846397,3.4848194
t43,6.849955,7.381362,5.104854,8.568538,1.2534895,2.6177793,3.9004393,4.8172812,5.725493,6.130208,6.913094,6.023458,4.052391,2.8618166,3.1895094,4.733267,5.639845,5.2155623,6.2130184,4.1279855,1.8281251,4.905682,4.5530934,3.6721394
t44,6.9355836,7.366251,5.0902376,8.590905,1.2618394,2.7077408,3.8384013,4.805281,5.722927,6.1904893,6.936839,6.081708,4.124737,2.8909638,3.203079,4.668222,5.6532855,5.2488794,6.1569138,4.0974164,1.8730507,4.877547,4.4592996,3.7371185
t46,6.956685,7.3558435,5.1407523,8.576714,1.1904303,2.6575158,3.8018475,4.880759,5.7896233,6.121637,6.935927,6.0428715,4.0601034,2.9049287,3.141901,4.7324085,5.591488,5.286533,6.130606,4.067898,1.8049301,4.8796363,4.49122,3.7723107
t47,6.9192057,7.3627615,5.095412,8.613522,1.2282931,2.7010548,3.822912,4.826195,5.7706184,6.1637545,6.9622235,6.07867,4.1118298,2.9162714,3.1491299,4.6933618,5.6017785,5.2790475,6.1356072,4.0701823,1.8548149,4.8543024,4.4967732,3.7521963
t41,6.946928,7.4163623,5.100804,8.549848,1.32434,2.6685765,3.8660913,4.803077,5.6661253,6.1411786,6.8850813,6.053379,4.1149874,2.8680062,3.22612,4.7303147,5.6775136,5.1920924,6.1978264,4.1603117,1.8685763,4.928987,4.500078,3.7163966
t40,6.907281,7.350571,5.0665174,8.638495,1.2611563,2.720654,3.8397403,4.7937617,5.750516,6.1253743,6.989584,6.1115365,4.147979,2.9269536,3.1458344,4.729078,5.603378,5.2701902,6.156483,4.0744467,1.8913583,4.8263307,4.523599,3.7255428
t69,6.927716,7.3292236,5.0625386,8.6279955,1.2431976,2.7835174,3.8282652,4.7752357,5.738826,6.285519,6.9788976,6.1331058,4.1801963,2.9052672,3.2090352,4.580118,5.6596465,5.280152,6.131986,4.0579824,1.9152191,4.834078,4.404983,3.742051
t70,6.8497562,7.3822083,5.1369076,8.548317,1.1941098,2.6588092,3.8835022,4.866002,5.776199,6.3209705,6.896165,6.018065,4.054034,2.8498132,3.1790502,4.610187,5.630329,5.2446227,6.177234,4.09719,1.81054,4.922172,4.474652,3.6973941
t73,6.923979,7.3276196,5.085538,8.603952,1.2112263,2.7712178,3.8233278,4.8050113,5.7588334,6.371188,6.9598618,6.101053,4.148453,2.8841927,3.2223768,4.515535,5.671186,5.289276,6.1164446,4.0479145,1.8923366,4.8511024,4.3681436,3.7539904
t74,6.9261,7.3215337,5.0709586,8.620937,1.2221396,2.793718,3.8248947,4.7867346,5.7520275,6.3427796,6.975407,6.1256356,4.1755514,2.8955257,3.2182105,4.5331783,5.667797,5.2883716,6.122781,4.047364,1.9111296,4.8361926,4.373582,3.747409
t87,6.876746,7.37001,5.0703855,8.58864,1.2753266,2.725671,3.8824475,4.7685375,5.7016187,6.296686,6.928855,6.0797524,4.1364365,2.8584447,3.2471921,4.575665,5.698057,5.230475,6.176447,4.106011,1.8994155,4.88657,4.4193497,3.695118
t88,6.9713507,7.3178215,5.0798182,8.648362,1.1887077,2.7741923,3.7554915,4.8334026,5.8121934,6.290619,7.005712,6.134952,4.1555066,2.9503083,3.1403036,4.577,5.591183,5.344213,6.057068,4.0055823,1.8792988,4.807982,4.405758,3.8245263
t24,6.919542,7.4732785,5.101984,8.458049,1.4265538,2.5439124,3.9731374,4.80738,5.534148,6.270651,6.7601447,5.986105,4.017357,2.7801242,3.3565824,4.6886115,5.795383,5.0433297,6.338783,4.2894654,1.8116585,5.0555606,4.426327,3.5988023
t25,6.910428,7.412067,5.0951343,8.528622,1.33179,2.6406355,3.9088058,4.8028383,5.638908,6.254865,6.8570223,6.0388107,4.0795093,2.8337665,3.2754867,4.6561766,5.7221,5.1574345,6.2407813,4.182492,1.8496665,4.958769,4.439485,3.6665878
t13,6.9204044,7.5902786,5.0969415,8.291006,1.617259,2.3626308,4.138365,4.7836914,5.3125935,6.3887024,6.5430813,5.8664947,3.8887694,2.6361248,3.534709,4.6768603,5.9669867,4.8003044,6.526557,4.4903374,1.7349527,5.2723694,4.3542285,3.4480252
t14,6.923192,7.584889,5.0981307,8.30444,1.606965,2.3745236,4.1263847,4.791257,5.327347,6.3806796,6.5572405,5.873848,3.8961544,2.6469886,3.5281162,4.6802464,5.9594436,4.8120093,6.521791,4.483608,1.7414031,5.2554307,4.3622346,3.4567738
t4,6.9622345,7.578946,5.159901,8.350512,1.6009846,2.411055,4.0850625,4.8628817,5.2510743,6.3851504,6.4848413,5.9302263,3.8002112,2.5593455,3.6194108,4.716972,6.0510406,4.7238326,6.5918517,4.56248,1.6907468,5.2916493,4.392738,3.3495789
t28,6.8133783,-1.9638846,0.13675328,4.017432,7.4794073,4.348848,3.773438,8.586762,2.299436,7.544304,4.373625,5.493177,3.5189803,4.124384,4.2282043,3.9760473,5.830678,3.6481833,7.0031004,6.460861,-0.0881638,5.2305727,2.0723777,4.2673397
t42,6.834523,-1.9601159,0.21311702,3.987249,7.498861,4.2824173,3.7123256,8.56173,2.3596137,7.589001,4.3941255,5.50651,3.5389311,4.1776996,4.166171,3.9558132,5.8453655,3.6523345,6.935697,6.47642,-0.077711225,5.227652,1.997517,4.207626
