,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t6,0.4455119,3.0111785,-0.23557884,11.110607,1.3376502,7.247729,3.5998285,-1.0517764,-0.29201135,7.0770197,12.223308,0.34596413,-0.23412102,8.344618,3.1273968,-0.23519796,2.4696565,14.961376,0.08441747,3.1784482,-0.09190248,0.016129367,0.54425126,0.424622
t12,0.36224836,2.5686045,-0.20941673,8.988844,2.0274606,5.048158,3.0963845,-0.81152594,-0.1928296,6.0732417,10.991095,0.31418285,-0.17396209,8.402877,3.6668718,-0.21202701,3.1343472,10.300286,0.0743659,3.5101178,-0.040253468,0.6790774,0.25002122,0.5405678
t43,0.17307019,0.9485399,-0.13612245,3.6368706,2.7612834,0.01045139,4.001014,-0.11034151,0.55546135,2.0539062,8.0262575,0.20183258,0.20220822,7.3558006,5.1786942,-0.15830064,5.0647645,1.0194982,0.06237879,4.042613,1.9643462,2.5146656,1.8510382,-0.021560801
t44,0.18187438,1.1357594,-0.14162317,4.1112638,2.763477,0.0046559838,3.9620123,-0.17019717,0.28546542,2.366934,8.158773,0.21211746,-0.0051405216,7.6265264,5.1120253,-0.16466476,4.874997,1.670189,0.061352395,4.0540833,1.7417048,2.409226,1.7115005,-0.014512758
t46,0.19244772,1.3628372,-0.14420928,4.607071,2.8235095,0.09463717,3.8682814,-0.21893138,-0.001135279,2.7879016,8.379826,0.22359821,-0.020961441,7.828801,4.99885,-0.16985187,4.743777,2.351717,0.061219044,4.1455293,1.4689225,2.3580296,1.6208953,-0.008933562
t47,0.1330933,0.3160542,-0.10201316,1.2943666,2.9240313,0.034258135,4.138924,0.94964945,1.8133147,0.39102682,7.5643706,0.1478997,1.7596343,5.7021766,5.1906605,-0.12993324,5.6430016,-0.17386551,0.064824164,3.8851345,3.7093477,2.722195,2.1513898,-0.05865942
t41,0.20907703,1.5932865,-0.15053818,5.1447177,2.8627076,0.6638952,3.7680216,-0.28264862,-0.024398293,3.2214882,8.663922,0.23983876,-0.042987406,8.098551,4.878365,-0.17858325,4.532549,3.0766728,0.062345464,4.163897,1.1065685,2.3014987,1.4056797,-0.0056348303
t40,0.16441181,0.83722246,-0.12904398,3.3506572,2.6499422,0.014698238,3.9299018,-0.06760312,0.772743,1.7961719,7.884174,0.19155738,0.33194977,7.1733375,5.1206384,-0.1542826,5.0951567,0.66146195,0.061716422,4.0276814,2.0760689,2.5723634,1.8998123,-0.025415909
t69,0.16372131,-0.007951562,-0.13302432,1.3724144,2.8672726,0.025211738,3.8580394,1.0167576,0.9088408,0.69004023,7.3919735,0.131951,0.82315725,5.713841,4.62757,-0.10872056,5.1331162,-0.103531346,0.058266435,3.7171438,3.032074,2.495209,2.1572065,-0.02179735
t70,0.17740545,-0.005663881,-0.14619194,1.7119285,2.839875,0.021165706,3.8025477,0.67972887,0.68511266,1.019396,7.3923883,0.14295146,0.64285094,6.0294476,4.77164,-0.113933966,4.9901137,-0.05226359,0.06028577,3.703481,2.6091425,2.4055874,2.0956476,-0.010786056
t73,0.21016645,-0.018583838,-0.15486561,1.6178943,3.076536,0.022242237,3.9116414,0.3137014,0.2948605,1.39563,7.876074,0.14977886,0.7137905,6.0845685,4.916768,-0.123999886,5.055813,-0.03730099,0.059892725,3.7328906,2.7600338,2.352824,2.0813365,-0.011218207
t74,0.20187844,-0.021267463,-0.14589448,1.3584983,3.1189146,0.025131823,3.9388063,0.53386724,0.42037123,1.1957514,7.909915,0.1415004,0.83024085,5.90153,4.806486,-0.12007949,5.152453,-0.06954875,0.058503922,3.730637,3.0554442,2.4216206,2.125164,-0.02000255
t87,0.1705307,-0.023169892,-0.12750392,0.259114,3.4687088,0.034823764,4.560886,1.5629275,1.1141053,-0.0075850585,7.9418654,0.118476436,2.1819952,4.512825,4.6491594,-0.10067107,5.7330794,-0.29176033,0.054830607,3.713631,5.047464,2.9341233,1.8887204,-0.04654705
t88,0.16969162,-0.02470167,-0.12797435,0.14794655,3.491465,0.03587088,4.7168503,1.6961923,1.1292157,-0.020720303,8.001083,0.11867739,2.3878374,4.3398213,4.6851377,-0.09866524,5.8408775,-0.32005522,0.055348948,3.7067254,5.2754354,3.0728748,1.8137552,-0.05000432
t24,0.29904145,2.1802433,-0.1867105,6.971552,2.519953,3.2674477,3.1698582,-0.57746977,-0.12990056,4.9571433,10.042633,0.27844873,-0.11213294,8.112961,4.1634235,-0.18628669,3.456797,6.810002,0.065415874,3.7864769,0.08281685,1.0610873,0.058532048,0.38814932
t25,0.26412344,1.920027,-0.18467535,6.052727,2.714151,2.3855674,3.2658074,-0.44715115,-0.09851308,4.2194624,9.301658,0.258084,-0.07122648,7.8143535,4.408601,-0.17040925,3.6608846,5.067986,0.061895527,3.6220047,0.46206075,1.216308,0.16198054,0.3393057
t13,0.43895665,3.0279453,-0.23453431,10.924767,1.8369122,6.893229,3.6616578,-1.0337907,-0.2672411,7.262236,12.494369,0.35332382,-0.2384637,8.945798,3.4228435,-0.24609554,2.7644844,14.070102,0.08661125,3.4839466,-0.09209643,0.28839743,0.43141416,0.4938807
t14,0.4308514,2.9632616,-0.23216413,10.721365,1.8531942,6.7050333,3.6266358,-1.0110401,-0.26092649,7.1411805,12.34311,0.3501416,-0.23017946,8.875804,3.4876606,-0.2422301,2.787773,13.677513,0.085069776,3.5245907,-0.08656999,0.3143226,0.41537786,0.51733035
t4,0.4949523,3.4576886,-0.2556353,12.311624,0.9348414,8.490622,3.9038887,-1.2007585,-0.3318759,7.549382,12.908244,0.37450457,-0.26907408,8.610778,2.9883237,-0.25849846,2.2447953,17.201036,0.09230015,2.9285815,-0.13142005,-0.0027028054,0.68811786,0.33014172
t28,0.29300734,1.1285092,-0.2687779,6.0366116,3.4313786,2.3167558,5.70752,-0.3551411,-0.06334494,3.5056007,13.608992,0.32852876,3.19791,9.855363,8.034649,-0.12517846,3.709818,4.7246003,0.08439703,4.2454395,4.1345196,-0.016541354,0.17550756,0.005845369
t42,0.24032843,0.23036774,-0.25678405,3.6970253,3.616642,0.6137977,6.7294316,-0.061427426,0.51690966,1.5268328,13.632762,0.27343863,4.371475,9.788309,8.2596855,-0.100155905,4.1632643,1.7238017,0.08530535,4.2289076,5.570239,-0.006701231,0.13998997,-0.04633822
t56,0.14073098,-0.0066957613,-0.19563994,-0.022043915,5.2763605,0.043694656,9.022123,4.6728077,4.179418,-0.44048077,13.326666,0.16205029,8.912597,5.9517446,8.009096,-0.074420616,6.6429534,-0.7283835,0.0914483,5.025734,11.831989,3.0082963,0.163566,-0.21977246
