"accepted_species","trait_ARD"
"t30",NA
"t92","0"
"t93","0"
"t84","0"
"t41","0"
"t33","0"
"t27","0"
"t94","1"
"t95","1"
"t96","1"
"t36","0"
"t22","0"
"t9","1"
"t52","0"
"t53","1"
"t7",NA
"t4","0"
"t70","0"
"t71","0"
"t35",NA
"t86","0"
"t87",NA
"t17","0"
"t28","0"
"t37","0"
"t10","0"
"t88","1"
"t89",NA
"t85","1"
"t32","0"
"t5","1"
"t62",NA
"t82","1"
"t83",NA
"t50","1"
"t51","1"
"t14","0"
"t44","0"
"t45","0"
"t64","0"
"t65","0"
"t63","0"
"t48","0"
"t97","0"
"t98","0"
"t57","0"
"t18","0"
"t58","0"
"t59","0"
"t25","0"
"t40","0"
"t75","1"
"t76","1"
"t61","1"
"t81","0"
"t21","0"
"t2",NA
"t34","0"
"t26","0"
"t6","0"
"t12","0"
"t42","0"
"t3","0"
"t73","0"
"t90","0"
"t91","0"
"t49","0"
"t66","0"
"t67","0"
"t20","0"
"t43","0"
"t54","0"
"t55",NA
"t72","0"
"t79","0"
"t80","0"
"t99","0"
"t100","0"
"t1","0"
"t15",NA
"t16","1"
"t29","0"
"t19","0"
"t74","0"
"t23","1"
"t38","1"
"t39","1"
"t24","0"
"t46","0"
"t47","1"
"t60","0"
"t68","1"
"t69","1"
"t31","0"
"t56","0"
"t13","0"
"t11","1"
"t77","1"
"t78","1"
"t8","0"
