"accepted_species","trait_ARD"
"t29","1"
"t30","1"
"t21","1"
"t97","1"
"t98","1"
"t24","0"
"t68","0"
"t69","0"
"t45","1"
"t3","1"
"t4","1"
"t20","1"
"t19","0"
"t83",NA
"t84","1"
"t73","1"
"t74",NA
"t49","1"
"t77","1"
"t78",NA
"t72","1"
"t7",NA
"t8","1"
"t6","0"
"t11",NA
"t34",NA
"t12",NA
"t16","0"
"t79","1"
"t80",NA
"t42","0"
"t59",NA
"t60",NA
"t95","0"
"t96","0"
"t50","1"
"t51","1"
"t48","1"
"t91","0"
"t92","0"
"t15","0"
"t33","1"
"t87","0"
"t88","0"
"t10","1"
"t9","1"
"t1","0"
"t32","1"
"t81","1"
"t82","1"
"t66","1"
"t67","0"
"t57","0"
"t58","0"
"t31","0"
"t52","1"
"t53","1"
"t22","1"
"t13","0"
"t14","0"
"t99","1"
"t100","1"
"t40","1"
"t41","0"
"t26","1"
"t18","1"
"t37","1"
"t38","1"
"t27","0"
"t28","0"
"t70","0"
"t71","0"
"t25","1"
"t61","1"
"t75","1"
"t76","1"
"t62","0"
"t63","0"
"t64","0"
"t65","0"
"t46","0"
"t47","0"
"t35","0"
"t55","0"
"t56","0"
"t5","0"
"t85","0"
"t86","0"
"t36","1"
"t43","1"
"t44","1"
"t17","0"
"t23","1"
"t93","1"
"t94","1"
"t54","1"
"t39","0"
"t89","0"
"t90","0"
"t2","1"
