"accepted_species","trait_ARD"
"t77",NA
"t78",NA
"t18","1"
"t93",NA
"t94","1"
"t3",NA
"t57","1"
"t58","1"
"t72",NA
"t73","1"
"t21","1"
"t22",NA
"t68",NA
"t69","1"
"t50",NA
"t95","1"
"t96","1"
"t19",NA
"t35","1"
"t36","1"
"t63","1"
"t54","1"
"t51","1"
"t32","1"
"t85",NA
"t86","1"
"t41","1"
"t8","1"
"t87","1"
"t88","1"
"t62","1"
"t14","1"
"t42","1"
"t97","1"
"t98","1"
"t59","1"
"t45","1"
"t30","1"
"t46","1"
"t47","1"
"t10","1"
"t52","1"
"t53","1"
"t33","1"
"t79","1"
"t80","1"
"t11","1"
"t15","1"
"t16","1"
"t64","1"
"t48","1"
"t49","1"
"t43","1"
"t25","1"
"t7","1"
"t4","1"
"t27","1"
"t37","1"
"t38","1"
"t67","1"
"t81","1"
"t82","1"
"t44","1"
"t34","1"
"t17","1"
"t2","1"
"t23","1"
"t24","1"
"t74","1"
"t75","1"
"t31","1"
"t76","1"
"t39","0"
"t91","0"
"t92","0"
"t83","0"
"t84","0"
"t1","1"
"t20","1"
"t60","1"
"t61","1"
"t9","1"
"t99","0"
"t100","0"
"t5","0"
"t6","1"
"t65","0"
"t66","0"
"t89","0"
"t90","0"
"t26","0"
"t13","0"
"t55","1"
"t56","1"
"t29","0"
"t28","0"
"t12","1"
"t70","1"
"t71","1"
"t40","1"
