"accepted_species","trait_ARD"
"t9","0"
"t14","0"
"t47","1"
"t95","0"
"t96","0"
"t48","0"
"t24","1"
"t19","0"
"t58","1"
"t59","1"
"t31","0"
"t49","1"
"t93","1"
"t94","1"
"t55","1"
"t76","1"
"t77",NA
"t1",NA
"t6","1"
"t7","1"
"t3","1"
"t43",NA
"t44","0"
"t36","1"
"t37","1"
"t83","0"
"t84","0"
"t73","0"
"t54","0"
"t42","0"
"t45","1"
"t46","1"
"t40","1"
"t25","0"
"t26","1"
"t15","1"
"t53",NA
"t62","1"
"t63","1"
"t11","0"
"t12","1"
"t10","1"
"t70","0"
"t71","0"
"t39",NA
"t29",NA
"t13","1"
"t4","1"
"t5","1"
"t2","0"
"t56","1"
"t57","1"
"t86","0"
"t87","0"
"t78",NA
"t79","0"
"t72",NA
"t97","0"
"t98","0"
"t22","1"
"t85","1"
"t64","0"
"t68","0"
"t69","0"
"t52","1"
"t80","1"
"t88","1"
"t89","1"
"t23","1"
"t65","1"
"t66","0"
"t30","0"
"t18","1"
"t16","0"
"t17","1"
"t50","0"
"t51","0"
"t20","0"
"t34","0"
"t35","1"
"t21","0"
"t27","0"
"t28",NA
"t99","0"
"t100","0"
"t90","0"
"t74","1"
"t75","0"
"t41","0"
"t32","0"
"t33","1"
"t60","0"
"t61",NA
"t38","0"
"t81","1"
"t82","1"
"t91","0"
"t92","0"
"t67","0"
"t8","0"
