"accepted_species","trait_ARD"
"t12","0"
"t13","0"
"t9","1"
"t10","1"
"t7","1"
"t8","1"
"t22","0"
"t24","0"
"t30","0"
"t31","0"
"t19","0"
"t14","0"
"t11","0"
"t35","0"
"t36","0"
"t20","0"
"t21","1"
"t46","0"
"t47","0"
"t81","1"
"t138","1"
"t139","1"
"t72","0"
"t54","0"
"t33","0"
"t38","0"
"t39","0"
"t25","0"
"t44","0"
"t45","1"
"t86","0"
"t109","0"
"t110","0"
"t113","0"
"t118","0"
"t119","1"
"t125","1"
"t151","1"
"t173","1"
"t174","1"
"t179","1"
"t184","1"
"t292","1"
"t293","0"
"t231","1"
"t232","0"
"t335","1"
"t336","1"
"t358","1"
"t359","1"
"t321","0"
"t322","0"
"t339","0"
"t340","0"
"t253","1"
"t215","1"
"t216","1"
"t122","0"
"t95","0"
"t87","0"
"t88","0"
"t124","0"
"t155","1"
"t210","1"
"t211","1"
"t209","1"
"t258","1"
"t259","1"
"t78","0"
"t243","0"
"t244","0"
"t242","0"
"t230","0"
"t316","0"
"t317","0"
"t256","0"
"t260","0"
"t261","0"
"t236","1"
"t225","1"
"t227","0"
"t228","1"
"t142","0"
"t131","0"
"t106","0"
"t182","0"
"t183","1"
"t207","0"
"t208","0"
"t161","0"
"t162","0"
"t107","1"
"t129","0"
"t289","0"
"t298","1"
"t299","0"
"t277","0"
"t278","0"
"t226","0"
"t287","1"
"t288","1"
"t187","0"
"t254","0"
"t255","0"
"t348","0"
"t349","0"
"t356","1"
"t357","1"
"t301","0"
"t190","0"
"t247","0"
"t248","0"
"t150","0"
"t178","0"
"t345","0"
"t346","0"
"t332","0"
"t268","0"
"t337","1"
"t338","1"
"t315","1"
"t160","0"
"t169","1"
"t170","1"
"t204","0"
"t300","0"
"t313","0"
"t314","0"
"t237","0"
"t140","0"
"t141","0"
"t48","0"
"t157","1"
"t347","1"
"t354","1"
"t355","1"
"t70","0"
"t71","0"
"t57","0"
"t51","0"
"t64","0"
"t65","0"
"t63","0"
"t94","0"
"t100","0"
"t101","0"
"t290","0"
"t291","0"
"t235","1"
"t111","1"
"t112","1"
"t97","1"
"t123","0"
"t130","0"
"t305","0"
"t306","0"
"t273","0"
"t324","0"
"t329","0"
"t350","0"
"t351","0"
"t185","0"
"t175","0"
"t192","1"
"t303","0"
"t304","0"
"t171","0"
"t172","0"
"t240","0"
"t241","0"
"t219","0"
"t222","1"
"t275","0"
"t276","0"
"t245","1"
"t246","1"
"t327","0"
"t328","0"
"t269","1"
"t270","1"
"t229","1"
"t154","0"
"t168","1"
"t223","1"
"t283","0"
"t284","1"
"t180","1"
"t199","1"
"t252","0"
"t325","1"
"t326","1"
"t238","1"
"t135","1"
"t136","0"
"t114","0"
"t115","0"
"t77","1"
"t55","0"
"t75","0"
"t76","1"
"t73","0"
"t74","0"
"t40","0"
"t18","1"
"t26","0"
"t29",NA
"t49",NA
"t50",NA
"t41",NA
"t42",NA
"t43",NA
"t32",NA
"t52",NA
"t53","0"
"t80",NA
"t98",NA
"t214",NA
"t272",NA
"t294",NA
"t295",NA
"t163",NA
"t156",NA
"t250",NA
"t251",NA
"t285","0"
"t286","0"
"t181",NA
"t341",NA
"t342",NA
"t323",NA
"t264",NA
"t262",NA
"t158",NA
"t83",NA
"t90",NA
"t104",NA
"t153",NA
"t165",NA
"t296",NA
"t297",NA
"t271",NA
"t311",NA
"t312",NA
"t23","1"
"t96","0"
"t194","0"
"t200","1"
"t302","1"
"t333","0"
"t334","0"
"t267","0"
"t263","0"
"t193","1"
"t84","1"
"t103","0"
"t148","0"
"t149","1"
"t59","0"
"t66","0"
"t82","0"
"t102","0"
"t239","1"
"t265","0"
"t266","1"
"t191","1"
"t159","0"
"t205","0"
"t206","0"
"t217","0"
"t218","0"
"t220","0"
"t221","0"
"t134","1"
"t105","0"
"t176","1"
"t177","1"
"t201","0"
"t249","0"
"t279","0"
"t280","0"
"t257","1"
"t195","0"
"t309","1"
"t310","1"
"t318","1"
"t319","1"
"t343","1"
"t344","0"
"t186","0"
"t202","0"
"t203","0"
"t147","0"
"t120","1"
"t121","1"
"t91","0"
"t79","1"
"t116","0"
"t117","0"
"t133","1"
"t166","1"
"t167","1"
"t281","1"
"t282","1"
"t152","1"
"t144","1"
"t126","1"
"t108","0"
"t320","0"
"t352","0"
"t353","0"
"t307","0"
"t308","0"
"t274","0"
"t212","1"
"t213","0"
"t143","0"
"t92","0"
"t93","0"
"t188","1"
"t189","0"
"t67","0"
"t68","0"
"t34","0"
"t15","1"
"t16","0"
"t17","0"
"t61","0"
"t62","0"
"t60","0"
"t37","0"
"t56","0"
"t58","0"
"t69","1"
"t127","0"
"t128","0"
"t85","0"
"t196","0"
"t197","0"
"t164","1"
"t233","1"
"t234","1"
"t330","1"
"t331","1"
"t224","0"
"t198","1"
"t99","0"
"t89","0"
"t137","1"
"t145","1"
"t146","0"
"t132","1"
"t27","0"
"t28","0"
"t4","1"
"t5","1"
"t6","1"
"t1","0"
"t2","0"
"t3","0"
