,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,13.65103,4.5754147,6.2980795,1.743786,4.5448813,6.743558,3.1127667,3.4704053,6.466272,3.6901171,2.8603332,6.5690856,3.3850696,5.700163,2.7238152,5.8020453,6.6235027
t2,13.587,4.641508,6.352135,1.8374039,4.5827384,6.8290176,3.1857004,3.4532084,6.4047823,3.660319,2.938561,6.5714293,3.4093413,5.627699,2.6984594,5.8332267,6.593518
t3,13.676419,4.533774,6.242703,1.6911836,4.497988,6.7081237,3.039542,3.5140684,6.5241013,3.753093,2.8119206,6.541254,3.3451023,5.7793303,2.701499,5.752893,6.6255946
t4,13.81556,4.370075,6.089452,1.430946,4.358748,6.44434,2.8718305,3.594039,6.64944,3.7846644,2.636921,6.517834,3.2486186,5.9385686,2.818718,5.631863,6.649984
t5,13.748411,4.4098983,6.1438,1.5465215,4.4008136,6.560488,2.9253485,3.586081,6.6052914,3.79648,2.7208974,6.529527,3.2725928,5.881143,2.7485707,5.661712,6.6351175
t6,8.165496,4.0315857,4.7830963,6.2910295,5.15151,3.9195051,5.311564,7.025405,4.924807,6.3098726,4.852445,8.324789,6.789448,3.3213282,4.230231,3.7185109,0.5671482
t7,8.187204,4.0666337,4.8317437,6.257304,5.175994,3.9043388,5.3284597,7.0644937,4.946473,6.2651496,4.8202295,8.364728,6.7955284,3.2768605,4.211562,3.6792643,0.5804417
t8,13.661855,4.7215514,6.474681,1.7938892,4.6358933,6.756826,3.2206101,3.4313915,6.432989,3.5844514,2.8694608,6.647142,3.4840636,5.5962224,2.7430305,5.8994565,6.655887
t9,13.603753,4.637222,6.3863,1.879947,4.65371,6.837213,3.249275,3.3681178,6.352413,3.5842202,2.9684272,6.631138,3.472911,5.5636663,2.7545416,5.901082,6.626662
t10,8.051973,4.0507345,4.8628716,6.3138103,5.080945,3.913906,5.359476,7.016028,4.9195056,6.274005,4.8252916,8.256374,6.8699756,3.3016295,4.252494,3.715599,0.5315393
t11,8.028096,4.105832,4.858887,6.2329516,5.074537,3.8151011,5.2811146,7.09708,4.877649,6.2138658,4.7311697,8.263906,6.882253,3.252144,4.207334,3.6991756,0.59894043
t12,13.607071,4.6728406,6.477318,1.834912,4.7291784,6.789863,3.3507302,3.250448,6.2978134,3.4786842,2.9980712,6.678287,3.5326393,5.4709044,2.8102486,5.988884,6.6377764
t13,7.981945,4.0650673,4.8410854,6.2900186,5.236854,3.6628563,5.413006,7.0135703,4.8852196,6.2208276,4.556066,8.098079,6.7552996,3.403271,4.311792,3.7424333,0.5897487
t14,8.128524,4.040338,4.709579,6.283526,5.2518063,3.7853067,5.2760577,7.087345,4.8371215,6.2935615,4.6709156,8.244973,6.7016706,3.372931,4.1890383,3.7580411,0.4809605
t15,8.081338,3.9917965,4.7405043,6.363176,5.200835,3.8087165,5.345315,7.0371637,4.8955173,6.2913303,4.7238393,8.222336,6.752024,3.4033408,4.265011,3.7407677,0.51190746
t16,13.6708555,4.7350755,6.64845,3.7930489,5.301266,9.08372,3.3974652,3.0490942,6.1725035,3.2987554,3.3478594,6.898943,3.4637077,4.8279705,1.2182158,6.476006,7.22119
t17,13.621639,4.5928497,6.389972,1.8065484,4.6353207,6.7687736,3.3456082,3.2802572,6.333265,3.4377108,2.934047,6.607595,3.4440553,5.4717736,2.8932676,5.92921,6.619813
t18,13.56808,4.630644,6.3870473,1.7671615,4.6187916,6.7284513,3.3648248,3.3049824,6.279689,3.4605315,2.960201,6.597445,3.4330943,5.453011,2.8664107,5.885513,6.5712504
t19,13.695196,4.648252,6.4492116,1.6596544,4.596173,6.631676,3.3051262,3.3526773,6.412888,3.438421,2.814181,6.614759,3.440327,5.5142603,2.911634,5.9167,6.65042
t20,8.027977,3.997782,4.715802,6.3452272,5.274565,3.6860418,5.3379865,7.0118785,4.887362,6.2913175,4.581441,8.151738,6.672093,3.430413,4.2908897,3.7424104,0.5280959
t21,13.651393,4.625368,6.4369907,1.7270983,4.62912,6.6931725,3.3204186,3.3357627,6.3651533,3.4560893,2.878469,6.630288,3.4569912,5.4974327,2.8849247,5.9333243,6.645156
t22,7.9624467,4.0346394,4.770706,6.2811055,5.3503423,3.6014264,5.4004803,7.047643,4.8777285,6.1932945,4.4530807,8.089122,6.6451435,3.426459,4.2716656,3.7358696,0.4966772
t23,7.9630914,4.0745397,4.8881316,6.2865834,5.129895,3.8049839,5.360146,6.99145,4.928164,6.2416096,4.71981,8.163461,6.861345,3.344492,4.304385,3.748075,0.68091387
t24,7.930682,3.9991946,4.796281,6.3585873,5.1932425,3.6280951,5.3721857,6.9362016,4.9313903,6.299822,4.553531,8.051165,6.735202,3.4592412,4.389365,3.7383971,0.67450047
t25,13.701102,4.68919,6.61475,3.7631748,5.257589,9.066545,3.4247642,3.0289173,6.1694574,3.283269,3.331321,6.9281697,3.4685917,4.8499336,1.230975,6.4330096,7.1964216
t26,7.7664795,4.0063224,4.6977177,6.292754,5.5380874,3.351607,5.4275317,7.047069,4.830135,6.0656195,4.197626,7.935148,6.4460163,3.4875314,4.280637,3.7075708,0.36756468
t27,13.657159,4.7405934,6.603041,3.8763661,5.259543,9.160396,3.3864796,3.0578742,6.2016535,3.24506,3.4263315,6.913081,3.484233,4.88107,1.2085347,6.49374,7.3218403
t28,13.664081,4.7260184,6.621877,3.7734282,5.2668767,9.044912,3.4016464,3.0633762,6.194446,3.2723227,3.358839,6.9048595,3.4772341,4.884329,1.2625524,6.4664717,7.2384505
t29,6.4342256,3.612778,4.5984364,6.1347404,6.35536,2.8165593,5.476,5.5751686,5.2015605,6.5343685,3.4150512,6.0075784,5.501472,5.383533,4.3818674,4.747767,-0.5591533
t30,7.869309,4.0607276,4.763141,6.2742314,5.420203,3.4740152,5.341457,7.0185623,4.798846,6.2338724,4.2703743,7.933914,6.5617456,3.529353,4.2843924,3.8055286,0.4360488
t31,7.9142632,4.015281,4.747035,6.257661,5.4312553,3.469444,5.3849177,6.996772,4.855046,6.2148547,4.2773027,7.9913845,6.5628505,3.488936,4.2670555,3.7635868,0.47381756
t32,7.757614,4.078124,4.7945056,6.285439,5.4510326,3.376783,5.3328733,6.9576397,4.761314,6.26091,4.1863413,7.814259,6.5367503,3.5910566,4.355371,3.8641844,0.4817419
t33,7.8863444,4.016916,4.7658553,6.199905,5.5158167,3.4289849,5.424493,7.0736613,4.8622217,6.1381106,4.1975574,7.9647403,6.4878597,3.474045,4.214671,3.7370539,0.3710097
