,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,0.7942413,5.060412,-0.19778877,16.507263,0.06508491,15.543151,9.480133,0.09704379,13.13188,-0.14839752,3.2353723,-0.20876278,-0.3187515,6.976459,0.3670239,1.9719965,0.06617686
t2,0.6445612,5.8882995,-0.23874928,13.287098,0.033893738,12.675383,8.553836,0.1055758,2.4168687,-0.38246176,10.669957,-0.43205434,-0.32026595,-0.007957866,4.2978816,2.8490045,0.017209297
t3,0.91511667,5.758901,-0.17159194,18.261126,0.059576973,16.753569,10.773486,0.13203804,15.574344,-0.13141923,2.6065485,-0.31399974,-0.2849159,8.451349,-0.11679712,2.0955582,0.094501734
t4,1.3740859,7.104889,0.087747306,21.2513,0.031954776,17.93558,11.197504,0.18737896,25.872269,-0.024243569,0.028991818,-0.72667754,-0.13147186,15.43317,-0.75419927,2.1425514,0.15695353
t5,1.2295078,6.516441,-0.045048196,20.577652,0.041627467,17.740225,11.452246,0.18070932,22.891127,-0.051345922,0.08885421,-0.5833192,-0.18378794,13.321269,-0.56661505,2.182466,0.14402932
t6,0.6381793,5.1963196,-0.060438465,2.4379625,5.5057592,4.214609,4.9409585,0.2341763,-0.51914287,-0.6808774,22.061506,-0.92682505,-0.04739502,-0.07107482,4.784408,4.1021442,0.043652356
t7,0.66200215,5.3737674,-0.065332584,2.431369,5.8586407,4.207495,5.139646,0.24979159,-0.5466857,-0.7071432,23.054796,-0.9618527,-0.036005102,-0.07514468,4.972036,4.278133,0.045986854
t8,0.18237174,2.3289986,3.2934468,6.62668,0.00042425378,1.9070113,1.5973427,0.26225215,-0.16558306,-0.021474859,12.466235,-0.3103118,-0.111181274,-0.0057262927,1.2754207,2.0907307,0.0893623
t9,0.15353997,1.6823981,3.5976048,6.7166166,0.0067228307,1.5232905,1.4541216,0.26499403,-0.11731978,0.3057079,11.561919,-0.29500428,-0.09170472,0.016673705,0.8779296,1.8627247,0.0978397
t10,0.53185487,2.2953331,-0.35023028,-0.13666458,9.245829,1.2950336,6.948849,0.37142056,-0.5857854,-0.74076664,17.833052,-1.1986562,-0.08189707,-0.08890272,4.3978314,3.4538403,2.0171373
t11,0.4404975,1.3709875,-0.3428714,-0.18384634,8.04986,1.1822028,5.7059984,0.31045362,-0.49296945,-0.66497594,13.78751,-1.1001115,-0.14115891,-0.075110145,3.3762476,2.7572072,3.1151226
t12,0.1560152,-0.028985702,5.0637293,9.3695,0.011691168,0.05451239,1.1054698,0.3617729,-0.011069531,2.1479778,14.157487,-0.34060898,-0.056631446,3.389272,0.13246286,1.7856928,0.12138195
t13,0.27702847,-0.02539533,-0.35037112,-0.37179312,9.919131,-0.10693746,7.6050205,0.33087924,-0.397791,-0.4144661,9.896699,-0.8545072,-0.06776607,-0.06706444,3.1214573,1.5243024,0.007901162
