"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119"
"t1",-0.0428993084937075,-0.0252833777112198,0.0234508890486851,-0.0248768457832255,0.0686208794218581,-0.0133966300697857,0.00233507420532623,-7.40648858865689e-05,0.00987301416564224,-0.0323350169266845,0.0134903888009966,-0.0082884206221338,0.00426372249839867,-0.0400578939085847,0.00508432757554832,-0.069705520769525,0.0140500038268595,0.00074151901633949,-0.0201824530577284,-0.000919105127670188,-0.000584689560824701,0.0178522604606939,-0.00114585925810145,0.00212652854690502,-0.0420080141675781,0.000509495216093735,-0.000457169155317824,0.000572062146127827,-0.000365125026637155,0.00109985338722949,-0.00860859685583808,0.00140227132971514,-0.0587847246528441,9.08459664263965e-16,-6.45206963787759e-17,-7.31724774817207e-18,1.43400035263629e-16,0.0246033788713474,-0.187314765741682,0.128636517181922,-0.513696906479616,0.0194413367985845,-0.42729399630949,0.0223430027119582,-0.24248504168442,0.283900912523757,-0.328761802745792,-0.0659585008628327,0.221861341623954,0.0552064468600219,-0.352618625510104,-0.00620313615797089,-0.0920508451060213,0.0133705618565281,0.0470700127393945,0.0216506625147489,0.01311614632939,-0.118529778307217,0.0102902730503402,0.081098800990903,-0.0574644362223905,-0.0212051952875424,-0.0346128542843114,-0.0216013378810346,-0.0269032632702939,0.000743014257552231,0.0177539475428497,0.00779782856497505,0.00301466579358783,-0.00655131819666855,-0.00923290186350664,0.0435174821813462,-0.00102589981827005,-0.00053945724910933,-0.0019502299097276,-0.00118145003905034,-0.000191349852520583,-0.010451838076052,-0.000241458474954332,6.25594226157613e-05,0.00389172023635347,-0.00326017166757402,-2.33028121986289e-15,5.413150396677e-16,-3.27029256539518e-16,4.53548873804999e-16,-1.92788086926868e-16,3.31657444563316e-16,-1.78351257373865e-17,8.41205360577191e-17,5.70832443813618e-16,-2.66496893996937e-16,2.17707796235089e-16,-2.21800659436222e-16,3.48299947910968e-16,-1.44388624320757e-16,2.07814451411159e-16,1.90223271162582e-16,-1.57642995879392e-16,1.99506752264489e-16,-2.64979010955457e-16,6.40630076249741e-17,1.53482370042479e-16,-1.93259037245541e-17,1.62738746090074e-16,-2.66817072450999e-16,1.57371945336271e-16,-7.03884054577034e-15,-3.35096398329168e-16,-3.14310209803548e-16,-1.0435445910173e-16,9.65482034598342e-17,5.90517489507808e-17,2.54046356705246e-16,-5.74613598890161e-16,1.30839485296477e-16,-8.52182907573606e-17,3.20042928790565e-17,1.22591078456115e-16
"t109",-0.0726948510306861,-0.00856288215687884,0.0399164316767633,-0.0161352819377594,0.257123059618841,-0.0646767076443881,-0.048557012139896,0.000150994531158055,-0.0128615767600115,0.0803746526962242,-0.00573095380732861,0.0128322647328222,-0.00206248453032287,0.098856672922352,0.00332745621564113,-0.00040645386430177,-0.000388054945958827,3.43408472887037e-05,-0.00759742666675518,-0.00102463184745541,-0.000687344341698168,0.420851060111249,0.314423203731964,-0.00285322760803021,0.013361889817992,-0.000353751377211345,9.20809851868177e-05,-9.98837308950786e-05,5.55034521606103e-05,-0.000150897775134927,0.00233604341274852,-0.00018514597233512,0.00714862550712626,1.07375780585532e-16,-5.39930133106094e-17,-2.32257183454777e-16,2.38112604526707e-16,-0.00309097210954419,0.0296506066279129,-0.0143574893839378,0.0860288538172538,-0.000380030302698231,0.0931563335596282,-0.0254093874382416,-0.0802811378028903,0.0858477577944461,-0.0562392467604416,-0.0189763753717786,-0.0437786570793262,-0.00632292087912823,0.00130955434660504,1.20741749940448e-05,0.000324537784217239,-6.1284493916027e-05,-0.00026727421837346,-0.000173208160205685,-0.000146978416442397,-0.00176691898540511,-0.00049660307693909,-0.00998711194093782,-0.00405591196683236,-0.00250289106914118,-0.280662458198439,-0.0237221093881771,0.024778301133329,6.29302298160821e-05,-0.00223002953084206,-0.000784228756733539,-0.000285274807871722,-0.000148835045953497,-0.000209217545940506,-0.0301156164053822,0.00290526502405734,8.0622667956368e-05,0.000109562678275739,8.07340808145892e-05,3.88658948547791e-05,-0.0282715041318425,-2.65924494250696e-05,-7.30503999928209e-07,9.57530919391695e-06,-8.02127289221987e-06,0.332782679337357,-0.0891435663286092,0.150934869431011,-0.0369813104121955,0.0962617545389492,-0.0758289357010931,-0.00783142667148634,0.015829909614939,-0.113818481434873,0.0460736646567933,-0.0436541445948248,0.0762548653068166,-0.0799250870434143,0.0270084343648656,0.0188839825121346,0.00587032084901651,0.0111648462921535,-0.0614170475328604,0.020521453515029,0.0211697218701859,-0.0446291405740626,0.0195796832495392,-0.002447203860583,0.0518995332886302,-0.00327365263814624,0.453085299584781,0.0541993723024174,0.119679393120556,0.0280708733830208,0.0412063826487676,0.00289843118059476,-0.0521384758148695,0.103162409272604,-0.0698084588288467,-0.0045271584511987,0.0072040310600343,-0.241508115466695
"t110",-0.0726948510306868,-0.00856288215687873,0.039916431676764,-0.0161352819377594,0.257123059618843,-0.0646767076443891,-0.0485570121398965,0.000150994531157906,-0.0128615767600116,0.0803746526962246,-0.00573095380732867,0.0128322647328219,-0.00206248453032277,0.0988566729223537,0.0033274562156413,-0.000406453864301576,-0.000388054945959164,3.43408472905794e-05,-0.00759742666675525,-0.00102463184745757,-0.000687344341697805,0.420851060111254,0.314423203731969,-0.00285322760802976,0.0133618898179913,-0.000353751377211449,9.2080985186882e-05,-9.98837308957282e-05,5.55034521598313e-05,-0.000150897775138199,0.00233604341275633,-0.00018514597233795,0.00714862550712837,-5.97654623227144e-17,-9.23801597607431e-17,7.24895561335921e-17,2.92973221386464e-16,-0.00309097210954234,0.0296506066279124,-0.0143574893839347,0.0860288538172604,-0.000380030302693077,0.0931563335596318,-0.0254093874382461,-0.0802811378028921,0.0858477577944449,-0.0562392467604311,-0.0189763753717759,-0.0437786570793233,-0.00632292087912287,0.00130955434661303,1.20741749947287e-05,0.000324537784217552,-6.12844939078634e-05,-0.00026727421837091,-0.00017320816020463,-0.000146978416441491,-0.00176691898539097,-0.000496603076939847,-0.00998711194094332,-0.00405591196684395,-0.00250289106914108,-0.280662458198449,-0.0237221093881818,0.0247783011333352,6.29302298134774e-05,-0.00223002953084258,-0.000784228756722672,-0.000285274807853938,-0.000148835045970061,-0.000209217545948535,-0.0301156164053659,0.00290526502405318,8.06226679584647e-05,0.000109562678278937,8.073408081304e-05,3.88658948691683e-05,-0.028271504131842,-2.65924494225912e-05,-7.30504001238007e-07,9.57530919787689e-06,-8.02127290876263e-06,-0.332782679337351,0.0891435663286081,-0.150934869431008,0.0369813104121951,-0.0962617545389483,0.0758289357010915,0.00783142667148607,-0.0158299096149385,0.113818481434871,-0.0460736646567919,0.0436541445948236,-0.0762548653068146,0.0799250870434133,-0.0270084343648653,-0.018883982512134,-0.00587032084901607,-0.0111648462921534,0.0614170475328597,-0.0205214535150287,-0.0211697218701854,0.0446291405740619,-0.0195796832495386,0.00244720386058306,-0.05189953328863,0.00327365263814591,-0.453085299584773,-0.0541993723024161,-0.119679393120554,-0.0280708733830203,-0.0412063826487669,-0.0028984311805946,0.0521384758148685,-0.103162409272603,0.0698084588288453,0.00452715845119856,-0.00720403106003372,0.241508115466691
"t69",-0.0720253850218213,-0.00836940034624434,0.0386874247358277,-0.0155983126238752,0.242944554386349,-0.060957310594308,-0.045235706010498,0.000137398672633722,-0.0111927452817747,0.0695640482556101,-0.00484997719130902,0.0106811346004599,-0.00169167820234521,0.0784951962784266,0.00261255946183156,-0.00030022841671859,-0.000284145109333543,2.46219366796102e-05,-0.00533326089907823,-0.000695117641366456,-0.000455798190272599,0.275506156862663,0.205661246369448,-0.0017645574020271,0.00784650500133676,-0.000195936510949442,4.61231792177801e-05,-4.47800363756225e-05,2.07345827265503e-05,-4.27878022878537e-05,0.000641518508503983,-4.7080630683207e-05,0.000557336827467655,7.01340454182619e-17,3.68681976006593e-16,-6.96433490422442e-17,-4.45581758668498e-16,0.000282714190508248,-0.00509851386283394,0.00292814388858102,-0.0324093773271878,0.000216985634620838,-0.0632251354785358,0.0206465949954824,0.079323247484684,-0.0876441336388783,0.0605880649088983,0.0225443664506077,0.0559467302694738,0.00823720565907585,-0.00183275387748233,-1.74576829217918e-05,-0.000569042630258434,0.000109853909276213,0.000489277933312431,0.000329959725702984,0.00029307904934899,0.0040145270036338,0.00131324865994158,0.0280879821139431,0.0115447073146192,0.00717633576020344,0.842473108054665,0.0716841595004161,-0.0751210842577964,-0.000203537639277233,0.00737829059536785,0.00268445631919887,0.000988268937547101,0.000621974396525289,0.000877308909895266,0.146425531690837,-0.0141874778706501,-0.000394212637954476,-0.000544689049322788,-0.000403667550980653,-0.000195177542660941,0.1421706908968,0.00013395702914434,4.25768903587446e-06,-5.93917405753005e-05,4.98046447093994e-05,7.30521888614204e-16,-7.85563552970713e-16,-1.93763760095746e-15,-2.0871005794082e-16,1.47159322407249e-15,6.75224677136237e-16,3.8700078627269e-17,-1.95798055784866e-16,8.86718541287682e-17,-1.23874062087864e-15,6.99752645108756e-16,-1.1264728325668e-15,-4.04266878621552e-16,3.13982428646468e-16,3.11053113225798e-17,-3.28695673673493e-16,8.16592763761416e-17,-3.41178414408442e-16,-5.72779311647622e-16,2.37815848793508e-16,-4.28648316149574e-18,-2.13364323487623e-16,3.3047138159484e-17,9.87744738757073e-16,3.68419977833418e-16,-2.8460288468027e-15,-6.34154239938094e-16,-1.48725052994223e-16,3.18228185045631e-16,2.90524678629156e-16,-6.29989182065503e-17,2.65175128593876e-16,3.62843087478917e-16,3.1500917051796e-16,7.93086988860996e-18,-6.71044516901315e-16,-5.15018745440049e-16
"t72",-0.0733979295422742,-0.00878160732295941,0.0413721234767875,-0.0167805336408147,0.276570733150181,-0.0698552971089219,-0.0535208257121752,0.000174631589943407,-0.0168845776085363,0.10763158650127,-0.0084419551944705,0.0206532229480718,-0.0036557409724389,0.238821989991594,0.00943487940349937,0.0042588144685359,0.0021493547769421,-8.26910389824728e-05,0.0107977099121759,0.000772952574036115,0.000362025671324449,-0.182619668008915,-0.134740294650807,0.000520185435972145,-0.000850008212570034,-5.31463286473259e-06,7.93031471316245e-06,-1.21061168445523e-05,7.68853497230087e-06,-1.96968576849967e-05,0.00030029686087334,-2.28445651021495e-05,0.000342433607071228,-2.20397309277291e-16,-2.97796479264255e-16,-2.42872534861865e-16,-3.17633427680609e-17,0.000205828717957954,-0.00399663236193334,0.00236268316089163,-0.0305893580770449,0.000247318737843891,-0.0809532641536221,0.0311175563345323,0.15540294539742,-0.181956598268816,0.140213600375831,0.0675353788475438,0.221499144698078,0.0358296763638399,-0.0130846041916254,-0.00018149821408715,0.00265311664641046,-0.000427222047302578,-0.00163353068014754,-0.000857159263012726,-0.000595023593734192,-0.00456382562309464,-0.000810116314687111,-0.0131767684092496,-0.00511065320344641,-0.00306377952348702,-0.279852971698838,-0.0228598662850819,0.0234696533779858,3.82220002387077e-05,-0.00106717382002812,-0.000212767628873443,-5.51395107213502e-05,0.000274458247510732,0.000399620249366794,0.327191484533712,-0.0341587911702578,-0.000970891434062555,-0.00188603015838588,-0.00161436355280266,-0.000883348711886624,0.671180133711351,0.00066802724771037,-6.98582644913442e-06,6.5489671198066e-05,-5.46244393605503e-05,2.08377466150007e-14,-6.5333812929132e-16,8.45764001735239e-15,1.22521025774107e-15,8.31093087885828e-16,-1.3745198756728e-16,-1.11793658613297e-15,6.32973401522905e-16,-1.89467152181273e-15,-2.69450621100655e-16,7.93102296130502e-16,3.10138388939544e-15,-6.59488238656941e-16,6.72779303779322e-16,2.50305654036489e-15,2.38751591006828e-15,-9.4165176456299e-16,-2.74209894703769e-15,-3.09744301359853e-15,3.88832762852338e-15,-1.86581021966581e-15,7.61977876892647e-16,4.1303412778122e-16,3.34893428505852e-15,3.22582229897856e-15,-1.78411358736142e-14,-9.44702460333005e-16,4.73140127426762e-15,2.6452943889674e-15,3.82608432547048e-15,3.45004850787744e-15,-6.99747051237079e-16,3.68611118743564e-16,-1.89231866109615e-15,-1.50019893445889e-15,7.24379489457555e-16,-1.45856662036173e-14
"t121",-0.0740801531629422,-0.0089846184366395,0.0426864168747438,-0.0173582007162859,0.292711698305909,-0.0741176174683057,-0.0574504437543261,0.000191911716055204,-0.0194020578066913,0.124358078649995,-0.00997539851315996,0.0248126846415949,-0.00445705879053725,0.300771874848519,0.012016625295484,0.0057656487583741,0.00293535846445128,-0.000115331315282925,0.015381735635856,0.00113936372320227,0.000545935245128177,-0.278961754444665,-0.205996393894213,0.00084112165775879,-0.00144748726710928,-9.59524432657768e-06,1.58321955220826e-05,-2.70031963992232e-05,2.05810861245327e-05,-6.9464002423386e-05,0.0010935093756679,-8.98369277788082e-05,0.00439219067781046,1.39286835785245e-16,-9.99052231634787e-17,3.5156185915132e-16,-5.20277747533652e-17,-0.00225036750158741,0.0232425716960509,-0.011584880965845,0.0811977159513822,-0.000433155932050809,0.119277075820509,-0.0382958083504015,-0.15727955763326,0.178227170818334,-0.130149515132429,-0.0568468713766577,-0.173324429370454,-0.0275030414620857,0.00934931880562216,0.000125528754792025,-0.00151313197274822,0.000238335505118458,0.00089233665775321,0.000449954850201571,0.000298402856654569,0.00200868250037794,0.000306344309974196,0.00468520168480386,0.00179548592452873,0.00106855457483618,0.0932305402038124,0.00756491046826843,-0.00774134378703883,-1.1817564889142e-05,0.0003225447822126,6.21572762669357e-05,1.59166323398798e-05,-6.56763463434923e-05,-9.53000327924692e-05,-0.0672940922634019,0.0069949248312983,0.000198562527361826,0.000379369689399836,0.000322874992594563,0.000175902092505257,-0.133468240209897,-0.000132613278376335,1.19857841925573e-06,-1.05584353112856e-05,8.79752355325853e-06,-0.348373382445992,0.00254236827073788,-0.147104303565104,-0.0232996855896287,0.0151022870008153,0.00275498310311041,0.00999938063212552,-0.00128413742056992,-0.00202053422688379,0.00729010955690097,-0.0258630811743113,-0.0617392217384924,-0.00420470788418308,-0.00311868060456471,-0.033568667404288,-0.0397773329797083,-0.000962969161709549,0.0378962303276635,0.0530230427928126,-0.0610572189147995,0.0352117261607536,-0.00418971562355886,-0.0110346112218862,-0.0564423623785439,-0.0551676917239558,0.494070787053994,0.00731761690709932,-0.0816753013965587,-0.0461694085027005,-0.0772450708683757,-0.0525832389615087,-0.0183242264770885,0.00500514034644334,0.017295477923376,0.0514124464520782,-0.0255130318455431,0.260004923880567
"t122",-0.0740801531629425,-0.00898461843663937,0.0426864168747442,-0.0173582007162862,0.29271169830591,-0.0741176174683059,-0.0574504437543264,0.000191911716055379,-0.0194020578066909,0.124358078649995,-0.00997539851315991,0.0248126846415948,-0.00445705879053738,0.300771874848518,0.0120166252954845,0.0057656487583741,0.00293535846445079,-0.000115331315282329,0.015381735635856,0.00113936372320247,0.000545935245127957,-0.27896175444467,-0.205996393894216,0.00084112165775793,-0.00144748726710869,-9.59524432619691e-06,1.58321955219868e-05,-2.70031963992591e-05,2.05810861246711e-05,-6.94640024214059e-05,0.00109350937566889,-8.98369277813709e-05,0.00439219067781005,2.38238444770458e-16,2.50315227133347e-16,1.45263678970428e-16,-4.54986639653526e-18,-0.0022503675015873,0.0232425716960507,-0.0115848809658454,0.0811977159513869,-0.000433155932049831,0.119277075820516,-0.0382958083504013,-0.157279557633266,0.178227170818345,-0.130149515132436,-0.0568468713766636,-0.17332442937047,-0.0275030414620873,0.00934931880562552,0.000125528754793118,-0.00151313197274795,0.000238335505123934,0.000892336657751942,0.000449954850201105,0.000298402856654529,0.00200868250038345,0.000306344309971512,0.0046852016848029,0.00179548592453454,0.0010685545748355,0.0932305402038262,0.00756491046826939,-0.00774134378703584,-1.18175648810784e-05,0.000322544782217413,6.21572762682125e-05,1.59166323347069e-05,-6.56763463411374e-05,-9.53000327908104e-05,-0.0672940922634314,0.00699492483130436,0.000198562527351204,0.000379369689394945,0.000322874992599889,0.000175902092495814,-0.133468240209936,-0.000132613278374942,1.19857841208412e-06,-1.05584353094551e-05,8.79752355972081e-06,0.348373382445976,-0.00254236827073745,0.147104303565098,0.0232996855896278,-0.0151022870008153,-0.0027549831031102,-0.009999380632125,0.00128413742056985,0.00202053422688463,-0.00729010955690108,0.0258630811743105,0.0617392217384898,0.00420470788418334,0.00311868060456435,0.0335686674042865,0.0397773329797064,0.000962969161709862,-0.0378962303276613,-0.0530230427928103,0.0610572189147969,-0.0352117261607519,0.00418971562355855,0.0110346112218858,0.0564423623785417,0.0551676917239536,-0.494070787053978,-0.00731761690709886,0.0816753013965551,0.0461694085026986,0.0772450708683727,0.0525832389615062,0.0183242264770885,-0.00500514034644339,-0.0172954779233753,-0.0514124464520767,0.0255130318455421,-0.260004923880556
"t64",-0.0723777354996787,-0.00847938421184691,0.0394209165976115,-0.0159236451773794,0.252804315044149,-0.0635843743062295,-0.0477607918489672,0.000149489369845214,-0.013271682939216,0.0836667271064762,-0.00625965259599498,0.0147626650241084,-0.00252579720197672,0.152277061484505,0.00583960181928066,0.00219546625076156,0.00107558371776303,-3.83494378789814e-05,0.00460473116895324,0.000282253440645631,0.000117138181631418,-0.0547428647887666,-0.0401802248227175,0.000100008903990655,-7.71002908007967e-05,1.51455360469701e-07,-1.95058415514626e-06,6.13030415552848e-06,-7.61216971502257e-06,3.71261457228897e-05,-0.000601830690911669,5.26655164492375e-05,-0.00386519148707781,-7.23687261923885e-16,1.45030388894501e-18,4.1417498363656e-17,1.58804411541205e-16,0.00254969756907136,-0.0288939035676722,0.0148879765282227,-0.121319837127558,0.000733528335923571,-0.213235511453652,0.0723297368821634,0.313609613563065,-0.358280035977155,0.264941959597579,0.118033154980439,0.364041247884329,0.0579089425292742,-0.0198201105989985,-0.000266564698216562,0.00316682742893526,-0.000496265748383389,-0.00184744447753369,-0.000919254048782304,-0.000597691451515782,-0.00366980258093472,-0.000450357311139988,-0.00592103182851413,-0.00218800961148728,-0.00127196108304394,-0.0929883739501832,-0.00731540577829619,0.00736901414010396,7.33912961858136e-06,-0.000157876299090172,-1.71513222900262e-05,-3.11682406635124e-06,-9.61100961897826e-05,-0.000143130499531798,-0.237339675191516,0.0251718600430194,0.000718735944752252,0.00147976899723671,0.00129146003495426,0.000717084118888266,-0.547364434559788,-0.0005479088978217,8.68087062589659e-06,-9.4309928130813e-05,7.88493005361283e-05,-4.61677422545835e-15,4.02818637949689e-16,-1.00328537157975e-15,-2.95728651694642e-16,-5.1324406626728e-16,-1.05450114789923e-15,-2.06488845773308e-17,-1.60939126774495e-16,9.38648481232351e-18,9.98784926982309e-16,-5.9795607920077e-16,1.89019355952931e-16,-5.0636808704646e-18,-2.72914718309898e-16,-8.45059447846272e-16,-3.29735695483893e-16,8.77724463886795e-16,5.08711858133607e-16,1.10432118808629e-15,-1.60992138489496e-15,6.76089692876164e-17,-1.19894062189139e-16,-5.61562906244487e-16,-8.91445162937799e-16,-1.04111373514362e-15,5.97623479465898e-15,1.17623836812944e-15,-4.59912199380039e-16,-8.58499872582477e-16,-4.09496363444586e-16,-1.16740402198264e-15,5.62522012818312e-16,-2.64769005181011e-16,6.64474478601631e-16,8.46072213723488e-16,3.64294418988334e-16,2.68807181681877e-15
"t52",-0.0709646551664048,-0.00803610348335988,0.0364533358547191,-0.0146057105765748,0.2122895983057,-0.0527690804413385,-0.0372635457989166,9.79383040133333e-05,-0.00370186727182148,0.0179031760479524,0.000753423316139867,-0.00686996826172215,0.00222406379371419,-0.384704755675164,-0.0210117273691589,0.064927438277364,0.018411310564727,-0.000347482453430646,0.0289344250640978,0.00106162589330329,0.000254750607731023,-0.0596979479204324,-0.0406589936696453,-0.000991782783515549,0.00672898692989726,-0.00020229246509154,5.46689916819639e-05,-5.69526508516442e-05,2.79803062120229e-05,-6.04733036390064e-05,0.000910160487566997,-6.7358225534709e-05,0.000847243649151813,2.52672437703691e-16,-1.68945933722222e-16,2.7458097948146e-17,-2.02292283212517e-16,0.000451017660515453,-0.00830419159917675,0.00480667792952952,-0.0551837844058333,0.000376677243460174,-0.108474188083819,0.0330664491161011,0.0847506064553698,-0.0757038503511691,0.0219524863290047,-0.038349179218255,-0.347211679284414,-0.0705293271689018,0.0627993144891852,0.001466023705065,0.0181065601927335,-0.00257534928639331,-0.00891000320176307,-0.00399892092846042,-0.00240074949133266,-0.0132041133111945,-0.0014728315152166,-0.016388041541538,-0.00565713123658118,-0.00311960992929999,-0.0902896180289915,-0.00443488773963551,0.00299269593007594,-7.72155564494378e-05,0.00385774783191008,0.00198428370491528,0.000806974141331981,0.00148602556471725,0.0021325704149607,0.701516260358693,-0.0665874761357599,-0.0018330135267549,-0.00153138530825877,-0.000404865397216556,0.000259713929627968,-0.332061302551846,-0.00051280886836879,-3.80412721704373e-05,0.000314159331288152,-0.000261626162419294,6.39401160748791e-15,-1.04866398921007e-15,-6.40675353619426e-16,-4.82816469018199e-16,1.651644324434e-15,-4.07924256020496e-16,1.75438865469371e-16,1.28643956836532e-16,-1.44028789820428e-15,8.76473664350004e-16,1.42879421287831e-16,7.01077691662826e-16,-4.53958330546242e-17,2.63188879726784e-16,1.2151170344267e-15,8.3568623365262e-16,-2.87535000553312e-16,-3.14351189340038e-16,-8.39229103210065e-16,9.45377440356317e-16,2.88084297517875e-16,1.43567107877213e-15,3.69914604499399e-16,9.88510463479457e-17,-3.87381530803083e-16,3.1001327382578e-15,-1.02003275035911e-16,3.0902838857364e-15,1.15698888495194e-15,7.95292728255212e-16,2.46935717755399e-16,4.51229824270846e-17,5.55191338119303e-16,-9.33747315208375e-16,1.72055410563726e-16,1.33330650933207e-16,-4.16811737745015e-15
"t75",-0.0716242618377241,-0.0082218802162295,0.0376113711359931,-0.015108509730317,0.224679047363259,-0.055988860976527,-0.0399995181972763,0.000107629484429575,-0.00425381341871792,0.0206854200279725,0.000890279284178778,-0.00825354746832905,0.00271156604289549,-0.484496300494085,-0.0267613441367786,0.0878997680349766,0.0251441953127437,-0.000484642699924829,0.0412181546579194,0.00156488000826396,0.000384164291357417,-0.0911919535841948,-0.0621611085015111,-0.00160367807578285,0.0114588574057716,-0.000365226663368925,0.000109141969364615,-0.000127035253023146,7.48991965595172e-05,-0.000213268419662781,0.00331428381774768,-0.000264888213713747,0.0108670865849363,-2.5163883454367e-16,2.82135977243143e-17,1.04489992425714e-16,1.0860810128373e-16,-0.00493106839477451,0.0482933507869732,-0.0235684549568658,0.146482225616533,-0.000659715409741079,0.159826587499786,-0.040694275108401,-0.0857740363824042,0.0741522055067789,-0.0203768068433668,0.0322798345936874,0.27169525311155,0.0541386695688119,-0.0448718817425013,-0.00101393906885995,-0.0103265776803198,0.00143671698807443,0.00486720119447887,0.00209918266647818,0.0012039699162686,0.00581154354518261,0.000556949102314465,0.00582701899709799,0.00198747578913162,0.00108802654894605,0.0300791869835877,0.00146761701353787,-0.000987125274996406,2.38736812018475e-05,-0.0011659735377063,-0.000579682497258135,-0.000232942050862942,-0.000355597729521795,-0.000508567898648542,-0.14428217780834,0.013635564208177,0.000374880018284635,0.000308033870064284,8.09736517547769e-05,-5.1717088684393e-05,0.0660324039216422,0.00010180013682088,6.52685091769997e-06,-5.06496813293339e-05,4.2136127236898e-05,0.274944339854643,0.018383799292181,-0.598256468475605,0.0140111366078887,0.206575214661075,0.0478347453317414,-0.00112854053754187,0.0121126808708015,-0.0129186625380887,0.0121378764756519,-0.0230052796984964,0.00203822063274074,-0.0186821915568876,0.0114759453486041,0.082703992361424,-0.0253229698355599,-0.0117034855705163,0.0132156294559118,-0.0195533586179514,0.0397200685181362,0.0325267675109118,0.0248187700001622,-0.0106867445460349,-0.0356510534362829,-0.00211809733334837,-0.0181030037571115,-0.00459320108613997,0.00892817802545582,0.0180652346560363,-0.00810381162026798,-0.0170046836540833,-0.0133428316410172,0.00479105789264505,-0.0264149369918242,-0.00182525819373742,0.0319779977456851,0.060595809570131
