"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127","t128","t129","t130","t131","t132","t133","t134","t135","t136","t137","t138"
"t1",0,5.31796610873703,8.16782940657751,8.73873417167107,8.31258660822024,11.3431242251197,8.68787898114782,8.65048163297366,11.2060605183873,11.2103943630176,8.76885145279015,10.4048309251968,10.4580472275464,16.6530442146337,11.5615123346526,10.5533880039066,15.127494332257,13.5364488045804,12.4856853980168,12.5256538327598,12.8725182583617,14.500180888083,13.1379540661696,12.9771195790797,16.6530442146338,14.9907693093841,15.0765844053078,14.5727079291744,14.0750782930351,15.3213591032106,14.9572068728106,16.6530442146337,16.6530442146337,16.6530442146338,16.6530442146338,16.6530442146338,15.1200729292883,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146338,16.6530442146337,16.4149690361595,16.1344797826469,16.6530442146337,16.6530442146337,16.6530442146337,16.0740084579934,16.6530442146338,16.6530442146338,16.024425855884,16.4149690361595,16.6530442146337,15.7190555693798,16.6530442146337,16.6530442146338,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146338,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146338,16.6530442146338,16.6530442146338,16.6530442146337,16.6530442146338,16.6530442146337,16.6530442146337,16.6530442146337,16.3435575935174,16.6530442146338,16.6530442146338,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.4149690361595,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146338,16.6530442146338,16.6530442146338,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146338,16.6530442146338,16.1189826310236,16.1553961443874,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146338,16.6530442146338,16.6530442146337,16.6530442146337,16.6530442146338,16.6530442146338,16.6530442146337,16.4312192403654,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146338,16.6530442146338,16.6530442146337,16.6530442146337,16.6530442146338,16.6530442146338,16.6530442146337,16.6530442146337,16.6530442146338,16.6530442146338,16.6530442146338,16.6530442146338,16.6530442146338,16.6530442146338,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337,16.6530442146337
"t2",5.31796610873703,0,3.71365790371781,4.69258807045435,3.97375321368966,7.00429083058907,4.64173287993111,4.60433553175694,7.15991441717063,7.16424826180092,4.72270535157343,6.35868482398005,6.11921383301586,12.606898113417,7.51536623343589,6.50724190268993,11.0813482310403,9.49030270336366,8.43953929680013,8.47950773154312,8.826372157145,10.4540347868663,9.0918079649529,8.93097347786295,12.606898113417,10.9446232081674,11.030438304091,10.5265618279577,10.0289321918184,11.2752130019938,10.9110607715939,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,11.0739268280716,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.0761356416289,11.7956463881163,12.606898113417,12.606898113417,12.606898113417,12.0278623567767,12.606898113417,12.606898113417,11.6855924613534,12.0761356416289,12.606898113417,11.672909468163,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.2974114923007,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.0761356416289,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,11.780149236493,11.8165627498568,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.3850731391487,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417,12.606898113417
"t3",8.16782940657751,3.71365790371781,0,7.54245136829484,6.82361651153014,9.85415412842955,7.49159617777159,7.45419882959742,10.0097777150111,10.0141115596414,7.57256864941391,9.20854812182053,8.96907713085634,15.4567614112575,10.3652295312764,9.35710520053041,13.9312115288808,12.3401660012041,11.2894025946406,11.3293710293836,11.6762354549855,13.3038980847068,11.9416712627934,11.7808367757034,15.4567614112575,13.7944865060079,13.8803016019315,13.3764251257982,12.8787954896589,14.1250762998343,13.7609240694344,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,13.9237901259121,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,14.9259989394694,14.6455096859568,15.4567614112575,15.4567614112575,15.4567614112575,14.8777256546172,15.4567614112575,15.4567614112575,14.5354557591939,14.9259989394693,15.4567614112575,14.5227727660035,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.1472747901411,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,14.9259989394693,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,14.6300125343335,14.6664260476973,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.2349364369892,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575,15.4567614112575
"t4",8.73873417167107,4.69258807045435,7.54245136829484,0,7.68720856993757,10.717746186837,4.6091813575631,4.57178400938894,7.12736289480263,7.13169673943292,4.69015382920543,6.32613330161205,9.83266918926377,12.574346591049,7.48281471106788,6.47469038032193,11.0487967086723,9.45775118099565,8.40698777443213,8.44695620917512,8.793820634777,10.4214832644983,9.05925644258489,8.89842195549494,12.574346591049,10.9120716857994,10.997886781723,10.4940103055897,9.99638066945039,11.2426614796258,10.8785092492259,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,11.0413753057036,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,15.7895909978768,15.5091017443643,12.574346591049,12.574346591049,12.574346591049,11.9953108344087,12.574346591049,12.574346591049,15.3990478176013,15.7895909978768,12.574346591049,11.640357945795,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.2648599699327,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,15.7895909978768,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,15.4936045927409,15.5300181061047,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.3525216167807,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049,12.574346591049
"t5",8.31258660822024,3.97375321368966,6.82361651153014,7.68720856993757,0,4.62754335254244,7.63635337941432,7.59895603124015,10.1545349166538,10.1588687612841,7.71732585105664,9.35330532346326,6.77404122545576,15.6015186129002,10.5099867329191,9.50186240217314,14.0759687305235,12.4849232028469,11.4341597962833,11.4741282310263,11.8209926566282,13.4486552863495,12.0864284644361,11.9255939773462,15.6015186129002,13.9392437076506,14.0250588035743,13.5211823274409,13.0235526913016,14.2698335014771,13.9056812710771,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,14.0685473275548,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,12.7309630340688,12.4504737805562,15.6015186129002,15.6015186129002,15.6015186129002,15.0224828562599,15.6015186129002,15.6015186129002,12.3404198537933,12.7309630340688,15.6015186129002,14.6675299676463,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129003,15.6015186129002,15.6015186129002,15.6015186129002,15.2920319917839,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,12.7309630340688,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129003,15.6015186129003,12.4349766289329,12.4713901422967,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.3796936386319,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129003,15.6015186129003,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002,15.6015186129002
"t6",11.3431242251197,7.00429083058907,9.85415412842955,10.717746186837,4.62754335254244,0,10.6668909963137,10.6294936481396,13.1850725335533,13.1894063781835,10.7478634679561,12.3838429403627,9.80457884235516,18.6320562297997,13.5405243498185,12.5324000190726,17.1065063474229,15.5154608197463,14.4646974131828,14.5046658479257,14.8515302735276,16.4791929032489,15.1169660813355,14.9561315942456,18.6320562297997,16.96978132455,17.0555964204737,16.5517199443403,16.054090308201,17.3003711183765,16.9362188879765,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,17.0990849444542,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,15.7615006509682,15.4810113974556,18.6320562297997,18.6320562297997,18.6320562297997,18.0530204731593,18.6320562297997,18.6320562297997,15.3709574706927,15.7615006509682,18.6320562297997,17.6980675845457,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.3225696086833,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,15.7615006509682,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,15.4655142458323,15.5019277591961,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.4102312555313,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997,18.6320562297997
"t7",8.68787898114782,4.64173287993111,7.49159617777159,4.6091813575631,7.63635337941432,10.6668909963137,0,1.46692988562621,6.59971827987609,4.02684261567019,1.5852997054427,3.22127917784932,9.78181399874052,9.46949246728629,6.95517009614135,5.94704576539539,7.94394258490954,6.35289705723292,5.3021336506694,5.34210208541239,5.68896651101427,7.31662914073558,8.53161182765836,8.37077734056841,12.0467019761225,7.80721756203668,7.89303265796031,9.96636569066314,6.89152654568766,10.7150168646993,10.3508646342994,12.0467019761225,12.0467019761225,9.4694924672863,9.4694924672863,9.4694924672863,7.93652118194089,9.4694924672863,9.4694924672863,9.4694924672863,12.0467019761225,9.4694924672863,15.7387358073535,15.458246553841,9.4694924672863,9.4694924672863,9.4694924672863,8.89045671064595,12.0467019761225,12.0467019761225,15.3481926270781,15.7387358073535,12.0467019761225,8.5355038220323,9.4694924672863,12.0467019761225,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,12.0467019761225,12.0467019761225,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,12.0467019761225,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.16000584616993,9.4694924672863,9.4694924672863,9.4694924672863,12.0467019761225,9.4694924672863,9.4694924672863,15.7387358073535,12.0467019761225,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,12.0467019761225,12.0467019761225,12.0467019761225,9.4694924672863,9.4694924672863,12.0467019761225,12.0467019761225,9.4694924672863,9.4694924672863,15.4427494022177,15.4791629155814,9.4694924672863,9.4694924672863,12.0467019761225,12.0467019761225,12.0467019761225,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,12.0467019761225,11.8248770018542,12.0467019761225,12.0467019761225,12.0467019761225,12.0467019761225,12.0467019761225,12.0467019761225,12.0467019761225,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,12.0467019761225,12.0467019761225,12.0467019761225,12.0467019761225,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863,9.4694924672863
"t8",8.65048163297366,4.60433553175694,7.45419882959742,4.57178400938894,7.59895603124015,10.6294936481396,1.46692988562621,0,6.56232093170193,3.75057365303813,1.30903074281064,2.94501021521726,9.74441665056636,9.42236103113226,6.91777274796718,5.90964841722123,7.8968111487555,6.07662809460087,5.02586468803734,5.06583312278033,5.41269754838221,7.04036017810352,8.4942144794842,8.33337999239425,12.0093046279483,7.53094859940462,7.61676369532826,9.92896834248897,6.6152575830556,10.6776195165251,10.3134672861252,12.0093046279483,12.0093046279483,9.19322350465425,9.19322350465425,9.42236103113227,7.88938974578686,9.19322350465425,9.19322350465425,9.42236103113227,12.0093046279483,9.19322350465425,15.7013384591794,15.4208492056668,9.19322350465425,9.19322350465425,9.19322350465425,8.61418774801389,12.0093046279483,12.0093046279483,15.3107952789039,15.7013384591794,12.0093046279483,8.25923485940025,9.19322350465424,12.0093046279483,9.19322350465424,9.19322350465425,9.19322350465425,9.19322350465425,9.19322350465425,9.19322350465424,9.42236103113226,9.42236103113226,9.42236103113226,9.19322350465424,12.0093046279483,12.0093046279483,9.19322350465425,9.19322350465425,9.19322350465425,9.19322350465425,9.19322350465425,12.0093046279483,9.19322350465425,9.19322350465425,9.42236103113226,9.19322350465425,8.88373688353788,9.19322350465425,9.19322350465425,9.42236103113227,12.0093046279483,9.19322350465424,9.19322350465424,15.7013384591794,12.0093046279483,9.42236103113227,9.42236103113227,9.42236103113227,9.42236103113227,12.0093046279483,12.0093046279483,12.0093046279483,9.19322350465424,9.19322350465424,12.0093046279483,12.0093046279483,9.19322350465425,9.19322350465425,15.4053520540435,15.4417655674073,9.19322350465425,9.19322350465425,12.0093046279483,12.0093046279483,12.0093046279483,9.19322350465425,9.19322350465425,9.42236103113227,9.42236103113227,9.19322350465425,9.19322350465425,12.0093046279483,11.78747965368,12.0093046279483,12.0093046279483,12.0093046279483,12.0093046279483,12.0093046279483,12.0093046279483,12.0093046279483,9.19322350465425,9.19322350465425,9.19322350465425,9.19322350465425,9.19322350465425,9.19322350465425,12.0093046279483,12.0093046279483,12.0093046279483,12.0093046279483,9.19322350465424,9.19322350465424,9.42236103113226,9.42236103113226,9.19322350465424,9.19322350465424
"t9",11.2060605183873,7.15991441717063,10.0097777150111,7.12736289480263,10.1545349166538,13.1850725335533,6.59971827987609,6.56232093170193,0,9.12223366174591,6.68069075151842,8.31667022392504,12.29999553598,14.564883513362,6.37594964932404,5.36782531857808,13.0393336309853,11.4482881033086,10.3975246967451,10.4374931314881,10.78435755709,12.4120201868113,7.95239138084105,7.7915568937511,11.4674815293052,12.9026086081124,12.988423704036,9.38714524384582,11.9869175917634,10.135796417882,9.77164418748207,11.4674815293052,11.4674815293052,14.564883513362,14.564883513362,14.564883513362,13.0319122280166,14.564883513362,14.564883513362,14.564883513362,11.4674815293052,14.564883513362,18.2569173445931,17.9764280910805,14.564883513362,14.564883513362,14.564883513362,13.9858477567217,11.4674815293052,11.4674815293052,17.8663741643176,18.2569173445931,11.4674815293052,13.630894868108,14.564883513362,11.4674815293052,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362,11.4674815293052,11.4674815293052,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362,11.4674815293052,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.2553968922457,14.564883513362,14.564883513362,14.564883513362,11.4674815293052,14.564883513362,14.564883513362,18.2569173445931,11.4674815293052,14.564883513362,14.564883513362,14.564883513362,14.564883513362,11.4674815293052,11.4674815293052,11.4674815293052,14.564883513362,14.564883513362,11.4674815293052,11.4674815293052,14.564883513362,14.564883513362,17.9609309394572,17.997344452821,14.564883513362,14.564883513362,11.4674815293052,11.4674815293052,11.4674815293052,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362,11.4674815293052,11.2456565550369,11.4674815293052,11.4674815293052,11.4674815293052,11.4674815293052,11.4674815293052,11.4674815293052,11.4674815293052,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362,11.4674815293052,11.4674815293052,11.4674815293052,11.4674815293052,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362,14.564883513362
"t10",11.2103943630176,7.16424826180092,10.0141115596414,7.13169673943292,10.1588687612841,13.1894063781835,4.02684261567019,3.75057365303813,9.12223366174591,0,3.47531755083161,5.11129702323823,12.3043293806103,11.9822737611762,9.47768547801116,8.46956114726521,10.4567238787995,8.24291490262184,7.19215149605831,7.2321199308013,7.57898435640318,9.20664698612449,11.0541272095282,10.8932927224382,14.5692173579923,9.69723540742559,9.78305050334923,12.488881072533,8.78154439107657,13.2375322465691,12.8733800161692,14.5692173579923,14.5692173579923,11.3595103126752,11.3595103126752,11.9822737611762,10.4493024758308,11.3595103126752,11.3595103126752,11.9822737611762,14.5692173579923,11.3595103126752,18.2612511892233,17.9807619357108,11.3595103126752,11.3595103126752,11.3595103126752,10.7804745560349,14.5692173579923,14.5692173579923,17.8707080089479,18.2612511892233,14.5692173579923,10.4255216674212,11.3595103126752,14.5692173579923,11.3595103126752,11.3595103126752,11.3595103126752,11.3595103126752,11.3595103126752,11.3595103126752,11.9822737611762,11.9822737611762,11.9822737611762,11.3595103126752,14.5692173579923,14.5692173579923,11.3595103126752,11.3595103126752,11.3595103126752,11.3595103126752,11.3595103126752,14.5692173579923,11.3595103126752,11.3595103126752,11.9822737611762,11.3595103126752,11.0500236915588,11.3595103126752,11.3595103126752,11.9822737611762,14.5692173579923,11.3595103126752,11.3595103126752,18.2612511892233,14.5692173579923,11.9822737611762,11.9822737611762,11.9822737611762,11.9822737611762,14.5692173579923,14.5692173579923,14.5692173579923,11.3595103126752,11.3595103126752,14.5692173579923,14.5692173579923,11.3595103126752,11.3595103126752,17.9652647840875,18.0016782974513,11.3595103126752,11.3595103126752,14.5692173579923,14.5692173579923,14.5692173579923,11.3595103126752,11.3595103126752,11.9822737611762,11.9822737611762,11.3595103126752,11.3595103126752,14.5692173579923,14.347392383724,14.5692173579923,14.5692173579923,14.5692173579923,14.5692173579923,14.5692173579923,14.5692173579923,14.5692173579923,11.3595103126752,11.3595103126752,11.3595103126752,11.3595103126752,11.3595103126752,11.3595103126752,14.5692173579923,14.5692173579923,14.5692173579923,14.5692173579923,11.3595103126752,11.3595103126752,11.9822737611762,11.9822737611762,11.3595103126752,11.3595103126752
