"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99"
"t467",-0.0448741020181924,-0.292213421475111,0.0163319252531485,-0.498576989483893,0.363019910404279,-0.0382200821862051,0.142712908234663,-0.00251073530937571,0.000267670737663778,-0.0108379481543822,0.00129837530756702,-0.000313012663849597,0.000664569882680325,-0.00101918252143198,0.000263415864653164,7.31191143319581e-05,-0.00115582455076977,0.000258874087280033,-0.00117961551589614,0.00110044299195271,-0.000107054809236517,0.000151265721445893,-0.000425029427284843,0.000153064334724179,-2.01267446791567e-06,0.000839137688497143,-0.000157038786505518,0.000146951310430411,-0.00116606694205722,0.00200684749250176,-0.00104862468461795,2.06505792847271e-06,1.99828076272161e-05,-0.000166684674334752,-0.000719737440300209,6.08863927911013e-05,-4.36070488488239e-05,3.90760074135749e-17,-0.000136837803940776,4.68891823928377e-05,7.66826402580699e-07,0.000342203149051107,5.41693757318806e-06,-3.7188101486141e-05,-0.000565003873306576,4.54325947663761e-06,1.79505818091993e-05,1.64558314378606e-06,-8.15984207377328e-17,1.94467414656262e-05,-0.00099649708469111,8.76901703315196e-05,-2.36878645707006e-05,-9.58992082724825e-17,-5.9125062999573e-05,3.00344567979443e-05,-8.29311934593308e-16,-1.19323929210644e-16,-5.6157864023836e-06,3.63394385598207e-17,-7.62288912503426e-17,7.25293394221542e-05,-3.2720843791125e-05,-2.69071353913803e-16,2.95233562002865e-05,8.07313549578366e-06,1.14219794187495e-15,-1.62289126965316e-16,-4.44043697712271e-06,-2.00070000100232e-15,-8.19293407128226e-16,1.59967388448088e-15,2.03381962746405e-06,2.11342620356953e-15,7.38499243635578e-15,1.39679659812696e-05,-0.707106781186547,-4.58486628744155e-17,-5.77152797438882e-16,-2.00815020785501e-16,-1.24415333893472e-15,3.6913701512089e-06,-1.91329210744887e-17,-8.91038236575502e-17,4.1666580767918e-18,2.56221562010842e-16,1.0666826837204e-16,-1.27151218790766e-06,-3.1416917506268e-16,-2.17683980641963e-17,-1.28788305739806e-16,3.34775382344684e-17,-3.35845074692016e-16,-6.75863274938302e-17,3.48221017034881e-17,-4.87952635999769e-17,4.42748504435894e-17,-3.40716135242794e-17,-1.93081347598321e-16
"t468",-0.0448741020181926,-0.292213421475112,0.016331925253149,-0.498576989483892,0.363019910404278,-0.0382200821862049,0.142712908234662,-0.00251073530937514,0.000267670737664022,-0.0108379481543823,0.00129837530756689,-0.000313012663849269,0.000664569882680191,-0.00101918252143184,0.000263415864653019,7.31191143318488e-05,-0.00115582455077007,0.000258874087280046,-0.00117961551589599,0.0011004429919526,-0.000107054809236809,0.000151265721445861,-0.000425029427284893,0.000153064334723914,-2.01267446801591e-06,0.00083913768849719,-0.00015703878650547,0.000146951310430367,-0.00116606694205758,0.0020068474925037,-0.00104862468461807,2.06505792860575e-06,1.99828076271073e-05,-0.00016668467433457,-0.00071973744030031,6.0886392791344e-05,-4.36070488486973e-05,-5.25853266705984e-17,-0.000136837803940018,4.68891823926006e-05,7.66826402603386e-07,0.000342203149051047,5.41693757339421e-06,-3.71881014859859e-05,-0.000565003873305536,4.54325947684815e-06,1.79505818092546e-05,1.64558314418705e-06,6.29247080520043e-17,1.94467414656291e-05,-0.000996497084690972,8.76901703319031e-05,-2.36878645697993e-05,7.32967682427706e-17,-5.91250629998528e-05,3.00344567974265e-05,4.07056047234348e-16,7.71451365880132e-17,-5.61578640180334e-06,-3.07406395054863e-17,2.24126488498287e-17,7.25293394212643e-05,-3.2720843794563e-05,2.73793099274109e-16,2.95233561946071e-05,8.07313549360373e-06,-1.2262595112493e-15,1.76532296161098e-16,-4.440436973744e-06,2.062078665836e-15,7.71277978276869e-16,-1.63112975165231e-15,2.03381964336939e-06,-1.86863253969016e-15,-7.35291270797821e-15,1.39679662702702e-05,0.707106781186547,-3.55276343260232e-19,6.19837703494955e-16,1.20603402126697e-16,1.2941600394291e-15,3.69137014613712e-06,5.32315795667418e-17,6.24092163217062e-17,1.18062701262869e-16,-2.55794585079663e-16,-1.76259105897518e-16,-1.27151219285576e-06,2.19290224811233e-16,-6.29087475581003e-18,3.50854503963115e-17,3.44173588532347e-17,1.93837550598092e-16,-5.47418078188894e-17,-6.07151029933959e-18,8.95005531466619e-17,4.89599888448479e-17,-1.44692087172465e-17,-2.41207959305479e-16
"t373",-0.0625864762853583,-0.348268846078481,0.0201561601047929,0.244097767798534,-0.00662506900617132,-0.0155722742127525,0.060355500411636,-0.00154987310315831,0.000167961324625931,-0.00698170035316451,0.00149183185246015,-0.000215334485680233,0.000468455471682314,-0.00119724280736258,0.000199346598004726,9.1744464165129e-05,-0.323004347836569,8.31702590195729e-05,-0.000455268955894162,0.000695390069637678,-7.27691582205974e-05,6.63297260040928e-05,-0.00019906649089368,0.000115271542657384,-9.49180580816301e-07,0.000393427151074921,-0.000115053099804008,6.54899958000947e-05,-0.000755798249217461,0.00119745171404467,-0.000371702253529388,7.27223575841265e-07,6.64888793011032e-06,-4.13749218898884e-05,-0.000130770727941349,6.49041344010061e-06,-2.15434025558209e-06,-2.94148071426967e-16,0.000131854787380903,-2.99089809784162e-05,-5.37911075443413e-07,-0.00168194256291255,-1.66747562675086e-05,0.000217094029150012,0.834552452740274,2.84153937211676e-05,6.34816466832262e-05,3.80510412096384e-06,4.87050472060146e-16,3.41934528064288e-05,-0.00134266625069406,0.000113045982793562,-2.98227901010742e-05,-1.6717520496748e-16,-6.5214028812793e-05,3.13007310023716e-05,7.1890392214836e-16,-1.62301354989715e-18,-5.60340733964208e-06,6.02601682329489e-16,-2.02640557180221e-17,6.92596381568324e-05,-4.84758631587534e-05,-2.91357071301492e-17,4.26902124834764e-05,7.40499674243766e-06,3.97147039331518e-16,-1.56137292543828e-16,-4.03559661024257e-06,-5.02498717623698e-17,-3.3355360855916e-17,1.56788433677417e-16,2.83422505498951e-06,4.69641088541864e-17,4.84013990515287e-17,1.94159003528004e-05,-1.06858966120171e-15,1.62246807403846e-17,-2.35883623528139e-17,-8.93374209072986e-17,-2.16379041815846e-17,3.23805472078525e-06,-6.0672288662914e-17,3.80234584115228e-17,1.98612624100082e-16,-2.74684968080584e-17,-1.53075108001064e-16,-1.10951913711528e-06,1.1545693297214e-16,3.80970541958026e-17,-1.83628973916219e-16,-1.68185542963268e-18,1.59381372645864e-16,-1.80155919370021e-16,-8.26617835112219e-17,7.29351837901849e-17,1.01915126387029e-16,-8.90575309159734e-17,-1.70187690394797e-16
"t386",-0.0627266329331897,-0.352107930495109,0.0204213294691382,0.248247214455622,-0.00674591843804226,-0.0159277354439798,0.0617591482410628,-0.00161324670465232,0.000175346500630589,-0.00733558186521571,0.00159293846874122,-0.000233064581762627,0.000512907486736577,-0.00131345470522097,0.000223742117364353,0.000106772294570014,-0.38035019386415,0.000101091743044134,-0.000559487667058524,0.000856371886539312,-9.07007556114342e-05,8.34889848918754e-05,-0.000260273721952787,0.00015125354359957,-1.25580076869395e-06,0.0005691056863925,-0.000173525603429873,0.000104989132090651,-0.0013726972624876,0.00241106851670463,-0.000772227547744994,1.56571710182665e-06,1.55763518919244e-05,-0.000138588782187847,-0.000623833453347355,5.5095765634628e-05,-4.0697811249019e-05,8.17320539982163e-16,-0.000270187182043264,5.90787117743677e-05,9.89740568910015e-07,0.00130585746057178,1.28348622379765e-05,-0.000136997182185738,-0.388829977300781,-6.23320734841304e-06,-1.20753396493721e-05,-1.66550332129151e-07,-1.18742760544315e-15,3.08719194928193e-06,-0.000352483444648451,3.3473999289838e-05,-9.38758307755624e-06,-1.842177638224e-15,-2.79538375348655e-05,1.51204942971358e-05,-0.707106781186548,-1.10044276495136e-13,-2.95564302715273e-06,-2.90209807864115e-15,9.76591817270341e-17,3.98221468627045e-05,-2.85125333794171e-05,8.40741150480682e-16,2.62672177477222e-05,4.59983758167387e-06,-7.66318888044233e-16,1.48187005545668e-16,-2.55125154589271e-06,7.51899881251731e-16,6.5123618718717e-17,2.15875484594353e-16,1.86587407729895e-06,-1.52857680404061e-16,-2.04844518851768e-16,1.28409706263489e-05,7.21644966006352e-16,1.38571267624264e-16,3.68462040247643e-16,2.59645393684592e-17,-1.54124603930893e-16,2.1894399323011e-06,2.82054384405391e-16,3.37424007697714e-16,-6.68896399962998e-17,-5.22682422765746e-17,-5.24678717646031e-17,-7.57729892741517e-07,4.49540637868546e-17,1.39471167929468e-16,1.3006267360346e-16,1.34009076174681e-16,-3.2214482718788e-17,3.24004648102619e-16,-9.06398349463591e-17,5.24077533204387e-17,-1.46764960034166e-16,-2.12988981483328e-16,2.95219394006741e-17
"t387",-0.0627266329331897,-0.352107930495109,0.020421329469138,0.248247214455622,-0.00674591843804223,-0.0159277354439798,0.0617591482410629,-0.00161324670465212,0.000175346500630778,-0.00733558186521577,0.00159293846874131,-0.00023306458176232,0.000512907486736424,-0.0013134547052212,0.000223742117364135,0.000106772294570014,-0.38035019386415,0.000101091743044367,-0.000559487667058399,0.000856371886539999,-9.07007556112261e-05,8.34889848914493e-05,-0.00026027372195308,0.000151253543599244,-1.25580076908323e-06,0.000569105686392582,-0.000173525603429458,0.000104989132090501,-0.00137269726248837,0.00241106851670471,-0.00077222754774489,1.56571710173791e-06,1.55763518914126e-05,-0.00013858878218796,-0.000623833453347847,5.50957656344829e-05,-4.06978112488306e-05,-4.44936084887637e-16,-0.000270187182043904,5.90787117745981e-05,9.89740569829842e-07,0.00130585746057145,1.28348622378575e-05,-0.000136997182185349,-0.388829977300782,-6.23320734696896e-06,-1.20753396493191e-05,-1.66550331023336e-07,7.55112781237662e-16,3.08719195005742e-06,-0.000352483444648815,3.34739992897817e-05,-9.38758307790865e-06,1.96539424439648e-15,-2.79538375378032e-05,1.51204943013428e-05,0.707106781186547,1.09960403444523e-13,-2.95564304030018e-06,2.21197804781305e-15,-1.92061495929947e-16,3.98221468636846e-05,-2.85125333792918e-05,-8.83447395122457e-16,2.62672177458547e-05,4.59983758044176e-06,3.30067892185475e-16,2.37079027549102e-18,-2.55125154642363e-06,-3.88062554460667e-16,-1.73326036165281e-16,-5.74263677861485e-16,1.86587407646404e-06,4.19547001124791e-16,1.80411065618645e-16,1.28409706261655e-05,-9.99200722162641e-16,-1.99317629716996e-16,-2.92510903322378e-16,-7.02933937769302e-17,3.42974550343451e-16,2.18943993207981e-06,-3.22498905692818e-18,-7.35712762907101e-17,-3.12296332168618e-17,1.42389221734641e-17,-5.03504455996007e-17,-7.57729892647584e-07,-1.81793310028185e-16,-1.76306112990311e-16,-2.54813475599021e-16,-8.91725896915233e-17,-2.61387029039595e-16,-3.27634417564265e-16,1.54569994964407e-16,-4.23067632722577e-18,1.64840844718323e-16,1.54541518005792e-16,-5.06583411608139e-16
"t445",-0.0625151972544658,-0.346064032073876,0.0199993837946759,0.241513641538059,-0.00654854107194103,-0.0153329494203211,0.0594050315975758,-0.00149573177968415,0.00016139188037084,-0.00663785843619122,0.0013684971168638,-0.000188890292997287,0.000388895626736233,-0.00098232476162752,0.000130819132886595,-2.65295679932658e-05,0.550601151533141,0.00031551157939328,-0.00132331860246569,0.00195381899763021,-0.000177552408558348,0.000150412290385075,-0.000392847076210865,0.000225908209134026,-1.83474011662189e-06,0.000726650271987355,-0.000214062441946981,0.000124736427615231,-0.00154585708898516,0.00262871294801255,-0.000834773881706751,1.67709048417939e-06,1.63593391152123e-05,-0.000136755794944947,-0.000590720614704575,5.00159119641775e-05,-3.58555166117232e-05,-9.54466828783958e-17,-0.000181227859947421,3.92209241886599e-05,6.43206485037177e-07,0.000488751925236341,4.75119576822869e-06,-3.64080501613803e-05,-0.023812143635613,5.05947689317288e-06,1.28453009531487e-05,1.23240875973218e-06,1.10196215610509e-16,1.48442423089006e-05,-0.000770233970549837,6.7882648981703e-05,-1.83509292433521e-05,7.80840400782344e-18,-4.59503556093969e-05,2.33598894387838e-05,-6.79966015014676e-16,2.18802932080786e-16,-4.36901651805223e-06,5.31875480598252e-16,-1.80488551898567e-16,5.64245519114441e-05,-3.99560582259496e-05,5.65734576909534e-16,3.6014493937414e-05,6.27779291281582e-06,2.48555150434352e-15,-1.68964696874314e-14,-3.45245360991789e-06,-0.707106781186549,2.65717001418142e-16,-3.61607244378317e-16,2.47586552716185e-06,-2.70609477915022e-16,5.87495616724763e-18,1.7000999553288e-05,1.38777878078145e-15,-4.97668634614527e-17,-4.24825739763071e-16,-2.0391241088362e-16,8.97234772106164e-17,2.86766325306532e-06,3.33815799967456e-17,1.44232452185554e-16,-5.58092305225994e-17,-1.4070970452591e-16,1.67103935425516e-16,-9.87622831593769e-07,5.39080346119307e-17,2.64788964186756e-16,-1.80041835929427e-16,1.65933461277384e-16,-1.91505475744193e-16,-9.52783679769072e-17,1.86866017630158e-16,-3.49673903542171e-17,4.38780018396963e-17,-9.63273534683922e-17,-4.0145068569183e-16
"t446",-0.0625151972544657,-0.346064032073876,0.019999383794675,0.241513641538059,-0.00654854107194117,-0.0153329494203211,0.0594050315975759,-0.0014957317796841,0.000161391880370856,-0.00663785843619047,0.00136849711686365,-0.000188890292997221,0.00038889562673599,-0.000982324761627434,0.000130819132886708,-2.65295679932453e-05,0.55060115153314,0.000315511579393361,-0.0013233186024657,0.00195381899763006,-0.000177552408558459,0.00015041229038508,-0.000392847076210704,0.000225908209133613,-1.83474011664676e-06,0.000726650271987327,-0.000214062441947,0.000124736427615017,-0.00154585708898523,0.00262871294801258,-0.000834773881706738,1.67709048395734e-06,1.63593391153537e-05,-0.000136755794944511,-0.000590720614704715,5.00159119645281e-05,-3.58555166114426e-05,-1.22379019703416e-17,-0.000181227859947051,3.922092418835e-05,6.43206485060796e-07,0.000488751925236204,4.75119576832336e-06,-3.64080501611019e-05,-0.0238121436356127,5.05947689300027e-06,1.28453009535119e-05,1.23240875959471e-06,-1.89973340665263e-16,1.48442423084131e-05,-0.000770233970549527,6.78826489818761e-05,-1.8350929243424e-05,-1.20132226945444e-17,-4.59503556097895e-05,2.33598894390981e-05,1.89611386015565e-16,-2.33603064350367e-16,-4.36901651891907e-06,-4.59105870300646e-17,1.58617953281102e-16,5.64245519119681e-05,-3.99560582262625e-05,-4.97453364668701e-16,3.60144939415741e-05,6.27779291359005e-06,-2.57072282795515e-15,1.69337852770142e-14,-3.45245368027767e-06,0.707106781186548,-2.51971159014467e-16,5.94355657054669e-16,2.47586552950324e-06,3.02468099814045e-16,1.07952450411389e-17,1.70009995496131e-05,-2.05391259555654e-15,-2.16780350602576e-17,5.95986643247083e-16,1.3622112877178e-16,-1.0691780109443e-16,2.86766325289456e-06,8.09806102351601e-19,-5.19879455786899e-16,6.16982270372738e-17,2.03798004385919e-16,-9.50174027947745e-17,-9.87622831370742e-07,-1.24909375042572e-16,-3.30537856168044e-16,3.0432452637603e-16,-2.09429183720061e-17,1.91917922952961e-16,-3.65896922717988e-17,-1.25580808101057e-16,2.82803148874915e-17,7.2280130468512e-17,9.9372668947867e-17,-2.50389572793678e-17
"t484",-0.146283049006161,0.0491700794076222,-0.182239742015388,0.00159877742769182,-0.000186817545503926,-0.0013027169894069,0.00529036902331056,-0.000303961080017512,3.57823878856921e-05,-0.00180128471936358,0.305158786869822,-4.25178364944906e-05,0.000539234292976476,-0.246363280604618,1.20239435400446e-05,1.04193786347809e-05,-0.000332836177090234,0.000136173944645143,-0.0035376557590014,0.156886339920369,0.0505777618839063,-3.15831916467245e-05,1.54746899389685e-05,-7.30363324605498e-05,3.65805405675476e-08,3.05257911474358e-05,-0.000108347262262326,8.60786981906215e-06,-0.00112254275902549,0.002033648761814,-7.69537714169488e-07,7.29012351630243e-08,1.06987199457895e-06,-1.13443719335325e-05,-5.20341381395929e-05,4.59145236292877e-06,-3.36746359592239e-06,-5.90474371711079e-17,-0.00324119242748903,1.6111288332545e-06,5.31001830885665e-08,0.00436996670796293,-3.36641621178431e-06,-1.98779951357829e-06,-6.31892120618429e-05,5.55557822610503e-06,1.42499016070877e-06,1.35313639896923e-07,6.54966117683751e-17,1.6446094007979e-06,-8.72829536751416e-05,7.73413923415032e-06,-2.0973047915922e-06,9.09938703303022e-17,-5.35496632048078e-06,2.742958870375e-06,6.80218686874688e-17,1.39268700334997e-17,-5.13888388471443e-07,1.58778240281252e-16,2.95910714181438e-16,6.54598268511609e-06,-4.27232373289555e-05,-2.1114513159829e-16,3.61463656753469e-05,6.59576733073332e-07,5.85374853905128e-16,3.84930289666424e-16,-3.31592065706188e-07,-1.04985089612061e-15,2.50552506177343e-16,-4.35867003336282e-15,-4.18016490036042e-05,-5.46791512126547e-18,3.22758157403983e-14,-0.501896878089824,1.02459707385094e-13,1.3766388648821e-16,-2.22296776019043e-17,-2.5702712976631e-16,-2.71136875543342e-15,5.9334875539102e-07,3.38802326594566e-14,0.707106781186544,2.66001323610457e-14,9.84453609935254e-15,-1.88359086986391e-15,-1.82937171093356e-07,2.5794780780288e-15,-2.68082584054251e-16,-1.54012289755152e-15,-2.44174187403492e-16,-4.06409520334946e-16,7.16052869561106e-16,-3.49148190087285e-16,-1.85935605948404e-16,3.60972808809325e-17,-3.2966643477684e-16,-2.2507417579539e-16
"t485",-0.146283049006161,0.0491700794076221,-0.182239742015388,0.00159877742769185,-0.000186817545503773,-0.00130271698940687,0.00529036902331058,-0.000303961080017734,3.57823878857078e-05,-0.0018012847193634,0.305158786869822,-4.2517836494671e-05,0.000539234292976337,-0.246363280604617,1.20239435400793e-05,1.04193786346768e-05,-0.000332836177090401,0.000136173944645018,-0.00353765575900167,0.156886339920368,0.0505777618839062,-3.15831916467835e-05,1.54746899389407e-05,-7.30363324605507e-05,3.65805405840545e-08,3.05257911476231e-05,-0.000108347262262082,8.60786981894679e-06,-0.00112254275902551,0.0020336487618145,-7.69537714412349e-07,7.29012350947941e-08,1.06987199474272e-06,-1.13443719331509e-05,-5.20341381395478e-05,4.59145236316426e-06,-3.36746359592445e-06,8.87360174677453e-18,-0.00324119242748881,1.61112883330632e-06,5.31001829973495e-08,0.00436996670796261,-3.36641621172842e-06,-1.98779951377437e-06,-6.31892120618385e-05,5.55557822617226e-06,1.42499016089347e-06,1.35313640166855e-07,-3.19334010957878e-16,1.64460940078979e-06,-8.72829536754244e-05,7.73413923403415e-06,-2.09730479135237e-06,-1.46270450682867e-16,-5.35496632076251e-06,2.74295886977299e-06,-2.02488277764335e-16,-1.26299734079689e-16,-5.13888388597102e-07,2.91485856268938e-16,-8.73193909246108e-17,6.54598268539773e-06,-4.27232373291705e-05,-6.66153972489025e-17,3.61463656758396e-05,6.59576732631533e-07,-9.05976966223909e-16,7.2018588450405e-16,-3.31592066017963e-07,-1.62747904171565e-15,2.61761077406422e-16,-4.86522662705562e-15,-4.18016490047938e-05,-1.50380681446384e-15,3.16260626193145e-14,-0.501896878089816,1.02549913005845e-13,1.71794972284868e-15,1.87617792518976e-16,-1.94049653840643e-16,2.44931314004659e-15,5.93348756372232e-07,-3.40891742113146e-14,-0.70710678118655,-2.59670816910057e-14,-1.03371936487741e-14,1.50155389966133e-15,-1.82937169380996e-07,-2.7709951899173e-15,3.99376280392438e-16,1.19162030589868e-15,2.7193292585799e-16,4.25320556463731e-16,2.94211160831985e-16,-2.83151348226037e-16,8.2446955386062e-18,-6.73185105552653e-17,3.20616994248499e-16,-2.48161519450533e-16
"t498",-0.146326480733024,0.0492401749345392,-0.182547956006777,0.00160223436633757,-0.000187249529473126,-0.00130643970875277,0.00530575383492696,-0.000305444494737073,3.59686883602828e-05,-0.00181191302658265,0.307467012829751,-4.28952831706478e-05,0.00054459419789385,-0.248855953581834,1.2169043758439e-05,1.05740146531729e-05,-0.000338049795596818,0.000138588059091026,-0.00360272698315348,0.159791599617307,0.051549647365641,-3.22073978940469e-05,1.58110819225704e-05,-7.46367205033509e-05,3.73965690736271e-08,3.13204976237491e-05,-0.00011132593943227,8.8606421306571e-06,-0.0011589771488261,0.00210371949878224,-7.96460333823967e-07,7.54929910796423e-08,1.10919125712169e-06,-1.18014739178794e-05,-5.42374735740259e-05,4.79435196088819e-06,-3.52020142306217e-06,9.22072417502245e-17,-0.00341026282783519,1.69543845517008e-06,5.58964519207372e-08,0.00462097375488989,-3.55995723167471e-06,-2.10449693198965e-06,-6.70151049113124e-05,5.91440772288219e-06,1.5179322755091e-06,1.4467882224801e-07,1.30671831612868e-16,1.76742804483543e-06,-9.48949048846862e-05,8.43841351583002e-06,-2.29346789088944e-06,2.14981886962515e-17,-5.9840770955629e-06,3.12761109638314e-06,-3.71864268789596e-16,1.07286407564542e-16,-6.02969609170926e-07,-7.57094676261238e-17,-2.65767401027706e-16,8.18392632788933e-06,-5.5175948525327e-05,5.96035544521903e-18,5.29738728785276e-05,1.01695792847908e-06,-1.03265972197907e-16,-5.08233271465428e-16,-5.96107193513511e-07,1.45539918068499e-15,-3.68491384714653e-16,5.0835577042709e-15,9.48796797129341e-05,1.19388451270156e-15,-3.2257913422908e-14,0.498092546888266,-1.01786634676415e-13,-8.12259141089297e-16,3.21626729212668e-16,-3.64925273463435e-16,2.07372117741186e-17,2.0117563205057e-07,2.53033988035119e-16,1.27320496605075e-15,-6.92314916020394e-17,6.08545383665969e-16,6.51746495080659e-17,-9.18130449222702e-08,-2.65955053520669e-16,-7.50365498349245e-16,-0.707106781186547,1.05337935627175e-15,6.26532342300997e-17,4.36352749288848e-16,-5.66122586767571e-16,4.76902627298435e-16,-1.01368307786566e-16,2.68201540235253e-16,6.93451204559729e-16
