accepted_species,estimate
t35,0.08813308
t47,-0.50416535
t54,-0.5057823
t45,0.02761085
t125,0.28576088
t216,0.5476918
t256,-0.30374396
t162,0.069304496
t288,1.4126018
t187,0.1057667
t248,1.0110574
t150,0.097555146
t345,-0.49105376
t169,-0.052037627
t141,0.34300768
t100,-0.52177095
t192,-0.6955366
t303,-0.16357444
t172,-1.2230918
t223,-0.5854492
t75,-0.17229849
t74,-0.20215595
t50,-0.52333057
t42,-0.31353295
t43,-0.26181388
t341,0.6888331
t342,0.7397903
t103,0.70685077
t149,0.73883617
t206,0.3094598
t221,0.3853163
t126,0.4992538
t67,0.92638016
t37,1.0923544
t233,0.4280631
t28,1.0475438
