"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97"
"t13",-0.166929656265605,-0.0042883380845255,-0.220170783443318,0.0982635774577347,-0.000843183564703857,0.00286017682601629,-0.0152745694342062,0.000277430624003973,-3.73323260235612e-05,0.00105560927980635,-0.00646288809706858,1.48707887428271e-05,-0.000806436539197833,1.12341875285138e-05,-0.000356931782079047,0.00731998516107261,0.000656766865578794,-0.000108987229327044,-0.233381128351391,-9.61285567103059e-05,6.20237990696804e-05,-0.000275122814332999,2.86267532794643e-13,0.000363916747395183,-0.000118672301159217,0.00183016143680872,-0.000885486265725272,4.75134246127987e-05,-0.0122383319301813,1.25169433917362e-05,1.12523541643496e-05,0.0161117722874608,-0.214590832328124,0.877791234318029,-0.00106351122285325,-0.000636475954880276,-0.00368443288879021,0.00911535976244591,-0.166530922799764,-0.000540862899114475,0.00735017051019324,9.75616113082605e-13,-0.0167064767210032,0.00107539933150775,0.000167820899596247,0.000131050501102627,8.17259233924052e-18,3.70718678364623e-13,-0.00209103856883111,-9.02579342537637e-05,7.58347989251687e-05,5.35608671234183e-05,1.89582842081919e-05,1.25443871019316e-05,1.57795643701884e-16,-0.0605295008640601,-2.79722549448482e-05,3.57931097648674e-06,0.000115039390611903,6.21427693169194e-06,-3.15460016021475e-17,-9.58028766921205e-07,-0.000242265801842084,3.41877448453103e-06,-1.43424434565236e-16,0.0121318995003875,-7.45386149886448e-18,-1.03763142995356e-06,1.90341871969119e-05,-5.77733717266318e-18,-7.6370337923958e-19,-0.00362446783633149,-4.1000170242843e-15,-2.57952993513759e-17,-3.31201734321865e-17,-7.78117492434794e-08,-1.91090180629836e-17,-1.6285253205419e-17,-9.45852459607584e-17,1.1691058260498e-05,3.38645806095424e-17,6.64353007782371e-18,-3.14695788157006e-05,-2.05858781826974e-16,1.27821417164615e-06,-2.67011818285656e-05,3.9116765553271e-17,3.95786325474898e-18,1.99881929131501e-17,2.9734009234386e-17,6.14489057586076e-17,1.33035385804781e-15,-1.10559557750903e-16,-2.87343210586067e-17,7.41851188762744e-16,-2.06254025220114e-17,1.31234719865911e-17
"t92",-0.169113688963882,-0.00441227162476753,-0.228252350446651,0.102301272736578,-0.00088846657319347,0.00307503389221867,-0.016744753299942,0.000308461210400404,-4.4084815726735e-05,0.00130039173533352,-0.00831395315477032,1.96796424095949e-05,-0.00115070802829128,1.18655824755811e-05,-0.000591651784306971,0.0147790118121411,0.00139880177617251,-0.000242509246586492,-0.574754278060549,-0.0151505891866639,-0.000508466519931748,0.002107817829116,-1.54167347292194e-12,-0.00135996702230025,0.000250220525043765,-0.00250183833634693,0.000944559292858353,-4.24483119906893e-05,0.00694559645922081,-6.92435604484827e-06,-5.61288623073326e-06,-0.00498878299606772,0.0621439570146517,-0.251365546299726,0.000225605963117423,0.000133959371490442,0.000261109735070966,-0.000514059677663342,0.00173587111803254,-3.04416203131803e-07,0.000296329545426485,4.6013528726892e-14,-0.000992052438293348,0.000107057541699202,1.9415964081714e-05,2.14656999206556e-05,-8.88045431431227e-17,6.50915687781097e-14,-0.000378402007433646,-1.85064604866164e-05,1.75253238866283e-05,1.28644705622071e-05,4.83244709031028e-06,3.29979754034048e-06,-8.83758103144354e-17,-0.0171194437466154,-7.93735959806338e-06,1.04346640321756e-06,3.35687609226722e-05,1.8243000680225e-06,-1.42785810533761e-16,-3.16294802086535e-07,-8.22279127316124e-05,1.19631550065606e-06,-3.30679713279654e-16,0.00480208684200407,-8.57369969059992e-17,-4.16727393209792e-07,7.78898239886204e-06,-4.55752894483315e-16,-5.31343502890862e-17,-0.00156869215369012,-1.38044443373091e-15,1.24276592258585e-16,1.25646861754689e-16,-3.39786906910297e-08,-9.90148876465315e-17,1.56987483840873e-16,7.24276696042512e-16,5.19936399300272e-06,-1.40837320271808e-16,-1.06409329603462e-16,-1.42844746867002e-05,-1.71366869121863e-15,5.96547648393785e-07,-1.2627952096022e-05,-1.01441197634475e-15,-2.93005448915403e-16,-2.56977973880357e-16,-1.14514653131033e-15,2.073575217049e-15,-0.707106781186549,6.65478003063676e-15,-3.99026154311989e-17,-5.61535151714611e-15,-9.9535166864282e-16,-2.08483202583515e-16
"t93",-0.169113688963882,-0.00441227162476782,-0.228252350446652,0.102301272736577,-0.000888466573193498,0.00307503389221878,-0.0167447532999422,0.000308461210400431,-4.40848157267285e-05,0.00130039173533348,-0.00831395315477035,1.96796424093508e-05,-0.00115070802829072,1.18655824754754e-05,-0.000591651784306792,0.0147790118121411,0.00139880177617239,-0.000242509246586776,-0.57475427806055,-0.0151505891866645,-0.000508466519931696,0.00210781782911601,-1.54142789346502e-12,-0.00135996702230037,0.000250220525043457,-0.0025018383363483,0.000944559292858283,-4.24483119906866e-05,0.00694559645922072,-6.92435604456565e-06,-5.61288623049763e-06,-0.00498878299606773,0.0621439570146519,-0.251365546299728,0.000225605963117347,0.000133959371490155,0.00026110973507108,-0.000514059677662985,0.00173587111803269,-3.04416203962315e-07,0.00029632954542637,4.59925606026016e-14,-0.000992052438293808,0.000107057541699363,1.94159640818316e-05,2.14656999203555e-05,8.8546176745078e-17,6.50836659635235e-14,-0.000378402007433249,-1.85064604865317e-05,1.75253238865868e-05,1.28644705624403e-05,4.83244709048075e-06,3.29979754040937e-06,5.24425585081975e-18,-0.0171194437466151,-7.93735959731807e-06,1.0434664031484e-06,3.3568760922283e-05,1.82430006837411e-06,1.95879636309661e-16,-3.16294802465471e-07,-8.22279127310607e-05,1.19631550095692e-06,5.2873885929321e-17,0.00480208684200513,8.34445067724559e-17,-4.16727393820103e-07,7.78898239837829e-06,2.76091387743931e-16,4.10062521180714e-17,-0.00156869215369,-2.13882339600648e-15,-1.37027090107757e-16,-9.26496223901816e-17,-3.39786907785636e-08,2.84700138357659e-17,-1.4458132575668e-16,-1.0625324130562e-15,5.19936399336239e-06,1.79392425809761e-16,1.0104192602287e-16,-1.42844746848125e-05,2.01880262990623e-15,5.9654764627034e-07,-1.26279520984346e-05,1.08643593927209e-15,3.22914798090501e-16,3.02763776779134e-16,1.21471184665051e-15,-2.07462784302465e-15,0.707106781186547,-6.79311219105185e-15,2.73851465643724e-17,5.79219561677144e-15,9.52061422545978e-16,2.27227672750742e-16
"t102",-0.174940896824912,-0.00475926313482036,-0.251431048261764,0.114040637191727,-0.00102544001089165,0.0037710445086553,-0.0218493151191926,0.000421991995839133,-7.5616367108539e-05,0.00268670151216398,-0.0213123660515596,5.8806291690309e-05,-0.00526946904307155,-0.000188367379027602,0.000823508184496076,-0.010226870883564,-0.00083748013546155,0.000130147310234602,0.245409025821015,0.000183738537256765,-2.15018412281457e-05,9.56564603136827e-05,-9.9196764693624e-14,-0.000120260498800078,3.41691108500909e-05,-0.000449152431842819,0.00019422238429909,-9.53198142371596e-06,0.00189327475474065,-1.90580325216176e-06,-1.60433730113494e-06,-0.00165538953492146,0.0209934071686541,-0.0851656550090473,8.21100066370591e-05,4.88381572129056e-05,0.000112404800926013,-0.000225936097558506,0.000820408890506899,-1.46660286064778e-07,0.00015422682259151,2.41871626524588e-14,-0.000538739015223296,6.46581284984822e-05,1.23462410881244e-05,1.67499614637333e-05,-4.37650480351666e-17,5.42910105180777e-14,-0.000327568454658988,-1.95365514531778e-05,2.64517443138075e-05,2.37089627888533e-05,1.50574833740086e-05,1.72275954989025e-05,4.50466940371815e-16,-0.437983459017446,1.71931913338397e-05,-1.4014663019761e-06,-4.44024568711766e-05,-2.19232678406627e-06,-3.20684948997519e-16,5.09763193751393e-08,3.37690569182512e-06,1.07796721281696e-07,-2.94789468940638e-15,0.236222495624203,1.98512286514529e-16,-3.1550134655454e-09,1.72541619926521e-06,-5.58731737923924e-15,2.63257683342194e-15,-0.257488167681998,-2.92295101029666e-13,-3.11243654576529e-16,-1.62265180104337e-16,-9.5036822822762e-10,-1.88534721855342e-16,-3.63230213975285e-16,-5.02562618143969e-16,3.99220418249931e-07,-1.35672907391084e-16,1.31116906811251e-16,-1.66916581338121e-06,-1.10039870726779e-16,9.49492609073177e-08,-2.22735477167007e-06,7.17219191826627e-17,8.24671641930439e-17,-2.52424180400056e-16,1.84267071236241e-16,-1.1067752072797e-15,5.50523280826448e-15,-8.79670537472113e-16,-1.55028821335064e-15,-0.707106781186548,-7.74166492555069e-16,-2.01119020476099e-16
"t103",-0.174940896824912,-0.00475926313482039,-0.251431048261764,0.114040637191727,-0.00102544001089168,0.0037710445086554,-0.0218493151191929,0.000421991995839019,-7.56163671083109e-05,0.00268670151216395,-0.0213123660515597,5.88062916905803e-05,-0.00526946904307138,-0.000188367379027428,0.000823508184496169,-0.010226870883564,-0.000837480135461646,0.000130147310234865,0.245409025821016,0.000183738537257261,-2.15018412282876e-05,9.56564603136437e-05,-9.85212429904734e-14,-0.000120260498799837,3.41691108503603e-05,-0.000449152431843116,0.000194222384299247,-9.53198142363181e-06,0.00189327475474071,-1.90580325219076e-06,-1.60433730104945e-06,-0.00165538953492169,0.0209934071686541,-0.085165655009048,8.21100066369585e-05,4.88381572127206e-05,0.000112404800925644,-0.000225936097558352,0.000820408890507843,-1.4666028603377e-07,0.000154226822591614,2.4246632996891e-14,-0.000538739015223574,6.46581284985372e-05,1.23462410881053e-05,1.67499614636818e-05,-3.02095420331455e-17,5.43420648086785e-14,-0.000327568454659421,-1.9536551453118e-05,2.64517443139226e-05,2.37089627883266e-05,1.50574833737786e-05,1.72275954986455e-05,5.07244299532059e-16,-0.437983459017447,1.71931913340492e-05,-1.40146630199431e-06,-4.44024568713474e-05,-2.19232678414373e-06,-2.44969111069028e-16,5.09763194554548e-08,3.37690569229785e-06,1.07796721040612e-07,-2.88030305341472e-15,0.236222495624204,6.71413500345115e-17,-3.15501295139354e-09,1.72541619918212e-06,-6.22011038746688e-15,2.64498505350484e-15,-0.257488167681997,-2.92556532631856e-13,-5.81233126954181e-16,-2.29687345939626e-16,-9.50367758433241e-10,-3.89108616067835e-16,-2.60719877655538e-16,2.63113617334956e-16,3.99220417829278e-07,1.14098448991625e-17,-9.14047250124734e-17,-1.66916581296671e-06,5.0660385298209e-16,9.49492613948463e-08,-2.22735477090799e-06,-1.71293219349467e-16,1.2662527116904e-17,4.14480872886796e-16,-1.31005927687416e-16,1.32461862250699e-15,-5.91467302101322e-15,7.25035951642025e-16,1.55806160047483e-15,0.707106781186548,8.28553080807205e-16,2.07737521684488e-16
"t61",-0.174430670138488,-0.00472946730877644,-0.249459391402969,0.113047267064754,-0.00101402041590599,0.00371442113345374,-0.0214435884167788,0.000413116885491102,-7.33128946929297e-05,0.00258976826644098,-0.0204395064862556,5.62395539809855e-05,-0.00501188036478026,-0.000177138660582451,0.000759963565581742,-0.00931202496523287,-0.000760156233223512,0.000117843449797925,0.221066729701573,0.00015896899652957,-1.84081458111842e-05,8.18387596644709e-05,-8.39197379138565e-14,-0.000101848457899795,2.85464395869467e-05,-0.000369808342431794,0.000158298233675974,-7.70682667480304e-06,0.00149598305135218,-1.50381157716859e-06,-1.25882948791665e-06,-0.00126501120571337,0.0159839810827598,-0.0648038720101212,6.14954492960003e-05,3.65621913353485e-05,8.05267684964961e-05,-0.000160867674002344,0.000571124420898184,-1.01467984500508e-07,0.000104000834995402,1.61823324242299e-14,-0.000358053533935382,4.14135160730556e-05,7.76696597763441e-06,9.83316619004728e-06,-4.25317195460117e-16,3.15231981147474e-14,-0.000186126357183779,-1.04925282047074e-05,1.31026343278877e-05,1.13420265411592e-05,6.7511836880533e-06,7.43745764347674e-06,-4.41172827199907e-17,-0.180888318377719,6.16360165117629e-06,-4.6560875833703e-07,-1.47074492824952e-05,-7.11880894087371e-07,1.92907445314017e-16,6.91127281230619e-09,2.15951724209584e-07,-3.94890627699273e-09,8.42674013536584e-16,-0.12283965939098,8.37294482297877e-16,4.76930626210495e-09,-3.89563244045416e-06,1.80221500743316e-14,-9.40251879423207e-15,0.884412344958006,1.00508167643849e-12,1.23551027154725e-15,5.11240732681805e-16,-2.19786897931779e-08,1.09077664281911e-15,8.46321226693229e-16,-3.3645163723213e-16,2.97463442122215e-06,3.0764863640274e-16,6.88504668291195e-17,-7.54029012699483e-06,-5.8862222842696e-16,2.96155202212061e-07,-6.15805193348584e-06,4.34368593225812e-16,1.52681929335544e-16,3.97966560909339e-17,8.72218183869167e-17,-3.22797968119744e-16,-1.17843225441293e-16,-1.38257462589009e-17,-7.75104086164636e-17,-2.56539840679943e-16,-1.55932166212817e-16,8.54170411187349e-17
"t47",-0.174019579284061,-0.00470542835689436,-0.247867664619437,0.112245033850143,-0.00100478905303422,0.00366857609714899,-0.0211146190571521,0.000405913621375953,-7.1436155390869e-05,0.00251061142507112,-0.019725296876845,5.41370281422931e-05,-0.00480042487945731,-0.000167880198504552,0.000707186945758568,-0.00854830656225715,-0.000695528282489856,0.000107550281561439,0.20066273204489,0.000137892250555762,-1.57654775787405e-05,7.00326513434242e-05,-7.16563829840555e-14,-8.60585075168059e-05,2.37007055527374e-05,-0.000301069603657304,0.000127063355737106,-6.11540817862799e-06,0.00114677381064294,-1.15030235605408e-06,-9.54399101297025e-07,-0.000917915705725319,0.0115244264339517,-0.0466733919284343,4.30415032501313e-05,2.55713938086307e-05,5.15680957979931e-05,-0.000101639933281905,0.000342566584076304,-5.99515475865008e-08,5.74858079072302e-05,9.02393602287954e-15,-0.000189961259799568,1.95436697555764e-05,3.43528613409187e-06,3.15762112783193e-06,8.56370302966071e-17,9.33449822993092e-15,-4.83644816950889e-05,-1.54820916550807e-06,-3.77476803077266e-07,-1.25410665933247e-06,-1.84042862050168e-06,-2.77687937353726e-06,6.69831824658722e-17,0.0899911494555099,-5.80093523255244e-06,5.64247652833398e-07,1.79881425281319e-05,9.24027380232691e-07,4.03871693713543e-16,-4.74631419791112e-08,-3.86487759908324e-06,-1.5823084746137e-07,9.63857155144635e-15,-0.86685111457398,-2.42306549485088e-15,-5.94718034279859e-07,1.06559230409997e-05,-7.616892645426e-15,3.23969652289913e-15,-0.287040332991043,-3.26396267459861e-13,-2.90353312943313e-17,1.60120901613112e-16,-2.36874936387074e-08,-6.15123157540811e-16,-2.21848738291726e-16,2.79391509083328e-16,3.55102625044846e-06,-5.5161282193099e-17,-1.22152499028171e-16,-9.49647637177482e-06,-3.76323209039443e-16,3.83554122924239e-07,-8.00780893963882e-06,-6.93507742098914e-17,-7.30608719627841e-17,8.55711982152055e-17,-5.26374089516123e-18,9.02382990417205e-17,7.53513855331979e-16,-1.24867281586907e-16,9.73144495466881e-18,5.46512595055203e-16,1.59697410259982e-17,-3.36556048073768e-17
"t51",-0.173835311350985,-0.0046945851229301,-0.247147547054184,0.111881499582814,-0.00100058670318692,0.00364755340712719,-0.0209627546196442,0.000402572881244314,-7.05501618399841e-05,0.0024728445068625,-0.0193813889582801,5.31194610211812e-05,-0.00469706967763292,-0.000163262186320778,0.000679972768816659,-0.00814519331524407,-0.000661228668683979,0.000102064428312847,0.189691365712694,0.000125758663023998,-1.42172631526066e-05,6.31083744883878e-05,-6.41368055406601e-14,-7.66412965343085e-05,2.07456260284792e-05,-0.000258148208548718,0.000107239259581328,-5.09233632704339e-06,0.000913961810955112,-9.14113342224979e-07,-7.49197667343073e-07,-0.000674146350466152,0.00837468042014062,-0.0338559257996574,2.96742608373453e-05,1.76052665026007e-05,2.91372550680381e-05,-5.53405551684313e-05,0.000157839505532581,-2.60903466246885e-08,1.80992999031411e-05,2.72473772138908e-15,-4.46039071179231e-05,-3.97089105606862e-07,-6.16241408974837e-07,-3.71948553326177e-06,7.70199856519036e-17,-1.53569292880994e-14,0.000100066070515642,8.85438611037504e-06,-1.78405643420653e-05,-1.83375308678013e-05,-1.45203735775741e-05,-1.86071699056677e-05,1.7696282294655e-17,0.534404460345256,-2.93009307411867e-05,2.79058701499258e-06,8.89376188070733e-05,4.56373221346991e-06,1.47810985634066e-16,-4.21412959939204e-07,-0.000102609901769629,1.43830592692498e-06,-7.35654394947211e-15,0.246657776050157,4.68767194469216e-15,-2.35899519313969e-07,4.87041952899829e-06,0.707106781186549,1.75381641603363e-14,-0.037442732135047,-4.80958154148135e-14,7.41855605278404e-16,5.36443041947352e-16,-2.07227311763796e-08,-2.59708485713217e-16,-6.19426401424037e-16,2.1485062545249e-16,3.18782316282812e-06,1.40831524228316e-16,-1.30372452223513e-16,-8.76842049650458e-06,2.9070993539469e-16,3.65486480000622e-07,-7.72487183143838e-06,-7.36772563225677e-16,-5.58444522310813e-16,-5.82302519623042e-16,-6.25604105368858e-17,1.16358097280496e-16,-5.61416648537193e-16,5.84424466553226e-17,2.10507622236936e-16,-1.5609189260078e-16,-2.46565047044393e-16,-8.49143948312686e-17
"t52",-0.173835311350985,-0.00469458512293009,-0.247147547054184,0.111881499582813,-0.00100058670318692,0.00364755340712669,-0.0209627546196442,0.000402572881244367,-7.05501618400287e-05,0.00247284450686236,-0.0193813889582795,5.31194610212499e-05,-0.00469706967763287,-0.000163262186320849,0.000679972768816578,-0.00814519331524393,-0.000661228668683939,0.000102064428312911,0.189691365712694,0.000125758663024187,-1.42172631525218e-05,6.31083744884167e-05,-6.40766990893208e-14,-7.66412965342582e-05,2.07456260282807e-05,-0.000258148208548425,0.000107239259581302,-5.09233632705782e-06,0.000913961810955252,-9.14113342292896e-07,-7.49197667705699e-07,-0.000674146350466083,0.00837468042014037,-0.0338559257996573,2.96742608374519e-05,1.7605266502636e-05,2.91372550681327e-05,-5.53405551687106e-05,0.000157839505532165,-2.60903464611908e-08,1.80992999032105e-05,2.61056489417134e-15,-4.46039071183985e-05,-3.97089105345135e-07,-6.16241408972398e-07,-3.71948553330953e-06,4.84032144158469e-16,-1.60087482351289e-14,0.000100066070515721,8.85438611007803e-06,-1.7840564341541e-05,-1.8337530868109e-05,-1.45203735774504e-05,-1.86071699059411e-05,-8.66456921589696e-16,0.534404460345259,-2.93009307399048e-05,2.79058701423769e-06,8.89376188068623e-05,4.56373221423928e-06,3.13967333835049e-17,-4.21412960754497e-07,-0.000102609901767771,1.43830592929941e-06,3.00499079348394e-15,0.24665777605016,-3.40733044193997e-15,-2.3589951532265e-07,4.87041954343066e-06,-0.707106781186547,-1.69747263540793e-14,-0.0374427321350172,-3.69763907206429e-14,-1.03458181498377e-15,-8.5343894983781e-16,-2.07227336027112e-08,2.48718059428786e-16,5.93546801552566e-16,-5.37271105690587e-16,3.18782316108146e-06,-1.25641515843173e-16,9.39339358975278e-17,-8.76842049632669e-06,3.86551245426311e-16,3.65486479753807e-07,-7.72487183085882e-06,6.72972977055353e-16,3.75265086491159e-16,6.46567074604482e-16,8.42106825175852e-17,-4.92426745220017e-16,-1.10610394804443e-16,-1.29728026225472e-16,-3.21016838143736e-16,-8.26764819677035e-17,1.94745384761498e-16,1.08281184078722e-16
"t75",-0.17451373449463,-0.00475656429513494,0.225500856383956,0.111801121090148,-0.00101428233825518,0.00374763517074428,-0.0218723926666046,0.000425826106865708,-8.20179111151904e-05,0.00325555766398211,-0.0319088764057423,0.000111516899640938,-0.232062155238347,1.62171592658896e-05,0.000138041887541401,-0.00112316212840506,-7.09922963495321e-05,8.15658060962317e-06,0.00183353795359682,-0.000939803718374068,-1.76179210859516e-05,6.74753338421163e-05,-2.0173634920561e-14,3.94311908203679e-05,-6.51954684028135e-05,0.451557420919717,0.000836301173131943,-2.40448532066185e-05,0.0020439750741616,-1.96867140043272e-06,-1.37687993204631e-06,-0.000294132628208544,0.00176730684532848,-0.0058207683360616,-3.15344673667546e-05,-1.93846778422205e-05,-0.000368688913016221,0.00098519616868355,-0.0229057842298881,-7.92676443598581e-05,0.00160717045800503,2.61864123501177e-13,0.0141420389410767,0.000151529118177627,2.66910721696341e-05,2.61131018287714e-05,1.3149613097342e-16,7.71140506291744e-14,-0.000445612450765012,0.00210228535789754,1.92158377939107e-05,1.39756312472215e-05,5.04767856096829e-06,3.16453291045238e-06,1.75177369635252e-16,-3.53551102086347e-05,-1.13435796870931e-05,1.51681492916648e-06,4.88557945220818e-05,2.67820140123543e-06,2.52260512218204e-16,-1.13365075063161e-06,-0.368651653657567,-1.95377325808297e-06,-2.57688376466294e-16,5.04984558737098e-06,2.42209992880691e-16,-1.45723524721821e-07,3.03018725460375e-06,-4.21698011969711e-16,-2.94691387718999e-16,-6.70112486661142e-06,3.77545767430124e-16,-6.19084464090453e-16,-1.17704092454016e-15,-1.62720327403615e-08,-4.96454787920686e-17,-8.73209281671695e-17,-4.08441306798055e-16,2.5759307753309e-06,7.47201031920004e-16,-6.19351285837342e-16,-7.30346194440819e-06,-0.707106781186549,3.16091403923846e-07,-0.0020384249860745,7.24444909806735e-16,3.11411050501743e-16,-3.38947312342874e-16,-5.26532666729568e-16,6.82559609988996e-17,2.52729805276588e-15,6.34581241823585e-16,1.02885954600412e-16,8.70896493186612e-16,-1.71680789767984e-16,5.24382906129064e-17
