accepted_species,estimate
t36,0.30833283
t127,0.5498771
t114,0.5458644
t105,0.54649484
t257,0.56448287
t91,0.541223
t206,0.55290645
t287,0.5450361
t226,0.56877583
t143,0.57806355
t199,0.5732535
t252,0.57629335
t185,0.57764554
t242,0.5717288
t302,0.5676463
t318,0.5479289
t269,0.5486568
t59,0.54993296
t76,0.54934734
t63,0.6925805
t75,0.69871277
t42,0.8196133
t116,-0.38721758
t221,-0.38364998
t107,-0.39157665
t146,-0.38929415
t151,-0.39172807
t193,-0.39955473
t256,-0.39968836
t169,-0.3989288
t86,-0.40109932
t110,-0.3946705
t64,-2.3163323
