"accepted_species","traits"
"t1",0
"t2",0
"t3",1
"t4",0
"t5",NA
"t6",0
"t7",0
"t8",0
"t9",0
"t10",1
"t11",0
"t12",0
"t13",0
"t14",0
"t15",1
"t16",1
"t17",0
"t18",1
"t19",0
"t20",1
"t21",0
"t22",NA
"t23",0
"t24",0
"t25",0
"t26",0
"t27",1
"t28",1
"t29",0
"t30",1
"t31",1
"t32",0
"t33",0
"t34",0
"t35",0
"t36",0
"t37",1
"t38",0
"t39",0
"t40",0
"t41",0
"t42",0
"t43",0
"t44",0
"t45",1
"t46",1
"t47",0
"t48",0
"t49",0
"t50",0
"t51",0
"t52",0
"t53",0
"t54",NA
"t55",0
"t56",0
"t57",1
"t58",0
"t59",NA
"t60",1
"t61",0
"t62",1
"t63",1
"t64",0
"t65",NA
"t66",0
"t67",0
"t68",1
"t69",1
"t70",0
"t71",1
"t72",NA
"t73",0
"t74",0
"t75",NA
"t76",0
"t77",0
"t78",0
"t79",0
"t80",1
"t81",0
"t82",1
"t83",0
"t84",0
"t85",0
"t86",NA
"t87",0
"t88",NA
"t89",0
"t90",NA
"t91",1
"t92",1
"t93",1
"t94",NA
"t95",0
"t96",1
"t97",1
"t98",NA
"t99",0
"t100",1
"t101",1
"t102",0
"t103",0
"t104",0
"t105",0
"t106",0
"t107",0
"t108",0
"t109",0
"t110",0
"t111",1
"t112",1
"t113",0
"t114",0
"t115",0
"t116",0
"t117",1
"t118",0
"t119",0
"t120",NA
"t121",1
"t122",1
"t123",1
"t124",0
"t125",0
"t126",NA
"t127",0
"t128",1
"t129",NA
"t130",1
"t131",1
"t132",0
"t133",NA
"t134",1
"t135",0
"t136",1
"t137",1
"t138",1
"t139",0
"t140",1
"t141",1
"t142",1
"t143",1
"t144",0
"t145",0
"t146",0
"t147",0
"t148",1
"t149",0
"t150",0
"t151",1
"t152",1
"t153",0
"t154",0
"t155",0
"t156",0
"t157",1
"t158",1
"t159",0
"t160",NA
"t161",1
"t162",NA
"t163",NA
"t164",1
"t165",1
"t166",1
"t167",0
"t168",NA
"t169",1
"t170",1
"t171",1
"t172",0
"t173",0
"t174",1
"t175",0
"t176",NA
"t177",1
"t178",1
"t179",1
"t180",1
"t181",0
"t182",0
"t183",0
"t184",1
"t185",1
"t186",1
"t187",1
"t188",0
"t189",1
"t190",1
"t191",1
"t192",1
"t193",0
"t194",1
"t195",1
"t196",0
"t197",0
"t198",0
"t199",0
"t200",0
"t201",0
"t202",0
"t203",0
"t204",0
"t205",1
"t206",1
"t207",1
"t208",1
"t209",1
"t210",0
"t211",0
