"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120"
"t2",-0.0281766709192984,0.0021264108170526,-0.0470493931091544,0.0208385963411042,-0.000503937839135256,0.0348606774358265,-0.0105249984841952,0.00641557433572541,-0.0322166086714985,0.0160792113218316,-0.00854262611914207,0.00551950069183571,-0.0569476616210256,0.00303457427720565,-0.0748095912459403,7.34184168995665e-05,-0.017581680714597,-0.0808961370095259,0.00574163975378724,-0.0130847957368322,9.96937960878622e-05,-0.238298675706936,0.000348066927556044,-0.00284977360661258,0.000495127636956546,-0.0982502487673398,0.0327772369303919,-0.0229043318712317,0.000617028539422277,-0.162422860000414,0.179962446022285,-0.406062421562106,0.0180165527401332,-0.00149707617817008,0.0362924798858377,-5.2067755119233e-05,0.155084327383724,-0.0880084668126423,0.00740246004772723,-0.327482176724369,0.0088253890978335,-0.00561822590525847,0.00284616620865718,-0.126958970938922,-0.00104720195160203,0.0540583164302249,-0.00851462531932939,-0.0396623217518432,0.000424272788794945,0.0104116970516974,0.0148667631079541,0.226215857260531,0.000495990908846201,-0.176115426980286,-0.274233183168376,0.131421979103304,0.00327216563332293,-0.179400242767221,-0.00366885147181654,-9.20069279537291e-08,0.000153544866128026,0.0046842827516321,0.00122782497974315,7.21737785595003e-05,0.0070973289500395,0.0551318709245262,-0.0364485354548621,-0.551512251932046,0.0225356696459424,-0.000668191169721125,-0.000749206558743865,-0.000692752303998039,-0.00213054031738668,-0.000679899854749049,-0.00148011012269224,-0.00028696099859631,-0.00587341369151952,0.000330312855141901,3.11156376557092e-06,0.00175749265555967,0.00134616374626072,-1.14650495353121e-05,-0.000934208041972163,5.87390722571245e-16,1.50598453608895e-06,3.70292277337051e-17,5.11019115948364e-16,1.5779462399184e-16,-2.30984197796773e-16,-1.37391319190899e-17,-2.43721626934303e-16,-1.49131598553511e-16,-9.26541680657433e-17,-3.87291548601561e-17,-3.12009144038687e-16,-5.07234520385804e-07,-1.53111056001622e-06,-4.12837739873838e-16,-3.88470922840421e-08,-7.16097502230835e-16,-1.90647743939576e-15,1.34066779408895e-16,0.000170082814524346,-2.86105423169066e-17,1.47207043718183e-10,3.6078773543494e-16,6.60098011780679e-16,-5.37010439124951e-17,-1.77512841823087e-07,-1.78377971269006e-16,-2.15868927474111e-16,-6.38307760964139e-17,-1.02969077823483e-15,-2.01067487137203e-17,1.40006051536272e-07,2.41871023634131e-17,1.69910080839205e-16,2.90888472363786e-16,5.24351323677512e-17,9.39420470766746e-17
"t84",-0.096443332968137,-0.114117850505611,0.0327087437394928,-0.0109301827237487,0.000281935952147686,-0.105533169111575,-0.0116817296512884,0.0915091070167671,0.000147273558986694,-4.05855005658901e-05,-0.000141284885827393,0.377428199490689,0.0277840746465025,-0.000473622633061912,0.0108755706678237,-2.41773561934051e-06,0.000678460610816639,0.00428414849975531,-0.00146305565076202,0.0837654028908135,-6.02208561016211e-06,0.014639290693631,3.99861694111599e-06,0.000661451018047481,0.000534373691107925,0.000488229834099324,-0.0116871355184858,0.000408004750362418,-2.7626268351441e-05,0.0117102032538152,-0.247031323159029,-0.110915403447457,0.000245581929714992,-3.36127997344559e-05,0.000197389585808345,1.34543487091122e-07,-0.00040225327316401,0.000341714104939363,-0.473488171841058,-0.0113427699577618,-0.00010573629223064,6.69858597210256e-05,-9.16996241564891e-05,-0.00134804577139321,-1.03170776446894e-05,0.000143625145900009,-0.000112907160624243,-0.000596198471340605,3.42305105043833e-06,7.98665435270173e-05,0.000107506904884627,0.00183880101514179,4.12861968297605e-06,-0.00446878118969472,0.00236176151584162,-0.000122900995931902,8.99103307544329e-07,-0.000264197032069147,-7.83818450231233e-06,-6.04268829868674e-11,0.000223381002025271,4.62924094609041e-05,0.00319025260032051,6.22108150889037e-08,0.00407737580403234,-3.99724221526697e-05,2.25256942577856e-06,-0.000150397742298997,-0.000240503402603683,7.44296405788884e-05,-1.34370510779252e-07,1.1120181953824e-05,2.6813933182954e-06,-1.21424011789852e-07,-2.46737497156793e-07,-4.68406855741666e-08,-7.48084079595784e-07,3.58793716703933e-08,3.33555087737984e-10,1.86442331141388e-07,1.25392701217047e-07,9.90128991306448e-08,-4.79563309764672e-08,3.7836461418951e-16,-2.05750399539771e-06,2.30418521541161e-15,2.1384292751876e-15,4.06320922911039e-15,-3.00956540801375e-15,-8.92244681684442e-16,4.22574344800628e-15,5.70618338444342e-15,-1.33531764210715e-14,-9.68852727628132e-15,-1.03949971157254e-14,-6.67816665823959e-06,-2.01217817669643e-05,1.80876302791683e-15,-2.88633956848103e-09,-1.21234964756908e-13,0.707106781186548,-6.39421903589224e-13,7.23283184390499e-05,1.52444502158245e-14,6.35266369205583e-14,2.17136203835217e-14,1.09908468601756e-14,8.57790005743363e-15,-5.98696810085277e-08,5.60566988984053e-15,-2.68163170325069e-15,7.3386300180638e-16,2.82560115742266e-16,7.45398505659404e-19,9.11988530687395e-12,-2.91511937096403e-15,-2.49143750008236e-15,7.52736236132098e-16,3.47407265334799e-16,2.06528187098564e-15
"t85",-0.096443332968137,-0.114117850505611,0.0327087437394926,-0.0109301827237486,0.000281935952147732,-0.105533169111575,-0.0116817296512885,0.091509107016767,0.000147273558986943,-4.0585500566067e-05,-0.000141284885827297,0.377428199490689,0.0277840746465027,-0.000473622633061687,0.0108755706678235,-2.41773561923305e-06,0.000678460610816955,0.00428414849975498,-0.001463055650762,0.0837654028908132,-6.02208561014875e-06,0.0146392906936313,3.99861694114694e-06,0.000661451018046951,0.000534373691107739,0.000488229834099282,-0.0116871355184859,0.000408004750362557,-2.76262683510388e-05,0.0117102032538146,-0.24703132315903,-0.110915403447456,0.000245581929715431,-3.36127997341573e-05,0.000197389585808595,1.34543486532982e-07,-0.00040225327316408,0.000341714104939703,-0.473488171841058,-0.0113427699577615,-0.000105736292231286,6.69858597210798e-05,-9.1699624156025e-05,-0.00134804577139199,-1.03170776424382e-05,0.000143625145900411,-0.000112907160625417,-0.000596198471342541,3.42305105131244e-06,7.98665435281431e-05,0.000107506904885305,0.00183880101513985,4.12861968199514e-06,-0.00446878118969486,0.00236176151584251,-0.00012290099593306,8.99103309094087e-07,-0.000264197032068897,-7.83818450207771e-06,-6.04260237490423e-11,0.000223381002019563,4.62924094597175e-05,0.00319025260032259,6.2210814654369e-08,0.00407737580403255,-3.99724221532248e-05,2.25256942847953e-06,-0.000150397742297276,-0.000240503402600005,7.44296405774149e-05,-1.34370514047363e-07,1.11201819566225e-05,2.68139332001191e-06,-1.21424009825197e-07,-2.46737499866269e-07,-4.68406809070286e-08,-7.48084078111295e-07,3.58793703250881e-08,3.33556542689442e-10,1.86442330103211e-07,1.25392699359755e-07,9.90129006793514e-08,-4.79563253383448e-08,-4.9771348752047e-16,-2.05750400163904e-06,-1.89115125879231e-15,-2.79676765521401e-15,-4.16897933463477e-15,1.90626232566265e-15,4.85146619265223e-16,-4.10833474246736e-15,-5.831872128662e-15,1.33696163194985e-14,9.83452888140612e-15,9.56077011275752e-15,-6.67816667264071e-06,-2.01217817415929e-05,-1.23809065856135e-15,-2.88637253972729e-09,1.21369226921924e-13,-0.707106781186548,6.39593663294247e-13,7.23283179783739e-05,-1.54012056129276e-14,-5.61804680879016e-14,-2.2158414332982e-14,-1.10604349326008e-14,-8.72699606535838e-15,-5.9869674097716e-08,-5.55748677147112e-15,3.06031239975455e-15,-5.52219419554291e-16,-6.3339615128743e-16,2.59161079927557e-17,9.12388285180978e-12,2.90939534506949e-15,2.33098657853466e-15,-7.06430110605753e-16,-5.93253072194471e-16,-1.4021321973659e-15
"t49",-0.096285777133218,-0.113514244163687,0.0325020150289123,-0.010835376163488,0.000278344494754286,-0.103907029295672,-0.0114868172562103,0.089828817211497,0.000143933975615851,-3.95006215953841e-05,-0.000137182488522021,0.364072273999644,0.0264276000952181,-0.000450349822869795,0.0102894326912637,-2.26077279569012e-06,0.000632831441896967,0.00394842859145602,-0.00132197918554928,0.0755762008750299,-5.26951941734226e-06,0.0126519756571419,3.45367484863654e-06,0.000562070737359684,0.000448602412692989,0.000403157222692029,-0.00936305297767655,0.000320898288724154,-2.09864557533236e-05,0.008678408739523,-0.174385504132614,-0.0769411103100915,0.000153283351247971,-1.98347569701927e-05,7.59444626281594e-05,-3.4051370767659e-09,4.77802374347774e-05,-7.79619947421581e-05,0.522802720776039,0.0148540283819464,0.000207867943775795,0.000151271186093207,-0.000191123578201623,-0.0025853519324285,-1.75679727705181e-05,0.000243721496374336,-0.000185696404566704,-0.00097264677968093,5.41260375787331e-06,0.000125702613341793,0.000167921066457247,0.00281892111298553,6.32437094104905e-06,-0.00677687678399337,0.00355699127409848,-0.000184204878913838,1.32486572288208e-06,-0.000383709631389909,-1.11269426169324e-05,-8.56937664161924e-11,0.000314381902080658,6.51269529239121e-05,0.00448652735311134,8.71970130219524e-08,0.00568565738199269,-5.56410056753165e-05,3.1293791306862e-06,-0.000207236155169571,-0.000327732672086323,0.00010118634446034,-1.82598996610064e-07,1.50883212861772e-05,3.62966742491189e-06,-1.64171375194913e-07,-3.32744721110269e-07,-6.31251144873223e-08,-1.00143929493857e-06,4.78613042526592e-08,4.4482690677334e-10,2.48583093264321e-07,1.66759413146149e-07,1.30995348320934e-07,-6.31831743912528e-08,-4.60507297076644e-15,-2.64266630391066e-06,-1.84191869646826e-14,-3.85408605389126e-15,1.59335036510726e-13,0.707106781186547,4.51846572823617e-14,3.32240614689353e-14,5.71579510208816e-15,1.3194906634738e-15,5.62396764156902e-15,2.26872321428582e-15,-8.49114830684523e-06,-2.5583921864355e-05,-4.12557893407994e-15,-3.66522397753166e-09,-8.55650091075251e-16,2.28805789318379e-15,-2.28284601697237e-15,9.16786372684184e-05,-2.30302195349108e-15,2.84195872087546e-15,-3.91576378041488e-16,-3.99728653439238e-16,5.33745686110235e-15,-7.55515322495179e-08,2.49313907861733e-15,-1.46075390888963e-16,-8.44851937802226e-16,-1.5188520074419e-15,-1.82050402659672e-16,1.1433871532457e-11,1.70579901601853e-15,-2.78240932222074e-16,-1.5809790169103e-16,2.15902839039717e-16,6.05265812003807e-16
"t50",-0.096285777133218,-0.113514244163686,0.0325020150289122,-0.0108353761634885,0.000278344494754292,-0.103907029295673,-0.0114868172562102,0.0898288172114968,0.000143933975615962,-3.95006215956339e-05,-0.000137182488521917,0.364072273999644,0.0264276000952181,-0.000450349822869634,0.0102894326912634,-2.26077279556473e-06,0.000632831441896874,0.00394842859145614,-0.00132197918554946,0.07557620087503,-5.26951941720367e-06,0.0126519756571414,3.45367484869973e-06,0.000562070737359754,0.000448602412693652,0.000403157222691942,-0.00936305297767586,0.000320898288724191,-2.09864557533368e-05,0.00867840873952308,-0.174385504132614,-0.0769411103100923,0.0001532833512482,-1.98347569700375e-05,7.59444626280397e-05,-3.40513722659247e-09,4.77802374346387e-05,-7.79619947430532e-05,0.522802720776041,0.014854028381946,0.000207867943775623,0.000151271186093267,-0.00019112357820156,-0.00258535193242933,-1.75679727698529e-05,0.000243721496375689,-0.000185696404564372,-0.000972646779680231,5.41260375758459e-06,0.000125702613341203,0.000167921066458612,0.002818921112985,6.3243709403894e-06,-0.00677687678399282,0.00355699127409896,-0.000184204878914247,1.32486572317829e-06,-0.000383709631387563,-1.11269426198467e-05,-8.56927544449464e-11,0.000314381902078535,6.51269529192595e-05,0.00448652735311276,8.7197014064074e-08,0.00568565738199189,-5.56410056740779e-05,3.12937912868433e-06,-0.000207236155169654,-0.000327732672088582,0.000101186344461535,-1.8259899514059e-07,1.5088321284328e-05,3.6296674279573e-06,-1.64171379880157e-07,-3.32744719744771e-07,-6.31251159105003e-08,-1.00143929411762e-06,4.78612970765012e-08,4.4482203505085e-10,2.48583096262357e-07,1.66759413459754e-07,1.30995349827534e-07,-6.31831798694553e-08,4.82038539620897e-15,-2.6426662971172e-06,1.78417910365176e-14,4.38485554862635e-15,-1.59201332437573e-13,-0.707106781186547,-4.52741025462271e-14,-3.32407826726864e-14,-5.65257277102479e-15,-1.37463037989394e-15,-5.64352226908428e-15,-1.8512160864111e-15,-8.49114830417557e-06,-2.55839218422933e-05,3.6490157956597e-15,-3.66522434121124e-09,5.26576163563455e-16,-1.76667168245418e-15,2.08089085250516e-15,9.16786372750936e-05,2.47544683351211e-15,4.65658974423971e-15,7.74760072603576e-16,5.07749814917291e-16,-5.13694393521961e-15,-7.55515275474439e-08,-2.53868746849439e-15,-3.50166654417035e-16,5.97208720934297e-16,1.08026233722233e-15,2.71579633921765e-16,1.14354078999478e-11,-1.6775208259424e-15,3.53319560955268e-16,1.54601632630955e-16,-1.20155101466475e-16,-1.04711303986458e-15
"t71",-0.0950620393894448,-0.108814210694958,0.0308911564997192,-0.0100954246229754,0.000250234227089157,-0.0911554489863194,-0.00995701650018745,0.0766252230081201,0.000117611590996505,-3.09249576397365e-05,-0.000104700651886926,0.257838263780629,0.0155314877639866,-0.00026336332111347,0.00556340406436107,-9.84635376782725e-07,0.000261198682557064,0.00119064263384461,-0.000146480649863725,0.00726772512296536,1.14966049429423e-06,-0.0044551172817909,-1.23939830587401e-06,-0.000304237131510956,-0.000305913363641459,-0.000354594924257316,0.011822157765547,-0.000484535419687843,4.21056088165643e-05,-0.02070345939422,0.558004561608767,0.270558372335886,-0.000879747700863549,0.000142261248774148,-0.00212645366385292,4.24237831976781e-06,-0.00736177832327323,0.0041254035170411,-0.0465775308655691,0.013441843823276,0.000493455391943171,0.000570429251655591,-0.000702920670538182,-0.00919971992950468,-5.86291325188543e-05,0.000811545745456593,-0.000605238845236796,-0.00315149268905776,1.71171459734278e-05,0.000396016277310225,0.000525647903335753,0.00868063339675752,1.94617435993363e-05,-0.0206614700119483,0.0107738957826918,-0.000555337078159218,3.92648903497529e-06,-0.00111985000879954,-3.1643829617112e-05,-2.43415042802442e-10,0.000884857320279325,0.000183223416677214,0.0126161890745976,2.44195443215539e-07,0.0158206807259305,-0.000154479754245353,8.66656135642754e-06,-0.000567859370437851,-0.00088471609029071,0.000272267250835703,-4.91043613667127e-07,4.04889367527019e-05,9.70796159064638e-06,-4.38362849367047e-07,-8.85236374481026e-07,-1.67774202848667e-07,-2.63591558355338e-06,1.25319767259861e-07,1.16425001930939e-09,6.50413315146799e-07,4.34653986460909e-07,3.38746019573416e-07,-1.62335069296693e-07,7.56964980877689e-16,-6.51081786588151e-06,-3.44448409865021e-16,-4.19248313628982e-15,-5.26072188051952e-15,1.99737522668172e-15,3.6951104646204e-15,-2.51704894785297e-14,6.63385341199187e-15,7.01341490799259e-14,-7.78408032189506e-15,-0.707106781186548,-2.05482961802438e-05,-6.1910049237834e-05,-4.70201515229437e-15,-8.84905979304022e-09,-1.59729634831659e-14,-1.02924500781445e-14,-3.19793149323135e-15,0.000220607009287936,-6.81966357262092e-15,7.27886724977215e-15,5.49608217670698e-16,6.42126744008186e-15,5.26429118636735e-15,-1.80315903508408e-07,1.63011336786635e-15,1.00385887758506e-15,-2.88266277738819e-15,2.27243759161434e-15,3.44523186475664e-16,2.69491367396962e-11,4.7555226661926e-15,-6.82644824094744e-16,7.50601952347812e-16,-2.65467272138373e-16,2.37844907664604e-15
"t72",-0.0950620393894448,-0.108814210694957,0.0308911564997192,-0.0100954246229754,0.000250234227089224,-0.0911554489863193,-0.00995701650018738,0.07662522300812,0.000117611590996936,-3.0924957639622e-05,-0.000104700651886898,0.25783826378063,0.0155314877639865,-0.000263363321113314,0.00556340406436147,-9.84635376540704e-07,0.000261198682557081,0.0011906426338444,-0.00014648064986391,0.00726772512296576,1.14966049439354e-06,-0.00445511728179104,-1.23939830591044e-06,-0.000304237131510932,-0.000305913363641647,-0.000354594924257462,0.0118221577655473,-0.000484535419687562,4.21056088165266e-05,-0.0207034593942201,0.558004561608767,0.270558372335885,-0.000879747700863385,0.000142261248773712,-0.00212645366385351,4.24237831951459e-06,-0.00736177832327272,0.00412540351704136,-0.0465775308655699,0.0134418438232766,0.000493455391942618,0.000570429251655199,-0.000702920670537464,-0.00919971992950383,-5.86291325187387e-05,0.000811545745456381,-0.000605238845235828,-0.0031514926890575,1.71171459734537e-05,0.000396016277310948,0.000525647903335217,0.0086806333967593,1.94617435989689e-05,-0.020661470011948,0.0107738957826911,-0.000555337078158184,3.92648903456958e-06,-0.00111985000880031,-3.16438296203449e-05,-2.43415478931838e-10,0.000884857320278288,0.000183223416678394,0.0126161890745984,2.44195444037141e-07,0.0158206807259328,-0.00015447975424537,8.66656135685082e-06,-0.000567859370437324,-0.000884716090292203,0.000272267250837048,-4.9104361170895e-07,4.04889367538605e-05,9.70796159092946e-06,-4.38362850464259e-07,-8.852363738871e-07,-1.67774203848668e-07,-2.63591557983153e-06,1.25319767411243e-07,1.16425180738895e-09,6.50413316335518e-07,4.34653987155123e-07,3.387460194163e-07,-1.62335067268151e-07,-8.96431809466539e-16,-6.51081786355768e-06,4.28304762808378e-16,3.96566173477561e-15,5.35713708509837e-15,-1.91694156772732e-15,-3.80468911632983e-15,2.51834778691761e-14,-6.55514456557813e-15,-7.0138051333821e-14,7.68369179137021e-15,0.707106781186548,-2.05482960894039e-05,-6.19100489959796e-05,4.66532184835273e-15,-8.84902101680543e-09,1.60420234301837e-14,9.5562831515603e-15,3.53521009861793e-15,0.000220607009285086,6.83173019135392e-15,1.1928317903129e-14,-5.92455799634821e-16,-6.48296285072529e-15,-5.17151799227366e-15,-1.80315912754027e-07,-1.68839501952698e-15,-1.11447576560526e-15,3.05834223006374e-15,-1.99620899836005e-15,-4.59427253280395e-16,2.69501019820999e-11,-4.95576386897886e-15,5.77211621428139e-16,-6.94453559341856e-16,4.48704882433738e-16,-2.45832375258852e-15
"t9",-0.0957712781979796,-0.112250726600121,0.0321530729696083,-0.0107793810500046,0.000286135028582064,-0.112129752554919,-0.0128465990807937,0.107272026075744,0.0002500573173711,-0.0015399072224398,0.000239727995099387,-0.0586825684043745,-0.000333885452392102,6.69802184578849e-06,-0.000643781531252607,5.93677432979002e-07,-0.000204234478437803,-0.00296749859560628,0.00503505012535093,-0.353659282577312,-1.10046737062821e-05,0.0185678076053269,-0.000492486522966791,0.000598853418096024,0.000399766940020861,0.000291495953697471,-0.00482184412855114,0.000135348613414209,-5.95528003467636e-06,0.00178029808344293,-0.0141896041194219,-0.00341669883192722,-1.83141580440737e-05,3.44909894523426e-06,5.06184257267287e-06,-3.10813230005059e-07,0.000632431774479599,-0.00040901848499578,0.000384039604920447,-0.0026217340071532,-0.00010364093570336,-0.000439513829976877,0.000627423773593039,0.0100306175000638,9.98143017027423e-05,-0.00140661668138054,0.00126201184586326,0.006952257749298,-4.95535311375998e-05,-0.00120705516497754,-0.00176208203625514,-0.0407080394643241,-9.30864695093399e-05,0.143344880197477,-0.142127151428503,-0.0881623635239024,-6.89870969372433e-06,0.00492974308254963,0.00037538485075082,3.07224907870019e-09,-0.0253120083029396,-0.00578428789911739,-0.453208882370508,-1.51474141052782e-06,-0.746898440119521,0.0132763693559897,-0.00411730839469008,-0.0171439308652286,-0.0114467444199242,0.00315054566440204,-5.57785825431602e-06,0.000431006219635599,9.42700811097778e-05,-4.07768450606046e-06,-7.5462576084118e-06,-1.3991794483056e-06,-1.81521464370691e-05,7.90666229041117e-07,7.29809609250129e-09,4.05656031814074e-06,2.55821622097184e-06,1.78954338223701e-06,-7.92669431601625e-07,-1.64811286540089e-16,-2.17828824217749e-05,-5.96285190103325e-17,6.66883006768363e-16,-5.25614508449799e-16,5.75348468238508e-16,5.46139062732384e-16,-4.41539095082021e-16,3.5546506265022e-16,9.83085263219701e-16,6.12200848078255e-16,-2.29018062258185e-15,-0.000259114109312618,0.0223835089758015,-1.52940517115674e-15,-2.60689192299568e-08,-2.7898413382796e-16,-5.86729834876837e-16,1.34084254071929e-15,0.000636199739542517,-9.72627737029316e-17,2.65397850981715e-14,-4.55624242636726e-16,1.34395431159783e-16,-1.71677875599123e-16,-4.96458014684465e-07,-4.71115144977097e-16,-2.40702649241582e-16,-2.01650701098322e-18,1.20374605019299e-17,-4.32002988639329e-17,6.95489858563681e-11,-4.56272609552728e-16,9.2614530674348e-16,1.69528702379067e-16,2.79581175404426e-16,1.65296158022018e-16
"t54",-0.0966462069169017,-0.115591269627124,0.0332984226790984,-0.0113084383860834,0.00030690206426421,-0.122018590453877,-0.0140760803116326,0.11860264185317,0.000282917934776972,-0.00178013496493584,0.000280515078121685,-0.0709866557756722,-0.000432816243639111,8.69663684552324e-06,-0.000856303415186499,8.34599646677215e-07,-0.00029046765248758,-0.00445837540064353,0.00825885953893536,-0.583847648983648,-2.06820928883583e-05,0.0367151065115938,-0.00097625042114095,0.00126739179447078,0.000887602889575216,0.000690043016340722,-0.0128042913954238,0.000384953385688072,-1.9235304432585e-05,0.00628769164693335,-0.0596467567832803,-0.0152881442698237,-0.000120319390840982,2.81031254551984e-05,-0.000831277413992786,2.22530990437324e-06,-0.00397854180083364,0.0022921544631028,-0.00142603041545139,0.00930921024081609,0.000333825540664914,0.000560116744215633,-0.000729121309450977,-0.0103382971867745,-8.09735232452917e-05,0.00113123801161657,-0.000932580355008865,-0.00501613422180937,3.23070339668243e-05,0.000774125729018433,0.0010989743282605,0.0235865324465412,5.37617884203979e-05,-0.0792835177632091,0.0761960131879598,0.0462034572389937,3.31805951684977e-06,-0.0021851625716669,-0.000143346831808117,-1.16475429095141e-09,0.00906212688690924,0.00206492784355701,0.161308852270623,5.25006907964536e-07,0.248050345829838,-0.00434292492025451,0.00132383152287279,0.00511017305317951,0.00304181349506984,-0.00081539203680977,1.43672911556979e-06,-0.000109067648495538,-2.31979688241732e-05,9.89121935092245e-07,1.77271117188195e-06,3.25828709209349e-07,3.86293459342293e-06,-1.59825892166867e-07,-1.46918843947451e-09,-8.13986350214945e-07,-4.93530049122388e-07,-3.16989458787974e-07,1.30342355046209e-07,6.50167875476429e-16,1.99034531805235e-06,-1.93619081755421e-15,1.13406274878327e-15,-3.55323387043821e-16,1.07418116612072e-14,-2.17169361376625e-15,-5.8714686666822e-15,3.64089711632003e-15,3.52322841947994e-15,1.96344994922178e-14,-1.19573725692761e-13,0.00219180617312212,0.696099678054368,-6.44407846982693e-14,-1.60052495121323e-09,-1.01620960375945e-14,1.28905282040085e-14,-2.20787538532619e-16,4.81446029956429e-06,8.50710086809096e-15,5.12232652429638e-16,3.65855177560384e-15,4.78555532508234e-15,-1.06779808356286e-15,9.94742186625228e-10,-8.66503391281252e-16,2.47137460589817e-15,-3.9823574882832e-15,1.12268335045282e-15,-1.18374830459294e-15,8.85584444217825e-13,9.40672005021686e-16,-8.65735840842578e-16,-2.36272396262499e-16,-8.64753376430262e-16,2.02541544336502e-15
"t55",-0.0966223007305263,-0.115499943026974,0.0332671052886605,-0.0112939672777484,0.000306333696621475,-0.121747843175688,-0.0140424122551878,0.118292292998796,0.000282017348079477,-0.00177354771549226,0.00027939633031776,-0.0706488998581322,-0.000430096255085999,8.64168527969778e-06,-0.000850457104955918,8.2796440572448e-07,-0.000288092146748568,-0.00441726140806287,0.00816981359176674,-0.577488821772725,-2.04141919746174e-05,0.0362123505984049,-0.000962847654605238,0.00124885268858262,0.000874066136301702,0.000678974929764181,-0.0125823144581749,0.000378007290650573,-1.88652897277883e-05,0.00616200717278961,-0.0583775448110705,-0.0149565407098335,-0.000117464109962034,2.74124212467852e-05,-0.000807756979674328,2.15370109768539e-06,-0.00384827308210473,0.00221579653772311,-0.00137472222588911,0.00897089003256546,0.00032140967335951,0.00053132925638845,-0.000689962591510181,-0.00974828493132285,-7.56928337220061e-05,0.00105708339574236,-0.000868228206373094,-0.00466481207063117,2.98924788011728e-05,0.000715640205541347,0.00101439183402519,0.0216780574575844,4.94020433667493e-05,-0.0726570948866963,0.0696852767692301,0.0421906947498258,3.01117245695922e-06,-0.00197015058008894,-0.000127471115789208,-1.03499534759795e-09,0.00800355747879896,0.00182313746681466,0.142373321095567,4.61983592103613e-07,0.2171681563968,-0.00379512225017522,0.00115433092794002,0.00441060041418384,0.00257921840902674,-0.000688269223636873,1.21172328854032e-06,-9.16965207219996e-05,-1.94029054873292e-05,8.25043399452956e-07,1.46929974844106e-06,2.6958008108891e-07,3.13295098506921e-06,-1.27973915676832e-07,-1.17512744515284e-09,-6.50511144283192e-07,-3.90200571044001e-07,-2.4415517255081e-07,9.77593247719058e-08,-4.6778771331249e-16,7.41274433837172e-07,2.02662453208345e-15,-1.52757091705668e-15,6.8029310599095e-16,-1.15424270992974e-14,1.9870146416326e-15,6.09885720704513e-15,-3.88539791363383e-15,-4.13400736477756e-15,-2.0193379096932e-14,1.22683084516582e-13,-0.00223955213135583,-0.717589243273201,6.59436679174991e-14,2.99647172848561e-09,1.06153478908304e-14,-1.25333086895709e-14,-2.8736391244773e-16,-3.00425131879063e-05,-8.4029636206632e-15,-7.47312869510259e-16,-3.48422373383918e-15,-4.77384243069675e-15,1.28293218316382e-15,3.56797945231112e-09,1.25634866159477e-15,-2.36553033659723e-15,4.10414354808966e-15,-1.18640521990931e-15,1.14543389250155e-15,1.62620064396895e-12,-8.04927791370265e-16,2.85058201271373e-16,2.16924244249559e-16,5.37289958915023e-16,-1.92301239459547e-15
