"accepted_species","trait_ARD"
"t7","1"
"t5","1"
"t3","0"
"t62","0"
"t48","1"
"t49","0"
"t50","0"
"t29","0"
"t13","0"
"t11","0"
"t69","0"
"t70","0"
"t9","0"
"t10","0"
"t8","0"
"t12","0"
"t74","0"
"t75","0"
"t66","0"
"t1","0"
"t35","1"
"t91","1"
"t92","1"
"t25","1"
"t28","0"
"t18","1"
"t23","0"
"t61","0"
"t87","0"
"t88","0"
"t76","0"
"t46","0"
"t42","0"
"t80","0"
"t81","0"
"t47","0"
"t51","1"
"t67","1"
"t68","1"
"t39","0"
"t38","1"
"t32","1"
"t33","1"
"t45","1"
"t84","1"
"t99","1"
"t100","1"
"t82","1"
"t83","1"
"t97","1"
"t98","1"
"t73","1"
"t64","1"
"t65","1"
"t60","0"
"t78","0"
"t79","1"
"t55","1"
"t40","0"
"t22","0"
"t43","0"
"t44","0"
"t14","0"
"t58","0"
"t59","0"
"t15","0"
"t30","0"
"t31","1"
"t52","0"
"t53","0"
"t89","0"
"t90","0"
"t77","0"
"t19","0"
"t34","0"
"t63","0"
"t95","0"
"t96","0"
"t6","0"
"t93","1"
"t94","1"
"t4","1"
"t24","1"
"t56","1"
"t57","1"
"t16","0"
"t17","0"
"t26","0"
"t27","0"
"t85","0"
"t86","0"
"t41","0"
"t2","0"
"t20","0"
"t21","0"
"t71","0"
"t72","0"
"t36","0"
"t37","0"
"t54","0"
