"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99"
"t17",-0.0719344004882,0.230220751197471,0.0846860155269581,-0.0489349507530761,0.000454776787051759,-0.0130823600496116,0.000167452153170405,-0.000125443297514556,2.89588452096082e-06,-0.00629859834686266,8.0837599039587e-06,-9.85342131863803e-05,0.000161070983568786,-0.00263063708730317,-1.37400783045359e-05,0.00336149258958343,-0.00263486189511205,0.000913344084147684,-0.458321724920513,0.00184771148214331,-0.00459959753638278,0.0026512055653137,-1.79795179175643e-05,0.00239796844075983,-0.00241896768088907,3.01018396849593e-06,-5.24102564144252e-05,0.0028353965644405,0.00314514999974225,-0.00527948668011507,-0.832512876034823,0.00444844506340658,-0.00176698281914996,-2.69244873040477e-05,0.000735333848924338,0.0914511942344864,-0.000283725928805475,-1.23184060947903e-05,0.094645475158122,1.32713846332285e-15,4.64502673821007e-15,-0.0380122495923717,0.000280188022313255,6.68726046105861e-07,0.000194916742754601,1.81907161234001e-07,-5.49170688236411e-07,-4.59106877661107e-05,-9.55531760581234e-06,-0.000134291074698698,0.000179803594824073,3.44524986088552e-06,-0.000439340827237467,-7.97377535461577e-08,-2.56221088093522e-05,4.12809968687331e-17,4.41304376990912e-05,4.17381232016773e-06,-4.88891149257406e-17,-9.14485592288545e-06,1.23768093813095e-17,-8.18392286817636e-17,9.90506400744891e-17,2.95342987439804e-17,0.00222982427821678,-6.10606351875807e-05,-1.09017561703256e-16,2.11918404041726e-05,-1.70070302294741e-17,-1.74313172197434e-17,7.49860928718336e-17,1.38695378613631e-05,-1.8899587513125e-05,-9.85631820006246e-17,2.31467632272015e-17,1.37973456063203e-05,-6.40591121340662e-16,-5.59332134897313e-17,-1.47505248559005e-16,-8.37250088327183e-07,-2.54198383572195e-17,-3.09999466352257e-17,3.34836014571903e-17,6.778137257659e-17,2.95372432883754e-06,6.58896024166614e-17,-1.70042029322876e-06,3.8204783375325e-18,-6.6508760042326e-18,3.18672813993029e-06,1.53003763557264e-17,7.8359488148634e-18,8.33552218079701e-18,1.16060946132002e-17,-1.88391311407637e-17,-4.46554023866054e-07,-1.53052796779686e-16,8.5694425270397e-17,4.98405506333358e-17
"t29",-0.0728840757322936,0.234312333715178,0.086977970739978,-0.0511757752354209,0.000515629908385234,-0.0153420185489453,0.000206776908299032,-0.0001764292666502,4.11833108828002e-06,0.0313690293941499,4.6968475794423e-06,-6.11965355454198e-05,0.000116277475057773,-0.00197072990012231,-1.19692362322131e-05,0.00347182538173744,-0.00278869065253663,0.00099779512256677,-0.503092287083948,0.00206115824789848,-0.00537986477994042,0.00311722190792134,-2.50419399025734e-05,0.00367788518294502,-0.00458161277593429,6.99928099337476e-06,0.000458827083099566,-0.00266615016678742,-0.00242251458027052,0.00325395565813675,0.388786875767897,-0.00159142821571779,0.000150128181050651,-2.20339356129751e-06,0.000179651886239388,0.0236656318161689,-9.60646013137324e-05,-4.40344595666787e-06,0.107622446574428,1.10738336924723e-13,0.70710678118655,-0.0429821389954838,0.000107939492867911,2.70327050993683e-07,8.24818422111522e-05,7.75209481926678e-08,-2.73194687530778e-07,-2.37672704108929e-05,-5.0167151159611e-06,-7.54302262109331e-05,0.00010161496112788,1.95591714596764e-06,-0.000253160063884193,-4.59561028548957e-08,-1.48640121173537e-05,-8.52326198290846e-17,2.72738397213149e-05,2.58507096905797e-06,2.91504949081318e-16,-5.74645646792716e-06,5.67212455477577e-19,3.66058833112487e-16,-1.12288598060298e-16,-1.16029995593558e-18,0.00243937569461915,-4.08407014136133e-05,-5.36514790467804e-16,1.43238492115787e-05,-2.07392662959028e-16,4.3328770840372e-17,-1.13076899375562e-16,9.51690096511492e-06,-1.2990158528216e-05,1.04839912090212e-16,4.64646411198154e-16,9.68560192836835e-06,8.86426253013232e-17,6.52266429849825e-17,-3.4464407120899e-16,-5.94008980105317e-07,-1.51073594929598e-16,-1.04729902829972e-16,2.16137438441515e-16,1.44522546129576e-16,2.10496989456702e-06,6.89388089539363e-17,-1.21372772536613e-06,-5.46267690080033e-17,-1.0987218050047e-16,2.28510707729485e-06,-7.53986869202183e-17,2.95306539504448e-16,8.08151164816003e-17,-5.91750328103783e-19,-1.96848339356744e-16,-3.23811671080758e-07,-1.29810418463876e-16,1.9486119413286e-16,1.79947123868041e-16
"t30",-0.0728840757322936,0.234312333715178,0.0869779707399777,-0.0511757752354208,0.000515629908385185,-0.0153420185489454,0.000206776908299012,-0.000176429266650249,4.11833108836496e-06,0.0313690293941491,4.69684757930766e-06,-6.11965355450235e-05,0.000116277475057279,-0.00197072990012194,-1.19692362321231e-05,0.00347182538173738,-0.00278869065253718,0.000997795122566346,-0.503092287083948,0.00206115824789804,-0.00537986477994058,0.00311722190792216,-2.50419399025846e-05,0.00367788518294546,-0.0045816127759333,6.99928099402819e-06,0.000458827083099277,-0.00266615016678758,-0.00242251458026868,0.00325395565813713,0.388786875767894,-0.00159142821571732,0.00015012818105126,-2.20339355947756e-06,0.000179651886239672,0.0236656318161768,-9.60646013115382e-05,-4.40344595860935e-06,0.10762244657451,-1.07877588747831e-13,-0.707106781186544,-0.04298213899539,0.000107939492859429,2.70327040165322e-07,8.24818422130937e-05,7.75209460344203e-08,-2.73194691251526e-07,-2.37672704103715e-05,-5.01671511890165e-06,-7.54302262130913e-05,0.000101614961127696,1.95591714594525e-06,-0.000253160063882897,-4.59561037328793e-08,-1.48640121188116e-05,2.05601833420973e-16,2.72738397219721e-05,2.58507096760475e-06,-3.22589157404957e-16,-5.74645646895655e-06,-4.12786209191816e-16,-3.63469983723477e-16,5.78502566334622e-17,5.86980075223417e-17,0.00243937569462275,-4.08407014129129e-05,4.83277124756058e-16,1.43238492112197e-05,2.82647246887493e-16,-4.9600527476956e-17,-1.0514446615341e-16,9.51690096493982e-06,-1.29901585288865e-05,-5.31189668016314e-16,-3.32489236620211e-16,9.68560192797121e-06,-1.45305375982852e-16,-6.7535613621665e-17,1.31500128022106e-16,-5.94008979869858e-07,1.2978274997218e-16,4.18500179310972e-17,-2.34447201494646e-16,-1.23664950872091e-16,2.1049698941995e-06,9.78740680218682e-18,-1.21372772591755e-06,1.31327602963817e-16,-1.01721618915177e-16,2.28510707666118e-06,1.22032414612012e-16,-2.12013501130614e-16,-1.0478140491715e-16,5.76383274358083e-17,2.79529367326863e-16,-3.2381167163495e-07,-1.47933805685537e-16,-4.22931612746602e-17,-8.5657509112594e-17
"t34",-0.0746116685855281,0.241806821424144,0.0912328480341263,-0.0554409766420827,0.000642160792714539,-0.0201738089132335,0.000293890864279563,-0.000296585601216865,7.01075423414576e-06,0.136602703941327,-7.74415651067962e-06,8.12997584812511e-05,-8.23811317487835e-05,0.00114220454568517,2.06488695480684e-06,0.000161133849122936,-0.000172970152576964,7.83102366036607e-05,-0.0405680029994765,0.000180085341762784,-0.000553996100935063,0.000325361405489589,-3.21952350705968e-06,0.00048675501674243,-0.000604964595451629,8.96403473750327e-07,4.2419171534189e-05,-0.000113429617360624,-8.12594175331875e-05,7.39386864084778e-05,0.00329607516272379,8.78535860701656e-06,-1.00736522897673e-05,3.3248559938072e-07,-6.30471532098713e-05,-0.00904706098204021,6.20523392830747e-05,3.2684357002634e-06,-0.837471453898935,-1.15159707513747e-14,-1.96626096909043e-14,0.438479590370863,0.000466857883535247,9.7977905141955e-07,0.000251086056722025,2.29640428461716e-07,-4.51362311433659e-07,-3.43675150398171e-05,-6.93907852919782e-06,-8.6097184440627e-05,0.000114182678043019,2.17290417516822e-06,-0.000271230519628792,-4.92133844950959e-08,-1.56747054437399e-05,-3.73306156919575e-17,2.52262313651616e-05,2.38171856805766e-06,-1.12740931046879e-16,-5.16238082981282e-06,-5.35763078622053e-17,3.63364917131187e-17,1.7119798950955e-17,-5.42954040388456e-17,0.0115521613874655,-3.20186152633661e-05,-1.67595848653602e-16,1.15350182800234e-05,-5.47836747275999e-17,-5.45677757303515e-17,4.42739753095309e-17,7.56849450375234e-06,-1.03148252966978e-05,9.18632433613129e-16,2.61088248614772e-16,7.55224755338693e-06,-4.68815307033394e-16,-3.14263700521775e-17,3.42643801218153e-17,-4.59487680715444e-07,-2.26815194191935e-17,-1.87278093818814e-17,1.23933729566325e-17,3.14066129418333e-17,1.62323519610086e-06,5.4740731487315e-17,-9.34964814127474e-07,-1.38307083660993e-16,2.7366213476705e-17,1.75506576047595e-06,-3.53553760708695e-17,6.30827928752214e-17,1.39223104725474e-17,3.57435225781335e-17,2.64418479303137e-17,-2.47095902642394e-07,-1.48302763135654e-16,1.19713315167096e-16,5.2903295257491e-17
"t82",-0.0762691644208588,0.248973268160325,0.0952752627989225,-0.0594454686318026,0.000756296979315193,-0.0244799960491986,0.000370384035603551,-0.000399494332190922,9.48411520553843e-06,0.221311797138013,-1.6972146546313e-05,0.000185957165464758,-0.000223197747439321,0.00331987480454308,1.10854419361024e-05,-0.00165142723028021,0.00122250527100064,-0.000396007141964252,0.196824957567466,-0.000769105849518846,0.00176414548313666,-0.00100857210416896,5.66332749068783e-06,-0.000713550017114784,0.000689340458195108,-8.82618833815386e-07,-2.68063098949162e-05,5.34034764314615e-05,3.67260509188563e-05,-3.19127622188432e-05,-0.00134463172572466,-3.40422790588691e-06,3.21796450445928e-06,-8.62086546371775e-08,1.11773984237455e-05,0.00152351219005372,-7.03040862713662e-06,-3.22405818724246e-07,-0.153189639380848,1.57761407255302e-16,-4.52947521073088e-14,-0.545342782544473,-0.000103852102130063,-1.77659279123372e-07,-3.59820625070805e-05,-3.15930688601482e-08,8.69414971990314e-09,-3.66017952678643e-07,-1.48597570217857e-07,-6.52457149788148e-06,9.24975255203307e-06,1.84517037773083e-07,-2.65761495386493e-05,-4.83074701735978e-09,-1.63066476568389e-06,-1.18285528369986e-16,4.17612213299676e-06,3.99664458344562e-07,-7.33154053904591e-17,-9.46753579776084e-07,2.51957464058349e-16,-6.67865178316776e-17,1.67887715876008e-16,-4.25295019106086e-16,0.0193369521518364,-6.03939853714242e-06,-7.57535513537499e-17,3.0115171700334e-06,-2.68596619380012e-16,-3.8569894186375e-16,-8.30159473310716e-17,2.167651720703e-06,-2.98000415252417e-06,-4.59463160955417e-16,-7.90472288694636e-16,2.41708238250193e-06,-0.707106781186546,4.68738230450427e-15,2.16480535698184e-15,-1.54383787899047e-07,3.90887633990165e-16,9.72924018506121e-16,5.97273882829966e-16,-4.95890546525712e-17,5.56450684900523e-07,-3.93097969268453e-16,-3.22788922998033e-07,-3.73718594025946e-16,1.05677042442275e-16,6.18409272193463e-07,-1.42736969758511e-16,1.21419146546989e-16,-6.59701054941861e-16,-1.11869848401027e-16,4.81290167855384e-16,-9.14229576643583e-08,-2.86174306039875e-16,3.32100481890421e-16,-2.76224905668073e-18
"t83",-0.0762691644208588,0.248973268160325,0.0952752627989222,-0.0594454686318028,0.000756296979315025,-0.0244799960491988,0.000370384035603495,-0.000399494332190835,9.48411520563353e-06,0.221311797138013,-1.69721465465251e-05,0.000185957165464632,-0.000223197747439422,0.00331987480454292,1.10854419362053e-05,-0.00165142723028033,0.00122250527100062,-0.00039600714196436,0.196824957567465,-0.000769105849518968,0.00176414548313661,-0.00100857210416908,5.66332749081344e-06,-0.000713550017115162,0.000689340458195413,-8.82618833914719e-07,-2.6806309894823e-05,5.34034764309999e-05,3.67260509192518e-05,-3.19127622187402e-05,-0.00134463172572485,-3.40422790560523e-06,3.21796450480287e-06,-8.62086546280796e-08,1.11773984235956e-05,0.00152351219005321,-7.03040862730706e-06,-3.22405818732935e-07,-0.153189639380848,-2.67008674142065e-16,-4.52320689559009e-14,-0.54534278254447,-0.000103852102130235,-1.77659279265609e-07,-3.59820625073056e-05,-3.15930698142148e-08,8.69414963626624e-09,-3.6601795284209e-07,-1.48597570439272e-07,-6.52457149789552e-06,9.24975255222249e-06,1.84517037574267e-07,-2.65761495393137e-05,-4.83074678134957e-09,-1.63066476593301e-06,-3.99007846193007e-17,4.17612213337386e-06,3.99664458710631e-07,-2.38500306867368e-17,-9.4675358026565e-07,4.11046376112867e-16,2.90004080202717e-17,1.6910986747596e-17,3.54430242900381e-16,0.0193369521518362,-6.03939853652916e-06,-6.01269909086603e-16,3.0115171695846e-06,2.40420530453022e-16,1.80061503076453e-16,2.90374264839828e-16,2.16765172012734e-06,-2.98000415218879e-06,1.15830227064762e-15,9.15493040047475e-16,2.41708240762237e-06,0.707106781186548,-4.68190189869749e-15,-1.98082359877827e-15,-1.54383788285588e-07,-3.2116763101151e-16,-1.00763412401489e-15,-5.87071535732933e-16,1.24713614591832e-16,5.56450685949095e-07,3.74616166315515e-16,-3.22788925157177e-07,3.77811266216208e-16,-2.07662713109284e-16,6.18409272431422e-07,2.30929524412609e-16,-6.11688859745723e-17,6.02242381709737e-16,1.78514230928498e-16,-6.89669688018635e-16,-9.14229579358384e-08,-6.67590943280623e-18,-1.12482897178017e-16,1.05373225101366e-16
"t67",-0.0763351737558292,0.249259691927605,0.0954379384368552,-0.0596086154600979,0.000761134109695416,-0.0246645663973833,0.000373707353488899,-0.000404064289891363,9.59409934959539e-06,0.225267950632341,-1.74292869761343e-05,0.000191176120161989,-0.000230383182910475,0.00343191331691658,1.15730379024225e-05,-0.00175753858197433,0.00130514135787903,-0.00042450178348747,0.211116474132288,-0.000826651697649662,0.00190746580154564,-0.00109121371209001,6.24570191817771e-06,-0.000794203345658504,0.000779883230641234,-1.01048233055129e-06,-3.23112465237249e-05,6.78417242859583e-05,4.70695373004602e-05,-4.13317868778753e-05,-0.00176538362343215,-4.52897988553118e-06,4.53300793361257e-06,-1.31153638179882e-07,2.05204421947091e-05,0.00288352741565358,-1.74861194119533e-05,-8.94774065459586e-07,0.244422980841952,2.00231627329029e-15,2.75494481173447e-14,0.236480684025453,5.85919591140159e-06,-1.23078361529823e-09,-2.75758936283652e-06,-2.78329522688957e-09,3.09460176959341e-09,-1.52913129018038e-07,-6.50502772388933e-08,-3.36527929845168e-06,4.81961038760893e-06,9.68183358201513e-08,-1.42217573361058e-05,-2.58567046653204e-09,-8.78867319003774e-07,1.76365195699325e-16,2.20899561885509e-06,2.10257816978354e-07,-1.27051336345613e-16,-4.71075195013127e-07,-1.31409726009939e-16,1.42842434408402e-16,-1.01700935245356e-16,4.39186951143622e-16,-0.835317403525409,-0.000123976338345746,-8.15158256528058e-16,7.8583225495264e-06,-7.81644669112825e-16,1.93781657036684e-16,6.73241838965157e-17,3.18149188357545e-06,-4.2461808881003e-06,2.16247562911519e-15,5.8363921133158e-16,2.80015023497996e-06,6.33509167224483e-17,-1.22998426504498e-16,-1.04274777311734e-16,-1.70318927910185e-07,1.94760463578441e-16,-6.61216003095845e-18,-1.3802327118606e-16,6.83788430506678e-17,6.04507395382601e-07,1.31285682954185e-16,-3.48947320641432e-07,-2.60459178605929e-17,-5.1471789190647e-17,6.60012071137272e-07,7.12549897703841e-18,-1.59246223917358e-16,9.12903219647043e-17,-2.28571092673173e-16,-4.14609993299042e-17,-9.52432164205521e-08,-9.67528459910581e-17,-5.82607800070985e-17,2.39988736371971e-17
"t76",-0.0764352724330796,0.249691646797005,0.0956806861373866,-0.0598474664670755,0.000767793154059032,-0.0249141884497993,0.000378107095778245,-0.000409908321111475,9.73444710480637e-06,0.229935909552501,-1.79196648684435e-05,0.000196714660492716,-0.000237728038126715,0.0035449064796326,1.20265016071313e-05,-0.0018440478642143,0.00137124699760784,-0.000446760651005603,0.222241555784606,-0.0008709306254489,0.00201423193564726,-0.00115256780242011,6.63956405018651e-06,-0.000846594111946111,0.000834962000180412,-1.08493323103406e-06,-3.50412355063118e-05,7.4132285942792e-05,5.14899207685465e-05,-4.52690449649841e-05,-0.00193648358101503,-4.9748149449681e-06,5.00512413126363e-06,-1.45603198204784e-07,2.29843025077413e-05,0.0032331684629899,-1.9740707413089e-05,-1.01200445214545e-06,0.2821179545758,2.71913019550897e-15,3.57118922899486e-14,0.275478340910919,6.88604124230927e-06,-1.44996118204725e-09,-3.25905931239487e-06,-3.29139456178555e-09,3.75342043861768e-09,-1.87957657855919e-07,-8.04347166598516e-08,-4.34666592680319e-06,6.26161148257424e-06,1.26369609226965e-07,-1.88865825980844e-05,-3.43465845595559e-09,-1.17781818044469e-06,5.42641660829696e-17,3.50380747593255e-06,3.37194451956771e-07,3.27226448701634e-17,-8.31891771253256e-07,-9.14398078495433e-18,-1.64192049917862e-16,4.01964969081102e-17,-1.47832562421998e-16,0.388166192756618,4.70463385634804e-05,2.92183337793973e-16,1.64238264348552e-07,4.05552239744101e-16,7.03500341302826e-16,2.48862191949427e-17,1.23784303682667e-06,-1.76318198406363e-06,-0.707106781186549,1.15060683394425e-15,1.76730133734887e-06,6.40446427506672e-16,-5.87564921816059e-16,1.61610919213281e-15,-1.18306064425526e-07,-3.08644674152656e-16,2.32508811770977e-17,-5.32784083364742e-17,-2.45909979857165e-16,4.33020215334793e-07,2.38176228836435e-16,-2.52451462036592e-07,6.28686246740469e-16,3.56979284572105e-16,4.90184979885918e-07,2.31507951889907e-17,2.39796143811695e-16,-5.33883654857462e-16,-1.18327289375172e-16,1.07229586830352e-16,-7.44687093066576e-08,-8.7024199315134e-17,-9.66598201464822e-17,2.70721794189387e-16
"t77",-0.0764352724330796,0.249691646797005,0.0956806861373866,-0.0598474664670755,0.000767793154058727,-0.0249141884497993,0.000378107095778457,-0.000409908321111374,9.73444710476766e-06,0.229935909552501,-1.79196648686068e-05,0.00019671466049267,-0.000237728038126691,0.00354490647963231,1.20265016068938e-05,-0.00184404786421421,0.00137124699760784,-0.000446760651005794,0.222241555784606,-0.000870930625449084,0.00201423193564731,-0.00115256780242008,6.6395640501971e-06,-0.000846594111946439,0.00083496200018078,-1.0849332311763e-06,-3.5041235506295e-05,7.41322859427514e-05,5.14899207685968e-05,-4.52690449648662e-05,-0.00193648358101497,-4.9748149446919e-06,5.00512413114935e-06,-1.45603198295233e-07,2.29843025073952e-05,0.00323316846299121,-1.97407074132992e-05,-1.01200445192436e-06,0.282117954575801,2.54417688828882e-15,3.54466194011247e-14,0.27547834091092,6.88604124258942e-06,-1.44996148083516e-09,-3.2590593127416e-06,-3.29139430725162e-09,3.75342006523835e-09,-1.87957658378721e-07,-8.04347161866855e-08,-4.34666592742596e-06,6.26161148261934e-06,1.26369609923022e-07,-1.88865825985441e-05,-3.43465798959693e-09,-1.17781818058539e-06,7.85517235821335e-17,3.50380747617834e-06,3.37194452134103e-07,1.72808416292851e-16,-8.31891771754442e-07,-1.90638830398312e-16,1.77647162768616e-16,-1.50440109235672e-17,-5.56997352381395e-17,0.388166192756622,4.70463385631913e-05,4.47556871437586e-16,1.64238263905818e-07,5.22791025679593e-16,-7.46367213751152e-16,-1.81367578914963e-16,1.2378430367846e-06,-1.76318198100091e-06,0.707106781186546,-1.89987564674812e-15,1.76730133614954e-06,-9.76567056960013e-16,5.92040256680835e-16,-2.01137906962701e-15,-1.18306065177312e-07,-3.49784441172774e-17,-1.38144149043397e-16,2.13778106890807e-16,3.04023831276685e-16,4.33020214726286e-07,-1.28953229581929e-16,-2.52451461889301e-07,-5.29250261694337e-16,-2.38150053702709e-16,4.90184980250776e-07,-4.2005480668552e-17,-1.48318777681691e-18,4.63968763307419e-16,3.00858017579665e-16,5.89024656373187e-17,-7.44687093646017e-08,-2.18580555307181e-16,3.31249746607533e-16,-1.19810936727798e-16
"t31",-0.0698021865595267,0.220857644766996,0.0792399128187243,-0.043214965885062,0.000251166741932818,-0.00479495703990993,4.72651961093418e-06,0.000138901114729594,-3.5395598048854e-06,-0.422446752505513,-0.00254361169917228,0.00399747770960267,-0.00126022969789978,0.0148952708693955,2.09086254353894e-05,-0.00097689887767354,0.000581549884495169,-0.000136478114051977,0.0642950114368798,-0.000206930568432782,0.000222180544043443,-0.000113313876407997,-7.99379762258482e-07,0.000118824541996066,-3.60701678204858e-05,-1.52664915948514e-07,-8.39409334618369e-05,0.000677776894545015,0.000571001980253317,-0.000625555399975893,-0.0338134671285887,-0.000150162259727555,0.000671474613279645,2.73966761791594e-05,-0.00459150076104525,-0.862215793952953,-0.00189064509065839,-6.13766188207284e-05,0.0255398221436936,3.65997463436352e-16,-3.82999393467765e-15,-0.00990927677082937,0.000528147689802123,1.22038192557572e-06,0.00034369187604085,3.18956776554337e-07,-8.36548000376099e-07,-6.72702204068341e-05,-1.38114781093667e-05,-0.000182236539388705,0.000242669756640343,4.63124624343907e-06,-0.000583000525184226,-1.05793301629685e-07,-3.38060238882874e-05,3.15632568054176e-17,5.54127385676021e-05,5.23287646907179e-06,8.34141052861053e-17,-1.1350867188711e-05,-6.0456074137118e-17,9.7106609262006e-18,-6.34949351977079e-17,1.21026282097206e-16,0.000687433242716549,-7.31875179462014e-05,1.24358511993548e-16,2.52221788715937e-05,-1.26372100735375e-18,1.47883040326785e-17,-1.38487007106151e-16,1.63911063965949e-05,-2.23192866739496e-05,9.66691043388645e-16,1.34686085880317e-16,1.61565067217042e-05,-4.5312350059159e-16,-4.35964509056762e-17,-1.90711123173939e-16,-9.76753605252772e-07,-4.59551393858403e-17,-6.37362503126443e-17,-6.8203424866129e-17,-5.21091893911907e-17,3.44081903630671e-06,4.75144824683006e-18,-1.97982894747872e-06,4.51476646920572e-17,1.0418670610416e-17,3.70506872519424e-06,1.03226605081798e-16,-9.9645512928117e-17,1.11792925069818e-16,-4.3143577054227e-17,2.28807433437645e-17,-5.17525978538376e-07,-1.24518434749792e-16,6.52117080511261e-17,9.20776523633709e-17
