"accepted_species","trait_value"
"Alibertia_edulis",-0.296991983855985
"Alstonia_muelleriana",-0.395251409114037
"Alyxia_ruscifolia",0.732930639961173
"Asclepias_amplexicaulis",NA
"Asclepias_cordifolia",NA
"Asclepias_erosa",NA
"Asclepias_fascicularis",NA
"Asclepias_incarnata",NA
"Asclepias_ovalifolia",NA
"Asclepias_subulata",-0.325879233341368
"Asclepias_tuberosa",NA
"Asperula_glomerata",-0.40023141897117
"Asperula_molluginoides",-0.410095669265107
"Aspidosperma_cylindrocarpon",1.3104019669541
"Aspidosperma_megalocarpon",3.12044401118138
"Blepharidium_guatemalense",-0.413447598976639
"Calotropis_procera",-0.310897703687826
"Calycophyllum_candidissimum",-0.414692601440922
"Carissa_macrocarpa",-0.332857631769377
"Centaurium_erythraea",-0.422896848449148
"Centaurium_pulchellum",-0.422833002168929
"Chironia_linoides",-0.422833002168929
"Coffea_liberica",3.33999540728673
"Coprosma_repens",-0.231485700350616
"Coprosma_rhamnoides",-0.397166797520627
"Coussarea_contracta",5.32314067875955
"Cyclophyllum_coprosmoides",0.132438096901429
"Cynanchum_acutum",NA
"Eustoma_exaltatum",-0.422861732995027
"Exacum_affine",-0.422737232748599
"Exostema_caribaeum",-0.375139830844845
"Faramea_occidentalis",1.79986989731607
"Galium_angustifolium",-0.416670924038014
"Galium_binifolium",-0.418554024468607
"Galium_bolanderi",-0.405000736103579
"Galium_ciliare",-0.412777213034333
"Galium_concinnum",-0.407289625249453
"Galium_eriocarpum",-0.392378326504152
"Galium_mollugo",-0.416374001858383
"Galium_nuttallii",-0.390529976691793
"Galium_odoratum",-0.371787901133313
"Galium_parisiense",-0.421429980161102
"Galium_propinquum",-0.419282829757315
"Galium_saxatile",-0.417118760089269
"Galium_spurium",-0.404445273465667
"Galium_tinctorium",-0.403746156697262
"Galium_triflorum",-0.416141781117034
"Galium_uliginosum",-0.419672611298056
"Galium_verum",-0.418146253807021
"Gardenia_jasminoides",-0.390462938097563
"Gardenia_ternifolia",-0.258492676883531
"Geniostoma_rupestre",-0.419624726587891
"Genipa_americana",0.598349942176354
"Gentiana_clusii",-0.41881068651509
"Gentiana_nivalis",-0.422762132797885
"Gentiana_pneumonanthe",-0.42234218388974
"Gentiana_sceptrum",-0.422074508359919
"Gentiana_utriculosa",-0.422449924487611
"Gentianella_parviflora",-0.422229654820853
"Guettarda_odorata",0.438900241955783
"Guettarda_tikalana",-0.413447598976639
"Guettarda_uruguensis",0.437942547752488
"Hamelia_axillaris",-0.351221418117556
"Hamelia_patens",-0.346409004745999
"Ixora_congesta",0.18989974909912
"Ixora_javanica",0.276092227395657
"Ixora_pendula",0.534669662285268
"Knoxia_sumatrensis",-0.418236069993113
"Macrocnemum_roseum",-0.422856235093613
"Mandevilla_benthamii",NA
"Nauclea_diderrichii",0.600399407771405
"Nauclea_officinalis",-0.420151458399703
"Neolamarckia_cadamba",-0.0399468596916453
"Nertera_granadensis",-0.40952105274313
"Oldenlandia_corymbosa",-0.42290323307717
"Palicourea_acuminata",-0.309288777426291
"Pentagonia_macrophylla",-0.371522939070401
"Plumeria_alba",-0.193177932218822
"Plumeria_rubra",0.18273339345105
"Psychotria_chagrensis",-0.265632287169095
"Psychotria_grandis",-0.163374488612286
"Psychotria_horizontalis",-0.368052893740463
"Psychotria_limonensis",-0.354598658318746
"Psychotria_loniceroides",-0.308158698266403
"Psychotria_marginata",-0.322683727016375
"Rothmannia_urcelliformis",0.338246581189493
"Rubia_cordifolia",-0.383759078674499
"Rubia_tinctorum",-0.278412716312064
"Rudgea_jasminoides",1.49236386558012
"Spermacoce_brachystema",-0.415366186081868
"Spermacoce_breviflora",-0.419481072457397
"Spermacoce_leptoloba",-0.418236069993113
"Strophanthus_kombe",NA
"Swertia_bimaculata",-0.421109152602998
"Swertia_pseudochinensis",-0.42264146332827
"Tabernaemontana_alba",0.228207517230914
"Tabernaemontana_siphilitica",0.655337160418496
"Tarenna_mollissima",-0.401955268537101
"Vinca_major",-0.237147588480496
"Vinca_minor",-0.364317886347613
