"accepted_species","Medicinal"
"Psychotria_puffii",0
"Manettia_secundiflora",0
"Ophiorrhiza_robbrechtii",NA
"Tarenna_longipedicellata",0
"Psychotria_oinochrophylla",0
"Mitracarpus_glabrescens",0
"Sinogentiana_souliei",0
"Gaertnera_leucothyrsa",0
"Sherbournia_amaraliocarpa",0
"Saprosma_foetens",1
"Ochreinauclea_maingayi",NA
"Vangueria_coerulea",0
"Gentianella_dissitifolia",0
"Gynochthodes_cochinchinensis",1
"Forsteronia_schomburgkii",0
"Tocoyena_sellowiana",0
"Ixora_borneensis",0
"Philibertia_lysimachioides",0
"Vincetoxicum_lycioides",0
"Palicourea_huantensis",NA
"Arcytophyllum_filiforme",1
"Psychotria_andramontaensis",0
"Cynanchum_virens",0
"Palicourea_schraderoides",0
"Wendlandia_densiflora",0
"Psychotria_baronii",0
"Melodinus_cochinchinensis",1
"Microrphium_pubescens",0
"Chomelia_myrtifolia",0
"Vahadenia_laurentii",0
"Dictyanthus_reticulatus",0
"Anthospermum_esterhuysenianum",0
"Pentagonia_magnifica",0
"Strychnos_peckii",0
"Strychnos_henningsii",1
"Urophyllum_capituligerum",NA
"Rauvolfia_leucopoda",0
"Geophila_renaris",1
"Polysphaeria_dischistocalyx",0
"Mandevilla_lobbii",0
"Cynanchum_loheri",0
"Swertia_quartiniana",0
"Ceropegia_thwaitesii",0
"Galium_dumosum",0
"Psychotria_nzabii",NA
"Galium_verticillatum",0
"Psychotria_poliostemma",0
"Psychotria_subscandens",0
"Psychotria_bullata",0
"Psychotria_bakossiensis",0
"Psychotria_helferiana",NA
"Phialanthus_revolutus",0
"Psychotria_nubicola",0
"Neonauclea_pseudoborneensis",0
"Stevensia_ekmaniana",0
"Gaertnera_eketensis",0
"Asperula_fragillima",0
"Porterandia_celebica",0
"Alyxia_composita",0
"Ixora_arestantha",0
"Ixora_mindanaensis",0
"Hedyotis_simplex",NA
"Hoya_erythrostemma",0
"Hoya_gigantanganensis",0
"Alseis_costaricensis",0
"Hedyotis_shenzhenensis",0
"Leptodermis_yui",0
"Ruehssia_salaschiblii",0
"Oxypetalum_sylvestre",0
"Porterandia_anisophylla",1
"Canthium_sarcocarpum",0
"Coffea_horsfieldiana",0
"Symphyllophyton_aequalifolium",0
"Secamone_venosa",0
"Coussarea_obliqua",0
"Palicourea_roseofaucis",0
"Heterostemma_cucphuongense",0
"Petalostelma_longipedunculatum",0
"Matelea_virginiae",0
"Hoffmannia_dichroantha",0
"Timonius_multinervis",0
"Timonius_reflexus",0
"Pavetta_greenwayi",0
"Chironia_tetragona",0
"Keetia_rwandensis",0
"Thiollierea_laureana",0
"Rustia_bilsana",0
"Gymnema_uncarioides",0
"Rudgea_approuaguensis",NA
"Halenia_sphagnicola",NA
"Oxyanthus_goetzei",0
"Tricalysia_sylvae",0
"Trichostachys_longifolia",0
"Oldenlandia_manyoniensis",NA
"Ophiorrhiza_brachycarpa",0
"Ophiorrhiza_laxa",1
"Gentiana_decora",0
"Gentiana_durangensis",0
"Argostemma_enerve",0
"Gentiana_lateriflora",0
