,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t1,0.060361702,-0.952463,2.2920723,-0.002084659,-1.0612619,-0.28435364,0.7726736,2.8992455,3.2353818,0.98251927,3.1442986,3.02955,11.213371,-0.48693997
t2,0.004300585,-1.5222734,4.194286,-0.063318536,-1.1762624,-0.3177166,3.1061606,6.5647626,5.3065243,1.7719654,4.1316595,3.9691985,14.789698,-1.1211125
t7,0.036158543,-0.83483154,1.2296431,3.4227371,-1.261228,-0.14464425,1.8838881,-0.2783884,2.1931603,0.53262746,1.7795405,3.1915836,5.8537774,8.795625
t8,1.152267,-2.102403,6.46761,-0.010719944,-1.452732,0.6319338,5.819532,4.8254104,8.918097,2.4295309,3.4585726,7.8906145,16.73311,-0.7977804
t9,0.0038480456,-2.2907467,7.100168,1.252226,-1.4671448,1.3764195,4.6617427,2.6785674,10.856347,2.521343,2.5954807,10.030479,17.560415,-0.33471453
t27,0.07622431,-1.7488958,4.3775535,3.6019087,-1.1536313,-0.7136523,2.1094687,-0.43710533,11.405481,1.2659565,-0.02606806,10.6715,12.076142,14.172309
t28,0.06740449,-1.9736599,5.500396,3.6956575,-1.431506,-0.22793941,2.5577424,-0.32632288,11.951634,1.5986463,0.5877216,12.171229,13.592462,10.800769
t111,0.09642541,-1.5894903,1.7955335,4.0498767,-0.37030023,-1.4627407,2.0704885,-0.72085494,10.224742,0.60411143,-0.1320655,6.6603127,9.735318,26.492716
t112,0.09637402,-1.5909685,1.7882671,4.04526,-0.38457513,-1.4829149,2.0906272,-0.72747797,10.27909,0.60912025,-0.1326542,6.6644945,9.778246,26.504574
t86,0.095599174,-1.6220484,2.1660194,3.9251182,-0.4310402,-1.3974613,2.1201835,-0.68313575,10.570395,0.703906,-0.11967753,7.3051033,10.200563,25.03511
t87,0.09389518,-1.5776812,1.7276181,4.0573688,-0.38323277,-1.4761207,2.0848,-0.72225887,10.143473,0.5908625,-0.1308085,6.5686455,9.645694,26.444586
t57,0.09772024,-1.6491193,2.2252529,3.9991405,-0.5027151,-1.3430434,2.1881068,-0.68604666,10.630079,0.74891263,-0.1104242,7.4434414,10.462423,25.026373
t58,0.092780136,-1.6767579,2.7538974,3.8845468,-0.62513393,-1.2279029,2.270624,-0.63716143,11.07149,0.8837141,-0.09984527,8.4457245,10.859548,22.850626
t52,0.09661905,-1.60593,1.8086929,4.128676,-0.41793802,-1.4615709,2.1097636,-0.71614546,10.24604,0.6168055,-0.12821314,6.7835617,9.761278,26.520115
t33,0.08700569,-1.8553048,3.6606266,3.9756029,-0.89182407,-0.9979487,2.3669481,-0.64088637,12.1775255,1.1314654,-0.0718516,10.084517,12.038925,20.530882
t34,0.08302255,-1.8944365,4.3357186,3.8455656,-1.0615038,-0.79521704,2.4956145,-0.5621265,12.549961,1.3102338,-0.057623547,11.279422,12.676798,17.793522
t70,0.09957905,-1.8791009,3.258722,4.0232167,-0.6777766,-1.3242458,2.5162182,-0.71480906,12.597752,1.0304667,-0.12726755,9.581767,12.021871,24.056252
t71,0.10371177,-1.8411446,2.53034,4.1791716,-0.47137555,-1.5280776,2.4194362,-0.78691554,12.064161,0.8312909,-0.13704866,8.290531,11.327552,27.175953
t146,0.10872748,-1.8364006,2.3697617,4.19648,-0.43296075,-1.6632985,2.3741102,-0.8070071,12.131649,0.7738691,-0.15651394,8.022981,11.259397,27.979126
t147,0.10871642,-1.8368953,2.3707294,4.1990023,-0.43337032,-1.6640335,2.3696043,-0.8070788,12.130002,0.7737919,-0.15656573,8.024775,11.260894,27.982515
t39,0.09340661,-1.7094003,1.924297,4.0856733,-0.50188786,-1.467604,2.2269547,-0.7828073,10.561791,0.6657019,-0.095939144,7.1746016,10.083176,26.660522
t40,0.082455724,-2.0067503,5.107516,3.8151412,-1.3242584,-0.6067174,2.536723,-0.46421313,12.890267,1.5051281,-0.005890389,12.288162,13.654306,14.893828
t53,0.104801,-1.7983077,2.1644278,4.089847,-0.40053123,-1.5189488,2.4472792,-0.8052972,11.382992,0.74746776,-0.13895297,7.5793676,10.794921,28.040712
t129,0.11101598,-1.8283602,2.2506487,4.135638,-0.40887606,-1.5683838,2.471114,-0.8125399,11.810624,0.7628487,-0.15524738,7.7174826,11.0504675,28.326021
t130,0.11072749,-1.8293482,2.2562943,4.143047,-0.4070899,-1.5645447,2.463588,-0.8090603,11.785013,0.76242805,-0.15596445,7.731942,11.0391445,28.328596
t80,0.11035463,-1.8130625,2.2238832,4.1727467,-0.4238734,-1.5713996,2.390663,-0.81169343,11.69267,0.7492264,-0.15576974,7.617008,10.976453,28.143955
t78,0.100586474,-1.8533938,3.262086,3.9346795,-0.61679244,-1.2004462,2.4729261,-0.6847938,12.21716,1.0135884,-0.13678434,9.264209,11.856586,23.601906
t79,0.10269482,-1.830785,2.9388924,3.9650578,-0.5258631,-1.28974,2.4499645,-0.7137327,11.983335,0.9273595,-0.14292921,8.692063,11.539439,24.895498
t44,0.08425439,-1.9854228,4.811705,3.8676822,-1.1232213,-0.6769228,2.5885746,-0.515737,12.844532,1.4225926,-0.04434264,11.736751,13.396634,16.821089
t121,0.096912704,-1.782677,2.1373885,4.053153,-0.3658848,-1.5176935,2.3485844,-0.8173483,11.258941,0.72001946,-0.13219306,7.5083475,10.704642,27.74031
t122,0.09787617,-1.7830974,2.133188,4.048286,-0.37123132,-1.5097504,2.3960862,-0.81918985,11.299339,0.7240706,-0.13263308,7.4811134,10.735645,27.748959
t101,0.043872364,-0.8191075,0.50997984,5.338473,-0.33162656,-0.3194214,-0.34082335,-0.46784684,1.1154346,0.16131425,-0.0073254104,1.0902054,3.5899923,18.648632
t102,0.03404553,-0.74260473,0.11271104,6.165099,-0.17821097,-0.24223207,-0.1262119,-0.483708,0.008033607,0.05945601,-0.010396033,-0.011625735,2.92536,20.889202
t68,0.031480122,-0.71434855,0.1205372,6.5136805,-0.29229578,-0.5125072,-0.037982393,-0.49512795,0.029837593,0.01894608,-0.022030529,-0.022367809,3.1846154,21.629625
t109,0.028310116,-0.71150887,0.13466606,6.5589147,-0.30447367,-0.52206355,-0.05503936,-0.49557713,-0.001981744,0.010591205,-0.016824327,-0.018151427,3.0787163,21.657724
