"accepted_species","traits"
"t159",0
"t179",1
"t219",0
"t230",1
"t246",0
"t275",1
"t306",1
"t321",1
"t323",0
"t325",0
"t335",0
"t341",0
"t382",1
"t384",0
"t391",1
"t397",0
"t410",0
"t417",1
"t419",0
"t429",0
"t437",0
"t439",1
"t444",1
"t446",1
"t450",1
"t452",1
"t453",0
"t459",1
"t462",1
"t464",1
"t465",1
"t466",1
"t468",1
"t474",0
"t476",0
"t479",0
"t484",1
"t489",0
"t502",1
"t504",1
"t508",0
"t515",1
"t517",0
"t518",0
"t523",1
"t525",1
"t536",1
"t537",0
"t538",1
"t544",1
"t545",1
"t547",1
"t549",1
"t550",1
"t554",1
"t560",0
"t562",0
"t563",1
"t564",0
"t566",0
"t569",0
"t571",0
"t576",0
"t584",0
"t586",1
"t588",0
"t591",1
"t594",0
"t597",0
"t598",1
"t599",1
"t604",0
"t605",0
"t606",1
"t608",0
"t610",1
"t611",1
"t614",1
"t616",0
"t617",0
"t618",1
"t619",1
"t620",0
"t629",0
"t630",0
"t632",0
"t633",1
"t634",1
"t637",0
"t639",0
"t640",1
"t641",1
"t643",1
"t646",0
"t647",1
"t648",0
"t649",0
"t650",1
"t651",0
"t656",0
"t657",0
"t658",1
"t660",1
"t663",0
"t664",0
"t665",1
"t666",1
"t667",1
"t668",1
"t670",1
"t678",1
"t680",1
"t681",1
"t683",1
"t685",1
"t687",0
"t688",1
"t689",0
"t691",1
"t693",1
"t694",1
"t695",1
"t696",1
"t699",1
"t702",1
"t703",1
"t704",0
"t705",0
"t707",1
"t709",0
"t710",1
"t715",1
"t716",1
"t717",1
"t718",1
"t721",1
"t722",0
"t723",1
"t726",0
"t728",1
"t730",0
"t734",1
"t736",1
"t737",1
"t741",0
"t742",0
"t744",1
"t746",0
"t750",1
"t751",1
"t752",1
"t754",1
"t755",0
"t757",0
"t759",1
"t761",1
"t762",0
"t763",0
"t765",1
"t767",1
"t768",0
"t769",1
"t771",1
"t773",1
"t774",0
"t776",1
"t777",0
"t779",1
"t781",1
"t782",0
"t783",1
"t784",1
"t785",0
"t787",1
"t794",0
"t795",1
"t796",0
"t797",1
"t798",1
"t801",1
"t803",0
"t804",0
"t805",1
"t806",0
"t807",1
"t808",1
"t809",0
"t811",1
"t813",0
"t815",1
"t816",0
"t821",1
"t825",1
"t826",0
"t827",1
"t828",0
"t829",0
"t830",1
"t831",1
"t832",1
"t833",1
"t836",1
"t838",1
"t839",1
"t840",0
"t841",0
"t842",1
"t843",0
"t844",1
"t845",1
"t846",0
"t850",1
"t853",0
"t854",0
"t855",1
"t857",0
"t858",0
"t859",1
"t861",1
"t863",1
"t864",0
"t865",0
"t866",0
"t870",1
"t871",0
"t875",0
"t877",0
"t880",0
"t881",0
"t883",1
"t884",1
"t885",0
"t886",1
"t887",1
"t888",1
"t890",0
"t891",0
"t892",1
"t893",1
"t894",1
"t895",1
"t896",1
"t898",1
"t899",0
"t900",1
"t903",0
"t905",1
"t906",0
"t907",1
"t908",1
"t909",0
"t910",0
"t911",0
"t912",1
"t913",0
"t916",0
"t917",1
"t918",1
"t920",1
"t921",0
"t922",0
"t923",0
"t924",1
"t925",0
"t926",1
"t927",1
"t928",0
"t929",1
"t932",1
"t933",1
"t935",0
"t937",1
"t938",0
"t939",0
"t940",1
"t941",1
"t942",1
"t945",1
"t946",0
"t947",0
"t948",0
"t949",1
"t951",1
"t952",1
"t954",1
"t955",0
"t956",0
"t957",1
"t961",0
"t962",1
"t963",0
"t965",1
"t967",1
"t968",1
"t969",0
"t970",1
"t971",0
"t972",0
"t973",0
"t975",1
"t978",1
"t979",1
"t980",0
"t981",1
"t983",0
"t985",1
"t986",0
"t987",0
"t990",0
"t993",1
"t995",1
"t996",1
"t997",0
"t998",0
"t999",1
"t1000",0
"t1001",1
"t1004",1
"t1005",0
"t1006",0
"t1007",1
"t1009",0
"t1010",1
"t1012",1
"t1014",0
"t1016",1
"t1017",0
"t1018",0
"t1019",0
"t1021",1
"t1022",1
"t1023",0
"t1025",0
"t1026",0
"t1027",1
"t1028",1
"t1030",1
"t1031",1
"t1032",1
"t1034",1
"t1035",0
"t1037",1
"t1038",1
"t1039",1
"t1040",1
"t1041",0
"t1042",1
"t1043",0
"t1044",1
"t1046",0
"t1047",0
"t1048",0
"t1049",1
"t1050",1
"t1051",0
"t1052",0
"t1053",1
"t1054",0
"t1055",1
"t1056",0
"t1058",1
"t1060",1
"t1061",1
"t1062",0
"t1063",0
"t1064",0
"t1065",1
"t1066",0
"t1067",0
"t1068",1
"t1069",1
"t1070",0
"t1071",1
"t1072",1
"t1074",1
"t1075",0
"t1076",0
"t1077",1
"t1078",1
"t1086",0
"t1087",0
"t1088",0
"t1090",0
"t1091",0
"t1092",0
"t1093",1
"t1094",1
"t1095",1
"t1096",0
"t1097",0
"t1098",0
"t1099",0
"t1101",1
"t1102",0
"t1103",0
"t1104",0
"t1105",0
"t1106",0
"t1108",1
"t1109",1
"t1110",0
"t1111",1
"t1112",0
"t1114",0
"t1115",1
"t1116",1
"t1118",1
"t1119",1
"t1121",0
"t1122",1
"t1123",0
"t1125",0
"t1126",0
"t1127",1
"t1128",1
"t1129",1
"t1130",1
"t1131",1
"t1132",0
"t1134",0
"t1135",0
"t1137",0
"t1138",0
"t1139",1
"t1140",1
"t1142",1
"t1143",0
"t1144",0
"t1145",0
"t1146",0
