"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115"
"t7",0.0287312489556819,0.0559761253889155,-0.0248224267375542,-0.123002546296462,-0.0189259336990416,0.00100560356278275,0.000414556243018368,6.25869555989173e-05,0.000193739539822112,-0.00109385376765798,-0.00273568140225632,0.019807790322855,0.0146915834990975,-0.0320268895309901,4.55004875431753e-07,0.00136017262384232,-0.263472379615995,0.0734638292382157,0.00259508273613311,0.0245204997751639,-0.0146409135231294,-0.00326667539584946,0.535519285648019,-0.00819213794498566,1.07551172121894e-05,0.00054572954198525,-0.0193251739272085,-0.00847956431881284,0.774183090669148,-0.0171926585723384,0.0120787250865013,0.00701202663259355,-0.0176978567462252,-0.0054710242240637,0.000141920260292745,-0.000810994857705903,-0.000580020111872177,0.00180972286525126,0.000379351994004135,0.0570149032021801,0.000114276861389353,0.0166016488341896,-6.32507739332127e-15,0.00361464096978718,-4.94862566546683e-07,0.00324799998871058,-0.000226707734162735,-2.64600392643058e-17,-0.00145625209492873,-0.000176435569630721,0.00620662170910126,4.59140988473072e-05,0.0025568403215673,-0.00099076622851614,0.0527390302158747,0.000139809102498736,-0.000998954505178339,1.48740078254091e-06,0.000410000673116685,0.000771147894751602,-0.00360819834631296,-0.000372267987185306,-0.00322211316967328,-2.94694534665471e-16,-3.7494668243459e-16,-2.40082561864417e-05,-0.00113605381523808,2.21654675938465e-05,-0.00629841884467018,-2.51189787872419e-16,9.53284693203032e-06,-2.7257902203779e-05,-0.000265313935813664,-0.00284338981270563,0.000792561622587632,4.9110734937797e-05,-0.000402281408327132,-4.47524861841453e-17,0.000700427688825561,0.00120188046047446,-1.23120013926996e-16,-1.50647239134852e-16,1.07935706956595e-05,-7.98894296942233e-17,-5.12421940746762e-05,0.000222693596030079,2.50030008127059e-05,3.59995826793898e-05,-6.33972431744255e-05,-9.17249068144906e-17,-2.42944071669159e-15,-0.000255519366421695,2.44896644146334e-18,-3.67546918310533e-16,1.79074357723713e-16,-8.21930437527472e-18,-2.4175795171298e-16,-5.3059558941897e-16,1.38800781897728e-16,-8.48300266481182e-06,-1.35577988411267e-06,1.00422720812144e-05,4.70347315804578e-16,2.77612605570353e-05,7.69651319154082e-16,2.98412366418196e-16,-4.24486674479192e-16,8.45550721961314e-07,-4.54152238579084e-16,-9.79065438988934e-16,-2.5211714072996e-07,7.59295465258145e-15,-2.02013130738673e-14,1.23814747906283e-13,-0.0932504808240325
"t14",0.0319865929823335,0.0694898653778758,-0.0330462043266208,-0.177373042188486,-0.0352339417328284,0.00223671742848425,0.00119590347431499,-0.00993838177213028,-0.000351695866726987,0.000277326075753617,-0.000692531494611043,0.00599565064312114,0.0053103453848977,-0.0147669198906338,2.11586232411041e-07,0.000638260825969585,-0.147145743047204,0.0449821277719104,0.00161113474692877,0.0159880713209128,-0.00989739385775514,-0.00229667391440333,0.390002527476289,-0.0082991822259354,-0.000226273756541744,-0.00995139105596222,0.0187789758490683,0.00510219168459454,-0.318794939374943,0.00340818900679444,0.000250680850335563,0.000267315611593513,-0.00136273447255029,-0.000538832686612658,1.34659944870997e-05,-6.64779794844421e-05,-4.24091297258708e-05,-0.00142411463757643,-0.00051022536330871,-0.604074752789775,0.000407009128802321,-0.553035425818328,2.03813051057158e-13,0.00270448598407776,-3.5296047891789e-06,0.00189593541532184,-0.000131942931977869,8.66375025263008e-16,-0.00085230850548649,-0.000103435598005,0.0343221162791391,-0.000359382802013188,0.000825710982167237,-0.00054485866153626,0.029007594382241,7.76207114982287e-05,-0.000561600310839336,8.39151508221647e-07,0.000234628941521434,0.000445640661914983,-0.0108864484757734,-0.000208037618251023,-0.00181039282065917,6.47869799997981e-16,-5.15532285365716e-17,-1.35929215399529e-05,-0.00301857618405207,1.25586775383255e-05,-0.00358063624139548,3.12615706564329e-16,5.43521328221639e-06,-1.55449466883101e-05,-0.000151557490302406,-0.00162467383610113,0.000452879551084355,2.81000083645595e-05,-0.000230866778564387,-3.31379983530272e-16,0.00167783510590991,0.000676868411451791,1.27250990041499e-15,-1.24164696707324e-16,6.22002852439715e-06,1.13195218155704e-16,-2.95610246242372e-05,0.000128647714658628,5.90134910551924e-05,2.08413442870915e-05,-3.67476798336058e-05,-1.29510368751183e-15,2.4131125158034e-15,-0.000148513920025736,2.26765147155616e-16,-3.43021417156436e-16,2.48339126039064e-16,-1.73180241248516e-16,-5.92154782161314e-16,-5.28759001970902e-16,5.51371324019705e-16,-4.95115788119373e-06,-7.92212286370975e-07,5.87137049342044e-06,2.41277390887031e-16,1.62688202871081e-05,8.70666989352137e-16,5.55096040145112e-16,-4.14665813833892e-16,4.96751164121503e-07,-7.33573195310757e-16,-1.90631229188722e-15,-1.48372619362956e-07,8.12743501980601e-15,-2.032851691433e-14,1.23851272345419e-13,-0.0932504808240339
"t21",0.0332194058414691,0.0746057080038448,-0.0361589821033416,-0.197950313439954,-0.0414047477785041,0.00270253586835294,0.00149153429907097,-0.0137224695736063,-0.000558108195618876,0.000796590339527962,8.38909365988765e-05,0.000739437614406532,0.0017302596320084,-0.00809783990983533,1.17446151789895e-07,0.000358778785403337,-0.100027376733508,0.0326760865741421,0.0011801045699027,0.0120223854579404,-0.00756740126711485,-0.00178414636483493,0.306817399675201,-0.00702357392713546,-0.00021098796744795,-0.00928331603779425,0.0183505312572911,0.00508975688398854,-0.324196929848303,0.00361014005774937,0.000302737941207924,0.000331485183484601,-0.00186890451618007,-0.00106111939212286,2.93246487125489e-05,-0.000186210609179761,-0.000139199993447484,0.000958750222222463,0.00025244418200659,0.157744855574192,-4.5717257049871e-05,0.37443835128751,-1.38623335080061e-13,0.000523943898108387,0.708360330808705,0.000991000392499118,-7.36133658852063e-05,6.18079741548501e-15,-0.00058662046644521,-7.30302787705738e-05,0.251958414675162,-0.00311610489868922,-0.00430566245141563,-0.000273746475083758,0.0158974023622757,4.72466450876283e-05,-0.000358167436101405,5.40414150785805e-07,0.000156643853336476,0.000304497972198264,-0.0212596980038271,-0.000132098117667793,-0.00116855499802471,-5.3408477215752e-16,-2.97227939375148e-15,-8.9492466783697e-06,-0.00526029602476346,8.29893986771798e-06,-0.00238520384088206,-7.77708384599905e-17,3.64475066328127e-06,-1.0429634867811e-05,-0.000102055025344731,-0.00109462506992479,0.000305157922375796,1.89880717023901e-05,-0.000156960288784324,7.59807318348317e-16,0.00269793476781029,0.0004446274686777,-1.61531397399467e-15,-4.73966107133059e-16,4.26379718337337e-06,-7.60989387833476e-17,-2.03045236844233e-05,8.85904053294621e-05,9.3014415715323e-05,1.44077349556744e-05,-2.54588377201633e-05,-4.11853754797568e-16,5.93147921441107e-16,-0.000103375441644269,-1.27271244973242e-16,-4.76946321360621e-16,2.453403716915e-16,-6.50576223644494e-17,-2.02956141932934e-16,-7.20490461658459e-16,4.06088657339755e-16,-3.47024717934344e-06,-5.56276614876741e-07,4.1266220613682e-06,5.06239192094884e-16,1.14760555162166e-05,1.61791155330335e-15,4.39963630808092e-16,-2.82488268629029e-16,3.51745841977807e-07,-1.26726438350633e-15,-7.65633357690687e-16,-1.05334006987686e-07,7.31372988159062e-15,-2.00142233825207e-14,1.23840775092998e-13,-0.0932504808240354
"t22",0.0332262831465253,0.074634368261806,-0.0361764581544789,-0.198066077213742,-0.0414396240938062,0.00270517416783669,0.00149321230696183,-0.0137440666155253,-0.00055929238622888,0.000799599034932487,8.84938298437916e-05,0.000708079124939884,0.00170867331551689,-0.00805627505574798,1.16858277904636e-07,0.000357029713432419,-0.099711831262758,0.0325885332157785,0.00117700590947416,0.0119927558275344,-0.00754947024349121,-0.00178007138429504,0.30613635404091,-0.00701019120677521,-0.000210649386787547,-0.00926842963411574,0.0183231687624451,0.00508239816585857,-0.323741182158671,0.00360534856149727,0.000302399428309006,0.000331126462494483,-0.00186711173516886,-0.00106043876801624,2.9307753939659e-05,-0.000186128287424079,-0.000139147826439882,0.000960635460152165,0.000253136818736819,0.158620479213839,-4.63561271071321e-05,0.373288297710246,-1.32178473781513e-13,0.000523505021100381,-0.705820001151603,0.000995030264116632,-7.40382052384683e-05,-1.0174771076427e-14,-0.000593297013173418,-7.39105476678985e-05,0.261499082596158,-0.00323545319908037,-0.00449813291967469,-0.000272081489851796,0.0158282826595591,4.71031989724771e-05,-0.000357258612573132,5.39105698698857e-07,0.000156333517060303,0.000303980267835708,-0.0213914044425806,-0.000131734464229619,-0.00116550695853534,6.62174728052144e-17,-4.82884498446478e-16,-8.92748047355383e-06,-0.00528599980813021,8.27869257272565e-06,-0.00237952666008569,-8.24024622776339e-17,3.63624590937658e-06,-1.04053360854153e-05,-0.000101819806823798,-0.00109210633052788,0.000304455957250689,1.89447607665643e-05,-0.000156609009959704,-4.75686285569831e-16,0.00270881881867253,0.000443456429050906,4.14540949351237e-16,-4.10609628636228e-17,4.25445334983025e-06,1.62963930420288e-16,-2.02602954657589e-05,8.83988988078791e-05,9.33691195641796e-05,1.43769438600771e-05,-2.54047739288073e-05,-1.84385707558695e-16,-5.79404615295206e-15,-0.00010315892932776,-2.72313854405153e-16,-6.36669917211059e-16,-2.4627358007063e-16,1.7813011540829e-16,-4.6682778932359e-16,-5.9576640871788e-16,-6.91021546119166e-17,-3.46312564150656e-06,-5.5514120490024e-07,4.11822256751455e-06,-2.05443469939384e-17,1.14529477984413e-05,-1.39849372875592e-15,2.36297018508244e-17,-3.67031032921842e-16,3.51045575752708e-07,-4.44329521124074e-16,-9.80563439477282e-16,-1.05125923916892e-07,7.79026093996562e-15,-2.01487532709284e-14,1.24449948414313e-13,-0.093250480824032
"t29",0.0344038018400909,0.0795674047455378,-0.0391923548827126,-0.218093361069164,-0.0475065206116916,0.00316525857644144,0.00178656869674645,-0.0175435388800811,-0.000768830639616502,0.00133770547050357,0.000930995021118809,-0.00506649527439251,-0.0023055665768352,-0.000104217123566952,4.2101306639627e-09,2.12878731119301e-05,-0.0361012107341991,0.0142802628903307,0.000525312133931943,0.00563452017965225,-0.00364626846371112,-0.000879873413502047,0.153808735627501,-0.00376171077660463,-0.000117836269908637,-0.00518536742557831,0.0103639768658182,0.00288581506509349,-0.184407080485171,0.00206540547419876,0.000175485422140355,0.000192548047584799,-0.00109321204800213,-0.000633084171797868,1.75767378123037e-05,-0.00011276046571812,-8.47604196036495e-05,0.00076318635992346,0.000219853277333934,0.181748290108863,-9.22704836936541e-05,0.077108490805784,-3.25875432193957e-14,0.000176910373973171,-0.00620129145026559,-8.51186248947009e-05,1.76308192070531e-05,5.14426903275237e-15,0.000478307984074699,6.46773995465986e-05,-0.909124886482534,0.0113867825144763,0.0186485508424587,-0.000296503274647068,0.0146002331466837,3.93094116565131e-05,-0.000321044931831469,5.01192023930219e-07,0.000166000232146788,0.000349689475725352,-0.0788850653289455,-9.67242146809129e-05,-0.000870696284401642,-2.61090763787954e-16,1.04415356225824e-15,-6.86050203957298e-06,-0.0146356334104862,6.16543966177328e-06,-0.00177851843897266,6.28452265812237e-17,2.72210970042664e-06,-7.79031141451158e-06,-7.62863556507572e-05,-0.000818332142394126,0.000228138249890434,1.42051092868348e-05,-0.000117760088916406,5.03350031373296e-16,0.00627342325405888,0.000286942357097727,-2.096069546243e-16,4.32855145428844e-16,3.18528340281109e-06,6.01620350442953e-17,-1.51781528335409e-05,6.62654897558146e-05,0.000206277979628738,1.07850325304923e-05,-1.90649478039144e-05,1.32453168274023e-15,-1.96404445729093e-15,-7.74779758415716e-05,2.86055752459771e-16,1.16251337005224e-16,9.45666915535705e-16,-3.11221121766642e-16,2.66405786940414e-16,2.62313343463591e-16,1.37896899971028e-16,-2.60422915735765e-06,-4.17605814165501e-07,3.09850596099841e-06,5.30465493788102e-16,8.6234697822816e-06,-3.87228874435714e-16,8.46807821462657e-16,-7.62930251703126e-16,2.6453845095479e-07,3.55862496497897e-16,-5.46993644624258e-16,-7.92675108231454e-08,6.84348234117784e-15,-2.02029465507183e-14,1.23637236432646e-13,-0.0932504808240254
"t49",0.0364713682735708,0.0882079842917273,-0.0444684798672715,-0.253089484251984,-0.0580808841424316,0.00396624297276854,0.0022966930852143,-0.0241312707361633,-0.00113116418399018,0.00226358802136805,0.00236518297863435,-0.0148691505474782,-0.0090892298191132,0.0131602224288445,-1.83557234218398e-07,-0.000537897472011523,0.0675239930166913,-0.0150636889868243,-0.000516567739191391,-0.00444156139562527,0.00250109512088558,0.000528954117265352,-0.0833288945512933,0.0011268603922338,1.54332346079254e-05,0.000676227545984112,-0.000823665424543946,-0.000174242217482084,0.00813382467825245,-2.80756569341306e-05,1.06566067689261e-05,1.4017943402556e-05,-0.000123528868932368,-0.000134902211002038,4.10172774135772e-06,-3.09934012446911e-05,-2.50593716041788e-05,0.000697004605605298,0.000232984111154353,0.259174244637957,-0.000175075017615966,-0.249167617266143,8.76097561632746e-14,-0.000106358574744196,0.000993138301228896,1.2513669257596e-05,-2.34896576208797e-06,-6.47922318272083e-16,-5.29766807884851e-05,-7.06985815504985e-06,0.0830744606980238,-0.00103935779871405,-0.00167860329934106,4.10277511075226e-06,0.000262621880157346,2.1970089717751e-06,-1.63853263877452e-05,2.45151200083538e-08,7.12027818953309e-06,1.40417204773835e-05,-0.00165507036943871,7.98781867157163e-08,0.000110744348876073,-1.24817834214197e-14,8.66333274212059e-14,1.35406933965704e-05,0.873601833097173,4.51221843710905e-06,-0.000892993578142594,-5.51287495042072e-15,1.16531485643883e-06,-3.3045024503081e-06,-3.06904556003947e-05,-0.000327033687480336,9.10682643131929e-05,5.51423842752708e-06,-4.49016823447848e-05,1.04744807711581e-15,0.02288422324111,-0.00011873928211923,-1.79838047360249e-15,8.24185509854215e-16,1.07985696667523e-06,-2.27528163069942e-15,-5.14959215021501e-06,2.24733953279164e-05,0.000640282395502483,3.6530934216387e-06,-6.45779166844709e-06,3.22251661227644e-15,6.31085278025087e-15,-2.62919611318226e-05,-7.53272056854042e-16,1.82016684116505e-16,-1.7108227283481e-15,-2.16960149436642e-16,1.95268707228816e-15,-3.12316460352755e-15,-5.86921334615915e-16,-8.9009786704346e-07,-1.43120459490961e-07,1.06350507158584e-06,-8.26763827813234e-16,2.97933723939785e-06,6.2028948996542e-16,9.3583524028971e-16,4.48262398349523e-16,9.21275537657185e-08,-2.02545319682026e-15,-1.35196861718739e-15,-2.77717896760899e-08,7.94286738083044e-15,-1.97647821879388e-14,1.2358768175418e-13,-0.0932504808240262
"t75",0.036640169049006,0.088905412579671,-0.0448919296550581,-0.255883146426347,-0.0589150213230193,0.00402908843705477,0.00233650103982205,-0.024638407419287,-0.00115871014227283,0.00233236400789595,0.00246649346748857,-0.0155525350302894,-0.00955210475369013,0.0140102717870392,-1.95547921959381e-07,-0.000573467732773049,0.0734186381553425,-0.0165929171151302,-0.000570102057068154,-0.00493379277821501,0.00279052578998291,0.000592745487633838,-0.093709974387506,0.00129379781899548,1.81502428302078e-05,0.000795354404073572,-0.000977850658822139,-0.000207631324040972,0.0097240688135531,-3.3775510529505e-05,1.30200304004727e-05,1.71689339626738e-05,-0.000152489848150878,-0.000169317654988644,5.16250234523574e-06,-3.920953184919e-05,-3.17755312774707e-05,0.000909983077949176,0.000304936489941068,0.340618772618486,-0.000230796075734961,-0.333583382055422,1.19004960761924e-13,-0.000146127413481611,0.00146510658034962,1.85815194399353e-05,-3.51490765147305e-06,-1.18481822012846e-15,-8.04545239701704e-05,-1.07483066127731e-05,0.128153774578392,-0.00160349658908549,-0.00259265413029889,7.11047572319911e-06,0.000509667010637077,7.77764070755705e-06,-0.000166264699564435,3.10775380303495e-07,0.000161623961989905,0.000406187541355095,-0.212593259264179,-1.98089662979383e-07,-0.000121523507999841,-6.60819341868066e-16,-3.20578639579503e-14,-6.02251610565072e-06,-0.326117657708318,-5.61041886865324e-07,-2.56030042297012e-05,1.54093703250941e-15,1.60314781481927e-07,-4.80704454060569e-07,-6.05072915935662e-06,-6.6932599450822e-05,1.87581966533596e-05,1.33637176911167e-06,-1.38492870173696e-05,-4.23053674927083e-15,0.00786821490574852,-4.0937916888489e-05,3.47834973044553e-15,-7.95399067951501e-16,4.39384899927324e-07,3.30489292497385e-15,-2.1824090866979e-06,9.99886139737065e-06,0.000288616461124219,1.73713043436561e-06,-3.17511828102954e-06,1.4349254826649e-13,0.707106781186543,-1.37957420253881e-05,5.63916718209971e-15,-4.16609499182489e-15,2.36304726576908e-15,2.18822795496021e-15,-4.23833775837191e-15,-1.81028729832456e-15,2.03858303588437e-15,-5.06039335796878e-07,-8.29031156688687e-08,6.21725290352615e-07,2.7568199416928e-15,1.8013695799417e-06,2.2459244743108e-15,9.28307471914106e-16,-5.4906571472941e-16,5.7512467182327e-08,3.16242196236113e-15,-4.76131715804155e-15,-1.76889394820758e-08,7.79893958588129e-15,-2.00707916480567e-14,1.2455389908263e-13,-0.0932504808240486
"t76",0.036640169049006,0.088905412579671,-0.0448919296550586,-0.255883146426348,-0.0589150213230196,0.00402908843705483,0.00233650103982226,-0.0246384074192873,-0.00115871014227308,0.00233236400789579,0.00246649346748845,-0.0155525350302896,-0.0095521047536901,0.0140102717870398,-1.95547921652568e-07,-0.000573467732773011,0.0734186381553424,-0.0165929171151307,-0.000570102057067501,-0.00493379277821554,0.00279052578998304,0.000592745487633574,-0.0937099743875043,0.00129379781899509,1.81502428303298e-05,0.000795354404073617,-0.000977850658822294,-0.000207631324040512,0.00972406881355108,-3.37755105299826e-05,1.30200304003812e-05,1.71689339635318e-05,-0.000152489848151016,-0.000169317654988595,5.16250234515492e-06,-3.92095318526015e-05,-3.17755312760421e-05,0.000909983077950012,0.000304936489941348,0.340618772618482,-0.000230796075735926,-0.333583382055427,1.18292011749529e-13,-0.000146127413482755,0.00146510658035602,1.85815194398003e-05,-3.51490765206885e-06,-1.89240944259139e-15,-8.04545239706086e-05,-1.07483066125373e-05,0.128153774578392,-0.00160349658908587,-0.00259265413029922,7.11047572418418e-06,0.000509667010638141,7.77764070688981e-06,-0.000166264699562723,3.10775377114067e-07,0.000161623961989619,0.000406187541353702,-0.212593259264182,-1.98089662478451e-07,-0.000121523508008497,4.95234730862613e-15,-3.69152706097772e-14,-6.0225161082357e-06,-0.326117657708305,-5.61041889897827e-07,-2.5603004244355e-05,4.95131044997363e-15,1.60314789547371e-07,-4.80704453984814e-07,-6.05072915619949e-06,-6.69325994514626e-05,1.87581966580387e-05,1.33637176221871e-06,-1.3849287005263e-05,2.54922711607171e-15,0.00786821490576911,-4.09379169077122e-05,-3.02933287358915e-15,1.99566883797775e-16,4.39384903753177e-07,-1.35187946942367e-15,-2.18240909440911e-06,9.99886143340813e-06,0.000288616461114439,1.73713041796821e-06,-3.17511813811868e-06,-1.44848327005911e-13,-0.707106781186551,-1.37957419665116e-05,-5.39376106900463e-15,3.47935329887075e-15,-5.53555051201539e-16,-1.91856508910323e-15,1.75394904068387e-15,4.77596225024897e-15,-8.02793552694009e-16,-5.06039330638412e-07,-8.29031128687416e-08,6.21725294037626e-07,-8.21338375620186e-16,1.80136958352862e-06,-2.74585356051069e-15,-1.90944923165826e-15,-5.97770598148642e-16,5.7512465920049e-08,-3.92218053840572e-15,2.3214185993013e-15,-1.76889424100001e-08,7.12347499799799e-15,-2.0280032204859e-14,1.23337821951758e-13,-0.0932504808240211
"t39",0.0363228657728911,0.087596865387162,-0.0440981996542514,-0.250651485433346,-0.0573562867902156,0.00391176805961719,0.00226226404142983,-0.0236951988080774,-0.00110761140949648,0.00220543652048055,0.00228187348913599,-0.0143117545839452,-0.00871696935377279,0.0125081988101934,-1.74387018032657e-07,-0.000510783902414603,0.0635158179142757,-0.0141435981672504,-0.000485097244049205,-0.00417784585348725,0.00235784156837061,0.000500299706243258,-0.0790994190629382,0.0011212618144078,1.86941714125162e-05,0.000820376917404333,-0.00124187953358447,-0.000306128439953362,0.0174592814541864,-0.000153093667744525,-5.08714290835179e-06,-4.30047668785417e-06,1.63613015544605e-06,-2.71932469845379e-05,8.95545820161794e-07,-7.50435452342595e-06,-6.27562316298591e-06,0.000199557605135718,6.6591125184342e-05,0.0736743750074584,-4.94725037834396e-05,-0.066881551276312,2.39729429977573e-14,-2.44455864017513e-05,7.05928595129574e-05,6.73579880895077e-07,-7.75892147098356e-08,9.54221588807171e-17,4.44962559297755e-07,8.10012942200104e-08,-0.0044993767825534,5.65717856006908e-05,9.70716066613879e-05,-1.86104015463178e-06,-0.00024753679763848,-1.26793784269418e-05,0.000526255098399433,-1.05411164081646e-06,-0.0006204733485012,-0.00161351709652794,0.931237585954348,-0.000109289284123436,-0.000718151678688194,8.41525072007771e-15,-8.76162023357298e-15,-6.76227190908435e-06,-0.152970369068099,2.94592767839953e-06,-0.000868994789957193,-2.39573859699149e-15,1.31840980501187e-06,-3.77003765203779e-06,-3.67427365553471e-05,-0.000393946479852545,0.000109817478769334,6.83360727659063e-06,-5.8420739527807e-05,2.67127876958543e-15,0.0432037692208193,-0.000300076527919718,4.36669412167747e-16,-1.61061558693828e-15,1.39243116135606e-06,3.50276300304845e-17,-6.67557487198567e-06,2.92583145366108e-05,0.0011838658294218,4.76935257425566e-06,-8.43419790357408e-06,2.42018559561045e-15,-4.62392749658486e-15,-3.42897002851073e-05,-7.72680761577684e-16,-4.41505231729595e-16,-1.687982617841e-16,-3.78736328388989e-16,3.78843814205631e-17,-1.9465559230686e-15,-2.13143059231999e-16,-1.15398622259156e-06,-1.85160262178535e-07,1.37432176294346e-06,7.13647510154011e-16,3.83151760759254e-06,1.82146357196437e-15,1.01335533876744e-15,-5.76606587086235e-16,1.17821841764051e-07,4.7684195180536e-16,-5.34034600861271e-16,-3.53752010946205e-08,7.97236806325951e-15,-1.99687830891425e-14,1.23820200883624e-13,-0.0932504808240357
"t69",0.0370424213288987,0.0906052738370287,-0.0459356320645555,-0.262841883885425,-0.0610417717641522,0.00419101057185178,0.00244015610928153,-0.0259942345263936,-0.00123415728850633,0.00252930648918035,0.00278556440787965,-0.0177585802725522,-0.0111071629055385,0.0172136801428207,-2.41023905029195e-07,-0.000709324959620829,0.100852134284773,-0.0248551360743075,-0.000866255459532443,-0.00789368049486506,0.00463841687513515,0.00102630014466687,-0.168130782353348,0.00303228132138828,7.45574011718667e-05,0.00327827273586226,-0.00610897546730595,-0.00165974328101086,0.103969203474535,-0.00112535696873618,-9.00142522861919e-05,-9.81568307058061e-05,0.000550181269814278,0.000323363768725951,-9.0630331655769e-06,5.95596207428239e-05,4.54004459175779e-05,-0.000676675430293837,-0.000215876760461596,-0.222633207637372,0.000142334310324321,0.15473132403278,-5.45738373200774e-14,4.24447519922367e-05,-7.19491503331116e-05,-6.60987026029482e-07,7.29344518035974e-08,2.99828839937177e-16,-3.86795038004438e-07,-7.00311507199271e-08,0.0036212558969368,-4.55114932521555e-05,-7.7673984699645e-05,9.57747215880229e-07,9.36439269725135e-05,1.99795656566806e-06,-4.71706775999613e-05,8.91533093909485e-08,4.7362168658824e-05,0.000119774072952166,-0.0638860219392228,1.87395252780749e-06,-5.27755892826594e-06,3.17880580071767e-16,-2.78749708393407e-15,-1.64521478471976e-07,-0.0039239190996158,6.96355338044488e-08,-4.59414325203474e-06,3.25575402975182e-15,-5.31431908471978e-08,1.74243800483956e-07,3.81793921749303e-06,4.5847352896266e-05,-1.30368346709862e-05,-1.43130852151596e-06,5.02565899342341e-05,-1.9564885662004e-14,-0.638651892174163,0.00687970283970241,1.31083363020683e-14,-4.01453697167006e-15,1.26594530148304e-06,8.88771066704013e-15,-5.23729542274678e-06,2.40682225644672e-05,0.608107858135304,2.45025016993316e-06,-4.24019097324133e-06,9.18437671131436e-15,-1.53091893521087e-14,-1.63823001569264e-05,2.8109405116617e-15,-1.73807786746149e-16,-3.61617514063359e-15,-6.46578402602184e-16,-2.81291464531146e-15,-4.34003605205627e-15,-5.95787630364395e-15,-5.31379511009705e-07,-8.49304354657249e-08,6.29581832967518e-07,6.64104370719102e-16,1.75328067679529e-06,1.64639691788641e-15,1.6888557094558e-15,9.68155360887662e-16,5.4131674427687e-08,-9.69002609411572e-16,-1.54295239225758e-15,-1.63344663469524e-08,7.64878193448184e-15,-1.83410245288872e-14,1.24744344988177e-13,-0.0932504808240434
