"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115"
"t1",0,1.39109816543609,11.4888465388594,9.92527796516162,12.3257622789481,9.21182863794247,12.3257622789481,12.3257622789481,12.3257622789481,6.81051178338922,6.81051178338922,12.3257622789481,12.3257622789481,12.3257622789481,6.81051178338922,12.3257622789481,12.3257622789481,10.4935800740203,12.0831820121656,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,11.3968658244292,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,6.81051178338922,11.1650961911123,12.3257622789481,12.3257622789481,11.6010517776971,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,11.9396339788027,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,11.7923356755956,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.114427173017,6.81051178338922,6.81051178338922,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.1248176538141,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.2079010815229,12.3257622789481,12.3257622789481,12.3257622789481,6.81051178338922,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,6.81051178338922,6.81051178338922,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481,12.3257622789481
"t2",1.39109816543609,0,11.3457494775996,9.78218090390178,12.1826652176882,9.06873157668262,12.1826652176882,12.1826652176882,12.1826652176882,6.66741472212937,6.66741472212937,12.1826652176882,12.1826652176882,12.1826652176882,6.66741472212937,12.1826652176882,12.1826652176882,10.3504830127604,11.9400849509057,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,11.2537687631693,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,6.66741472212937,11.0219991298524,12.1826652176882,12.1826652176882,11.4579547164372,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,11.7965369175429,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,11.6492386143357,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,11.9713301117571,6.66741472212937,6.66741472212937,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,11.9817205925542,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.064804020263,12.1826652176882,12.1826652176882,12.1826652176882,6.66741472212937,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,6.66741472212937,6.66741472212937,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882,12.1826652176882
"t3",11.4888465388594,11.3457494775996,0,6.65556493744994,9.05604925123638,3.81666411495661,9.05604925123638,9.05604925123638,9.05604925123638,16.5186434255369,16.5186434255369,10.7702791806099,6.65160590767848,9.05604925123638,16.5186434255369,10.7702791806099,9.05604925123638,7.22386704630858,6.40902564089601,6.65160590767848,9.05604925123637,9.05604925123637,9.05604925123637,9.05604925123637,9.05604925123637,9.05604925123637,6.65160590767848,5.72270945315962,9.05604925123637,9.05604925123637,6.9305977559622,6.65160590767848,16.5186434255369,7.8953831634006,10.7702791806099,6.9305977559622,6.2058872547112,8.76986682122007,9.05604925123637,9.05604925123637,10.7702791806099,10.7702791806099,9.05604925123637,9.05604925123637,9.05604925123637,9.05604925123637,8.66992095109102,9.05604925123637,9.05604925123637,10.7702791806099,10.7702791806099,9.05604925123637,6.65160590767848,5.34207465596691,5.8755012593194,9.05604925123637,9.05604925123637,9.05604925123637,8.84471414530531,16.5186434255369,16.5186434255369,10.7702791806099,9.05604925123637,9.05604925123637,10.7702791806099,10.5693345554759,9.05604925123637,9.05604925123637,9.05604925123637,6.65160590767848,9.05604925123637,9.05604925123638,9.05604925123638,9.05604925123637,9.05604925123637,9.05604925123637,8.76986682122007,8.76986682122007,6.65160590767848,6.65160590767848,6.65160590767848,6.65160590767848,8.76986682122007,8.76986682122007,9.05604925123637,9.05604925123637,9.05604925123638,9.05604925123638,6.65160590767848,6.65160590767848,8.93818805381122,9.05604925123637,6.9305977559622,6.9305977559622,16.5186434255369,6.9305977559622,6.65160590767848,9.05604925123637,9.05604925123637,10.7702791806099,10.7702791806099,10.7702791806099,10.7702791806099,6.9305977559622,9.05604925123637,9.05604925123637,16.5186434255369,16.5186434255369,6.9305977559622,6.65160590767848,6.65160590767848,6.9305977559622,6.9305977559622,6.9305977559622,6.9305977559622
"t4",9.92527796516162,9.78218090390178,6.65556493744994,0,4.16869459933362,4.37854703653299,6.45021373071588,7.06845436523828,7.06845436523828,14.9550748518391,14.9550748518391,9.20671060691207,7.49248067753858,6.45021373071588,14.9550748518391,9.20671060691207,7.06845436523828,5.23627216031048,7.24990041075611,7.49248067753857,6.45021373071587,6.45021373071587,7.06845436523828,7.06845436523828,7.06845436523828,7.06845436523828,7.49248067753857,6.56358422301971,6.45021373071587,7.06845436523828,7.49248067753857,7.49248067753857,14.9550748518391,5.9077882774025,9.20671060691207,7.49248067753857,6.76777017628757,7.49248067753857,6.45021373071587,7.06845436523828,9.20671060691207,9.20671060691207,7.06845436523828,7.06845436523828,7.06845436523828,7.06845436523828,6.68232606509293,7.06845436523828,6.45021373071587,9.20671060691207,9.20671060691207,7.06845436523828,7.49248067753857,6.95905407418608,7.49248067753857,7.06845436523828,7.06845436523828,7.06845436523828,6.85711925930721,14.9550748518391,14.9550748518391,9.20671060691207,7.06845436523828,7.06845436523828,9.20671060691207,9.00576598177811,7.06845436523828,7.06845436523828,6.45021373071587,7.49248067753857,6.45021373071587,7.06845436523828,7.06845436523828,7.06845436523828,6.45021373071587,6.45021373071587,7.49248067753857,7.49248067753857,7.49248067753857,7.49248067753857,7.49248067753857,7.49248067753857,7.49248067753857,7.49248067753857,7.06845436523828,7.06845436523828,7.06845436523828,7.06845436523828,7.49248067753857,7.49248067753857,6.95059316781312,7.06845436523828,7.49248067753857,7.49248067753857,14.9550748518391,7.49248067753857,7.49248067753857,6.45021373071587,6.45021373071587,9.20671060691207,9.20671060691207,9.20671060691207,9.20671060691207,7.49248067753857,7.06845436523828,7.06845436523828,14.9550748518391,14.9550748518391,7.49248067753857,7.49248067753857,7.49248067753857,7.49248067753857,7.49248067753857,7.49248067753857,7.49248067753857
"t5",12.3257622789481,12.1826652176882,9.05604925123638,4.16869459933362,0,6.77903135031942,8.85069804450231,9.46893867902471,9.46893867902471,17.3555591656255,17.3555591656255,11.6071949206985,9.89296499132501,8.85069804450231,17.3555591656255,11.6071949206985,9.46893867902471,7.63675647409691,9.65038472454254,9.89296499132501,8.85069804450231,8.85069804450231,9.46893867902471,9.46893867902471,9.46893867902471,9.46893867902471,9.89296499132501,8.96406853680615,8.85069804450231,9.46893867902471,9.89296499132501,9.89296499132501,17.3555591656255,8.30827259118893,11.6071949206985,9.89296499132501,9.16825449007401,9.89296499132501,8.85069804450231,9.46893867902471,11.6071949206985,11.6071949206985,9.46893867902471,9.46893867902471,9.46893867902471,9.46893867902471,9.08281037887936,9.46893867902471,8.85069804450231,11.6071949206985,11.6071949206985,9.46893867902471,9.89296499132501,9.35953838797252,9.89296499132501,9.46893867902471,9.46893867902471,9.46893867902471,9.25760357309364,17.3555591656255,17.3555591656255,11.6071949206985,9.46893867902471,9.46893867902471,11.6071949206985,11.4062502955645,9.46893867902471,9.46893867902471,8.85069804450231,9.89296499132501,8.85069804450231,9.46893867902471,9.46893867902471,9.46893867902471,8.85069804450231,8.85069804450231,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.46893867902471,9.46893867902471,9.46893867902471,9.46893867902471,9.89296499132501,9.89296499132501,9.35107748159955,9.46893867902471,9.89296499132501,9.89296499132501,17.3555591656255,9.89296499132501,9.89296499132501,8.85069804450231,8.85069804450231,11.6071949206985,11.6071949206985,11.6071949206985,11.6071949206985,9.892964991325,9.46893867902471,9.46893867902471,17.3555591656255,17.3555591656255,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501
"t6",9.21182863794247,9.06873157668262,3.81666411495661,4.37854703653299,6.77903135031942,0,6.77903135031942,6.77903135031942,6.77903135031942,14.2416255246199,14.2416255246199,8.49326127969291,4.65357985504525,6.77903135031942,14.2416255246199,8.49326127969291,6.77903135031942,4.94684914539162,4.41099958826278,4.65357985504525,6.77903135031942,6.77903135031942,6.77903135031942,6.77903135031942,6.77903135031942,6.77903135031942,4.65357985504524,3.72468340052638,6.77903135031942,6.77903135031942,3.42130388656973,4.65357985504525,14.2416255246199,5.61836526248364,8.49326127969291,3.42130388656973,2.69659338531873,6.49284892030311,6.77903135031942,6.77903135031942,8.49326127969291,8.49326127969291,6.77903135031942,6.77903135031942,6.77903135031942,6.77903135031942,6.39290305017407,6.77903135031942,6.77903135031942,8.49326127969291,8.49326127969291,6.77903135031942,4.65357985504525,4.12015325169275,4.65357985504525,6.77903135031942,6.77903135031942,6.77903135031942,6.56769624438835,14.2416255246199,14.2416255246199,8.49326127969291,6.77903135031942,6.77903135031942,8.49326127969291,8.29231665455895,6.77903135031942,6.77903135031942,6.77903135031942,4.65357985504524,6.77903135031942,6.77903135031942,6.77903135031942,6.77903135031942,6.77903135031942,6.77903135031942,6.49284892030311,6.49284892030311,4.65357985504525,4.65357985504525,4.65357985504524,4.65357985504524,6.49284892030311,6.49284892030311,6.77903135031942,6.77903135031942,6.77903135031942,6.77903135031942,4.65357985504524,4.65357985504524,6.66117015289426,6.77903135031942,3.42130388656973,3.42130388656973,14.2416255246199,3.42130388656973,4.65357985504524,6.77903135031942,6.77903135031942,8.49326127969291,8.49326127969291,8.49326127969291,8.49326127969291,3.42130388656973,6.77903135031942,6.77903135031942,14.2416255246199,14.2416255246199,3.42130388656973,4.65357985504525,4.65357985504525,3.42130388656973,3.42130388656973,3.42130388656973,3.42130388656973
"t7",12.3257622789481,12.1826652176882,9.05604925123638,6.45021373071588,8.85069804450231,6.77903135031942,0,9.46893867902471,9.46893867902471,17.3555591656255,17.3555591656255,11.6071949206985,9.89296499132501,6.46429664567095,17.3555591656255,11.6071949206985,9.46893867902471,7.63675647409691,9.65038472454254,9.89296499132501,6.46429664567095,6.46429664567095,9.46893867902471,9.46893867902471,9.46893867902471,9.46893867902471,9.89296499132501,8.96406853680615,6.46429664567095,9.46893867902471,9.89296499132501,9.89296499132501,17.3555591656255,8.30827259118893,11.6071949206985,9.89296499132501,9.16825449007401,9.89296499132501,6.46429664567095,9.46893867902471,11.6071949206985,11.6071949206985,9.46893867902471,9.46893867902471,9.46893867902471,9.46893867902471,9.08281037887936,9.46893867902471,6.46429664567095,11.6071949206985,11.6071949206985,9.46893867902471,9.89296499132501,9.35953838797252,9.89296499132501,9.46893867902471,9.46893867902471,9.46893867902471,9.25760357309364,17.3555591656255,17.3555591656255,11.6071949206985,9.46893867902471,9.46893867902471,11.6071949206985,11.4062502955645,9.46893867902471,9.46893867902471,6.46429664567095,9.89296499132501,6.46429664567095,9.46893867902471,9.46893867902471,9.46893867902471,6.46429664567095,6.46429664567095,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.46893867902471,9.46893867902471,9.46893867902471,9.46893867902471,9.89296499132501,9.89296499132501,9.35107748159955,9.46893867902471,9.89296499132501,9.89296499132501,17.3555591656255,9.89296499132501,9.89296499132501,6.46429664567095,6.46429664567095,11.6071949206985,11.6071949206985,11.6071949206985,11.6071949206985,9.892964991325,9.46893867902471,9.46893867902471,17.3555591656255,17.3555591656255,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501
"t8",12.3257622789481,12.1826652176882,9.05604925123638,7.06845436523828,9.46893867902471,6.77903135031942,9.46893867902471,0,6.25956758311976,17.3555591656255,17.3555591656255,11.6071949206985,9.89296499132501,9.46893867902471,17.3555591656255,11.6071949206985,6.25956758311976,4.42738537819196,9.65038472454254,9.89296499132501,9.46893867902471,9.46893867902471,8.99667041629427,8.99667041629427,8.99667041629426,8.14697912267187,9.89296499132501,8.96406853680615,9.46893867902471,5.73353506645097,9.89296499132501,9.89296499132501,17.3555591656255,6.9863130348361,11.6071949206985,9.89296499132501,9.16825449007401,9.89296499132501,9.46893867902471,8.99667041629427,11.6071949206985,11.6071949206985,8.14697912267187,8.14697912267187,8.99667041629427,5.73353506645097,8.61054211614892,8.99667041629427,9.46893867902471,11.6071949206985,11.6071949206985,8.14697912267187,9.89296499132501,9.35953838797252,9.89296499132501,8.99667041629427,8.99667041629427,8.14697912267187,7.93564401674081,17.3555591656255,17.3555591656255,11.6071949206985,8.99667041629427,8.99667041629427,11.6071949206985,11.4062502955645,5.73353506645097,5.73353506645097,9.46893867902471,9.89296499132501,9.46893867902471,8.14697912267187,8.14697912267187,8.99667041629427,9.46893867902471,9.46893867902471,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,5.73353506645097,5.73353506645097,8.14697912267187,8.14697912267187,9.89296499132501,9.89296499132501,8.87880921886911,8.99667041629426,9.89296499132501,9.89296499132501,17.3555591656255,9.89296499132501,9.89296499132501,9.46893867902471,9.46893867902471,11.6071949206985,11.6071949206985,11.6071949206985,11.6071949206985,9.89296499132501,8.99667041629426,8.99667041629426,17.3555591656255,17.3555591656255,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501
"t9",12.3257622789481,12.1826652176882,9.05604925123638,7.06845436523828,9.46893867902471,6.77903135031942,9.46893867902471,6.25956758311976,0,17.3555591656255,17.3555591656255,11.6071949206985,9.89296499132501,9.46893867902471,17.3555591656255,11.6071949206985,5.64919999442654,3.81701778949874,9.65038472454254,9.89296499132501,9.46893867902471,9.46893867902471,8.99667041629427,8.99667041629427,8.99667041629426,8.14697912267187,9.89296499132501,8.96406853680615,9.46893867902471,6.25956758311976,9.89296499132501,9.89296499132501,17.3555591656255,6.9863130348361,11.6071949206985,9.89296499132501,9.16825449007401,9.89296499132501,9.46893867902471,8.99667041629427,11.6071949206985,11.6071949206985,8.14697912267187,8.14697912267187,8.99667041629427,6.25956758311976,8.61054211614892,8.99667041629427,9.46893867902471,11.6071949206985,11.6071949206985,8.14697912267187,9.89296499132501,9.35953838797252,9.89296499132501,8.99667041629427,8.99667041629427,8.14697912267187,7.93564401674081,17.3555591656255,17.3555591656255,11.6071949206985,8.99667041629427,8.99667041629427,11.6071949206985,11.4062502955645,6.25956758311976,6.25956758311976,9.46893867902471,9.89296499132501,9.46893867902471,8.14697912267187,8.14697912267187,8.99667041629427,9.46893867902471,9.46893867902471,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,6.25956758311976,6.25956758311976,8.14697912267187,8.14697912267187,9.89296499132501,9.89296499132501,8.87880921886911,8.99667041629426,9.89296499132501,9.89296499132501,17.3555591656255,9.89296499132501,9.89296499132501,9.46893867902471,9.46893867902471,11.6071949206985,11.6071949206985,11.6071949206985,11.6071949206985,9.89296499132501,8.99667041629426,8.99667041629426,17.3555591656255,17.3555591656255,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501,9.89296499132501
"t10",6.81051178338922,6.66741472212937,16.5186434255369,14.9550748518391,17.3555591656255,14.2416255246199,17.3555591656255,17.3555591656255,17.3555591656255,0,5.04556222586156,17.3555591656255,17.3555591656255,17.3555591656255,6.11871990214488,17.3555591656255,17.3555591656255,15.5233769606977,17.112978898843,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,16.4266627111066,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,6.11871990214487,16.1948930777897,17.3555591656255,17.3555591656255,16.6308486643745,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,16.9694308654801,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,16.822132562273,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.1442240596944,6.11871990214488,6.11871990214488,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.1546145404915,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.2376979682003,17.3555591656255,17.3555591656255,17.3555591656255,6.11871990214487,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,6.11871990214487,6.11871990214487,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255,17.3555591656255
